ward,precinct,total,Dan Brady,Dan Brady Percent,John C. Milhiser,John C. Milhiser Percent,precinct_id
48,40,10,5,50.0,5,50.0,48040
48,41,15,7,46.67,8,53.33,48041
48,42,5,4,80.0,1,20.0,48042
48,43,17,12,70.59,5,29.41,48043
48,44,6,4,66.67,2,33.33,48044
48,45,11,9,81.82,2,18.18,48045
48,46,18,14,77.78,4,22.22,48046
49,1,1,1,100.0,0,0.0,49001
49,2,0,0,0.0,0,0.0,49002
49,3,11,10,90.91,1,9.09,49003
49,4,10,4,40.0,6,60.0,49004
49,5,10,8,80.0,2,20.0,49005
49,6,10,8,80.0,2,20.0,49006
49,7,15,10,66.67,5,33.33,49007
49,8,9,5,55.56,4,44.44,49008
49,9,5,5,100.0,0,0.0,49009
49,10,14,11,78.57,3,21.43,49010
49,11,11,6,54.55,5,45.45,49011
49,12,12,11,91.67,1,8.33,49012
49,13,15,11,73.33,4,26.67,49013
49,14,5,1,20.0,4,80.0,49014
49,15,13,7,53.85,6,46.15,49015
49,16,14,12,85.71,2,14.29,49016
49,17,15,10,66.67,5,33.33,49017
49,18,12,9,75.0,3,25.0,49018
49,19,7,5,71.43,2,28.57,49019
49,20,11,9,81.82,2,18.18,49020
49,21,11,10,90.91,1,9.09,49021
49,22,24,17,70.83,7,29.17,49022
49,23,11,9,81.82,2,18.18,49023
49,24,10,8,80.0,2,20.0,49024
49,25,14,10,71.43,4,28.57,49025
49,26,9,9,100.0,0,0.0,49026
49,27,4,1,25.0,3,75.0,49027
49,28,12,9,75.0,3,25.0,49028
49,29,12,7,58.33,5,41.67,49029
49,30,17,17,100.0,0,0.0,49030
49,31,5,4,80.0,1,20.0,49031
49,32,7,5,71.43,2,28.57,49032
49,33,8,5,62.5,3,37.5,49033
50,1,24,16,66.67,8,33.33,50001
50,2,22,16,72.73,6,27.27,50002
50,3,21,18,85.71,3,14.29,50003
50,4,19,15,78.95,4,21.05,50004
50,5,22,20,90.91,2,9.09,50005
50,6,23,15,65.22,8,34.78,50006
50,7,20,16,80.0,4,20.0,50007
50,8,8,7,87.5,1,12.5,50008
50,9,14,11,78.57,3,21.43,50009
50,10,27,23,85.19,4,14.81,50010
50,11,22,14,63.64,8,36.36,50011
50,12,17,16,94.12,1,5.88,50012
50,13,14,13,92.86,1,7.14,50013
50,14,19,16,84.21,3,15.79,50014
50,15,23,17,73.91,6,26.09,50015
50,16,18,16,88.89,2,11.11,50016
50,17,23,18,78.26,5,21.74,50017
50,18,8,5,62.5,3,37.5,50018
50,19,4,3,75.0,1,25.0,50019
50,20,16,9,56.25,7,43.75,50020
50,21,15,10,66.67,5,33.33,50021
50,22,23,15,65.22,8,34.78,50022
50,23,15,14,93.33,1,6.67,50023
50,24,18,13,72.22,5,27.78,50024
50,25,40,35,87.5,5,12.5,50025
50,26,14,11,78.57,3,21.43,50026
50,27,21,14,66.67,7,33.33,50027
50,28,35,24,68.57,11,31.43,50028
50,29,8,8,100.0,0,0.0,50029
50,30,15,13,86.67,2,13.33,50030
50,31,11,8,72.73,3,27.27,50031
50,32,11,8,72.73,3,27.27,50032
50,33,16,13,81.25,3,18.75,50033
50,34,30,22,73.33,8,26.67,50034
50,35,18,13,72.22,5,27.78,50035
50,36,21,19,90.48,2,9.52,50036
50,37,11,9,81.82,2,18.18,50037
50,38,12,7,58.33,5,41.67,50038
50,39,17,14,82.35,3,17.65,50039
50,40,33,27,81.82,6,18.18,50040
