ward,precinct,total,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Paul Schimpf & Carolyn Schofield,Paul Schimpf & Carolyn Schofield Percent,Richard C. Irvin & Avery Bourne,Richard C. Irvin & Avery Bourne Percent,Gary Rabine & Aaron Del Mar,Gary Rabine & Aaron Del Mar Percent,Max Solomon & Latasha H. Fields,Max Solomon & Latasha H. Fields Percent,Jesse Sullivan & Kathleen Murphy,Jesse Sullivan & Kathleen Murphy Percent,precinct_id
22,22,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,22022
22,23,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,22023
22,24,8,3,37.5,0,0.0,2,25.0,1,12.5,1,12.5,1,12.5,22024
22,25,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,22025
23,1,65,35,53.85,0,0.0,13,20.0,5,7.69,1,1.54,11,16.92,23001
23,2,42,26,61.9,3,7.14,4,9.52,4,9.52,0,0.0,5,11.9,23002
23,3,73,49,67.12,0,0.0,10,13.7,3,4.11,0,0.0,11,15.07,23003
23,4,31,17,54.84,1,3.23,7,22.58,2,6.45,0,0.0,4,12.9,23004
23,5,8,6,75.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,23005
23,6,22,11,50.0,1,4.55,5,22.73,1,4.55,1,4.55,3,13.64,23006
23,7,12,5,41.67,0,0.0,2,16.67,0,0.0,1,8.33,4,33.33,23007
23,8,31,19,61.29,0,0.0,3,9.68,2,6.45,1,3.23,6,19.35,23008
23,9,6,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,4,66.67,23009
23,10,18,8,44.44,0,0.0,6,33.33,0,0.0,1,5.56,3,16.67,23010
23,11,8,4,50.0,1,12.5,1,12.5,0,0.0,0,0.0,2,25.0,23011
23,12,56,38,67.86,3,5.36,3,5.36,3,5.36,0,0.0,9,16.07,23012
23,13,6,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,4,66.67,23013
23,14,61,28,45.9,4,6.56,10,16.39,9,14.75,0,0.0,10,16.39,23014
23,15,7,5,71.43,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,23015
23,16,48,30,62.5,2,4.17,9,18.75,2,4.17,0,0.0,5,10.42,23016
23,17,4,2,50.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,23017
23,18,59,34,57.63,2,3.39,9,15.25,6,10.17,0,0.0,8,13.56,23018
23,19,10,3,30.0,0,0.0,2,20.0,2,20.0,1,10.0,2,20.0,23019
23,20,10,9,90.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,23020
23,21,71,38,53.52,0,0.0,10,14.08,10,14.08,0,0.0,13,18.31,23021
23,22,36,19,52.78,3,8.33,8,22.22,1,2.78,0,0.0,5,13.89,23022
23,23,48,26,54.17,1,2.08,12,25.0,2,4.17,1,2.08,6,12.5,23023
23,24,13,8,61.54,1,7.69,0,0.0,3,23.08,0,0.0,1,7.69,23024
23,25,12,6,50.0,1,8.33,2,16.67,0,0.0,0,0.0,3,25.0,23025
23,26,22,11,50.0,2,9.09,6,27.27,1,4.55,0,0.0,2,9.09,23026
23,27,39,26,66.67,2,5.13,5,12.82,1,2.56,0,0.0,5,12.82,23027
23,28,49,22,44.9,1,2.04,9,18.37,3,6.12,0,0.0,14,28.57,23028
23,29,34,27,79.41,0,0.0,2,5.88,1,2.94,0,0.0,4,11.76,23029
23,30,24,14,58.33,3,12.5,3,12.5,1,4.17,0,0.0,3,12.5,23030
23,31,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,23031
23,32,10,5,50.0,0,0.0,1,10.0,3,30.0,0,0.0,1,10.0,23032
23,33,16,8,50.0,1,6.25,2,12.5,1,6.25,1,6.25,3,18.75,23033
23,34,16,12,75.0,0,0.0,0,0.0,1,6.25,0,0.0,3,18.75,23034
23,35,36,20,55.56,0,0.0,10,27.78,3,8.33,1,2.78,2,5.56,23035
23,36,53,36,67.92,3,5.66,2,3.77,2,3.77,0,0.0,10,18.87,23036
23,37,59,40,67.8,1,1.69,6,10.17,3,5.08,1,1.69,8,13.56,23037
23,38,51,21,41.18,4,7.84,10,19.61,3,5.88,0,0.0,13,25.49,23038
23,39,4,2,50.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,23039
24,1,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24001
24,2,4,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,2,50.0,24002
24,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24003
24,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24004
24,5,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24005
24,6,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,24006
24,7,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,24007
24,8,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,24008
24,9,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24009
24,10,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24010
24,11,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,24011
24,12,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24012
24,13,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24013
24,14,3,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24014
24,15,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,24015
24,16,145,38,26.21,13,8.97,39,26.9,9,6.21,22,15.17,24,16.55,24016
24,17,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24017
24,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24018
24,19,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,24019
24,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24020
24,21,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24021
24,22,4,1,25.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,24022
24,23,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,24023
24,24,4,2,50.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,24024
24,25,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,24025
24,26,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,24026
24,27,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,24027
24,28,4,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,24028
24,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24029
24,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24030
24,31,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,24031
24,32,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,24032
24,33,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,24033
24,34,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,24034
24,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24035
24,36,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24036
24,37,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,24037
24,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24038
24,39,11,4,36.36,0,0.0,4,36.36,1,9.09,0,0.0,2,18.18,24039
24,40,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,24040
24,41,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,24041
25,1,5,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,3,60.0,25001
25,2,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,25002
25,3,45,13,28.89,1,2.22,16,35.56,0,0.0,0,0.0,15,33.33,25003
25,4,11,5,45.45,0,0.0,5,45.45,0,0.0,0,0.0,1,9.09,25004
25,5,11,6,54.55,0,0.0,2,18.18,1,9.09,0,0.0,2,18.18,25005
25,6,13,6,46.15,0,0.0,5,38.46,1,7.69,1,7.69,0,0.0,25006
25,7,5,3,60.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,25007
25,8,7,3,42.86,0,0.0,1,14.29,0,0.0,1,14.29,2,28.57,25008
25,9,5,3,60.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,25009
25,10,30,8,26.67,4,13.33,10,33.33,2,6.67,0,0.0,6,20.0,25010
25,11,5,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25011
25,12,3,1,33.33,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,25012
25,13,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,25013
25,14,10,6,60.0,1,10.0,1,10.0,0,0.0,1,10.0,1,10.0,25014
25,15,8,5,62.5,0,0.0,1,12.5,2,25.0,0,0.0,0,0.0,25015
25,16,30,9,30.0,2,6.67,11,36.67,1,3.33,0,0.0,7,23.33,25016
25,17,11,7,63.64,0,0.0,3,27.27,0,0.0,0,0.0,1,9.09,25017
25,18,15,9,60.0,2,13.33,0,0.0,1,6.67,0,0.0,3,20.0,25018
25,19,12,3,25.0,2,16.67,2,16.67,1,8.33,2,16.67,2,16.67,25019
25,20,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,25020
25,21,26,12,46.15,0,0.0,10,38.46,0,0.0,0,0.0,4,15.38,25021
25,22,5,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,2,40.0,25022
25,23,8,3,37.5,1,12.5,1,12.5,0,0.0,0,0.0,3,37.5,25023
25,24,6,1,16.67,1,16.67,2,33.33,1,16.67,1,16.67,0,0.0,25024
25,25,25,11,44.0,3,12.0,5,20.0,2,8.0,1,4.0,3,12.0,25025
25,26,14,4,28.57,0,0.0,1,7.14,2,14.29,1,7.14,6,42.86,25026
25,27,11,2,18.18,2,18.18,5,45.45,0,0.0,1,9.09,1,9.09,25027
25,28,10,3,30.0,0,0.0,4,40.0,0,0.0,0,0.0,3,30.0,25028
25,29,6,2,33.33,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,25029
25,30,12,3,25.0,2,16.67,3,25.0,0,0.0,0,0.0,4,33.33,25030
25,31,39,11,28.21,2,5.13,18,46.15,4,10.26,0,0.0,4,10.26,25031
25,32,16,3,18.75,1,6.25,3,18.75,4,25.0,1,6.25,4,25.0,25032
26,1,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,26001
26,2,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,26002
26,3,13,4,30.77,2,15.38,4,30.77,1,7.69,0,0.0,2,15.38,26003
26,4,8,2,25.0,0,0.0,3,37.5,0,0.0,0,0.0,3,37.5,26004
26,5,7,5,71.43,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,26005
26,6,6,1,16.67,2,33.33,2,33.33,0,0.0,0,0.0,1,16.67,26006
26,7,5,3,60.0,0,0.0,0,0.0,1,20.0,0,0.0,1,20.0,26007
26,8,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,26008
26,9,6,1,16.67,0,0.0,2,33.33,0,0.0,0,0.0,3,50.0,26009
26,10,9,3,33.33,0,0.0,2,22.22,1,11.11,1,11.11,2,22.22,26010
26,11,17,12,70.59,1,5.88,1,5.88,1,5.88,0,0.0,2,11.76,26011
26,12,6,2,33.33,0,0.0,0,0.0,0,0.0,1,16.67,3,50.0,26012
26,13,3,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,26013
26,14,5,3,60.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,26014
26,15,4,1,25.0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,26015
26,16,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,26016
26,17,18,16,88.89,0,0.0,1,5.56,0,0.0,1,5.56,0,0.0,26017
26,18,6,4,66.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,26018
26,19,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,26019
26,20,6,1,16.67,1,16.67,0,0.0,1,16.67,0,0.0,3,50.0,26020
26,21,15,9,60.0,0,0.0,2,13.33,1,6.67,0,0.0,3,20.0,26021
26,22,4,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,2,50.0,26022
26,23,3,0,0.0,0,0.0,2,66.67,0,0.0,1,33.33,0,0.0,26023
26,24,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,26024
26,25,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,26025
26,26,5,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,2,40.0,26026
26,27,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,26027
26,28,17,7,41.18,1,5.88,6,35.29,1,5.88,0,0.0,2,11.76,26028
26,29,6,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,2,33.33,26029
26,30,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,26030
26,31,15,7,46.67,3,20.0,2,13.33,1,6.67,1,6.67,1,6.67,26031
26,32,21,6,28.57,1,4.76,7,33.33,4,19.05,0,0.0,3,14.29,26032
26,33,10,5,50.0,0,0.0,3,30.0,1,10.0,0,0.0,1,10.0,26033
26,34,4,1,25.0,0,0.0,2,50.0,0,0.0,0,0.0,1,25.0,26034
26,35,8,4,50.0,0,0.0,1,12.5,1,12.5,0,0.0,2,25.0,26035
26,36,7,4,57.14,0,0.0,3,42.86,0,0.0,0,0.0,0,0.0,26036
26,37,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26037
26,38,9,5,55.56,0,0.0,2,22.22,0,0.0,0,0.0,2,22.22,26038
26,39,9,4,44.44,2,22.22,0,0.0,2,22.22,0,0.0,1,11.11,26039
26,40,4,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,2,50.0,26040
26,41,11,0,0.0,3,27.27,5,45.45,0,0.0,0,0.0,3,27.27,26041
26,42,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26042
26,43,4,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26043
26,44,5,4,80.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,26044
26,45,4,2,50.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,26045
26,46,19,9,47.37,0,0.0,4,21.05,2,10.53,0,0.0,4,21.05,26046
26,47,7,3,42.86,0,0.0,1,14.29,0,0.0,0,0.0,3,42.86,26047
26,48,7,0,0.0,0,0.0,3,42.86,0,0.0,0,0.0,4,57.14,26048
26,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26049
27,1,49,15,30.61,1,2.04,21,42.86,3,6.12,1,2.04,8,16.33,27001
27,2,17,5,29.41,1,5.88,6,35.29,1,5.88,1,5.88,3,17.65,27002
27,3,4,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,27003
27,4,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,27004
27,5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,27005
27,6,20,7,35.0,1,5.0,4,20.0,2,10.0,0,0.0,6,30.0,27006
27,7,14,4,28.57,1,7.14,7,50.0,0,0.0,0,0.0,2,14.29,27007
27,8,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,27008
27,9,16,5,31.25,0,0.0,10,62.5,0,0.0,0,0.0,1,6.25,27009
27,10,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,27010
27,11,12,1,8.33,0,0.0,9,75.0,0,0.0,0,0.0,2,16.67,27011
27,12,27,7,25.93,5,18.52,9,33.33,1,3.7,1,3.7,4,14.81,27012
27,13,11,5,45.45,0,0.0,4,36.36,1,9.09,0,0.0,1,9.09,27013
27,14,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,27014
27,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27015
27,16,17,5,29.41,1,5.88,7,41.18,3,17.65,0,0.0,1,5.88,27016
27,17,9,5,55.56,0,0.0,1,11.11,2,22.22,1,11.11,0,0.0,27017
27,18,6,3,50.0,1,16.67,0,0.0,0,0.0,1,16.67,1,16.67,27018
27,19,4,1,25.0,0,0.0,0,0.0,2,50.0,0,0.0,1,25.0,27019
27,20,3,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,27020
27,21,23,5,21.74,0,0.0,13,56.52,1,4.35,0,0.0,4,17.39,27021
27,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27022
27,23,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,27023
27,24,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0,27024
27,25,8,2,25.0,0,0.0,4,50.0,0,0.0,0,0.0,2,25.0,27025
27,26,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,27026
27,27,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,27027
27,28,32,13,40.63,2,6.25,13,40.63,0,0.0,0,0.0,4,12.5,27028
27,29,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,27029
27,30,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,27030
27,31,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,27031
27,32,15,4,26.67,0,0.0,2,13.33,4,26.67,1,6.67,4,26.67,27032
27,33,10,5,50.0,2,20.0,2,20.0,0,0.0,1,10.0,0,0.0,27033
27,34,4,0,0.0,1,25.0,2,50.0,1,25.0,0,0.0,0,0.0,27034
27,35,28,14,50.0,1,3.57,4,14.29,1,3.57,0,0.0,8,28.57,27035
27,36,4,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,2,50.0,27036
27,37,23,7,30.43,1,4.35,10,43.48,0,0.0,0,0.0,5,21.74,27037
27,38,39,13,33.33,2,5.13,13,33.33,1,2.56,1,2.56,9,23.08,27038
27,39,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,27039
27,40,28,11,39.29,1,3.57,10,35.71,2,7.14,1,3.57,3,10.71,27040
27,41,5,1,20.0,0,0.0,2,40.0,1,20.0,0,0.0,1,20.0,27041
27,42,16,6,37.5,1,6.25,7,43.75,0,0.0,0,0.0,2,12.5,27042
27,43,4,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,3,75.0,27043
27,44,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,27044
27,45,44,7,15.91,3,6.82,22,50.0,5,11.36,0,0.0,7,15.91,27045
27,46,22,2,9.09,5,22.73,11,50.0,2,9.09,1,4.55,1,4.55,27046
27,47,4,0,0.0,1,25.0,2,50.0,0,0.0,0,0.0,1,25.0,27047
27,48,19,6,31.58,0,0.0,9,47.37,3,15.79,0,0.0,1,5.26,27048
27,49,4,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,27049
27,50,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,27050
28,1,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,28001
28,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28002
28,3,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28003
28,4,14,9,64.29,1,7.14,0,0.0,0,0.0,1,7.14,3,21.43,28004
28,5,4,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,1,25.0,28005
28,6,5,0,0.0,0,0.0,3,60.0,1,20.0,0,0.0,1,20.0,28006
28,7,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,28007
28,8,13,3,23.08,0,0.0,6,46.15,2,15.38,0,0.0,2,15.38,28008
28,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28009
28,10,11,4,36.36,2,18.18,2,18.18,2,18.18,0,0.0,1,9.09,28010
28,11,27,9,33.33,1,3.7,8,29.63,1,3.7,3,11.11,5,18.52,28011
28,12,3,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,28012
28,13,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,28013
28,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28014
28,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28015
28,16,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,28016
28,17,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,28017
28,18,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28018
28,19,2,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,28019
28,20,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28020
28,21,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,28021
28,22,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,28022
28,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28023
28,24,5,1,20.0,2,40.0,0,0.0,0,0.0,1,20.0,1,20.0,28024
28,25,2,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,28025
28,26,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,28026
28,27,23,12,52.17,1,4.35,7,30.43,0,0.0,0,0.0,3,13.04,28027
28,28,24,8,33.33,2,8.33,8,33.33,2,8.33,1,4.17,3,12.5,28028
28,29,2,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,28029
28,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28030
28,31,6,2,33.33,0,0.0,2,33.33,0,0.0,2,33.33,0,0.0,28031
28,32,4,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,28032
28,33,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,28033
28,34,7,2,28.57,0,0.0,1,14.29,1,14.29,0,0.0,3,42.86,28034
28,35,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,28035
28,36,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,28036
28,37,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28037
28,38,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,28038
28,39,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,28039
28,40,5,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,3,60.0,28040
28,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28041
28,42,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,28042
28,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28043
28,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28044
28,45,17,5,29.41,2,11.76,6,35.29,0,0.0,0,0.0,4,23.53,28045
28,46,22,9,40.91,1,4.55,4,18.18,1,4.55,1,4.55,6,27.27,28046
29,1,20,10,50.0,0,0.0,7,35.0,2,10.0,0,0.0,1,5.0,29001
29,2,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,29002
29,3,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,29003
29,4,6,1,16.67,0,0.0,3,50.0,0,0.0,0,0.0,2,33.33,29004
29,5,4,2,50.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,29005
29,6,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,29006
29,7,12,6,50.0,0,0.0,2,16.67,1,8.33,0,0.0,3,25.0,29007
29,8,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29008
29,9,35,14,40.0,1,2.86,8,22.86,5,14.29,0,0.0,7,20.0,29009
29,10,32,15,46.88,1,3.13,5,15.63,2,6.25,1,3.13,8,25.0,29010
29,11,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,29011
29,12,3,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,29012
29,13,6,5,83.33,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,29013
29,14,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29014
29,15,4,2,50.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,29015
29,16,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29016
29,17,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29017
29,18,4,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,1,25.0,29018
29,19,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,29019
29,20,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29020
29,21,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,29021
29,22,8,3,37.5,0,0.0,3,37.5,0,0.0,0,0.0,2,25.0,29022
29,23,49,18,36.73,0,0.0,16,32.65,7,14.29,1,2.04,7,14.29,29023
29,24,5,1,20.0,0,0.0,0,0.0,1,20.0,2,40.0,1,20.0,29024
29,25,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,29025
29,26,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,29026
29,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29027
29,28,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,29028
29,29,28,13,46.43,1,3.57,6,21.43,5,17.86,1,3.57,2,7.14,29029
29,30,13,7,53.85,0,0.0,4,30.77,1,7.69,0,0.0,1,7.69,29030
29,31,52,21,40.38,2,3.85,10,19.23,3,5.77,0,0.0,16,30.77,29031
29,32,51,30,58.82,0,0.0,6,11.76,6,11.76,2,3.92,7,13.73,29032
29,33,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,29033
29,34,11,7,63.64,0,0.0,2,18.18,0,0.0,0,0.0,2,18.18,29034
29,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29035
29,36,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29036
29,37,4,1,25.0,0,0.0,2,50.0,0,0.0,0,0.0,1,25.0,29037
29,38,47,22,46.81,2,4.26,7,14.89,2,4.26,0,0.0,14,29.79,29038
29,39,33,16,48.48,0,0.0,5,15.15,2,6.06,0,0.0,10,30.3,29039
29,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29040
29,41,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,29041
29,42,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29042
29,43,14,4,28.57,2,14.29,4,28.57,3,21.43,0,0.0,1,7.14,29043
29,44,5,1,20.0,0,0.0,0,0.0,0,0.0,2,40.0,2,40.0,29044
