ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Tommy H. Brewer,Tommy H. Brewer Percent,precinct_id
37,37,146,114,78.08,32,21.92,37037
37,38,177,140,79.1,37,20.9,37038
37,39,65,57,87.69,8,12.31,37039
37,40,198,133,67.17,65,32.83,37040
37,41,84,63,75.0,21,25.0,37041
37,42,26,22,84.62,4,15.38,37042
37,43,117,93,79.49,24,20.51,37043
37,44,131,105,80.15,26,19.85,37044
37,45,91,69,75.82,22,24.18,37045
37,46,161,126,78.26,35,21.74,37046
37,47,23,15,65.22,8,34.78,37047
37,48,148,109,73.65,39,26.35,37048
37,49,140,100,71.43,40,28.57,37049
37,50,108,91,84.26,17,15.74,37050
37,51,117,87,74.36,30,25.64,37051
37,52,86,65,75.58,21,24.42,37052
37,53,146,114,78.08,32,21.92,37053
37,54,149,119,79.87,30,20.13,37054
37,55,148,106,71.62,42,28.38,37055
37,56,107,78,72.9,29,27.1,37056
37,57,84,61,72.62,23,27.38,37057
37,58,157,131,83.44,26,16.56,37058
38,1,158,138,87.34,20,12.66,38001
38,2,97,84,86.6,13,13.4,38002
38,3,98,89,90.82,9,9.18,38003
38,4,63,46,73.02,17,26.98,38004
38,5,205,171,83.41,34,16.59,38005
38,6,97,88,90.72,9,9.28,38006
38,7,156,126,80.77,30,19.23,38007
38,8,89,79,88.76,10,11.24,38008
38,9,121,97,80.17,24,19.83,38009
38,10,196,166,84.69,30,15.31,38010
38,11,90,77,85.56,13,14.44,38011
38,12,148,135,91.22,13,8.78,38012
38,13,111,100,90.09,11,9.91,38013
38,14,103,90,87.38,13,12.62,38014
38,15,105,98,93.33,7,6.67,38015
38,16,158,140,88.61,18,11.39,38016
38,17,112,99,88.39,13,11.61,38017
38,18,130,113,86.92,17,13.08,38018
38,19,151,139,92.05,12,7.95,38019
38,20,174,141,81.03,33,18.97,38020
38,21,117,103,88.03,14,11.97,38021
38,22,139,121,87.05,18,12.95,38022
38,23,94,77,81.91,17,18.09,38023
38,24,65,55,84.62,10,15.38,38024
38,25,100,89,89.0,11,11.0,38025
38,26,99,88,88.89,11,11.11,38026
38,27,64,53,82.81,11,17.19,38027
38,28,89,80,89.89,9,10.11,38028
38,29,93,80,86.02,13,13.98,38029
38,30,110,100,90.91,10,9.09,38030
38,31,144,123,85.42,21,14.58,38031
38,32,151,131,86.75,20,13.25,38032
38,33,108,95,87.96,13,12.04,38033
38,34,72,62,86.11,10,13.89,38034
38,35,152,132,86.84,20,13.16,38035
38,36,119,106,89.08,13,10.92,38036
38,37,129,108,83.72,21,16.28,38037
38,38,151,137,90.73,14,9.27,38038
38,39,146,133,91.1,13,8.9,38039
38,40,98,81,82.65,17,17.35,38040
38,41,205,178,86.83,27,13.17,38041
38,42,169,145,85.8,24,14.2,38042
38,43,140,116,82.86,24,17.14,38043
38,44,127,107,84.25,20,15.75,38044
38,45,120,104,86.67,16,13.33,38045
38,46,112,94,83.93,18,16.07,38046
38,47,129,104,80.62,25,19.38,38047
38,48,140,123,87.86,17,12.14,38048
38,49,95,85,89.47,10,10.53,38049
38,50,139,113,81.29,26,18.71,38050
38,51,100,89,89.0,11,11.0,38051
38,52,132,117,88.64,15,11.36,38052
38,53,22,17,77.27,5,22.73,38053
39,1,152,124,81.58,28,18.42,39001
39,2,256,224,87.5,32,12.5,39002
39,3,183,172,93.99,11,6.01,39003
39,4,122,108,88.52,14,11.48,39004
39,5,105,91,86.67,14,13.33,39005
39,6,144,126,87.5,18,12.5,39006
39,7,133,121,90.98,12,9.02,39007
39,8,203,169,83.25,34,16.75,39008
39,9,223,191,85.65,32,14.35,39009
39,10,141,113,80.14,28,19.86,39010
39,11,229,199,86.9,30,13.1,39011
39,12,89,76,85.39,13,14.61,39012
39,13,83,71,85.54,12,14.46,39013
39,14,121,94,77.69,27,22.31,39014
39,15,129,116,89.92,13,10.08,39015
39,16,86,70,81.4,16,18.6,39016
39,17,102,85,83.33,17,16.67,39017
39,18,167,144,86.23,23,13.77,39018
39,19,111,94,84.68,17,15.32,39019
39,20,138,130,94.2,8,5.8,39020
39,21,100,79,79.0,21,21.0,39021
39,22,109,91,83.49,18,16.51,39022
39,23,99,86,86.87,13,13.13,39023
39,24,130,113,86.92,17,13.08,39024
39,25,130,107,82.31,23,17.69,39025
39,26,182,157,86.26,25,13.74,39026
39,27,141,114,80.85,27,19.15,39027
39,28,149,127,85.23,22,14.77,39028
39,29,155,131,84.52,24,15.48,39029
39,30,84,70,83.33,14,16.67,39030
39,31,112,104,92.86,8,7.14,39031
39,32,236,222,94.07,14,5.93,39032
39,33,154,134,87.01,20,12.99,39033
39,34,140,108,77.14,32,22.86,39034
39,35,149,124,83.22,25,16.78,39035
39,36,202,174,86.14,28,13.86,39036
39,37,229,198,86.46,31,13.54,39037
39,38,149,120,80.54,29,19.46,39038
39,39,75,67,89.33,8,10.67,39039
39,40,104,94,90.38,10,9.62,39040
39,41,58,52,89.66,6,10.34,39041
39,42,181,170,93.92,11,6.08,39042
39,43,112,87,77.68,25,22.32,39043
39,44,161,124,77.02,37,22.98,39044
39,45,81,65,80.25,16,19.75,39045
39,46,97,85,87.63,12,12.37,39046
39,47,106,89,83.96,17,16.04,39047
40,1,84,71,84.52,13,15.48,40001
40,2,98,87,88.78,11,11.22,40002
40,3,129,106,82.17,23,17.83,40003
40,4,147,117,79.59,30,20.41,40004
40,5,141,117,82.98,24,17.02,40005
40,6,127,99,77.95,28,22.05,40006
40,7,117,100,85.47,17,14.53,40007
40,8,46,39,84.78,7,15.22,40008
40,9,80,59,73.75,21,26.25,40009
40,10,158,127,80.38,31,19.62,40010
40,11,127,96,75.59,31,24.41,40011
40,12,121,100,82.64,21,17.36,40012
40,13,164,121,73.78,43,26.22,40013
40,14,94,83,88.3,11,11.7,40014
40,15,150,123,82.0,27,18.0,40015
40,16,209,190,90.91,19,9.09,40016
40,17,67,54,80.6,13,19.4,40017
40,18,156,120,76.92,36,23.08,40018
40,19,108,87,80.56,21,19.44,40019
40,20,103,81,78.64,22,21.36,40020
40,21,138,117,84.78,21,15.22,40021
40,22,53,43,81.13,10,18.87,40022
40,23,184,143,77.72,41,22.28,40023
40,24,77,65,84.42,12,15.58,40024
40,25,112,95,84.82,17,15.18,40025
40,26,182,152,83.52,30,16.48,40026
40,27,121,93,76.86,28,23.14,40027
40,28,129,99,76.74,30,23.26,40028
40,29,180,153,85.0,27,15.0,40029
40,30,199,177,88.94,22,11.06,40030
40,31,139,126,90.65,13,9.35,40031
40,32,73,62,84.93,11,15.07,40032
40,33,124,105,84.68,19,15.32,40033
40,34,107,89,83.18,18,16.82,40034
40,35,126,96,76.19,30,23.81,40035
40,36,155,138,89.03,17,10.97,40036
40,37,101,72,71.29,29,28.71,40037
40,38,63,48,76.19,15,23.81,40038
40,39,112,98,87.5,14,12.5,40039
40,40,102,91,89.22,11,10.78,40040
40,41,158,126,79.75,32,20.25,40041
40,42,182,150,82.42,32,17.58,40042
40,43,161,123,76.4,38,23.6,40043
40,44,101,87,86.14,14,13.86,40044
40,45,212,163,76.89,49,23.11,40045
40,46,165,145,87.88,20,12.12,40046
40,47,165,126,76.36,39,23.64,40047
40,48,89,67,75.28,22,24.72,40048
40,49,71,61,85.92,10,14.08,40049
41,1,90,69,76.67,21,23.33,41001
41,2,208,182,87.5,26,12.5,41002
41,3,94,82,87.23,12,12.77,41003
41,4,138,128,92.75,10,7.25,41004
41,5,176,160,90.91,16,9.09,41005
41,6,138,129,93.48,9,6.52,41006
41,7,197,172,87.31,25,12.69,41007
41,8,143,128,89.51,15,10.49,41008
41,9,117,99,84.62,18,15.38,41009
41,10,160,141,88.13,19,11.88,41010
41,11,92,84,91.3,8,8.7,41011
41,12,155,134,86.45,21,13.55,41012
41,13,106,97,91.51,9,8.49,41013
41,14,232,208,89.66,24,10.34,41014
41,15,89,77,86.52,12,13.48,41015
41,16,166,147,88.55,19,11.45,41016
41,17,168,150,89.29,18,10.71,41017
41,18,109,95,87.16,14,12.84,41018
41,19,126,110,87.3,16,12.7,41019
41,20,189,157,83.07,32,16.93,41020
41,21,148,131,88.51,17,11.49,41021
41,22,133,120,90.23,13,9.77,41022
41,23,147,128,87.07,19,12.93,41023
41,24,91,76,83.52,15,16.48,41024
41,25,52,42,80.77,10,19.23,41025
41,26,76,71,93.42,5,6.58,41026
41,27,51,45,88.24,6,11.76,41027
41,28,84,71,84.52,13,15.48,41028
41,29,38,33,86.84,5,13.16,41029
41,30,113,89,78.76,24,21.24,41030
41,31,160,136,85.0,24,15.0,41031
41,32,106,91,85.85,15,14.15,41032
41,33,99,85,85.86,14,14.14,41033
41,34,102,88,86.27,14,13.73,41034
41,35,129,112,86.82,17,13.18,41035
41,36,137,124,90.51,13,9.49,41036
41,37,132,111,84.09,21,15.91,41037
41,38,78,64,82.05,14,17.95,41038
41,39,89,77,86.52,12,13.48,41039
41,40,123,111,90.24,12,9.76,41040
41,41,121,102,84.3,19,15.7,41041
41,42,106,92,86.79,14,13.21,41042
41,43,106,95,89.62,11,10.38,41043
41,44,115,103,89.57,12,10.43,41044
41,45,116,103,88.79,13,11.21,41045
41,46,138,112,81.16,26,18.84,41046
41,47,171,153,89.47,18,10.53,41047
41,48,67,57,85.07,10,14.93,41048
41,49,116,103,88.79,13,11.21,41049
41,50,133,119,89.47,14,10.53,41050
41,51,111,97,87.39,14,12.61,41051
41,52,164,148,90.24,16,9.76,41052
41,53,130,111,85.38,19,14.62,41053
41,54,153,133,86.93,20,13.07,41054
41,55,93,81,87.1,12,12.9,41055
41,56,156,143,91.67,13,8.33,41056
41,57,120,109,90.83,11,9.17,41057
41,58,94,82,87.23,12,12.77,41058
41,59,139,120,86.33,19,13.67,41059
41,60,102,85,83.33,17,16.67,41060
41,61,176,160,90.91,16,9.09,41061
41,62,135,116,85.93,19,14.07,41062
41,63,135,122,90.37,13,9.63,41063
41,64,155,134,86.45,21,13.55,41064
41,65,181,163,90.06,18,9.94,41065
41,66,170,157,92.35,13,7.65,41066
41,67,129,113,87.6,16,12.4,41067
41,68,123,112,91.06,11,8.94,41068
41,69,245,226,92.24,19,7.76,41069
41,70,138,126,91.3,12,8.7,41070
41,71,94,85,90.43,9,9.57,41071
42,1,152,139,91.45,13,8.55,42001
42,2,98,76,77.55,22,22.45,42002
42,3,84,67,79.76,17,20.24,42003
42,4,124,103,83.06,21,16.94,42004
42,5,125,105,84.0,20,16.0,42005
42,6,262,211,80.53,51,19.47,42006
42,7,143,115,80.42,28,19.58,42007
42,8,190,163,85.79,27,14.21,42008
42,9,138,113,81.88,25,18.12,42009
42,10,80,69,86.25,11,13.75,42010
42,11,134,109,81.34,25,18.66,42011
42,12,87,72,82.76,15,17.24,42012
42,13,249,191,76.71,58,23.29,42013
42,14,118,91,77.12,27,22.88,42014
42,15,156,131,83.97,25,16.03,42015
42,16,73,66,90.41,7,9.59,42016
42,17,126,102,80.95,24,19.05,42017
42,18,121,98,80.99,23,19.01,42018
42,19,41,34,82.93,7,17.07,42019
42,20,72,52,72.22,20,27.78,42020
42,21,55,43,78.18,12,21.82,42021
42,22,94,71,75.53,23,24.47,42022
42,23,164,145,88.41,19,11.59,42023
42,24,172,133,77.33,39,22.67,42024
42,25,127,111,87.4,16,12.6,42025
42,26,144,100,69.44,44,30.56,42026
42,27,204,172,84.31,32,15.69,42027
42,28,158,135,85.44,23,14.56,42028
42,29,145,136,93.79,9,6.21,42029
42,30,78,59,75.64,19,24.36,42030
42,31,69,62,89.86,7,10.14,42031
42,32,162,114,70.37,48,29.63,42032
42,33,211,177,83.89,34,16.11,42033
42,34,153,135,88.24,18,11.76,42034
42,35,116,102,87.93,14,12.07,42035
42,36,106,88,83.02,18,16.98,42036
42,37,144,117,81.25,27,18.75,42037
42,38,135,110,81.48,25,18.52,42038
42,39,145,127,87.59,18,12.41,42039
42,40,93,79,84.95,14,15.05,42040
42,41,129,99,76.74,30,23.26,42041
42,42,78,68,87.18,10,12.82,42042
42,43,137,112,81.75,25,18.25,42043
42,44,131,108,82.44,23,17.56,42044
42,45,111,98,88.29,13,11.71,42045
42,46,87,57,65.52,30,34.48,42046
42,47,88,75,85.23,13,14.77,42047
42,48,93,69,74.19,24,25.81,42048
42,49,63,53,84.13,10,15.87,42049
42,50,104,87,83.65,17,16.35,42050
42,51,125,100,80.0,25,20.0,42051
42,52,71,55,77.46,16,22.54,42052
42,53,89,72,80.9,17,19.1,42053
42,54,82,73,89.02,9,10.98,42054
42,55,117,104,88.89,13,11.11,42055
42,56,99,89,89.9,10,10.1,42056
42,57,89,71,79.78,18,20.22,42057
42,58,52,38,73.08,14,26.92,42058
42,59,22,17,77.27,5,22.73,42059
42,60,79,59,74.68,20,25.32,42060
42,61,66,61,92.42,5,7.58,42061
42,62,89,73,82.02,16,17.98,42062
42,63,127,104,81.89,23,18.11,42063
42,64,66,51,77.27,15,22.73,42064
42,65,106,89,83.96,17,16.04,42065
42,66,86,61,70.93,25,29.07,42066
42,67,84,67,79.76,17,20.24,42067
42,68,119,103,86.55,16,13.45,42068
42,69,142,101,71.13,41,28.87,42069
43,1,86,62,72.09,24,27.91,43001
43,2,128,114,89.06,14,10.94,43002
43,3,132,116,87.88,16,12.12,43003
43,4,135,118,87.41,17,12.59,43004
43,5,95,81,85.26,14,14.74,43005
43,6,106,83,78.3,23,21.7,43006
43,7,74,53,71.62,21,28.38,43007
43,8,129,111,86.05,18,13.95,43008
43,9,79,68,86.08,11,13.92,43009
43,10,47,44,93.62,3,6.38,43010
43,11,70,60,85.71,10,14.29,43011
43,12,181,148,81.77,33,18.23,43012
43,13,60,54,90.0,6,10.0,43013
43,14,121,93,76.86,28,23.14,43014
43,15,109,91,83.49,18,16.51,43015
43,16,116,103,88.79,13,11.21,43016
43,17,62,58,93.55,4,6.45,43017
43,18,162,138,85.19,24,14.81,43018
43,19,91,78,85.71,13,14.29,43019
43,20,126,111,88.1,15,11.9,43020
43,21,57,50,87.72,7,12.28,43021
43,22,68,57,83.82,11,16.18,43022
43,23,108,96,88.89,12,11.11,43023
43,24,107,95,88.79,12,11.21,43024
43,25,121,91,75.21,30,24.79,43025
43,26,105,92,87.62,13,12.38,43026
43,27,111,90,81.08,21,18.92,43027
43,28,89,78,87.64,11,12.36,43028
43,29,109,88,80.73,21,19.27,43029
43,30,57,43,75.44,14,24.56,43030
43,31,102,86,84.31,16,15.69,43031
43,32,109,94,86.24,15,13.76,43032
43,33,71,46,64.79,25,35.21,43033
43,34,58,47,81.03,11,18.97,43034
43,35,135,113,83.7,22,16.3,43035
43,36,102,91,89.22,11,10.78,43036
43,37,90,72,80.0,18,20.0,43037
43,38,98,78,79.59,20,20.41,43038
43,39,75,62,82.67,13,17.33,43039
43,40,78,67,85.9,11,14.1,43040
43,41,66,49,74.24,17,25.76,43041
43,42,120,110,91.67,10,8.33,43042
43,43,93,72,77.42,21,22.58,43043
43,44,117,98,83.76,19,16.24,43044
43,45,37,30,81.08,7,18.92,43045
43,46,143,130,90.91,13,9.09,43046
43,47,113,99,87.61,14,12.39,43047
43,48,116,97,83.62,19,16.38,43048
43,49,78,63,80.77,15,19.23,43049
43,50,82,75,91.46,7,8.54,43050
43,51,181,147,81.22,34,18.78,43051
43,52,114,92,80.7,22,19.3,43052
43,53,148,117,79.05,31,20.95,43053
43,54,97,76,78.35,21,21.65,43054
43,55,111,72,64.86,39,35.14,43055
43,56,95,76,80.0,19,20.0,43056
43,57,91,78,85.71,13,14.29,43057
43,58,160,144,90.0,16,10.0,43058
43,59,142,126,88.73,16,11.27,43059
43,60,62,50,80.65,12,19.35,43060
43,61,67,56,83.58,11,16.42,43061
43,62,103,96,93.2,7,6.8,43062
43,63,81,63,77.78,18,22.22,43063
43,64,80,73,91.25,7,8.75,43064
43,65,54,51,94.44,3,5.56,43065
43,66,41,33,80.49,8,19.51,43066
43,67,62,56,90.32,6,9.68,43067
44,1,147,125,85.03,22,14.97,44001
44,2,129,99,76.74,30,23.26,44002
44,3,192,158,82.29,34,17.71,44003
44,4,188,166,88.3,22,11.7,44004
44,5,179,144,80.45,35,19.55,44005
44,6,115,86,74.78,29,25.22,44006
44,7,166,148,89.16,18,10.84,44007
44,8,60,43,71.67,17,28.33,44008
44,9,177,152,85.88,25,14.12,44009
44,10,87,65,74.71,22,25.29,44010
44,11,163,141,86.5,22,13.5,44011
44,12,89,72,80.9,17,19.1,44012
44,13,107,95,88.79,12,11.21,44013
44,14,119,101,84.87,18,15.13,44014
44,15,183,146,79.78,37,20.22,44015
44,16,132,118,89.39,14,10.61,44016
44,17,160,125,78.13,35,21.88,44017
44,18,96,84,87.5,12,12.5,44018
44,19,92,84,91.3,8,8.7,44019
44,20,102,86,84.31,16,15.69,44020
44,21,153,122,79.74,31,20.26,44021
44,22,181,148,81.77,33,18.23,44022
44,23,129,102,79.07,27,20.93,44023
44,24,104,76,73.08,28,26.92,44024
44,25,132,107,81.06,25,18.94,44025
44,26,104,77,74.04,27,25.96,44026
44,27,132,117,88.64,15,11.36,44027
44,28,84,62,73.81,22,26.19,44028
44,29,127,96,75.59,31,24.41,44029
44,30,126,104,82.54,22,17.46,44030
44,31,138,112,81.16,26,18.84,44031
44,32,92,71,77.17,21,22.83,44032
44,33,210,165,78.57,45,21.43,44033
44,34,106,89,83.96,17,16.04,44034
44,35,120,99,82.5,21,17.5,44035
44,36,115,81,70.43,34,29.57,44036
44,37,201,166,82.59,35,17.41,44037
44,38,123,95,77.24,28,22.76,44038
44,39,102,84,82.35,18,17.65,44039
44,40,144,118,81.94,26,18.06,44040
44,41,123,91,73.98,32,26.02,44041
44,42,143,117,81.82,26,18.18,44042
44,43,151,123,81.46,28,18.54,44043
44,44,188,154,81.91,34,18.09,44044
44,45,159,128,80.5,31,19.5,44045
44,46,100,78,78.0,22,22.0,44046
44,47,178,141,79.21,37,20.79,44047
44,48,114,98,85.96,16,14.04,44048
44,49,292,251,85.96,41,14.04,44049
44,50,135,117,86.67,18,13.33,44050
45,1,120,101,84.17,19,15.83,45001
45,2,105,95,90.48,10,9.52,45002
45,3,269,243,90.33,26,9.67,45003
45,4,228,198,86.84,30,13.16,45004
45,5,192,174,90.63,18,9.38,45005
45,6,166,140,84.34,26,15.66,45006
45,7,122,94,77.05,28,22.95,45007
45,8,129,118,91.47,11,8.53,45008
45,9,179,158,88.27,21,11.73,45009
45,10,192,157,81.77,35,18.23,45010
45,11,150,131,87.33,19,12.67,45011
45,12,176,145,82.39,31,17.61,45012
45,13,257,230,89.49,27,10.51,45013
45,14,203,172,84.73,31,15.27,45014
45,15,215,186,86.51,29,13.49,45015
45,16,185,162,87.57,23,12.43,45016
45,17,190,155,81.58,35,18.42,45017
45,18,186,167,89.78,19,10.22,45018
45,19,188,172,91.49,16,8.51,45019
45,20,157,133,84.71,24,15.29,45020
45,21,148,125,84.46,23,15.54,45021
45,22,125,107,85.6,18,14.4,45022
45,23,170,153,90.0,17,10.0,45023
45,24,189,160,84.66,29,15.34,45024
45,25,204,173,84.8,31,15.2,45025
45,26,210,183,87.14,27,12.86,45026
45,27,150,132,88.0,18,12.0,45027
45,28,168,147,87.5,21,12.5,45028
45,29,172,144,83.72,28,16.28,45029
45,30,200,175,87.5,25,12.5,45030
45,31,152,131,86.18,21,13.82,45031
45,32,106,96,90.57,10,9.43,45032
45,33,166,142,85.54,24,14.46,45033
45,34,119,100,84.03,19,15.97,45034
45,35,154,129,83.77,25,16.23,45035
45,36,136,115,84.56,21,15.44,45036
45,37,148,124,83.78,24,16.22,45037
45,38,203,174,85.71,29,14.29,45038
45,39,196,167,85.2,29,14.8,45039
45,40,242,208,85.95,34,14.05,45040
45,41,110,96,87.27,14,12.73,45041
45,42,182,167,91.76,15,8.24,45042
45,43,154,138,89.61,16,10.39,45043
45,44,186,158,84.95,28,15.05,45044
45,45,129,113,87.6,16,12.4,45045
45,46,197,168,85.28,29,14.72,45046
45,47,162,143,88.27,19,11.73,45047
45,48,166,145,87.35,21,12.65,45048
45,49,146,122,83.56,24,16.44,45049
45,50,121,101,83.47,20,16.53,45050
45,51,147,127,86.39,20,13.61,45051
45,52,164,142,86.59,22,13.41,45052
45,53,132,110,83.33,22,16.67,45053
46,1,302,244,80.79,58,19.21,46001
46,2,171,113,66.08,58,33.92,46002
46,3,212,146,68.87,66,31.13,46003
46,4,153,109,71.24,44,28.76,46004
46,5,163,116,71.17,47,28.83,46005
46,6,139,99,71.22,40,28.78,46006
46,7,211,173,81.99,38,18.01,46007
46,8,157,111,70.7,46,29.3,46008
46,9,160,120,75.0,40,25.0,46009
46,10,98,81,82.65,17,17.35,46010
46,11,211,162,76.78,49,23.22,46011
46,12,131,89,67.94,42,32.06,46012
46,13,193,159,82.38,34,17.62,46013
46,14,124,92,74.19,32,25.81,46014
46,15,188,149,79.26,39,20.74,46015
46,16,167,118,70.66,49,29.34,46016
46,17,259,220,84.94,39,15.06,46017
46,18,196,161,82.14,35,17.86,46018
46,19,189,146,77.25,43,22.75,46019
46,20,142,95,66.9,47,33.1,46020
46,21,44,34,77.27,10,22.73,46021
46,22,114,81,71.05,33,28.95,46022
46,23,140,94,67.14,46,32.86,46023
46,24,118,93,78.81,25,21.19,46024
46,25,107,85,79.44,22,20.56,46025
46,26,148,114,77.03,34,22.97,46026
46,27,150,108,72.0,42,28.0,46027
46,28,156,122,78.21,34,21.79,46028
46,29,174,143,82.18,31,17.82,46029
46,30,190,141,74.21,49,25.79,46030
46,31,154,124,80.52,30,19.48,46031
46,32,142,96,67.61,46,32.39,46032
46,33,163,114,69.94,49,30.06,46033
46,34,192,139,72.4,53,27.6,46034
46,35,124,84,67.74,40,32.26,46035
46,36,172,144,83.72,28,16.28,46036
46,37,82,68,82.93,14,17.07,46037
46,38,76,53,69.74,23,30.26,46038
46,39,152,122,80.26,30,19.74,46039
46,40,103,73,70.87,30,29.13,46040
46,41,150,115,76.67,35,23.33,46041
46,42,174,134,77.01,40,22.99,46042
46,43,112,88,78.57,24,21.43,46043
47,1,192,147,76.56,45,23.44,47001
47,2,172,141,81.98,31,18.02,47002
47,3,143,130,90.91,13,9.09,47003
47,4,236,206,87.29,30,12.71,47004
47,5,166,139,83.73,27,16.27,47005
47,6,262,236,90.08,26,9.92,47006
47,7,177,146,82.49,31,17.51,47007
47,8,265,222,83.77,43,16.23,47008
47,9,144,123,85.42,21,14.58,47009
47,10,147,119,80.95,28,19.05,47010
47,11,317,287,90.54,30,9.46,47011
47,12,180,151,83.89,29,16.11,47012
47,13,270,223,82.59,47,17.41,47013
47,14,126,104,82.54,22,17.46,47014
47,15,184,144,78.26,40,21.74,47015
47,16,179,134,74.86,45,25.14,47016
47,17,194,162,83.51,32,16.49,47017
47,18,185,160,86.49,25,13.51,47018
47,19,276,240,86.96,36,13.04,47019
47,20,205,163,79.51,42,20.49,47020
47,21,212,166,78.3,46,21.7,47021
47,22,211,172,81.52,39,18.48,47022
47,23,87,74,85.06,13,14.94,47023
47,24,145,121,83.45,24,16.55,47024
47,25,223,187,83.86,36,16.14,47025
47,26,243,200,82.3,43,17.7,47026
47,27,152,119,78.29,33,21.71,47027
47,28,285,236,82.81,49,17.19,47028
47,29,170,138,81.18,32,18.82,47029
47,30,207,171,82.61,36,17.39,47030
47,31,171,136,79.53,35,20.47,47031
47,32,212,173,81.6,39,18.4,47032
47,33,204,172,84.31,32,15.69,47033
47,34,228,174,76.32,54,23.68,47034
47,35,245,208,84.9,37,15.1,47035
47,36,272,209,76.84,63,23.16,47036
47,37,236,208,88.14,28,11.86,47037
47,38,214,169,78.97,45,21.03,47038
47,39,185,149,80.54,36,19.46,47039
47,40,149,116,77.85,33,22.15,47040
47,41,304,254,83.55,50,16.45,47041
47,42,138,111,80.43,27,19.57,47042
47,43,132,112,84.85,20,15.15,47043
47,44,169,144,85.21,25,14.79,47044
47,45,201,162,80.6,39,19.4,47045
47,46,103,86,83.5,17,16.5,47046
47,47,190,160,84.21,30,15.79,47047
47,48,48,40,83.33,8,16.67,47048
47,49,138,118,85.51,20,14.49,47049
47,50,120,103,85.83,17,14.17,47050
47,51,125,113,90.4,12,9.6,47051
48,1,196,150,76.53,46,23.47,48001
48,2,145,117,80.69,28,19.31,48002
48,3,213,157,73.71,56,26.29,48003
48,4,192,157,81.77,35,18.23,48004
48,5,158,140,88.61,18,11.39,48005
48,6,205,154,75.12,51,24.88,48006
48,7,145,112,77.24,33,22.76,48007
48,8,120,98,81.67,22,18.33,48008
48,9,173,134,77.46,39,22.54,48009
48,10,122,105,86.07,17,13.93,48010
48,11,228,200,87.72,28,12.28,48011
48,12,144,120,83.33,24,16.67,48012
48,13,119,99,83.19,20,16.81,48013
48,14,207,170,82.13,37,17.87,48014
48,15,107,84,78.5,23,21.5,48015
48,16,139,109,78.42,30,21.58,48016
48,17,137,108,78.83,29,21.17,48017
48,18,144,107,74.31,37,25.69,48018
48,19,183,140,76.5,43,23.5,48019
48,20,84,72,85.71,12,14.29,48020
48,21,74,64,86.49,10,13.51,48021
48,22,216,163,75.46,53,24.54,48022
48,23,166,130,78.31,36,21.69,48023
48,24,144,111,77.08,33,22.92,48024
48,25,136,109,80.15,27,19.85,48025
48,26,188,139,73.94,49,26.06,48026
48,27,103,80,77.67,23,22.33,48027
48,28,168,134,79.76,34,20.24,48028
48,29,155,144,92.9,11,7.1,48029
48,30,181,140,77.35,41,22.65,48030
48,31,136,103,75.74,33,24.26,48031
48,32,158,120,75.95,38,24.05,48032
48,33,145,129,88.97,16,11.03,48033
48,34,76,63,82.89,13,17.11,48034
48,35,142,117,82.39,25,17.61,48035
48,36,142,113,79.58,29,20.42,48036
48,37,127,111,87.4,16,12.6,48037
48,38,220,197,89.55,23,10.45,48038
48,39,128,101,78.91,27,21.09,48039
48,40,84,64,76.19,20,23.81,48040
48,41,91,58,63.74,33,36.26,48041
48,42,149,103,69.13,46,30.87,48042
48,43,178,143,80.34,35,19.66,48043
48,44,154,127,82.47,27,17.53,48044
48,45,135,102,75.56,33,24.44,48045
48,46,115,82,71.3,33,28.7,48046
48,47,122,93,76.23,29,23.77,48047
48,48,158,127,80.38,31,19.62,48048
48,49,50,42,84.0,8,16.0,48049
48,50,181,150,82.87,31,17.13,48050
48,51,240,199,82.92,41,17.08,48051
48,52,100,80,80.0,20,20.0,48052
48,53,138,107,77.54,31,22.46,48053
48,54,112,81,72.32,31,27.68,48054
48,55,36,25,69.44,11,30.56,48055
48,56,129,94,72.87,35,27.13,48056
49,1,163,129,79.14,34,20.86,49001
49,2,158,132,83.54,26,16.46,49002
49,3,93,68,73.12,25,26.88,49003
49,4,74,56,75.68,18,24.32,49004
49,5,175,123,70.29,52,29.71,49005
49,6,148,104,70.27,44,29.73,49006
49,7,112,81,72.32,31,27.68,49007
49,8,145,105,72.41,40,27.59,49008
49,9,127,92,72.44,35,27.56,49009
49,10,131,101,77.1,30,22.9,49010
49,11,94,68,72.34,26,27.66,49011
49,12,154,114,74.03,40,25.97,49012
49,13,183,154,84.15,29,15.85,49013
49,14,134,91,67.91,43,32.09,49014
49,15,94,65,69.15,29,30.85,49015
49,16,118,91,77.12,27,22.88,49016
49,17,18,10,55.56,8,44.44,49017
49,18,106,88,83.02,18,16.98,49018
49,19,125,93,74.4,32,25.6,49019
49,20,184,127,69.02,57,30.98,49020
49,21,100,80,80.0,20,20.0,49021
49,22,137,98,71.53,39,28.47,49022
49,23,99,82,82.83,17,17.17,49023
49,24,47,32,68.09,15,31.91,49024
49,25,151,107,70.86,44,29.14,49025
49,26,147,104,70.75,43,29.25,49026
49,27,170,116,68.24,54,31.76,49027
49,28,111,65,58.56,46,41.44,49028
49,29,158,107,67.72,51,32.28,49029
49,30,147,103,70.07,44,29.93,49030
49,31,46,32,69.57,14,30.43,49031
49,32,110,72,65.45,38,34.55,49032
