ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Jerry Orbach,Jerry Orbach Percent,precinct_id
37,37,166,159,95.78,7,4.22,37037
37,38,185,174,94.05,11,5.95,37038
37,39,63,39,61.9,24,38.1,37039
37,40,212,202,95.28,10,4.72,37040
37,41,95,92,96.84,3,3.16,37041
37,42,27,22,81.48,5,18.52,37042
37,43,123,118,95.93,5,4.07,37043
37,44,136,125,91.91,11,8.09,37044
37,45,101,97,96.04,4,3.96,37045
37,46,173,165,95.38,8,4.62,37046
37,47,24,14,58.33,10,41.67,37047
37,48,160,155,96.88,5,3.13,37048
37,49,149,143,95.97,6,4.03,37049
37,50,98,69,70.41,29,29.59,37050
37,51,128,122,95.31,6,4.69,37051
37,52,86,53,61.63,33,38.37,37052
37,53,167,163,97.6,4,2.4,37053
37,54,159,150,94.34,9,5.66,37054
37,55,157,144,91.72,13,8.28,37055
37,56,121,116,95.87,5,4.13,37056
37,57,102,95,93.14,7,6.86,37057
37,58,161,154,95.65,7,4.35,37058
38,1,153,77,50.33,76,49.67,38001
38,2,93,53,56.99,40,43.01,38002
38,3,87,46,52.87,41,47.13,38003
38,4,62,35,56.45,27,43.55,38004
38,5,192,119,61.98,73,38.02,38005
38,6,91,55,60.44,36,39.56,38006
38,7,145,84,57.93,61,42.07,38007
38,8,84,43,51.19,41,48.81,38008
38,9,114,77,67.54,37,32.46,38009
38,10,181,108,59.67,73,40.33,38010
38,11,88,47,53.41,41,46.59,38011
38,12,145,75,51.72,70,48.28,38012
38,13,100,51,51.0,49,49.0,38013
38,14,98,52,53.06,46,46.94,38014
38,15,100,46,46.0,54,54.0,38015
38,16,150,106,70.67,44,29.33,38016
38,17,105,58,55.24,47,44.76,38017
38,18,123,63,51.22,60,48.78,38018
38,19,151,69,45.7,82,54.3,38019
38,20,167,105,62.87,62,37.13,38020
38,21,116,55,47.41,61,52.59,38021
38,22,131,62,47.33,69,52.67,38022
38,23,87,41,47.13,46,52.87,38023
38,24,63,30,47.62,33,52.38,38024
38,25,99,69,69.7,30,30.3,38025
38,26,93,40,43.01,53,56.99,38026
38,27,64,40,62.5,24,37.5,38027
38,28,88,40,45.45,48,54.55,38028
38,29,85,53,62.35,32,37.65,38029
38,30,103,52,50.49,51,49.51,38030
38,31,143,87,60.84,56,39.16,38031
38,32,141,71,50.35,70,49.65,38032
38,33,99,55,55.56,44,44.44,38033
38,34,73,41,56.16,32,43.84,38034
38,35,139,79,56.83,60,43.17,38035
38,36,114,49,42.98,65,57.02,38036
38,37,118,63,53.39,55,46.61,38037
38,38,144,70,48.61,74,51.39,38038
38,39,137,83,60.58,54,39.42,38039
38,40,92,48,52.17,44,47.83,38040
38,41,197,113,57.36,84,42.64,38041
38,42,158,89,56.33,69,43.67,38042
38,43,139,58,41.73,81,58.27,38043
38,44,127,52,40.94,75,59.06,38044
38,45,112,60,53.57,52,46.43,38045
38,46,102,37,36.27,65,63.73,38046
38,47,124,66,53.23,58,46.77,38047
38,48,135,58,42.96,77,57.04,38048
38,49,89,39,43.82,50,56.18,38049
38,50,133,61,45.86,72,54.14,38050
38,51,97,46,47.42,51,52.58,38051
38,52,130,66,50.77,64,49.23,38052
38,53,21,13,61.9,8,38.1,38053
39,1,140,60,42.86,80,57.14,39001
39,2,232,151,65.09,81,34.91,39002
39,3,165,82,49.7,83,50.3,39003
39,4,111,70,63.06,41,36.94,39004
39,5,95,59,62.11,36,37.89,39005
39,6,136,80,58.82,56,41.18,39006
39,7,128,86,67.19,42,32.81,39007
39,8,191,137,71.73,54,28.27,39008
39,9,213,136,63.85,77,36.15,39009
39,10,137,99,72.26,38,27.74,39010
39,11,226,148,65.49,78,34.51,39011
39,12,87,61,70.11,26,29.89,39012
39,13,73,47,64.38,26,35.62,39013
39,14,119,75,63.03,44,36.97,39014
39,15,118,63,53.39,55,46.61,39015
39,16,81,49,60.49,32,39.51,39016
39,17,95,57,60.0,38,40.0,39017
39,18,165,80,48.48,85,51.52,39018
39,19,104,56,53.85,48,46.15,39019
39,20,121,60,49.59,61,50.41,39020
39,21,92,52,56.52,40,43.48,39021
39,22,105,78,74.29,27,25.71,39022
39,23,90,60,66.67,30,33.33,39023
39,24,130,74,56.92,56,43.08,39024
39,25,130,71,54.62,59,45.38,39025
39,26,168,97,57.74,71,42.26,39026
39,27,134,81,60.45,53,39.55,39027
39,28,139,90,64.75,49,35.25,39028
39,29,148,92,62.16,56,37.84,39029
39,30,84,54,64.29,30,35.71,39030
39,31,76,51,67.11,25,32.89,39031
39,32,227,178,78.41,49,21.59,39032
39,33,152,93,61.18,59,38.82,39033
39,34,141,83,58.87,58,41.13,39034
39,35,141,85,60.28,56,39.72,39035
39,36,186,119,63.98,67,36.02,39036
39,37,218,110,50.46,108,49.54,39037
39,38,143,81,56.64,62,43.36,39038
39,39,73,32,43.84,41,56.16,39039
39,40,100,49,49.0,51,51.0,39040
39,41,60,28,46.67,32,53.33,39041
39,42,159,82,51.57,77,48.43,39042
39,43,107,76,71.03,31,28.97,39043
39,44,156,99,63.46,57,36.54,39044
39,45,78,44,56.41,34,43.59,39045
39,46,101,63,62.38,38,37.62,39046
39,47,97,62,63.92,35,36.08,39047
40,1,81,51,62.96,30,37.04,40001
40,2,97,65,67.01,32,32.99,40002
40,3,128,89,69.53,39,30.47,40003
40,4,143,95,66.43,48,33.57,40004
40,5,137,103,75.18,34,24.82,40005
40,6,123,91,73.98,32,26.02,40006
40,7,116,79,68.1,37,31.9,40007
40,8,47,30,63.83,17,36.17,40008
40,9,77,44,57.14,33,42.86,40009
40,10,153,92,60.13,61,39.87,40010
40,11,130,92,70.77,38,29.23,40011
40,12,115,92,80.0,23,20.0,40012
40,13,155,114,73.55,41,26.45,40013
40,14,90,61,67.78,29,32.22,40014
40,15,147,93,63.27,54,36.73,40015
40,16,204,162,79.41,42,20.59,40016
40,17,68,40,58.82,28,41.18,40017
40,18,151,108,71.52,43,28.48,40018
40,19,99,59,59.6,40,40.4,40019
40,20,102,76,74.51,26,25.49,40020
40,21,126,88,69.84,38,30.16,40021
40,22,53,40,75.47,13,24.53,40022
40,23,180,121,67.22,59,32.78,40023
40,24,71,46,64.79,25,35.21,40024
40,25,103,62,60.19,41,39.81,40025
40,26,181,139,76.8,42,23.2,40026
40,27,116,79,68.1,37,31.9,40027
40,28,132,99,75.0,33,25.0,40028
40,29,170,96,56.47,74,43.53,40029
40,30,183,122,66.67,61,33.33,40030
40,31,130,89,68.46,41,31.54,40031
40,32,72,44,61.11,28,38.89,40032
40,33,127,79,62.2,48,37.8,40033
40,34,103,62,60.19,41,39.81,40034
40,35,126,88,69.84,38,30.16,40035
40,36,146,106,72.6,40,27.4,40036
40,37,100,73,73.0,27,27.0,40037
40,38,57,34,59.65,23,40.35,40038
40,39,112,66,58.93,46,41.07,40039
40,40,100,56,56.0,44,44.0,40040
40,41,154,115,74.68,39,25.32,40041
40,42,167,118,70.66,49,29.34,40042
40,43,153,112,73.2,41,26.8,40043
40,44,97,61,62.89,36,37.11,40044
40,45,194,132,68.04,62,31.96,40045
40,46,155,89,57.42,66,42.58,40046
40,47,165,120,72.73,45,27.27,40047
40,48,84,52,61.9,32,38.1,40048
40,49,73,40,54.79,33,45.21,40049
41,1,80,34,42.5,46,57.5,41001
41,2,193,88,45.6,105,54.4,41002
41,3,90,30,33.33,60,66.67,41003
41,4,129,58,44.96,71,55.04,41004
41,5,165,71,43.03,94,56.97,41005
41,6,134,62,46.27,72,53.73,41006
41,7,190,57,30.0,133,70.0,41007
41,8,141,52,36.88,89,63.12,41008
41,9,107,47,43.93,60,56.07,41009
41,10,141,60,42.55,81,57.45,41010
41,11,88,33,37.5,55,62.5,41011
41,12,151,72,47.68,79,52.32,41012
41,13,103,42,40.78,61,59.22,41013
41,14,222,101,45.5,121,54.5,41014
41,15,80,32,40.0,48,60.0,41015
41,16,151,71,47.02,80,52.98,41016
41,17,157,63,40.13,94,59.87,41017
41,18,91,51,56.04,40,43.96,41018
41,19,123,62,50.41,61,49.59,41019
41,20,168,90,53.57,78,46.43,41020
41,21,138,65,47.1,73,52.9,41021
41,22,123,48,39.02,75,60.98,41022
41,23,143,56,39.16,87,60.84,41023
41,24,89,31,34.83,58,65.17,41024
41,25,48,24,50.0,24,50.0,41025
41,26,67,32,47.76,35,52.24,41026
41,27,50,22,44.0,28,56.0,41027
41,28,76,40,52.63,36,47.37,41028
41,29,40,21,52.5,19,47.5,41029
41,30,109,51,46.79,58,53.21,41030
41,31,146,55,37.67,91,62.33,41031
41,32,99,40,40.4,59,59.6,41032
41,33,97,43,44.33,54,55.67,41033
41,34,93,43,46.24,50,53.76,41034
41,35,126,64,50.79,62,49.21,41035
41,36,132,53,40.15,79,59.85,41036
41,37,126,55,43.65,71,56.35,41037
41,38,75,38,50.67,37,49.33,41038
41,39,85,29,34.12,56,65.88,41039
41,40,116,52,44.83,64,55.17,41040
41,41,118,31,26.27,87,73.73,41041
41,42,102,34,33.33,68,66.67,41042
41,43,105,35,33.33,70,66.67,41043
41,44,113,47,41.59,66,58.41,41044
41,45,111,49,44.14,62,55.86,41045
41,46,135,52,38.52,83,61.48,41046
41,47,156,76,48.72,80,51.28,41047
41,48,66,39,59.09,27,40.91,41048
41,49,110,40,36.36,70,63.64,41049
41,50,133,56,42.11,77,57.89,41050
41,51,107,40,37.38,67,62.62,41051
41,52,160,66,41.25,94,58.75,41052
41,53,126,39,30.95,87,69.05,41053
41,54,149,72,48.32,77,51.68,41054
41,55,93,38,40.86,55,59.14,41055
41,56,146,65,44.52,81,55.48,41056
41,57,116,47,40.52,69,59.48,41057
41,58,91,43,47.25,48,52.75,41058
41,59,132,50,37.88,82,62.12,41059
41,60,99,43,43.43,56,56.57,41060
41,61,175,87,49.71,88,50.29,41061
41,62,126,60,47.62,66,52.38,41062
41,63,126,50,39.68,76,60.32,41063
41,64,152,68,44.74,84,55.26,41064
41,65,172,69,40.12,103,59.88,41065
41,66,159,75,47.17,84,52.83,41066
41,67,127,57,44.88,70,55.12,41067
41,68,120,57,47.5,63,52.5,41068
41,69,237,114,48.1,123,51.9,41069
41,70,130,63,48.46,67,51.54,41070
41,71,90,36,40.0,54,60.0,41071
42,1,143,85,59.44,58,40.56,42001
42,2,97,63,64.95,34,35.05,42002
42,3,86,47,54.65,39,45.35,42003
42,4,119,64,53.78,55,46.22,42004
42,5,113,64,56.64,49,43.36,42005
42,6,264,165,62.5,99,37.5,42006
42,7,142,79,55.63,63,44.37,42007
42,8,181,108,59.67,73,40.33,42008
42,9,132,83,62.88,49,37.12,42009
42,10,78,44,56.41,34,43.59,42010
42,11,128,81,63.28,47,36.72,42011
42,12,82,49,59.76,33,40.24,42012
42,13,242,167,69.01,75,30.99,42013
42,14,112,74,66.07,38,33.93,42014
42,15,141,88,62.41,53,37.59,42015
42,16,67,43,64.18,24,35.82,42016
42,17,120,79,65.83,41,34.17,42017
42,18,112,80,71.43,32,28.57,42018
42,19,41,25,60.98,16,39.02,42019
42,20,69,49,71.01,20,28.99,42020
42,21,53,42,79.25,11,20.75,42021
42,22,100,71,71.0,29,29.0,42022
42,23,155,92,59.35,63,40.65,42023
42,24,164,86,52.44,78,47.56,42024
42,25,118,69,58.47,49,41.53,42025
42,26,160,118,73.75,42,26.25,42026
42,27,201,128,63.68,73,36.32,42027
42,28,151,91,60.26,60,39.74,42028
42,29,139,83,59.71,56,40.29,42029
42,30,73,50,68.49,23,31.51,42030
42,31,60,40,66.67,20,33.33,42031
42,32,162,110,67.9,52,32.1,42032
42,33,198,125,63.13,73,36.87,42033
42,34,139,88,63.31,51,36.69,42034
42,35,111,63,56.76,48,43.24,42035
42,36,95,59,62.11,36,37.89,42036
42,37,139,67,48.2,72,51.8,42037
42,38,123,78,63.41,45,36.59,42038
42,39,146,104,71.23,42,28.77,42039
42,40,94,57,60.64,37,39.36,42040
42,41,123,80,65.04,43,34.96,42041
42,42,71,34,47.89,37,52.11,42042
42,43,125,70,56.0,55,44.0,42043
42,44,126,89,70.63,37,29.37,42044
42,45,112,63,56.25,49,43.75,42045
42,46,87,59,67.82,28,32.18,42046
42,47,80,40,50.0,40,50.0,42047
42,48,93,49,52.69,44,47.31,42048
42,49,72,55,76.39,17,23.61,42049
42,50,103,61,59.22,42,40.78,42050
42,51,119,70,58.82,49,41.18,42051
42,52,69,54,78.26,15,21.74,42052
42,53,85,63,74.12,22,25.88,42053
42,54,82,56,68.29,26,31.71,42054
42,55,113,77,68.14,36,31.86,42055
42,56,91,58,63.74,33,36.26,42056
42,57,86,64,74.42,22,25.58,42057
42,58,56,38,67.86,18,32.14,42058
42,59,21,14,66.67,7,33.33,42059
42,60,72,53,73.61,19,26.39,42060
42,61,59,27,45.76,32,54.24,42061
42,62,88,49,55.68,39,44.32,42062
42,63,119,71,59.66,48,40.34,42063
42,64,68,53,77.94,15,22.06,42064
42,65,101,75,74.26,26,25.74,42065
42,66,89,68,76.4,21,23.6,42066
42,67,76,56,73.68,20,26.32,42067
42,68,112,86,76.79,26,23.21,42068
42,69,151,127,84.11,24,15.89,42069
43,1,87,64,73.56,23,26.44,43001
43,2,109,63,57.8,46,42.2,43002
43,3,115,73,63.48,42,36.52,43003
43,4,125,75,60.0,50,40.0,43004
43,5,92,63,68.48,29,31.52,43005
43,6,95,62,65.26,33,34.74,43006
43,7,69,47,68.12,22,31.88,43007
43,8,128,85,66.41,43,33.59,43008
43,9,78,59,75.64,19,24.36,43009
43,10,39,22,56.41,17,43.59,43010
43,11,58,37,63.79,21,36.21,43011
43,12,172,109,63.37,63,36.63,43012
43,13,57,42,73.68,15,26.32,43013
43,14,114,66,57.89,48,42.11,43014
43,15,100,55,55.0,45,45.0,43015
43,16,108,69,63.89,39,36.11,43016
43,17,61,39,63.93,22,36.07,43017
43,18,155,98,63.23,57,36.77,43018
43,19,85,55,64.71,30,35.29,43019
43,20,123,74,60.16,49,39.84,43020
43,21,51,30,58.82,21,41.18,43021
43,22,68,44,64.71,24,35.29,43022
43,23,95,67,70.53,28,29.47,43023
43,24,98,69,70.41,29,29.59,43024
43,25,122,94,77.05,28,22.95,43025
43,26,98,61,62.24,37,37.76,43026
43,27,105,62,59.05,43,40.95,43027
43,28,78,52,66.67,26,33.33,43028
43,29,99,63,63.64,36,36.36,43029
43,30,55,42,76.36,13,23.64,43030
43,31,97,69,71.13,28,28.87,43031
43,32,97,69,71.13,28,28.87,43032
43,33,66,45,68.18,21,31.82,43033
43,34,54,36,66.67,18,33.33,43034
43,35,125,94,75.2,31,24.8,43035
43,36,95,58,61.05,37,38.95,43036
43,37,85,58,68.24,27,31.76,43037
43,38,90,64,71.11,26,28.89,43038
43,39,65,44,67.69,21,32.31,43039
43,40,75,48,64.0,27,36.0,43040
43,41,58,34,58.62,24,41.38,43041
43,42,120,63,52.5,57,47.5,43042
43,43,86,51,59.3,35,40.7,43043
43,44,111,81,72.97,30,27.03,43044
43,45,32,25,78.13,7,21.88,43045
43,46,136,79,58.09,57,41.91,43046
43,47,101,68,67.33,33,32.67,43047
43,48,110,74,67.27,36,32.73,43048
43,49,66,47,71.21,19,28.79,43049
43,50,81,52,64.2,29,35.8,43050
43,51,185,129,69.73,56,30.27,43051
43,52,106,70,66.04,36,33.96,43052
43,53,140,89,63.57,51,36.43,43053
43,54,94,65,69.15,29,30.85,43054
43,55,116,101,87.07,15,12.93,43055
43,56,88,65,73.86,23,26.14,43056
43,57,84,58,69.05,26,30.95,43057
43,58,149,98,65.77,51,34.23,43058
43,59,139,75,53.96,64,46.04,43059
43,60,61,41,67.21,20,32.79,43060
43,61,68,62,91.18,6,8.82,43061
43,62,104,58,55.77,46,44.23,43062
43,63,78,56,71.79,22,28.21,43063
43,64,72,42,58.33,30,41.67,43064
43,65,50,34,68.0,16,32.0,43065
43,66,36,25,69.44,11,30.56,43066
43,67,59,36,61.02,23,38.98,43067
44,1,137,78,56.93,59,43.07,44001
44,2,121,87,71.9,34,28.1,44002
44,3,189,99,52.38,90,47.62,44003
44,4,181,118,65.19,63,34.81,44004
44,5,169,109,64.5,60,35.5,44005
44,6,110,79,71.82,31,28.18,44006
44,7,159,83,52.2,76,47.8,44007
44,8,58,42,72.41,16,27.59,44008
44,9,158,105,66.46,53,33.54,44009
44,10,80,60,75.0,20,25.0,44010
44,11,150,92,61.33,58,38.67,44011
44,12,89,56,62.92,33,37.08,44012
44,13,103,67,65.05,36,34.95,44013
44,14,112,74,66.07,38,33.93,44014
44,15,177,120,67.8,57,32.2,44015
44,16,125,74,59.2,51,40.8,44016
44,17,159,112,70.44,47,29.56,44017
44,18,95,68,71.58,27,28.42,44018
44,19,87,60,68.97,27,31.03,44019
44,20,101,72,71.29,29,28.71,44020
44,21,144,107,74.31,37,25.69,44021
44,22,174,99,56.9,75,43.1,44022
44,23,126,92,73.02,34,26.98,44023
44,24,96,69,71.88,27,28.13,44024
44,25,118,73,61.86,45,38.14,44025
44,26,95,70,73.68,25,26.32,44026
44,27,121,90,74.38,31,25.62,44027
44,28,82,49,59.76,33,40.24,44028
44,29,119,81,68.07,38,31.93,44029
44,30,127,88,69.29,39,30.71,44030
44,31,123,83,67.48,40,32.52,44031
44,32,94,65,69.15,29,30.85,44032
44,33,208,153,73.56,55,26.44,44033
44,34,108,75,69.44,33,30.56,44034
44,35,116,63,54.31,53,45.69,44035
44,36,110,65,59.09,45,40.91,44036
44,37,185,125,67.57,60,32.43,44037
44,38,115,76,66.09,39,33.91,44038
44,39,99,73,73.74,26,26.26,44039
44,40,135,99,73.33,36,26.67,44040
44,41,120,83,69.17,37,30.83,44041
44,42,148,115,77.7,33,22.3,44042
44,43,145,95,65.52,50,34.48,44043
44,44,185,117,63.24,68,36.76,44044
44,45,158,110,69.62,48,30.38,44045
44,46,88,60,68.18,28,31.82,44046
44,47,166,113,68.07,53,31.93,44047
44,48,112,71,63.39,41,36.61,44048
44,49,270,170,62.96,100,37.04,44049
44,50,128,82,64.06,46,35.94,44050
45,1,118,70,59.32,48,40.68,45001
45,2,105,62,59.05,43,40.95,45002
45,3,258,172,66.67,86,33.33,45003
45,4,199,95,47.74,104,52.26,45004
45,5,183,94,51.37,89,48.63,45005
45,6,160,82,51.25,78,48.75,45006
45,7,116,62,53.45,54,46.55,45007
45,8,126,66,52.38,60,47.62,45008
45,9,175,92,52.57,83,47.43,45009
45,10,194,101,52.06,93,47.94,45010
45,11,148,84,56.76,64,43.24,45011
45,12,168,96,57.14,72,42.86,45012
45,13,252,159,63.1,93,36.9,45013
45,14,194,101,52.06,93,47.94,45014
45,15,205,121,59.02,84,40.98,45015
45,16,179,124,69.27,55,30.73,45016
45,17,183,98,53.55,85,46.45,45017
45,18,178,114,64.04,64,35.96,45018
45,19,177,94,53.11,83,46.89,45019
45,20,156,72,46.15,84,53.85,45020
45,21,136,58,42.65,78,57.35,45021
45,22,115,53,46.09,62,53.91,45022
45,23,160,87,54.38,73,45.63,45023
45,24,178,98,55.06,80,44.94,45024
45,25,197,109,55.33,88,44.67,45025
45,26,201,132,65.67,69,34.33,45026
45,27,140,70,50.0,70,50.0,45027
45,28,162,97,59.88,65,40.12,45028
45,29,166,99,59.64,67,40.36,45029
45,30,190,107,56.32,83,43.68,45030
45,31,144,71,49.31,73,50.69,45031
45,32,99,52,52.53,47,47.47,45032
45,33,156,86,55.13,70,44.87,45033
45,34,117,66,56.41,51,43.59,45034
45,35,143,81,56.64,62,43.36,45035
45,36,133,64,48.12,69,51.88,45036
45,37,136,73,53.68,63,46.32,45037
45,38,196,115,58.67,81,41.33,45038
45,39,192,105,54.69,87,45.31,45039
45,40,240,153,63.75,87,36.25,45040
45,41,106,58,54.72,48,45.28,45041
45,42,182,102,56.04,80,43.96,45042
45,43,140,77,55.0,63,45.0,45043
45,44,169,78,46.15,91,53.85,45044
45,45,121,66,54.55,55,45.45,45045
45,46,188,100,53.19,88,46.81,45046
45,47,158,88,55.7,70,44.3,45047
45,48,156,101,64.74,55,35.26,45048
45,49,135,73,54.07,62,45.93,45049
45,50,121,60,49.59,61,50.41,45050
45,51,140,74,52.86,66,47.14,45051
45,52,149,74,49.66,75,50.34,45052
45,53,131,75,57.25,56,42.75,45053
46,1,309,161,52.1,148,47.9,46001
46,2,162,123,75.93,39,24.07,46002
46,3,227,188,82.82,39,17.18,46003
46,4,149,112,75.17,37,24.83,46004
46,5,187,151,80.75,36,19.25,46005
46,6,143,127,88.81,16,11.19,46006
46,7,210,157,74.76,53,25.24,46007
46,8,216,188,87.04,28,12.96,46008
46,9,159,120,75.47,39,24.53,46009
46,10,89,71,79.78,18,20.22,46010
46,11,214,148,69.16,66,30.84,46011
46,12,131,98,74.81,33,25.19,46012
46,13,181,118,65.19,63,34.81,46013
46,14,123,90,73.17,33,26.83,46014
46,15,185,121,65.41,64,34.59,46015
46,16,165,122,73.94,43,26.06,46016
46,17,248,158,63.71,90,36.29,46017
46,18,192,112,58.33,80,41.67,46018
46,19,179,142,79.33,37,20.67,46019
46,20,168,136,80.95,32,19.05,46020
46,21,45,34,75.56,11,24.44,46021
46,22,118,81,68.64,37,31.36,46022
46,23,149,131,87.92,18,12.08,46023
46,24,117,79,67.52,38,32.48,46024
46,25,119,79,66.39,40,33.61,46025
46,26,154,129,83.77,25,16.23,46026
46,27,154,111,72.08,43,27.92,46027
46,28,155,112,72.26,43,27.74,46028
46,29,164,81,49.39,83,50.61,46029
46,30,188,129,68.62,59,31.38,46030
46,31,147,94,63.95,53,36.05,46031
46,32,166,134,80.72,32,19.28,46032
46,33,176,124,70.45,52,29.55,46033
46,34,206,163,79.13,43,20.87,46034
46,35,127,96,75.59,31,24.41,46035
46,36,168,107,63.69,61,36.31,46036
46,37,80,59,73.75,21,26.25,46037
46,38,73,57,78.08,16,21.92,46038
46,39,153,101,66.01,52,33.99,46039
46,40,115,99,86.09,16,13.91,46040
46,41,154,125,81.17,29,18.83,46041
46,42,185,146,78.92,39,21.08,46042
46,43,107,66,61.68,41,38.32,46043
47,1,182,124,68.13,58,31.87,47001
47,2,163,87,53.37,76,46.63,47002
47,3,137,87,63.5,50,36.5,47003
47,4,215,130,60.47,85,39.53,47004
47,5,151,111,73.51,40,26.49,47005
47,6,254,184,72.44,70,27.56,47006
47,7,166,108,65.06,58,34.94,47007
47,8,250,166,66.4,84,33.6,47008
47,9,135,84,62.22,51,37.78,47009
47,10,137,106,77.37,31,22.63,47010
47,11,314,242,77.07,72,22.93,47011
47,12,170,119,70.0,51,30.0,47012
47,13,256,182,71.09,74,28.91,47013
47,14,124,81,65.32,43,34.68,47014
47,15,181,122,67.4,59,32.6,47015
47,16,167,121,72.46,46,27.54,47016
47,17,182,137,75.27,45,24.73,47017
47,18,168,121,72.02,47,27.98,47018
47,19,265,191,72.08,74,27.92,47019
47,20,196,147,75.0,49,25.0,47020
47,21,201,144,71.64,57,28.36,47021
47,22,204,138,67.65,66,32.35,47022
47,23,80,63,78.75,17,21.25,47023
47,24,143,92,64.34,51,35.66,47024
47,25,206,140,67.96,66,32.04,47025
47,26,242,174,71.9,68,28.1,47026
47,27,150,103,68.67,47,31.33,47027
47,28,276,182,65.94,94,34.06,47028
47,29,161,106,65.84,55,34.16,47029
47,30,205,155,75.61,50,24.39,47030
47,31,167,128,76.65,39,23.35,47031
47,32,204,165,80.88,39,19.12,47032
47,33,199,141,70.85,58,29.15,47033
47,34,227,177,77.97,50,22.03,47034
47,35,238,185,77.73,53,22.27,47035
47,36,263,190,72.24,73,27.76,47036
47,37,224,172,76.79,52,23.21,47037
47,38,206,154,74.76,52,25.24,47038
47,39,169,125,73.96,44,26.04,47039
47,40,147,106,72.11,41,27.89,47040
47,41,296,220,74.32,76,25.68,47041
47,42,136,98,72.06,38,27.94,47042
47,43,120,77,64.17,43,35.83,47043
47,44,145,99,68.28,46,31.72,47044
47,45,189,126,66.67,63,33.33,47045
47,46,99,64,64.65,35,35.35,47046
47,47,183,125,68.31,58,31.69,47047
47,48,44,32,72.73,12,27.27,47048
47,49,132,74,56.06,58,43.94,47049
47,50,111,74,66.67,37,33.33,47050
47,51,115,81,70.43,34,29.57,47051
48,1,200,146,73.0,54,27.0,48001
48,2,143,94,65.73,49,34.27,48002
48,3,215,177,82.33,38,17.67,48003
48,4,178,133,74.72,45,25.28,48004
48,5,154,93,60.39,61,39.61,48005
48,6,209,169,80.86,40,19.14,48006
48,7,138,97,70.29,41,29.71,48007
48,8,115,80,69.57,35,30.43,48008
48,9,170,115,67.65,55,32.35,48009
48,10,123,93,75.61,30,24.39,48010
48,11,221,171,77.38,50,22.62,48011
48,12,142,112,78.87,30,21.13,48012
48,13,119,76,63.87,43,36.13,48013
48,14,214,159,74.3,55,25.7,48014
48,15,110,97,88.18,13,11.82,48015
48,16,140,118,84.29,22,15.71,48016
48,17,135,102,75.56,33,24.44,48017
48,18,147,120,81.63,27,18.37,48018
48,19,172,121,70.35,51,29.65,48019
48,20,76,51,67.11,25,32.89,48020
48,21,73,60,82.19,13,17.81,48021
48,22,215,145,67.44,70,32.56,48022
48,23,165,124,75.15,41,24.85,48023
48,24,150,123,82.0,27,18.0,48024
48,25,134,114,85.07,20,14.93,48025
48,26,177,131,74.01,46,25.99,48026
48,27,95,69,72.63,26,27.37,48027
48,28,164,109,66.46,55,33.54,48028
48,29,161,88,54.66,73,45.34,48029
48,30,180,137,76.11,43,23.89,48030
48,31,137,114,83.21,23,16.79,48031
48,32,157,126,80.25,31,19.75,48032
48,33,144,91,63.19,53,36.81,48033
48,34,81,63,77.78,18,22.22,48034
48,35,143,96,67.13,47,32.87,48035
48,36,142,87,61.27,55,38.73,48036
48,37,120,101,84.17,19,15.83,48037
48,38,196,143,72.96,53,27.04,48038
48,39,131,82,62.6,49,37.4,48039
48,40,81,59,72.84,22,27.16,48040
48,41,99,73,73.74,26,26.26,48041
48,42,149,109,73.15,40,26.85,48042
48,43,174,131,75.29,43,24.71,48043
48,44,157,114,72.61,43,27.39,48044
48,45,139,111,79.86,28,20.14,48045
48,46,118,93,78.81,25,21.19,48046
48,47,119,104,87.39,15,12.61,48047
48,48,158,114,72.15,44,27.85,48048
48,49,49,41,83.67,8,16.33,48049
48,50,181,127,70.17,54,29.83,48050
48,51,218,146,66.97,72,33.03,48051
48,52,96,80,83.33,16,16.67,48052
48,53,144,100,69.44,44,30.56,48053
48,54,121,96,79.34,25,20.66,48054
48,55,36,28,77.78,8,22.22,48055
48,56,133,111,83.46,22,16.54,48056
49,1,201,191,95.02,10,4.98,49001
49,2,165,106,64.24,59,35.76,49002
49,3,102,80,78.43,22,21.57,49003
49,4,76,51,67.11,25,32.89,49004
49,5,176,141,80.11,35,19.89,49005
49,6,165,141,85.45,24,14.55,49006
49,7,122,105,86.07,17,13.93,49007
49,8,151,116,76.82,35,23.18,49008
49,9,137,101,73.72,36,26.28,49009
49,10,132,96,72.73,36,27.27,49010
49,11,94,76,80.85,18,19.15,49011
49,12,164,137,83.54,27,16.46,49012
49,13,188,135,71.81,53,28.19,49013
49,14,138,99,71.74,39,28.26,49014
49,15,99,81,81.82,18,18.18,49015
49,16,122,86,70.49,36,29.51,49016
49,17,22,14,63.64,8,36.36,49017
49,18,107,80,74.77,27,25.23,49018
49,19,141,108,76.6,33,23.4,49019
49,20,197,146,74.11,51,25.89,49020
49,21,95,68,71.58,27,28.42,49021
49,22,139,106,76.26,33,23.74,49022
49,23,104,82,78.85,22,21.15,49023
49,24,50,38,76.0,12,24.0,49024
49,25,157,114,72.61,43,27.39,49025
49,26,151,120,79.47,31,20.53,49026
49,27,196,174,88.78,22,11.22,49027
49,28,126,109,86.51,17,13.49,49028
49,29,164,123,75.0,41,25.0,49029
49,30,150,127,84.67,23,15.33,49030
49,31,52,47,90.38,5,9.62,49031
49,32,114,84,73.68,30,26.32,49032
