ward,precinct,total,Bill Brady & Maria Rodriguez,Bill Brady & Maria Rodriguez Percent,Dan Rutherford & Steve Kim,Dan Rutherford & Steve Kim Percent,Kirk W. Dillard & Jil Tracy,Kirk W. Dillard & Jil Tracy Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,precinct_id
31,4,5,1,20.0,0,0.0,3,60.0,1,20.0,31004
31,5,11,3,27.27,1,9.09,2,18.18,5,45.45,31005
31,6,8,1,12.5,0,0.0,4,50.0,3,37.5,31006
31,7,5,0,0.0,0,0.0,3,60.0,2,40.0,31007
31,8,4,2,50.0,0,0.0,1,25.0,1,25.0,31008
31,9,10,1,10.0,0,0.0,7,70.0,2,20.0,31009
31,10,7,1,14.29,0,0.0,2,28.57,4,57.14,31010
31,11,10,1,10.0,3,30.0,4,40.0,2,20.0,31011
31,12,9,2,22.22,0,0.0,5,55.56,2,22.22,31012
31,13,6,3,50.0,0,0.0,1,16.67,2,33.33,31013
31,14,8,1,12.5,0,0.0,3,37.5,4,50.0,31014
31,15,9,4,44.44,0,0.0,0,0.0,5,55.56,31015
31,16,5,0,0.0,0,0.0,3,60.0,2,40.0,31016
31,17,11,0,0.0,0,0.0,6,54.55,5,45.45,31017
31,18,11,1,9.09,0,0.0,6,54.55,4,36.36,31018
31,19,10,2,20.0,0,0.0,4,40.0,4,40.0,31019
31,20,4,0,0.0,1,25.0,2,50.0,1,25.0,31020
31,21,5,1,20.0,0,0.0,1,20.0,3,60.0,31021
31,22,4,0,0.0,0,0.0,2,50.0,2,50.0,31022
31,23,12,2,16.67,0,0.0,3,25.0,7,58.33,31023
31,24,6,4,66.67,0,0.0,1,16.67,1,16.67,31024
31,25,10,2,20.0,1,10.0,3,30.0,4,40.0,31025
31,26,7,2,28.57,0,0.0,4,57.14,1,14.29,31026
31,27,8,3,37.5,1,12.5,0,0.0,4,50.0,31027
31,28,10,6,60.0,0,0.0,2,20.0,2,20.0,31028
31,29,8,1,12.5,0,0.0,4,50.0,3,37.5,31029
31,30,9,5,55.56,0,0.0,1,11.11,3,33.33,31030
31,31,1,0,0.0,0,0.0,1,100.0,0,0.0,31031
31,32,8,2,25.0,2,25.0,1,12.5,3,37.5,31032
31,33,10,2,20.0,1,10.0,1,10.0,6,60.0,31033
31,34,10,2,20.0,2,20.0,3,30.0,3,30.0,31034
31,35,12,6,50.0,2,16.67,2,16.67,2,16.67,31035
31,36,9,2,22.22,1,11.11,3,33.33,3,33.33,31036
31,37,6,0,0.0,0,0.0,3,50.0,3,50.0,31037
31,38,4,0,0.0,0,0.0,1,25.0,3,75.0,31038
31,39,1,0,0.0,0,0.0,1,100.0,0,0.0,31039
31,40,5,0,0.0,0,0.0,1,20.0,4,80.0,31040
31,41,7,2,28.57,0,0.0,4,57.14,1,14.29,31041
32,1,21,4,19.05,0,0.0,10,47.62,7,33.33,32001
32,2,24,2,8.33,3,12.5,3,12.5,16,66.67,32002
32,3,17,4,23.53,1,5.88,4,23.53,8,47.06,32003
32,4,15,1,6.67,1,6.67,4,26.67,9,60.0,32004
32,5,16,0,0.0,3,18.75,5,31.25,8,50.0,32005
32,6,15,2,13.33,1,6.67,4,26.67,8,53.33,32006
32,7,29,0,0.0,6,20.69,7,24.14,16,55.17,32007
32,8,36,4,11.11,1,2.78,12,33.33,19,52.78,32008
32,9,27,1,3.7,0,0.0,8,29.63,18,66.67,32009
32,10,37,6,16.22,1,2.7,4,10.81,26,70.27,32010
32,11,10,2,20.0,0,0.0,0,0.0,8,80.0,32011
32,12,13,1,7.69,3,23.08,2,15.38,7,53.85,32012
32,13,25,2,8.0,0,0.0,5,20.0,18,72.0,32013
32,14,12,5,41.67,0,0.0,3,25.0,4,33.33,32014
32,15,40,2,5.0,0,0.0,9,22.5,29,72.5,32015
32,16,17,2,11.76,1,5.88,9,52.94,5,29.41,32016
32,17,14,3,21.43,0,0.0,4,28.57,7,50.0,32017
32,18,40,3,7.5,0,0.0,10,25.0,27,67.5,32018
32,19,17,3,17.65,1,5.88,4,23.53,9,52.94,32019
32,20,9,0,0.0,2,22.22,7,77.78,0,0.0,32020
32,21,31,2,6.45,1,3.23,14,45.16,14,45.16,32021
32,22,15,1,6.67,0,0.0,6,40.0,8,53.33,32022
32,23,36,1,2.78,1,2.78,13,36.11,21,58.33,32023
32,24,24,0,0.0,2,8.33,6,25.0,16,66.67,32024
32,25,26,3,11.54,0,0.0,13,50.0,10,38.46,32025
32,26,6,0,0.0,1,16.67,2,33.33,3,50.0,32026
32,27,35,5,14.29,1,2.86,5,14.29,24,68.57,32027
32,28,10,2,20.0,0,0.0,5,50.0,3,30.0,32028
32,29,15,3,20.0,0,0.0,1,6.67,11,73.33,32029
32,30,29,1,3.45,0,0.0,7,24.14,21,72.41,32030
32,31,40,6,15.0,0,0.0,14,35.0,20,50.0,32031
32,32,19,3,15.79,2,10.53,3,15.79,11,57.89,32032
32,33,31,3,9.68,0,0.0,5,16.13,23,74.19,32033
32,34,20,0,0.0,0,0.0,6,30.0,14,70.0,32034
32,35,24,3,12.5,1,4.17,3,12.5,17,70.83,32035
32,36,30,4,13.33,2,6.67,4,13.33,20,66.67,32036
32,37,19,3,15.79,3,15.79,7,36.84,6,31.58,32037
32,38,18,2,11.11,0,0.0,8,44.44,8,44.44,32038
32,39,47,3,6.38,2,4.26,12,25.53,30,63.83,32039
32,40,19,1,5.26,1,5.26,10,52.63,7,36.84,32040
32,41,33,2,6.06,0,0.0,9,27.27,22,66.67,32041
32,42,26,1,3.85,3,11.54,7,26.92,15,57.69,32042
32,43,7,0,0.0,1,14.29,3,42.86,3,42.86,32043
33,1,16,8,50.0,2,12.5,3,18.75,3,18.75,33001
33,2,50,4,8.0,38,76.0,6,12.0,2,4.0,33002
33,3,22,6,27.27,2,9.09,8,36.36,6,27.27,33003
33,4,21,0,0.0,3,14.29,6,28.57,12,57.14,33004
33,5,15,2,13.33,1,6.67,6,40.0,6,40.0,33005
33,6,14,0,0.0,3,21.43,7,50.0,4,28.57,33006
33,7,26,2,7.69,0,0.0,12,46.15,12,46.15,33007
33,8,52,0,0.0,3,5.77,31,59.62,18,34.62,33008
33,9,26,3,11.54,0,0.0,7,26.92,16,61.54,33009
33,10,29,6,20.69,2,6.9,8,27.59,13,44.83,33010
33,11,19,6,31.58,2,10.53,3,15.79,8,42.11,33011
33,12,25,6,24.0,3,12.0,7,28.0,9,36.0,33012
33,13,13,2,15.38,0,0.0,4,30.77,7,53.85,33013
33,14,4,1,25.0,0,0.0,2,50.0,1,25.0,33014
33,15,16,1,6.25,2,12.5,3,18.75,10,62.5,33015
33,16,45,6,13.33,3,6.67,12,26.67,24,53.33,33016
33,17,23,5,21.74,1,4.35,9,39.13,8,34.78,33017
33,18,22,5,22.73,3,13.64,5,22.73,9,40.91,33018
33,19,27,1,3.7,0,0.0,9,33.33,17,62.96,33019
33,20,16,4,25.0,1,6.25,4,25.0,7,43.75,33020
33,21,19,4,21.05,1,5.26,6,31.58,8,42.11,33021
33,22,13,1,7.69,0,0.0,3,23.08,9,69.23,33022
33,23,21,5,23.81,1,4.76,4,19.05,11,52.38,33023
33,24,46,10,21.74,4,8.7,14,30.43,18,39.13,33024
33,25,26,4,15.38,1,3.85,14,53.85,7,26.92,33025
33,26,9,2,22.22,1,11.11,3,33.33,3,33.33,33026
33,27,18,3,16.67,4,22.22,5,27.78,6,33.33,33027
33,28,13,3,23.08,0,0.0,5,38.46,5,38.46,33028
34,1,1,0,0.0,0,0.0,0,0.0,1,100.0,34001
34,2,1,0,0.0,0,0.0,1,100.0,0,0.0,34002
34,3,1,0,0.0,0,0.0,0,0.0,1,100.0,34003
34,4,4,2,50.0,1,25.0,1,25.0,0,0.0,34004
34,5,6,0,0.0,1,16.67,3,50.0,2,33.33,34005
34,6,11,1,9.09,0,0.0,7,63.64,3,27.27,34006
34,7,5,0,0.0,1,20.0,3,60.0,1,20.0,34007
34,8,2,1,50.0,0,0.0,1,50.0,0,0.0,34008
34,9,5,1,20.0,0,0.0,2,40.0,2,40.0,34009
34,10,2,0,0.0,0,0.0,2,100.0,0,0.0,34010
34,11,6,1,16.67,0,0.0,3,50.0,2,33.33,34011
34,12,4,0,0.0,0,0.0,3,75.0,1,25.0,34012
34,13,4,1,25.0,0,0.0,3,75.0,0,0.0,34013
34,14,5,2,40.0,0,0.0,2,40.0,1,20.0,34014
34,15,2,1,50.0,0,0.0,1,50.0,0,0.0,34015
34,16,0,0,0.0,0,0.0,0,0.0,0,0.0,34016
34,17,1,0,0.0,0,0.0,0,0.0,1,100.0,34017
34,18,4,0,0.0,0,0.0,2,50.0,2,50.0,34018
34,19,7,1,14.29,2,28.57,4,57.14,0,0.0,34019
34,20,2,0,0.0,0,0.0,2,100.0,0,0.0,34020
34,21,2,0,0.0,0,0.0,2,100.0,0,0.0,34021
34,22,2,1,50.0,0,0.0,1,50.0,0,0.0,34022
34,23,4,1,25.0,1,25.0,1,25.0,1,25.0,34023
34,24,3,0,0.0,0,0.0,2,66.67,1,33.33,34024
34,25,5,1,20.0,0,0.0,4,80.0,0,0.0,34025
34,26,1,1,100.0,0,0.0,0,0.0,0,0.0,34026
34,27,1,0,0.0,0,0.0,1,100.0,0,0.0,34027
34,28,1,0,0.0,0,0.0,1,100.0,0,0.0,34028
34,29,2,0,0.0,0,0.0,2,100.0,0,0.0,34029
34,30,3,0,0.0,0,0.0,3,100.0,0,0.0,34030
34,31,4,0,0.0,0,0.0,1,25.0,3,75.0,34031
34,32,0,0,0.0,0,0.0,0,0.0,0,0.0,34032
34,33,2,0,0.0,0,0.0,2,100.0,0,0.0,34033
34,34,2,0,0.0,0,0.0,2,100.0,0,0.0,34034
34,35,3,0,0.0,1,33.33,1,33.33,1,33.33,34035
34,36,1,0,0.0,1,100.0,0,0.0,0,0.0,34036
34,37,2,0,0.0,0,0.0,1,50.0,1,50.0,34037
34,38,1,0,0.0,0,0.0,1,100.0,0,0.0,34038
34,39,0,0,0.0,0,0.0,0,0.0,0,0.0,34039
34,40,1,1,100.0,0,0.0,0,0.0,0,0.0,34040
34,41,1,0,0.0,0,0.0,1,100.0,0,0.0,34041
34,42,4,1,25.0,0,0.0,3,75.0,0,0.0,34042
34,43,6,0,0.0,1,16.67,3,50.0,2,33.33,34043
34,44,4,0,0.0,0,0.0,4,100.0,0,0.0,34044
34,45,2,0,0.0,0,0.0,2,100.0,0,0.0,34045
34,46,3,1,33.33,0,0.0,1,33.33,1,33.33,34046
34,47,1,0,0.0,0,0.0,1,100.0,0,0.0,34047
34,48,1,1,100.0,0,0.0,0,0.0,0,0.0,34048
34,49,4,2,50.0,0,0.0,1,25.0,1,25.0,34049
34,50,0,0,0.0,0,0.0,0,0.0,0,0.0,34050
34,51,3,1,33.33,0,0.0,2,66.67,0,0.0,34051
34,52,2,0,0.0,0,0.0,2,100.0,0,0.0,34052
34,53,4,0,0.0,0,0.0,3,75.0,1,25.0,34053
35,1,19,3,15.79,3,15.79,5,26.32,8,42.11,35001
35,2,23,4,17.39,2,8.7,8,34.78,9,39.13,35002
35,3,5,3,60.0,1,20.0,1,20.0,0,0.0,35003
35,4,23,6,26.09,2,8.7,6,26.09,9,39.13,35004
35,5,14,4,28.57,3,21.43,3,21.43,4,28.57,35005
35,6,11,2,18.18,0,0.0,4,36.36,5,45.45,35006
35,7,6,0,0.0,0,0.0,5,83.33,1,16.67,35007
35,8,7,2,28.57,0,0.0,3,42.86,2,28.57,35008
35,9,26,6,23.08,4,15.38,7,26.92,9,34.62,35009
35,10,16,2,12.5,1,6.25,6,37.5,7,43.75,35010
35,11,11,2,18.18,1,9.09,4,36.36,4,36.36,35011
35,12,2,1,50.0,0,0.0,0,0.0,1,50.0,35012
35,13,4,1,25.0,1,25.0,2,50.0,0,0.0,35013
35,14,5,0,0.0,0,0.0,3,60.0,2,40.0,35014
35,15,7,3,42.86,0,0.0,2,28.57,2,28.57,35015
35,16,12,6,50.0,0,0.0,2,16.67,4,33.33,35016
35,17,14,6,42.86,0,0.0,3,21.43,5,35.71,35017
35,18,11,2,18.18,2,18.18,4,36.36,3,27.27,35018
35,19,9,1,11.11,0,0.0,4,44.44,4,44.44,35019
35,20,5,1,20.0,0,0.0,1,20.0,3,60.0,35020
35,21,12,2,16.67,0,0.0,4,33.33,6,50.0,35021
35,22,16,3,18.75,3,18.75,4,25.0,6,37.5,35022
35,23,12,2,16.67,1,8.33,4,33.33,5,41.67,35023
35,24,18,5,27.78,1,5.56,8,44.44,4,22.22,35024
35,25,14,3,21.43,0,0.0,2,14.29,9,64.29,35025
35,26,26,5,19.23,2,7.69,8,30.77,11,42.31,35026
35,27,18,4,22.22,2,11.11,4,22.22,8,44.44,35027
35,28,12,0,0.0,4,33.33,4,33.33,4,33.33,35028
35,29,7,5,71.43,0,0.0,1,14.29,1,14.29,35029
35,30,16,3,18.75,2,12.5,5,31.25,6,37.5,35030
35,31,36,8,22.22,0,0.0,19,52.78,9,25.0,35031
36,1,22,3,13.64,2,9.09,9,40.91,8,36.36,36001
36,2,17,5,29.41,1,5.88,7,41.18,4,23.53,36002
36,3,26,5,19.23,1,3.85,11,42.31,9,34.62,36003
36,4,13,6,46.15,0,0.0,3,23.08,4,30.77,36004
36,5,11,3,27.27,0,0.0,4,36.36,4,36.36,36005
36,6,16,6,37.5,2,12.5,4,25.0,4,25.0,36006
36,7,63,5,7.94,3,4.76,29,46.03,26,41.27,36007
36,8,3,0,0.0,0,0.0,0,0.0,3,100.0,36008
36,9,7,2,28.57,2,28.57,0,0.0,3,42.86,36009
36,10,16,5,31.25,2,12.5,4,25.0,5,31.25,36010
36,11,6,1,16.67,0,0.0,1,16.67,4,66.67,36011
36,12,5,1,20.0,0,0.0,2,40.0,2,40.0,36012
36,13,1,1,100.0,0,0.0,0,0.0,0,0.0,36013
36,14,26,4,15.38,1,3.85,10,38.46,11,42.31,36014
36,15,38,8,21.05,2,5.26,13,34.21,15,39.47,36015
36,16,24,7,29.17,1,4.17,5,20.83,11,45.83,36016
36,17,14,1,7.14,2,14.29,4,28.57,7,50.0,36017
36,18,29,5,17.24,2,6.9,11,37.93,11,37.93,36018
36,19,26,6,23.08,4,15.38,8,30.77,8,30.77,36019
36,20,21,7,33.33,0,0.0,7,33.33,7,33.33,36020
36,21,14,3,21.43,2,14.29,4,28.57,5,35.71,36021
36,22,5,1,20.0,1,20.0,1,20.0,2,40.0,36022
36,23,13,9,69.23,0,0.0,0,0.0,4,30.77,36023
36,24,26,5,19.23,4,15.38,6,23.08,11,42.31,36024
36,25,7,5,71.43,0,0.0,1,14.29,1,14.29,36025
36,26,29,5,17.24,2,6.9,7,24.14,15,51.72,36026
36,27,31,3,9.68,3,9.68,16,51.61,9,29.03,36027
36,28,17,4,23.53,1,5.88,1,5.88,11,64.71,36028
36,29,47,13,27.66,1,2.13,15,31.91,18,38.3,36029
36,30,29,3,10.34,2,6.9,11,37.93,13,44.83,36030
37,1,4,0,0.0,0,0.0,1,25.0,3,75.0,37001
37,2,1,0,0.0,0,0.0,1,100.0,0,0.0,37002
37,3,2,1,50.0,0,0.0,1,50.0,0,0.0,37003
37,4,4,2,50.0,0,0.0,1,25.0,1,25.0,37004
37,5,3,1,33.33,1,33.33,1,33.33,0,0.0,37005
37,6,1,1,100.0,0,0.0,0,0.0,0,0.0,37006
37,7,3,1,33.33,1,33.33,1,33.33,0,0.0,37007
37,8,0,0,0.0,0,0.0,0,0.0,0,0.0,37008
37,9,5,0,0.0,1,20.0,3,60.0,1,20.0,37009
37,10,3,1,33.33,1,33.33,1,33.33,0,0.0,37010
37,11,1,0,0.0,0,0.0,1,100.0,0,0.0,37011
37,12,5,3,60.0,0,0.0,0,0.0,2,40.0,37012
37,13,2,0,0.0,1,50.0,1,50.0,0,0.0,37013
37,14,0,0,0.0,0,0.0,0,0.0,0,0.0,37014
37,15,2,1,50.0,0,0.0,0,0.0,1,50.0,37015
37,16,2,1,50.0,0,0.0,1,50.0,0,0.0,37016
37,17,1,0,0.0,0,0.0,1,100.0,0,0.0,37017
37,18,3,0,0.0,0,0.0,1,33.33,2,66.67,37018
37,19,6,1,16.67,0,0.0,3,50.0,2,33.33,37019
37,20,1,0,0.0,0,0.0,1,100.0,0,0.0,37020
37,21,7,3,42.86,0,0.0,0,0.0,4,57.14,37021
37,22,2,1,50.0,1,50.0,0,0.0,0,0.0,37022
37,23,5,0,0.0,1,20.0,3,60.0,1,20.0,37023
37,24,2,0,0.0,0,0.0,1,50.0,1,50.0,37024
37,25,2,0,0.0,0,0.0,2,100.0,0,0.0,37025
37,26,4,1,25.0,1,25.0,2,50.0,0,0.0,37026
37,27,3,2,66.67,1,33.33,0,0.0,0,0.0,37027
37,28,5,2,40.0,0,0.0,0,0.0,3,60.0,37028
37,29,4,1,25.0,0,0.0,2,50.0,1,25.0,37029
37,30,0,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,1,0,0.0,0,0.0,1,100.0,0,0.0,37031
37,32,1,1,100.0,0,0.0,0,0.0,0,0.0,37032
37,33,0,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,1,0,0.0,1,100.0,0,0.0,0,0.0,37034
37,35,0,0,0.0,0,0.0,0,0.0,0,0.0,37035
37,36,1,0,0.0,0,0.0,1,100.0,0,0.0,37036
37,37,4,1,25.0,1,25.0,1,25.0,1,25.0,37037
37,38,2,1,50.0,1,50.0,0,0.0,0,0.0,37038
37,39,0,0,0.0,0,0.0,0,0.0,0,0.0,37039
37,40,2,1,50.0,0,0.0,1,50.0,0,0.0,37040
37,41,3,0,0.0,0,0.0,3,100.0,0,0.0,37041
38,1,37,4,10.81,4,10.81,14,37.84,15,40.54,38001
38,2,94,8,8.51,3,3.19,51,54.26,32,34.04,38002
38,3,36,3,8.33,0,0.0,16,44.44,17,47.22,38003
38,4,34,5,14.71,2,5.88,18,52.94,9,26.47,38004
38,5,51,8,15.69,6,11.76,20,39.22,17,33.33,38005
38,6,40,5,12.5,2,5.0,16,40.0,17,42.5,38006
38,7,51,6,11.76,4,7.84,23,45.1,18,35.29,38007
38,8,48,7,14.58,2,4.17,18,37.5,21,43.75,38008
38,9,61,9,14.75,1,1.64,31,50.82,20,32.79,38009
38,10,35,5,14.29,3,8.57,18,51.43,9,25.71,38010
38,11,30,2,6.67,2,6.67,18,60.0,8,26.67,38011
38,12,65,7,10.77,1,1.54,29,44.62,28,43.08,38012
38,13,49,5,10.2,0,0.0,23,46.94,21,42.86,38013
38,14,41,4,9.76,2,4.88,18,43.9,17,41.46,38014
38,15,43,2,4.65,1,2.33,18,41.86,22,51.16,38015
38,16,38,11,28.95,3,7.89,13,34.21,11,28.95,38016
38,17,56,9,16.07,5,8.93,23,41.07,19,33.93,38017
38,18,74,10,13.51,4,5.41,23,31.08,37,50.0,38018
38,19,50,6,12.0,1,2.0,24,48.0,19,38.0,38019
38,20,64,9,14.06,6,9.38,29,45.31,20,31.25,38020
38,21,34,2,5.88,1,2.94,17,50.0,14,41.18,38021
38,22,53,8,15.09,5,9.43,23,43.4,17,32.08,38022
38,23,45,5,11.11,0,0.0,25,55.56,15,33.33,38023
38,24,56,14,25.0,2,3.57,24,42.86,16,28.57,38024
38,25,40,2,5.0,2,5.0,18,45.0,18,45.0,38025
38,26,53,9,16.98,3,5.66,20,37.74,21,39.62,38026
38,27,41,6,14.63,3,7.32,17,41.46,15,36.59,38027
38,28,63,8,12.7,2,3.17,31,49.21,22,34.92,38028
38,29,31,6,19.35,5,16.13,18,58.06,2,6.45,38029
38,30,42,6,14.29,2,4.76,20,47.62,14,33.33,38030
38,31,57,5,8.77,3,5.26,25,43.86,24,42.11,38031
38,32,34,7,20.59,2,5.88,6,17.65,19,55.88,38032
38,33,40,2,5.0,2,5.0,18,45.0,18,45.0,38033
38,34,25,5,20.0,1,4.0,7,28.0,12,48.0,38034
38,35,26,7,26.92,2,7.69,7,26.92,10,38.46,38035
38,36,39,4,10.26,4,10.26,11,28.21,20,51.28,38036
38,37,45,6,13.33,4,8.89,19,42.22,16,35.56,38037
38,38,39,6,15.38,3,7.69,11,28.21,19,48.72,38038
38,39,55,10,18.18,0,0.0,30,54.55,15,27.27,38039
38,40,51,3,5.88,1,1.96,23,45.1,24,47.06,38040
38,41,39,6,15.38,2,5.13,19,48.72,12,30.77,38041
39,1,63,5,7.94,1,1.59,20,31.75,37,58.73,39001
39,2,78,4,5.13,35,44.87,18,23.08,21,26.92,39002
39,3,35,2,5.71,2,5.71,13,37.14,18,51.43,39003
39,4,61,6,9.84,4,6.56,27,44.26,24,39.34,39004
39,5,39,8,20.51,4,10.26,17,43.59,10,25.64,39005
39,6,26,1,3.85,3,11.54,5,19.23,17,65.38,39006
39,7,27,2,7.41,0,0.0,13,48.15,12,44.44,39007
39,8,34,3,8.82,0,0.0,14,41.18,17,50.0,39008
39,9,27,5,18.52,3,11.11,10,37.04,9,33.33,39009
39,10,14,1,7.14,0,0.0,8,57.14,5,35.71,39010
39,11,17,2,11.76,0,0.0,7,41.18,8,47.06,39011
39,12,16,2,12.5,2,12.5,6,37.5,6,37.5,39012
39,13,36,6,16.67,4,11.11,13,36.11,13,36.11,39013
39,14,37,6,16.22,3,8.11,14,37.84,14,37.84,39014
39,15,63,6,9.52,4,6.35,14,22.22,39,61.9,39015
39,16,16,3,18.75,6,37.5,4,25.0,3,18.75,39016
39,17,43,6,13.95,2,4.65,20,46.51,15,34.88,39017
39,18,39,6,15.38,2,5.13,18,46.15,13,33.33,39018
39,19,43,8,18.6,3,6.98,22,51.16,10,23.26,39019
39,20,107,12,11.21,3,2.8,48,44.86,44,41.12,39020
39,21,70,4,5.71,2,2.86,32,45.71,32,45.71,39021
39,22,29,8,27.59,1,3.45,12,41.38,8,27.59,39022
39,23,80,12,15.0,1,1.25,43,53.75,24,30.0,39023
39,24,87,9,10.34,3,3.45,41,47.13,34,39.08,39024
39,25,29,1,3.45,4,13.79,14,48.28,10,34.48,39025
39,26,33,3,9.09,1,3.03,17,51.52,12,36.36,39026
39,27,11,3,27.27,0,0.0,1,9.09,7,63.64,39027
39,28,31,2,6.45,3,9.68,14,45.16,12,38.71,39028
39,29,10,4,40.0,1,10.0,2,20.0,3,30.0,39029
39,30,37,1,2.7,1,2.7,21,56.76,14,37.84,39030
39,31,27,9,33.33,3,11.11,6,22.22,9,33.33,39031
39,32,36,5,13.89,1,2.78,16,44.44,14,38.89,39032
39,33,31,6,19.35,1,3.23,11,35.48,13,41.94,39033
39,34,40,5,12.5,1,2.5,14,35.0,20,50.0,39034
39,35,44,7,15.91,2,4.55,18,40.91,17,38.64,39035
39,36,10,2,20.0,1,10.0,2,20.0,5,50.0,39036
39,37,65,6,9.23,2,3.08,31,47.69,26,40.0,39037
39,38,32,7,21.88,4,12.5,8,25.0,13,40.63,39038
39,39,16,1,6.25,0,0.0,5,31.25,10,62.5,39039
39,40,43,6,13.95,2,4.65,12,27.91,23,53.49,39040
39,41,88,9,10.23,4,4.55,44,50.0,31,35.23,39041
39,42,58,8,13.79,3,5.17,16,27.59,31,53.45,39042
39,43,75,11,14.67,1,1.33,26,34.67,37,49.33,39043
39,44,80,7,8.75,2,2.5,27,33.75,44,55.0,39044
39,45,51,7,13.73,0,0.0,24,47.06,20,39.22,39045
40,1,19,2,10.53,3,15.79,7,36.84,7,36.84,40001
40,2,28,3,10.71,0,0.0,16,57.14,9,32.14,40002
40,3,22,1,4.55,1,4.55,8,36.36,12,54.55,40003
40,4,16,2,12.5,1,6.25,8,50.0,5,31.25,40004
40,5,23,4,17.39,1,4.35,6,26.09,12,52.17,40005
40,6,12,2,16.67,0,0.0,6,50.0,4,33.33,40006
40,7,21,1,4.76,2,9.52,10,47.62,8,38.1,40007
40,8,26,3,11.54,0,0.0,12,46.15,11,42.31,40008
40,9,22,5,22.73,4,18.18,6,27.27,7,31.82,40009
40,10,22,6,27.27,0,0.0,8,36.36,8,36.36,40010
40,11,21,1,4.76,1,4.76,7,33.33,12,57.14,40011
40,12,14,5,35.71,0,0.0,2,14.29,7,50.0,40012
40,13,21,0,0.0,1,4.76,12,57.14,8,38.1,40013
40,14,21,3,14.29,1,4.76,7,33.33,10,47.62,40014
40,15,25,3,12.0,1,4.0,13,52.0,8,32.0,40015
40,16,26,4,15.38,3,11.54,12,46.15,7,26.92,40016
40,17,29,6,20.69,0,0.0,8,27.59,15,51.72,40017
40,18,11,1,9.09,0,0.0,5,45.45,5,45.45,40018
40,19,43,6,13.95,1,2.33,15,34.88,21,48.84,40019
40,20,24,5,20.83,4,16.67,7,29.17,8,33.33,40020
40,21,34,3,8.82,1,2.94,19,55.88,11,32.35,40021
40,22,13,2,15.38,0,0.0,4,30.77,7,53.85,40022
40,23,41,6,14.63,2,4.88,12,29.27,21,51.22,40023
40,24,24,6,25.0,4,16.67,7,29.17,7,29.17,40024
40,25,24,1,4.17,1,4.17,15,62.5,7,29.17,40025
40,26,29,2,6.9,0,0.0,21,72.41,6,20.69,40026
40,27,18,3,16.67,3,16.67,4,22.22,8,44.44,40027
40,28,18,1,5.56,1,5.56,15,83.33,1,5.56,40028
40,29,38,7,18.42,1,2.63,19,50.0,11,28.95,40029
40,30,33,7,21.21,2,6.06,9,27.27,15,45.45,40030
40,31,17,4,23.53,1,5.88,6,35.29,6,35.29,40031
40,32,35,4,11.43,5,14.29,17,48.57,9,25.71,40032
40,33,38,5,13.16,3,7.89,23,60.53,7,18.42,40033
40,34,18,0,0.0,1,5.56,11,61.11,6,33.33,40034
40,35,31,12,38.71,4,12.9,8,25.81,7,22.58,40035
40,36,37,3,8.11,4,10.81,15,40.54,15,40.54,40036
40,37,27,5,18.52,5,18.52,9,33.33,8,29.63,40037
40,38,30,5,16.67,0,0.0,18,60.0,7,23.33,40038
40,39,8,0,0.0,2,25.0,3,37.5,3,37.5,40039
41,1,86,6,6.98,2,2.33,46,53.49,32,37.21,41001
41,2,100,12,12.0,4,4.0,57,57.0,27,27.0,41002
41,3,88,12,13.64,8,9.09,44,50.0,24,27.27,41003
41,4,88,12,13.64,6,6.82,50,56.82,20,22.73,41004
41,5,64,9,14.06,7,10.94,30,46.88,18,28.13,41005
41,6,80,8,10.0,1,1.25,25,31.25,46,57.5,41006
41,7,113,17,15.04,8,7.08,54,47.79,34,30.09,41007
41,8,113,18,15.93,9,7.96,54,47.79,32,28.32,41008
41,9,76,2,2.63,2,2.63,34,44.74,38,50.0,41009
41,10,118,11,9.32,8,6.78,58,49.15,41,34.75,41010
41,11,79,15,18.99,1,1.27,26,32.91,37,46.84,41011
41,12,66,8,12.12,3,4.55,31,46.97,24,36.36,41012
41,13,114,13,11.4,5,4.39,68,59.65,28,24.56,41013
41,14,113,5,4.42,2,1.77,55,48.67,51,45.13,41014
41,15,101,5,4.95,4,3.96,65,64.36,27,26.73,41015
41,16,92,13,14.13,6,6.52,42,45.65,31,33.7,41016
41,17,91,9,9.89,3,3.3,46,50.55,33,36.26,41017
41,18,56,7,12.5,0,0.0,25,44.64,24,42.86,41018
41,19,97,10,10.31,2,2.06,33,34.02,52,53.61,41019
41,20,66,12,18.18,4,6.06,30,45.45,20,30.3,41020
41,21,75,9,12.0,5,6.67,30,40.0,31,41.33,41021
41,22,101,17,16.83,2,1.98,48,47.52,34,33.66,41022
41,23,90,10,11.11,6,6.67,45,50.0,29,32.22,41023
41,24,83,6,7.23,4,4.82,42,50.6,31,37.35,41024
41,25,25,5,20.0,0,0.0,6,24.0,14,56.0,41025
41,26,103,8,7.77,7,6.8,38,36.89,50,48.54,41026
41,27,57,4,7.02,6,10.53,25,43.86,22,38.6,41027
41,28,46,8,17.39,3,6.52,13,28.26,22,47.83,41028
41,29,28,4,14.29,6,21.43,10,35.71,8,28.57,41029
