ward,precinct,total,Ruth Isabel Gudino,Ruth Isabel Gudino Percent,Chelsey Renece Robinson,Chelsey Renece Robinson Percent,precinct_id
48,36,129,87,67.44,42,32.56,48036
48,37,230,116,50.43,114,49.57,48037
48,38,258,189,73.26,69,26.74,48038
48,39,175,130,74.29,45,25.71,48039
48,40,194,129,66.49,65,33.51,48040
48,41,201,93,46.27,108,53.73,48041
48,42,277,139,50.18,138,49.82,48042
48,43,226,138,61.06,88,38.94,48043
48,44,270,153,56.67,117,43.33,48044
48,45,148,74,50.0,74,50.0,48045
48,46,144,93,64.58,51,35.42,48046
49,1,108,61,56.48,47,43.52,49001
49,2,131,92,70.23,39,29.77,49002
49,3,230,146,63.48,84,36.52,49003
49,4,229,113,49.34,116,50.66,49004
49,5,192,110,57.29,82,42.71,49005
49,6,161,110,68.32,51,31.68,49006
49,7,148,93,62.84,55,37.16,49007
49,8,136,82,60.29,54,39.71,49008
49,9,197,112,56.85,85,43.15,49009
49,10,203,129,63.55,74,36.45,49010
49,11,220,129,58.64,91,41.36,49011
49,12,202,135,66.83,67,33.17,49012
49,13,223,142,63.68,81,36.32,49013
49,14,116,64,55.17,52,44.83,49014
49,15,133,87,65.41,46,34.59,49015
49,16,173,121,69.94,52,30.06,49016
49,17,136,86,63.24,50,36.76,49017
49,18,234,137,58.55,97,41.45,49018
49,19,131,88,67.18,43,32.82,49019
49,20,287,167,58.19,120,41.81,49020
49,21,78,55,70.51,23,29.49,49021
49,22,189,115,60.85,74,39.15,49022
49,23,215,120,55.81,95,44.19,49023
49,24,113,60,53.1,53,46.9,49024
49,25,222,132,59.46,90,40.54,49025
49,26,203,116,57.14,87,42.86,49026
49,27,154,84,54.55,70,45.45,49027
49,28,271,132,48.71,139,51.29,49028
49,29,223,126,56.5,97,43.5,49029
49,30,178,101,56.74,77,43.26,49030
49,31,115,58,50.43,57,49.57,49031
49,32,185,98,52.97,87,47.03,49032
49,33,156,107,68.59,49,31.41,49033
50,1,109,73,66.97,36,33.03,50001
50,2,71,54,76.06,17,23.94,50002
50,3,125,90,72.0,35,28.0,50003
50,4,154,120,77.92,34,22.08,50004
50,5,87,62,71.26,25,28.74,50005
50,6,146,94,64.38,52,35.62,50006
50,7,209,153,73.21,56,26.79,50007
50,8,115,72,62.61,43,37.39,50008
50,9,113,72,63.72,41,36.28,50009
50,10,89,52,58.43,37,41.57,50010
50,11,67,43,64.18,24,35.82,50011
50,12,52,38,73.08,14,26.92,50012
50,13,123,94,76.42,29,23.58,50013
50,14,42,28,66.67,14,33.33,50014
50,15,210,140,66.67,70,33.33,50015
50,16,44,36,81.82,8,18.18,50016
50,17,89,56,62.92,33,37.08,50017
50,18,19,15,78.95,4,21.05,50018
50,19,78,54,69.23,24,30.77,50019
50,20,142,94,66.2,48,33.8,50020
50,21,120,79,65.83,41,34.17,50021
50,22,85,54,63.53,31,36.47,50022
50,23,58,37,63.79,21,36.21,50023
50,24,66,43,65.15,23,34.85,50024
50,25,90,51,56.67,39,43.33,50025
50,26,91,53,58.24,38,41.76,50026
50,27,38,19,50.0,19,50.0,50027
50,28,114,73,64.04,41,35.96,50028
50,29,61,37,60.66,24,39.34,50029
50,30,100,67,67.0,33,33.0,50030
50,31,119,83,69.75,36,30.25,50031
50,32,110,63,57.27,47,42.73,50032
50,33,97,65,67.01,32,32.99,50033
50,34,191,141,73.82,50,26.18,50034
50,35,185,131,70.81,54,29.19,50035
50,36,170,121,71.18,49,28.82,50036
50,37,121,79,65.29,42,34.71,50037
50,38,55,40,72.73,15,27.27,50038
50,39,58,36,62.07,22,37.93,50039
50,40,95,56,58.95,39,41.05,50040
