ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,Richard R. Boykin,Richard R. Boykin Percent,precinct_id
48,37,245,203,82.86,42,17.14,48037
48,38,281,242,86.12,39,13.88,48038
48,39,205,155,75.61,50,24.39,48039
48,40,214,186,86.92,28,13.08,48040
48,41,221,187,84.62,34,15.38,48041
48,42,296,248,83.78,48,16.22,48042
48,43,253,198,78.26,55,21.74,48043
48,44,297,259,87.21,38,12.79,48044
48,45,159,137,86.16,22,13.84,48045
48,46,168,131,77.98,37,22.02,48046
49,1,117,93,79.49,24,20.51,49001
49,2,140,120,85.71,20,14.29,49002
49,3,249,205,82.33,44,17.67,49003
49,4,247,217,87.85,30,12.15,49004
49,5,219,176,80.37,43,19.63,49005
49,6,173,146,84.39,27,15.61,49006
49,7,170,152,89.41,18,10.59,49007
49,8,161,137,85.09,24,14.91,49008
49,9,216,190,87.96,26,12.04,49009
49,10,227,191,84.14,36,15.86,49010
49,11,232,194,83.62,38,16.38,49011
49,12,224,196,87.5,28,12.5,49012
49,13,248,217,87.5,31,12.5,49013
49,14,146,126,86.3,20,13.7,49014
49,15,140,117,83.57,23,16.43,49015
49,16,203,167,82.27,36,17.73,49016
49,17,154,120,77.92,34,22.08,49017
49,18,253,216,85.38,37,14.62,49018
49,19,143,117,81.82,26,18.18,49019
49,20,318,292,91.82,26,8.18,49020
49,21,97,83,85.57,14,14.43,49021
49,22,213,179,84.04,34,15.96,49022
49,23,230,192,83.48,38,16.52,49023
49,24,125,105,84.0,20,16.0,49024
49,25,246,206,83.74,40,16.26,49025
49,26,225,187,83.11,38,16.89,49026
49,27,170,144,84.71,26,15.29,49027
49,28,295,260,88.14,35,11.86,49028
49,29,249,227,91.16,22,8.84,49029
49,30,200,169,84.5,31,15.5,49030
49,31,131,104,79.39,27,20.61,49031
49,32,195,159,81.54,36,18.46,49032
49,33,170,139,81.76,31,18.24,49033
50,1,153,90,58.82,63,41.18,50001
50,2,89,58,65.17,31,34.83,50002
50,3,155,108,69.68,47,30.32,50003
50,4,176,135,76.7,41,23.3,50004
50,5,120,80,66.67,40,33.33,50005
50,6,173,137,79.19,36,20.81,50006
50,7,233,186,79.83,47,20.17,50007
50,8,135,102,75.56,33,24.44,50008
50,9,132,103,78.03,29,21.97,50009
50,10,104,70,67.31,34,32.69,50010
50,11,105,58,55.24,47,44.76,50011
50,12,64,47,73.44,17,26.56,50012
50,13,135,103,76.3,32,23.7,50013
50,14,49,36,73.47,13,26.53,50014
50,15,245,203,82.86,42,17.14,50015
50,16,59,39,66.1,20,33.9,50016
50,17,100,72,72.0,28,28.0,50017
50,18,26,18,69.23,8,30.77,50018
50,19,80,52,65.0,28,35.0,50019
50,20,172,145,84.3,27,15.7,50020
50,21,136,107,78.68,29,21.32,50021
50,22,110,72,65.45,38,34.55,50022
50,23,69,45,65.22,24,34.78,50023
50,24,87,48,55.17,39,44.83,50024
50,25,115,67,58.26,48,41.74,50025
50,26,108,86,79.63,22,20.37,50026
50,27,46,29,63.04,17,36.96,50027
50,28,134,94,70.15,40,29.85,50028
50,29,75,64,85.33,11,14.67,50029
50,30,112,89,79.46,23,20.54,50030
50,31,136,107,78.68,29,21.32,50031
50,32,116,88,75.86,28,24.14,50032
50,33,140,81,57.86,59,42.14,50033
50,34,225,176,78.22,49,21.78,50034
50,35,210,172,81.9,38,18.1,50035
50,36,195,162,83.08,33,16.92,50036
50,37,138,109,78.99,29,21.01,50037
50,38,79,60,75.95,19,24.05,50038
50,39,72,37,51.39,35,48.61,50039
50,40,146,68,46.58,78,53.42,50040
