ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Ricardo Mu̱oz,Ricardo Mu̱oz Percent,precinct_id
42,65,94,37,39.36,57,60.64,42065
42,66,58,34,58.62,24,41.38,42066
42,67,86,38,44.19,48,55.81,42067
43,1,111,57,51.35,54,48.65,43001
43,2,58,24,41.38,34,58.62,43002
43,3,89,19,21.35,70,78.65,43003
43,4,98,45,45.92,53,54.08,43004
43,5,55,21,38.18,34,61.82,43005
43,6,101,42,41.58,59,58.42,43006
43,7,106,48,45.28,58,54.72,43007
43,8,113,42,37.17,71,62.83,43008
43,9,65,22,33.85,43,66.15,43009
43,10,65,29,44.62,36,55.38,43010
43,11,57,14,24.56,43,75.44,43011
43,12,95,34,35.79,61,64.21,43012
43,13,71,35,49.3,36,50.7,43013
43,14,81,25,30.86,56,69.14,43014
43,15,65,31,47.69,34,52.31,43015
43,16,61,23,37.7,38,62.3,43016
43,17,119,41,34.45,78,65.55,43017
43,18,93,37,39.78,56,60.22,43018
43,19,101,74,73.27,27,26.73,43019
43,20,103,34,33.01,69,66.99,43020
43,21,75,22,29.33,53,70.67,43021
43,22,52,18,34.62,34,65.38,43022
43,23,66,25,37.88,41,62.12,43023
43,24,82,44,53.66,38,46.34,43024
43,25,79,47,59.49,32,40.51,43025
43,26,68,30,44.12,38,55.88,43026
43,27,58,16,27.59,42,72.41,43027
43,28,93,36,38.71,57,61.29,43028
43,29,59,19,32.2,40,67.8,43029
43,30,76,32,42.11,44,57.89,43030
43,31,44,20,45.45,24,54.55,43031
43,32,74,23,31.08,51,68.92,43032
43,33,42,14,33.33,28,66.67,43033
43,34,26,13,50.0,13,50.0,43034
43,35,95,26,27.37,69,72.63,43035
43,36,60,16,26.67,44,73.33,43036
43,37,81,54,66.67,27,33.33,43037
43,38,33,13,39.39,20,60.61,43038
43,39,105,35,33.33,70,66.67,43039
43,40,82,35,42.68,47,57.32,43040
43,41,33,9,27.27,24,72.73,43041
43,42,32,14,43.75,18,56.25,43042
43,43,43,21,48.84,22,51.16,43043
43,44,62,22,35.48,40,64.52,43044
43,45,82,43,52.44,39,47.56,43045
43,46,88,26,29.55,62,70.45,43046
43,47,113,57,50.44,56,49.56,43047
43,48,53,21,39.62,32,60.38,43048
43,49,66,25,37.88,41,62.12,43049
43,50,55,31,56.36,24,43.64,43050
43,51,119,71,59.66,48,40.34,43051
44,1,85,36,42.35,49,57.65,44001
44,2,63,28,44.44,35,55.56,44002
44,3,112,34,30.36,78,69.64,44003
44,4,120,59,49.17,61,50.83,44004
44,5,95,48,50.53,47,49.47,44005
44,6,61,20,32.79,41,67.21,44006
44,7,89,28,31.46,61,68.54,44007
44,8,67,28,41.79,39,58.21,44008
44,9,33,11,33.33,22,66.67,44009
44,10,33,10,30.3,23,69.7,44010
44,11,64,27,42.19,37,57.81,44011
44,12,112,47,41.96,65,58.04,44012
44,13,44,14,31.82,30,68.18,44013
44,14,61,26,42.62,35,57.38,44014
44,15,105,41,39.05,64,60.95,44015
44,16,56,28,50.0,28,50.0,44016
44,17,104,39,37.5,65,62.5,44017
44,18,32,10,31.25,22,68.75,44018
44,19,114,35,30.7,79,69.3,44019
44,20,62,26,41.94,36,58.06,44020
44,21,63,25,39.68,38,60.32,44021
44,22,95,36,37.89,59,62.11,44022
44,23,54,25,46.3,29,53.7,44023
44,24,146,51,34.93,95,65.07,44024
44,25,50,16,32.0,34,68.0,44025
44,26,64,22,34.38,42,65.63,44026
44,27,70,19,27.14,51,72.86,44027
44,28,39,17,43.59,22,56.41,44028
44,29,64,23,35.94,41,64.06,44029
44,30,65,24,36.92,41,63.08,44030
44,31,65,29,44.62,36,55.38,44031
44,32,44,11,25.0,33,75.0,44032
44,33,78,32,41.03,46,58.97,44033
44,34,45,19,42.22,26,57.78,44034
44,35,167,59,35.33,108,64.67,44035
44,36,47,26,55.32,21,44.68,44036
44,37,90,29,32.22,61,67.78,44037
44,38,50,17,34.0,33,66.0,44038
44,39,51,16,31.37,35,68.63,44039
44,40,59,23,38.98,36,61.02,44040
44,41,100,54,54.0,46,46.0,44041
44,42,103,47,45.63,56,54.37,44042
44,43,56,21,37.5,35,62.5,44043
44,44,87,40,45.98,47,54.02,44044
44,45,66,27,40.91,39,59.09,44045
44,46,45,17,37.78,28,62.22,44046
44,47,87,48,55.17,39,44.83,44047
45,1,124,58,46.77,66,53.23,45001
45,2,105,58,55.24,47,44.76,45002
45,3,126,52,41.27,74,58.73,45003
45,4,100,36,36.0,64,64.0,45004
45,5,99,41,41.41,58,58.59,45005
45,6,92,49,53.26,43,46.74,45006
45,7,76,36,47.37,40,52.63,45007
45,8,80,33,41.25,47,58.75,45008
45,9,113,54,47.79,59,52.21,45009
45,10,88,36,40.91,52,59.09,45010
45,11,83,36,43.37,47,56.63,45011
45,12,101,45,44.55,56,55.45,45012
45,13,116,62,53.45,54,46.55,45013
45,14,101,48,47.52,53,52.48,45014
45,15,95,51,53.68,44,46.32,45015
45,16,100,47,47.0,53,53.0,45016
45,17,64,39,60.94,25,39.06,45017
45,18,119,64,53.78,55,46.22,45018
45,19,106,50,47.17,56,52.83,45019
45,20,90,48,53.33,42,46.67,45020
45,21,90,44,48.89,46,51.11,45021
45,22,67,31,46.27,36,53.73,45022
45,23,120,51,42.5,69,57.5,45023
45,24,96,41,42.71,55,57.29,45024
45,25,102,62,60.78,40,39.22,45025
45,26,113,51,45.13,62,54.87,45026
45,27,72,28,38.89,44,61.11,45027
45,28,112,49,43.75,63,56.25,45028
45,29,97,44,45.36,53,54.64,45029
45,30,88,36,40.91,52,59.09,45030
45,31,109,55,50.46,54,49.54,45031
45,32,43,17,39.53,26,60.47,45032
45,33,85,35,41.18,50,58.82,45033
45,34,78,39,50.0,39,50.0,45034
45,35,105,54,51.43,51,48.57,45035
45,36,99,42,42.42,57,57.58,45036
45,37,99,47,47.47,52,52.53,45037
45,38,104,42,40.38,62,59.62,45038
45,39,119,43,36.13,76,63.87,45039
45,40,124,62,50.0,62,50.0,45040
45,41,68,31,45.59,37,54.41,45041
45,42,93,43,46.24,50,53.76,45042
45,43,65,33,50.77,32,49.23,45043
45,44,95,39,41.05,56,58.95,45044
45,45,84,38,45.24,46,54.76,45045
45,46,123,46,37.4,77,62.6,45046
45,47,78,33,42.31,45,57.69,45047
45,48,111,54,48.65,57,51.35,45048
45,49,104,46,44.23,58,55.77,45049
45,50,77,37,48.05,40,51.95,45050
45,51,90,46,51.11,44,48.89,45051
45,52,91,47,51.65,44,48.35,45052
45,53,60,32,53.33,28,46.67,45053
46,1,180,104,57.78,76,42.22,46001
46,2,75,43,57.33,32,42.67,46002
46,3,99,64,64.65,35,35.35,46003
46,4,68,39,57.35,29,42.65,46004
46,5,38,19,50.0,19,50.0,46005
46,6,88,70,79.55,18,20.45,46006
46,7,56,21,37.5,35,62.5,46007
46,8,92,61,66.3,31,33.7,46008
46,9,63,28,44.44,35,55.56,46009
46,10,46,16,34.78,30,65.22,46010
46,11,81,50,61.73,31,38.27,46011
46,12,90,42,46.67,48,53.33,46012
46,13,64,35,54.69,29,45.31,46013
46,14,53,28,52.83,25,47.17,46014
46,15,93,41,44.09,52,55.91,46015
46,16,70,42,60.0,28,40.0,46016
46,17,137,63,45.99,74,54.01,46017
46,18,144,69,47.92,75,52.08,46018
46,19,89,39,43.82,50,56.18,46019
46,20,84,58,69.05,26,30.95,46020
46,21,22,12,54.55,10,45.45,46021
46,22,90,59,65.56,31,34.44,46022
46,23,84,74,88.1,10,11.9,46023
46,24,37,15,40.54,22,59.46,46024
46,25,88,56,63.64,32,36.36,46025
46,26,80,57,71.25,23,28.75,46026
46,27,88,55,62.5,33,37.5,46027
46,28,91,51,56.04,40,43.96,46028
46,29,82,38,46.34,44,53.66,46029
46,30,104,54,51.92,50,48.08,46030
46,31,108,43,39.81,65,60.19,46031
46,32,93,65,69.89,28,30.11,46032
46,33,94,46,48.94,48,51.06,46033
46,34,91,67,73.63,24,26.37,46034
46,35,110,57,51.82,53,48.18,46035
46,36,93,38,40.86,55,59.14,46036
46,37,91,58,63.74,33,36.26,46037
46,38,82,61,74.39,21,25.61,46038
46,39,124,61,49.19,63,50.81,46039
46,40,62,50,80.65,12,19.35,46040
46,41,72,48,66.67,24,33.33,46041
46,42,110,71,64.55,39,35.45,46042
46,43,119,52,43.7,67,56.3,46043
46,44,82,54,65.85,28,34.15,46044
46,45,75,33,44.0,42,56.0,46045
47,1,66,36,54.55,30,45.45,47001
47,2,81,44,54.32,37,45.68,47002
47,3,135,73,54.07,62,45.93,47003
47,4,86,38,44.19,48,55.81,47004
47,5,86,37,43.02,49,56.98,47005
47,6,90,41,45.56,49,54.44,47006
47,7,82,39,47.56,43,52.44,47007
47,8,82,26,31.71,56,68.29,47008
47,9,59,28,47.46,31,52.54,47009
47,10,48,22,45.83,26,54.17,47010
47,11,128,67,52.34,61,47.66,47011
47,12,63,32,50.79,31,49.21,47012
47,13,118,46,38.98,72,61.02,47013
47,14,60,20,33.33,40,66.67,47014
47,15,83,33,39.76,50,60.24,47015
47,16,88,36,40.91,52,59.09,47016
47,17,62,29,46.77,33,53.23,47017
47,18,75,31,41.33,44,58.67,47018
47,19,128,60,46.88,68,53.13,47019
47,20,87,42,48.28,45,51.72,47020
47,21,81,33,40.74,48,59.26,47021
47,22,70,29,41.43,41,58.57,47022
47,23,47,28,59.57,19,40.43,47023
47,24,60,25,41.67,35,58.33,47024
47,25,81,31,38.27,50,61.73,47025
47,26,97,48,49.48,49,50.52,47026
47,27,46,15,32.61,31,67.39,47027
47,28,87,38,43.68,49,56.32,47028
47,29,83,45,54.22,38,45.78,47029
47,30,86,46,53.49,40,46.51,47030
47,31,84,37,44.05,47,55.95,47031
47,32,75,31,41.33,44,58.67,47032
47,33,79,28,35.44,51,64.56,47033
47,34,91,46,50.55,45,49.45,47034
47,35,87,37,42.53,50,57.47,47035
47,36,105,43,40.95,62,59.05,47036
47,37,106,30,28.3,76,71.7,47037
47,38,74,28,37.84,46,62.16,47038
47,39,82,23,28.05,59,71.95,47039
47,40,51,26,50.98,25,49.02,47040
47,41,119,65,54.62,54,45.38,47041
47,42,53,24,45.28,29,54.72,47042
47,43,89,29,32.58,60,67.42,47043
47,44,84,49,58.33,35,41.67,47044
47,45,83,40,48.19,43,51.81,47045
47,46,42,26,61.9,16,38.1,47046
47,47,58,16,27.59,42,72.41,47047
47,48,30,20,66.67,10,33.33,47048
47,49,40,16,40.0,24,60.0,47049
47,50,55,17,30.91,38,69.09,47050
48,1,86,41,47.67,45,52.33,48001
48,2,97,54,55.67,43,44.33,48002
48,3,143,84,58.74,59,41.26,48003
48,4,100,47,47.0,53,53.0,48004
48,5,119,44,36.97,75,63.03,48005
48,6,127,84,66.14,43,33.86,48006
48,7,77,25,32.47,52,67.53,48007
48,8,71,30,42.25,41,57.75,48008
48,9,108,59,54.63,49,45.37,48009
48,10,57,26,45.61,31,54.39,48010
48,11,141,46,32.62,95,67.38,48011
48,12,85,48,56.47,37,43.53,48012
48,13,96,51,53.13,45,46.88,48013
48,14,119,80,67.23,39,32.77,48014
48,15,59,33,55.93,26,44.07,48015
48,16,78,52,66.67,26,33.33,48016
48,17,94,47,50.0,47,50.0,48017
48,18,82,50,60.98,32,39.02,48018
48,19,105,43,40.95,62,59.05,48019
48,20,83,30,36.14,53,63.86,48020
48,21,133,97,72.93,36,27.07,48021
48,22,173,80,46.24,93,53.76,48022
48,23,105,67,63.81,38,36.19,48023
48,24,50,39,78.0,11,22.0,48024
48,25,98,66,67.35,32,32.65,48025
48,26,100,55,55.0,45,45.0,48026
48,27,112,72,64.29,40,35.71,48027
48,28,115,42,36.52,73,63.48,48028
48,29,148,66,44.59,82,55.41,48029
48,30,112,49,43.75,63,56.25,48030
48,31,80,57,71.25,23,28.75,48031
48,32,74,36,48.65,38,51.35,48032
48,33,123,66,53.66,57,46.34,48033
48,34,89,42,47.19,47,52.81,48034
48,35,91,59,64.84,32,35.16,48035
48,36,109,57,52.29,52,47.71,48036
48,37,63,32,50.79,31,49.21,48037
48,38,143,52,36.36,91,63.64,48038
48,39,103,52,50.49,51,49.51,48039
48,40,74,45,60.81,29,39.19,48040
48,41,55,33,60.0,22,40.0,48041
48,42,98,45,45.92,53,54.08,48042
48,43,110,46,41.82,64,58.18,48043
48,44,115,46,40.0,69,60.0,48044
48,45,73,46,63.01,27,36.99,48045
48,46,131,71,54.2,60,45.8,48046
48,47,80,52,65.0,28,35.0,48047
48,48,105,50,47.62,55,52.38,48048
48,49,26,16,61.54,10,38.46,48049
48,50,118,49,41.53,69,58.47,48050
48,51,164,61,37.2,103,62.8,48051
48,52,76,40,52.63,36,47.37,48052
49,1,114,85,74.56,29,25.44,49001
49,2,137,59,43.07,78,56.93,49002
49,3,96,40,41.67,56,58.33,49003
49,4,58,32,55.17,26,44.83,49004
49,5,130,73,56.15,57,43.85,49005
49,6,114,71,62.28,43,37.72,49006
49,7,191,79,41.36,112,58.64,49007
49,8,116,56,48.28,60,51.72,49008
49,9,91,38,41.76,53,58.24,49009
49,10,103,57,55.34,46,44.66,49010
49,11,86,47,54.65,39,45.35,49011
49,12,131,68,51.91,63,48.09,49012
49,13,154,74,48.05,80,51.95,49013
49,14,102,55,53.92,47,46.08,49014
49,15,95,55,57.89,40,42.11,49015
49,16,115,52,45.22,63,54.78,49016
49,17,19,10,52.63,9,47.37,49017
49,18,77,29,37.66,48,62.34,49018
49,19,167,106,63.47,61,36.53,49019
49,20,155,96,61.94,59,38.06,49020
49,21,87,41,47.13,46,52.87,49021
49,22,118,53,44.92,65,55.08,49022
49,23,90,40,44.44,50,55.56,49023
49,24,197,106,53.81,91,46.19,49024
49,25,115,52,45.22,63,54.78,49025
49,26,121,66,54.55,55,45.45,49026
49,27,126,79,62.7,47,37.3,49027
49,28,72,29,40.28,43,59.72,49028
49,29,115,50,43.48,65,56.52,49029
49,30,136,84,61.76,52,38.24,49030
49,31,111,49,44.14,62,55.86,49031
49,32,109,52,47.71,57,52.29,49032
49,33,93,45,48.39,48,51.61,49033
49,34,127,82,64.57,45,35.43,49034
49,35,116,54,46.55,62,53.45,49035
49,36,138,70,50.72,68,49.28,49036
49,37,145,77,53.1,68,46.9,49037
49,38,86,36,41.86,50,58.14,49038
50,1,85,35,41.18,50,58.82,50001
50,2,93,50,53.76,43,46.24,50002
50,3,83,36,43.37,47,56.63,50003
50,4,78,40,51.28,38,48.72,50004
50,5,59,34,57.63,25,42.37,50005
50,6,92,48,52.17,44,47.83,50006
50,7,115,46,40.0,69,60.0,50007
50,8,35,16,45.71,19,54.29,50008
50,9,71,38,53.52,33,46.48,50009
50,10,46,28,60.87,18,39.13,50010
50,11,51,23,45.1,28,54.9,50011
50,12,65,40,61.54,25,38.46,50012
50,13,78,42,53.85,36,46.15,50013
50,14,45,19,42.22,26,57.78,50014
50,15,112,49,43.75,63,56.25,50015
50,16,54,32,59.26,22,40.74,50016
50,17,41,13,31.71,28,68.29,50017
50,18,61,31,50.82,30,49.18,50018
50,19,56,30,53.57,26,46.43,50019
50,20,84,36,42.86,48,57.14,50020
50,21,81,41,50.62,40,49.38,50021
50,22,54,32,59.26,22,40.74,50022
50,23,45,23,51.11,22,48.89,50023
50,24,67,42,62.69,25,37.31,50024
50,25,37,16,43.24,21,56.76,50025
50,26,37,25,67.57,12,32.43,50026
50,27,38,16,42.11,22,57.89,50027
50,28,86,59,68.6,27,31.4,50028
50,29,68,42,61.76,26,38.24,50029
50,30,62,29,46.77,33,53.23,50030
50,31,22,12,54.55,10,45.45,50031
50,32,72,49,68.06,23,31.94,50032
50,33,37,20,54.05,17,45.95,50033
50,34,64,46,71.88,18,28.13,50034
50,35,116,52,44.83,64,55.17,50035
50,36,71,34,47.89,37,52.11,50036
50,37,88,45,51.14,43,48.86,50037
50,38,79,49,62.03,30,37.97,50038
50,39,43,28,65.12,15,34.88,50039
50,40,48,24,50.0,24,50.0,50040
50,41,77,36,46.75,41,53.25,50041
50,42,73,32,43.84,41,56.16,50042
50,43,62,26,41.94,36,58.06,50043
50,44,42,11,26.19,31,73.81,50044
50,45,30,9,30.0,21,70.0,50045
