ward,precinct,total,Hillary Clinton,Hillary Clinton Percent,Willie L. Wilson,Willie L. Wilson Percent,Martin J. O'Malley,Martin J. O'Malley Percent,Roque ''Rocky'' De La Fuente,Roque ''Rocky'' De La Fuente Percent,Larry (Lawrence) Cohen,Larry (Lawrence) Cohen Percent,Bernie Sanders,Bernie Sanders Percent,precinct_id
23,5,352,156,44.32,2,0.57,0,0.0,3,0.85,0,0.0,191,54.26,23005
23,6,393,152,38.68,3,0.76,2,0.51,0,0.0,0,0.0,236,60.05,23006
23,7,318,136,42.77,0,0.0,0,0.0,1,0.31,2,0.63,179,56.29,23007
23,8,350,148,42.29,2,0.57,2,0.57,1,0.29,1,0.29,196,56.0,23008
23,9,304,134,44.08,0,0.0,1,0.33,0,0.0,1,0.33,168,55.26,23009
23,10,397,163,41.06,1,0.25,1,0.25,0,0.0,2,0.5,230,57.93,23010
23,11,416,206,49.52,0,0.0,1,0.24,1,0.24,0,0.0,208,50.0,23011
23,12,249,96,38.55,4,1.61,1,0.4,0,0.0,0,0.0,148,59.44,23012
23,13,278,122,43.88,0,0.0,2,0.72,2,0.72,2,0.72,150,53.96,23013
23,14,221,101,45.7,0,0.0,9,4.07,0,0.0,0,0.0,111,50.23,23014
23,15,308,158,51.3,0,0.0,3,0.97,0,0.0,1,0.32,146,47.4,23015
23,16,251,97,38.65,1,0.4,4,1.59,0,0.0,2,0.8,147,58.57,23016
23,17,264,101,38.26,0,0.0,2,0.76,0,0.0,0,0.0,161,60.98,23017
23,18,249,105,42.17,1,0.4,4,1.61,1,0.4,1,0.4,137,55.02,23018
23,19,305,124,40.66,2,0.66,0,0.0,1,0.33,0,0.0,178,58.36,23019
23,20,236,98,41.53,0,0.0,0,0.0,0,0.0,0,0.0,138,58.47,23020
23,21,253,112,44.27,4,1.58,4,1.58,1,0.4,0,0.0,132,52.17,23021
23,22,294,140,47.62,2,0.68,3,1.02,0,0.0,0,0.0,149,50.68,23022
23,23,296,117,39.53,0,0.0,7,2.36,1,0.34,2,0.68,169,57.09,23023
23,24,282,126,44.68,0,0.0,0,0.0,2,0.71,2,0.71,152,53.9,23024
23,25,279,116,41.58,3,1.08,4,1.43,1,0.36,3,1.08,152,54.48,23025
23,26,315,142,45.08,1,0.32,2,0.63,0,0.0,0,0.0,170,53.97,23026
23,27,248,104,41.94,1,0.4,7,2.82,3,1.21,1,0.4,132,53.23,23027
23,28,282,139,49.29,4,1.42,3,1.06,1,0.35,0,0.0,135,47.87,23028
23,29,232,93,40.09,4,1.72,3,1.29,0,0.0,1,0.43,131,56.47,23029
23,30,395,163,41.27,3,0.76,2,0.51,0,0.0,1,0.25,226,57.22,23030
23,31,282,121,42.91,2,0.71,0,0.0,0,0.0,1,0.35,158,56.03,23031
23,32,370,165,44.59,0,0.0,4,1.08,0,0.0,0,0.0,201,54.32,23032
23,33,365,159,43.56,1,0.27,0,0.0,0,0.0,0,0.0,205,56.16,23033
23,34,331,123,37.16,2,0.6,0,0.0,1,0.3,0,0.0,205,61.93,23034
23,35,173,68,39.31,4,2.31,3,1.73,2,1.16,1,0.58,95,54.91,23035
23,36,244,108,44.26,1,0.41,5,2.05,1,0.41,0,0.0,129,52.87,23036
23,37,220,80,36.36,1,0.45,3,1.36,2,0.91,2,0.91,132,60.0,23037
23,38,235,115,48.94,1,0.43,4,1.7,1,0.43,0,0.0,114,48.51,23038
23,39,329,155,47.11,0,0.0,0,0.0,0,0.0,0,0.0,174,52.89,23039
24,1,300,199,66.33,3,1.0,0,0.0,0,0.0,0,0.0,98,32.67,24001
24,2,356,241,67.7,3,0.84,0,0.0,0,0.0,1,0.28,111,31.18,24002
24,3,342,238,69.59,0,0.0,0,0.0,0,0.0,0,0.0,104,30.41,24003
24,4,344,224,65.12,2,0.58,0,0.0,0,0.0,0,0.0,118,34.3,24004
24,5,206,135,65.53,2,0.97,0,0.0,0,0.0,0,0.0,69,33.5,24005
24,6,357,206,57.7,4,1.12,0,0.0,0,0.0,1,0.28,146,40.9,24006
24,7,193,90,46.63,3,1.55,0,0.0,0,0.0,0,0.0,100,51.81,24007
24,8,180,116,64.44,3,1.67,0,0.0,0,0.0,0,0.0,61,33.89,24008
24,9,368,242,65.76,1,0.27,1,0.27,0,0.0,2,0.54,122,33.15,24009
24,10,197,139,70.56,1,0.51,0,0.0,0,0.0,0,0.0,57,28.93,24010
24,11,412,280,67.96,6,1.46,1,0.24,1,0.24,0,0.0,124,30.1,24011
24,12,244,154,63.11,1,0.41,0,0.0,0,0.0,0,0.0,89,36.48,24012
24,13,199,129,64.82,1,0.5,0,0.0,0,0.0,0,0.0,69,34.67,24013
24,14,340,233,68.53,4,1.18,0,0.0,0,0.0,0,0.0,103,30.29,24014
24,15,213,142,66.67,5,2.35,0,0.0,1,0.47,0,0.0,65,30.52,24015
24,16,376,158,42.02,0,0.0,1,0.27,1,0.27,0,0.0,216,57.45,24016
24,17,303,202,66.67,2,0.66,0,0.0,0,0.0,0,0.0,99,32.67,24017
24,18,380,248,65.26,4,1.05,1,0.26,1,0.26,1,0.26,125,32.89,24018
24,19,407,253,62.16,1,0.25,0,0.0,0,0.0,0,0.0,153,37.59,24019
24,20,273,180,65.93,0,0.0,0,0.0,0,0.0,0,0.0,93,34.07,24020
24,21,176,106,60.23,3,1.7,0,0.0,0,0.0,0,0.0,67,38.07,24021
24,22,460,314,68.26,4,0.87,1,0.22,0,0.0,1,0.22,140,30.43,24022
24,23,313,212,67.73,1,0.32,0,0.0,1,0.32,0,0.0,99,31.63,24023
24,24,440,272,61.82,1,0.23,1,0.23,0,0.0,0,0.0,166,37.73,24024
24,25,318,207,65.09,1,0.31,0,0.0,0,0.0,0,0.0,110,34.59,24025
24,26,453,330,72.85,1,0.22,0,0.0,0,0.0,1,0.22,121,26.71,24026
24,27,371,257,69.27,6,1.62,0,0.0,0,0.0,0,0.0,108,29.11,24027
24,28,271,196,72.32,4,1.48,1,0.37,0,0.0,0,0.0,70,25.83,24028
24,29,249,166,66.67,3,1.2,0,0.0,0,0.0,0,0.0,80,32.13,24029
24,30,193,145,75.13,2,1.04,0,0.0,0,0.0,0,0.0,46,23.83,24030
24,31,394,253,64.21,1,0.25,0,0.0,0,0.0,1,0.25,139,35.28,24031
24,32,198,132,66.67,1,0.51,0,0.0,0,0.0,0,0.0,65,32.83,24032
24,33,197,118,59.9,2,1.02,0,0.0,0,0.0,0,0.0,77,39.09,24033
24,34,313,223,71.25,2,0.64,2,0.64,0,0.0,0,0.0,86,27.48,24034
24,35,325,205,63.08,4,1.23,0,0.0,1,0.31,0,0.0,115,35.38,24035
24,36,417,279,66.91,1,0.24,0,0.0,0,0.0,0,0.0,137,32.85,24036
24,37,222,127,57.21,0,0.0,0,0.0,0,0.0,0,0.0,95,42.79,24037
24,38,262,158,60.31,2,0.76,0,0.0,0,0.0,0,0.0,102,38.93,24038
24,39,376,270,71.81,2,0.53,1,0.27,1,0.27,0,0.0,102,27.13,24039
24,40,359,231,64.35,3,0.84,0,0.0,0,0.0,0,0.0,125,34.82,24040
24,41,259,208,80.31,4,1.54,0,0.0,0,0.0,0,0.0,47,18.15,24041
25,1,375,154,41.07,0,0.0,0,0.0,2,0.53,1,0.27,218,58.13,25001
25,2,446,129,28.92,0,0.0,0,0.0,0,0.0,0,0.0,317,71.08,25002
25,3,380,165,43.42,0,0.0,0,0.0,0,0.0,0,0.0,215,56.58,25003
25,4,373,185,49.6,1,0.27,0,0.0,0,0.0,1,0.27,186,49.87,25004
25,5,416,133,31.97,1,0.24,0,0.0,0,0.0,0,0.0,282,67.79,25005
25,6,142,75,52.82,4,2.82,3,2.11,0,0.0,0,0.0,60,42.25,25006
25,7,412,149,36.17,2,0.49,0,0.0,0,0.0,0,0.0,261,63.35,25007
25,8,460,166,36.09,1,0.22,0,0.0,0,0.0,0,0.0,293,63.7,25008
25,9,457,178,38.95,0,0.0,0,0.0,0,0.0,0,0.0,279,61.05,25009
25,10,374,220,58.82,0,0.0,2,0.53,0,0.0,0,0.0,152,40.64,25010
25,11,457,150,32.82,0,0.0,0,0.0,0,0.0,0,0.0,307,67.18,25011
25,12,380,120,31.58,2,0.53,0,0.0,0,0.0,1,0.26,257,67.63,25012
25,13,468,168,35.9,0,0.0,2,0.43,1,0.21,0,0.0,297,63.46,25013
25,14,286,175,61.19,1,0.35,3,1.05,0,0.0,1,0.35,106,37.06,25014
25,15,403,161,39.95,1,0.25,0,0.0,0,0.0,1,0.25,240,59.55,25015
25,16,334,185,55.39,0,0.0,0,0.0,0,0.0,0,0.0,149,44.61,25016
25,17,462,199,43.07,1,0.22,0,0.0,1,0.22,1,0.22,260,56.28,25017
25,18,268,144,53.73,5,1.87,1,0.37,1,0.37,1,0.37,116,43.28,25018
25,19,501,151,30.14,1,0.2,0,0.0,0,0.0,0,0.0,349,69.66,25019
25,20,355,234,65.92,2,0.56,0,0.0,0,0.0,0,0.0,119,33.52,25020
25,21,503,221,43.94,0,0.0,1,0.2,0,0.0,0,0.0,281,55.86,25021
25,22,429,137,31.93,0,0.0,0,0.0,0,0.0,0,0.0,292,68.07,25022
25,23,493,183,37.12,1,0.2,1,0.2,2,0.41,0,0.0,306,62.07,25023
25,24,470,152,32.34,1,0.21,0,0.0,0,0.0,1,0.21,316,67.23,25024
25,25,327,127,38.84,2,0.61,1,0.31,0,0.0,0,0.0,197,60.24,25025
25,26,436,145,33.26,2,0.46,1,0.23,2,0.46,1,0.23,285,65.37,25026
25,27,348,147,42.24,0,0.0,0,0.0,0,0.0,0,0.0,201,57.76,25027
25,28,475,137,28.84,1,0.21,0,0.0,0,0.0,0,0.0,337,70.95,25028
25,29,360,231,64.17,4,1.11,0,0.0,0,0.0,0,0.0,125,34.72,25029
25,30,439,138,31.44,1,0.23,2,0.46,0,0.0,0,0.0,298,67.88,25030
25,31,368,217,58.97,1,0.27,1,0.27,0,0.0,0,0.0,149,40.49,25031
25,32,355,133,37.46,0,0.0,3,0.85,0,0.0,0,0.0,219,61.69,25032
26,1,314,93,29.62,0,0.0,0,0.0,0,0.0,0,0.0,221,70.38,26001
26,2,274,133,48.54,2,0.73,1,0.36,0,0.0,0,0.0,138,50.36,26002
26,3,317,90,28.39,1,0.32,1,0.32,0,0.0,0,0.0,225,70.98,26003
26,4,243,130,53.5,3,1.23,2,0.82,0,0.0,0,0.0,108,44.44,26004
26,5,294,115,39.12,1,0.34,0,0.0,0,0.0,0,0.0,178,60.54,26005
26,6,281,120,42.7,2,0.71,1,0.36,0,0.0,1,0.36,157,55.87,26006
26,7,284,62,21.83,1,0.35,0,0.0,0,0.0,0,0.0,221,77.82,26007
26,8,170,85,50.0,1,0.59,0,0.0,0,0.0,0,0.0,84,49.41,26008
26,9,267,125,46.82,1,0.37,1,0.37,0,0.0,0,0.0,140,52.43,26009
26,10,321,124,38.63,1,0.31,0,0.0,0,0.0,0,0.0,196,61.06,26010
26,11,293,132,45.05,0,0.0,0,0.0,1,0.34,0,0.0,160,54.61,26011
26,12,327,126,38.53,0,0.0,0,0.0,1,0.31,0,0.0,200,61.16,26012
26,13,221,128,57.92,0,0.0,0,0.0,0,0.0,0,0.0,93,42.08,26013
26,14,242,95,39.26,1,0.41,0,0.0,0,0.0,0,0.0,146,60.33,26014
26,15,178,98,55.06,0,0.0,0,0.0,0,0.0,0,0.0,80,44.94,26015
26,16,185,94,50.81,1,0.54,1,0.54,0,0.0,0,0.0,89,48.11,26016
26,17,210,93,44.29,1,0.48,1,0.48,0,0.0,0,0.0,115,54.76,26017
26,18,256,120,46.88,3,1.17,0,0.0,1,0.39,0,0.0,132,51.56,26018
26,19,215,112,52.09,2,0.93,1,0.47,0,0.0,0,0.0,100,46.51,26019
26,20,293,117,39.93,1,0.34,0,0.0,1,0.34,0,0.0,174,59.39,26020
26,21,377,144,38.2,3,0.8,1,0.27,2,0.53,0,0.0,227,60.21,26021
26,22,188,75,39.89,0,0.0,0,0.0,1,0.53,0,0.0,112,59.57,26022
26,23,207,87,42.03,1,0.48,0,0.0,1,0.48,0,0.0,118,57.0,26023
26,24,282,132,46.81,1,0.35,0,0.0,1,0.35,0,0.0,148,52.48,26024
26,25,265,119,44.91,1,0.38,0,0.0,0,0.0,0,0.0,145,54.72,26025
26,26,221,80,36.2,0,0.0,0,0.0,0,0.0,0,0.0,141,63.8,26026
26,27,341,130,38.12,2,0.59,0,0.0,0,0.0,1,0.29,208,61.0,26027
26,28,305,127,41.64,0,0.0,1,0.33,1,0.33,0,0.0,176,57.7,26028
26,29,180,72,40.0,2,1.11,0,0.0,0,0.0,0,0.0,106,58.89,26029
26,30,245,88,35.92,2,0.82,0,0.0,0,0.0,1,0.41,154,62.86,26030
26,31,150,63,42.0,0,0.0,0,0.0,0,0.0,0,0.0,87,58.0,26031
26,32,309,127,41.1,0,0.0,1,0.32,0,0.0,0,0.0,181,58.58,26032
26,33,305,122,40.0,2,0.66,1,0.33,0,0.0,1,0.33,179,58.69,26033
26,34,362,143,39.5,2,0.55,1,0.28,0,0.0,0,0.0,216,59.67,26034
26,35,289,114,39.45,1,0.35,0,0.0,1,0.35,0,0.0,173,59.86,26035
26,36,282,72,25.53,0,0.0,0,0.0,0,0.0,0,0.0,210,74.47,26036
26,37,371,141,38.01,1,0.27,0,0.0,0,0.0,0,0.0,229,61.73,26037
26,38,160,84,52.5,0,0.0,1,0.63,0,0.0,0,0.0,75,46.88,26038
26,39,291,98,33.68,0,0.0,1,0.34,0,0.0,0,0.0,192,65.98,26039
26,40,196,74,37.76,1,0.51,0,0.0,1,0.51,0,0.0,120,61.22,26040
26,41,332,145,43.67,1,0.3,0,0.0,1,0.3,2,0.6,183,55.12,26041
26,42,238,64,26.89,1,0.42,0,0.0,0,0.0,0,0.0,173,72.69,26042
26,43,184,87,47.28,0,0.0,0,0.0,0,0.0,0,0.0,97,52.72,26043
26,44,189,101,53.44,0,0.0,0,0.0,0,0.0,0,0.0,88,46.56,26044
26,45,149,72,48.32,0,0.0,0,0.0,0,0.0,0,0.0,77,51.68,26045
26,46,179,65,36.31,0,0.0,0,0.0,0,0.0,0,0.0,114,63.69,26046
26,47,190,89,46.84,1,0.53,0,0.0,1,0.53,0,0.0,99,52.11,26047
26,48,292,84,28.77,2,0.68,0,0.0,0,0.0,0,0.0,206,70.55,26048
26,49,190,96,50.53,0,0.0,1,0.53,2,1.05,1,0.53,90,47.37,26049
27,1,289,129,44.64,1,0.35,1,0.35,0,0.0,0,0.0,158,54.67,27001
27,2,358,220,61.45,5,1.4,3,0.84,0,0.0,0,0.0,130,36.31,27002
27,3,250,169,67.6,0,0.0,0,0.0,0,0.0,0,0.0,81,32.4,27003
27,4,213,114,53.52,3,1.41,0,0.0,0,0.0,1,0.47,95,44.6,27004
27,5,257,165,64.2,3,1.17,0,0.0,0,0.0,2,0.78,87,33.85,27005
27,6,270,152,56.3,2,0.74,1,0.37,0,0.0,0,0.0,115,42.59,27006
27,7,453,161,35.54,2,0.44,1,0.22,0,0.0,0,0.0,289,63.8,27007
27,8,327,216,66.06,2,0.61,2,0.61,0,0.0,0,0.0,107,32.72,27008
27,9,123,77,62.6,0,0.0,0,0.0,0,0.0,0,0.0,46,37.4,27009
27,10,426,301,70.66,6,1.41,2,0.47,0,0.0,1,0.23,116,27.23,27010
27,11,253,135,53.36,0,0.0,2,0.79,0,0.0,0,0.0,116,45.85,27011
27,12,184,106,57.61,1,0.54,1,0.54,0,0.0,0,0.0,76,41.3,27012
27,13,504,279,55.36,3,0.6,2,0.4,2,0.4,0,0.0,218,43.25,27013
27,14,234,168,71.79,2,0.85,0,0.0,0,0.0,0,0.0,64,27.35,27014
27,15,255,194,76.08,2,0.78,0,0.0,0,0.0,0,0.0,59,23.14,27015
27,16,248,138,55.65,1,0.4,0,0.0,0,0.0,0,0.0,109,43.95,27016
27,17,367,203,55.31,2,0.54,0,0.0,0,0.0,0,0.0,162,44.14,27017
27,18,319,192,60.19,5,1.57,0,0.0,0,0.0,0,0.0,122,38.24,27018
27,19,251,165,65.74,2,0.8,0,0.0,0,0.0,0,0.0,84,33.47,27019
27,20,358,200,55.87,1,0.28,0,0.0,0,0.0,1,0.28,156,43.58,27020
27,21,241,160,66.39,0,0.0,0,0.0,0,0.0,0,0.0,81,33.61,27021
27,22,239,164,68.62,0,0.0,0,0.0,0,0.0,0,0.0,75,31.38,27022
27,23,302,198,65.56,2,0.66,1,0.33,0,0.0,0,0.0,101,33.44,27023
27,24,292,178,60.96,2,0.68,0,0.0,0,0.0,0,0.0,112,38.36,27024
27,25,301,170,56.48,1,0.33,0,0.0,0,0.0,0,0.0,130,43.19,27025
27,26,309,201,65.05,1,0.32,0,0.0,0,0.0,1,0.32,106,34.3,27026
27,27,426,249,58.45,4,0.94,1,0.23,0,0.0,0,0.0,172,40.38,27027
27,28,163,93,57.06,3,1.84,0,0.0,0,0.0,0,0.0,67,41.1,27028
27,29,301,180,59.8,3,1.0,0,0.0,0,0.0,1,0.33,117,38.87,27029
27,30,221,163,73.76,2,0.9,0,0.0,0,0.0,0,0.0,56,25.34,27030
27,31,306,204,66.67,4,1.31,0,0.0,1,0.33,0,0.0,97,31.7,27031
27,32,303,177,58.42,2,0.66,0,0.0,0,0.0,0,0.0,124,40.92,27032
27,33,305,164,53.77,1,0.33,1,0.33,0,0.0,0,0.0,139,45.57,27033
27,34,367,271,73.84,2,0.54,1,0.27,0,0.0,0,0.0,93,25.34,27034
27,35,278,112,40.29,0,0.0,0,0.0,0,0.0,0,0.0,166,59.71,27035
27,36,276,167,60.51,3,1.09,0,0.0,0,0.0,0,0.0,106,38.41,27036
27,37,359,268,74.65,2,0.56,0,0.0,0,0.0,1,0.28,88,24.51,27037
27,38,469,296,63.11,2,0.43,2,0.43,0,0.0,0,0.0,169,36.03,27038
27,39,290,173,59.66,7,2.41,0,0.0,0,0.0,0,0.0,110,37.93,27039
27,40,385,182,47.27,0,0.0,0,0.0,1,0.26,0,0.0,202,52.47,27040
27,41,366,265,72.4,4,1.09,1,0.27,0,0.0,0,0.0,96,26.23,27041
27,42,194,104,53.61,1,0.52,1,0.52,0,0.0,0,0.0,88,45.36,27042
27,43,335,194,57.91,4,1.19,0,0.0,0,0.0,0,0.0,137,40.9,27043
27,44,326,208,63.8,1,0.31,4,1.23,1,0.31,0,0.0,112,34.36,27044
27,45,410,191,46.59,0,0.0,1,0.24,1,0.24,0,0.0,217,52.93,27045
27,46,176,108,61.36,0,0.0,0,0.0,0,0.0,0,0.0,68,38.64,27046
27,47,284,177,62.32,0,0.0,0,0.0,0,0.0,0,0.0,107,37.68,27047
27,48,453,247,54.53,1,0.22,0,0.0,0,0.0,1,0.22,204,45.03,27048
27,49,270,165,61.11,2,0.74,0,0.0,0,0.0,0,0.0,103,38.15,27049
27,50,347,247,71.18,4,1.15,1,0.29,0,0.0,0,0.0,95,27.38,27050
28,1,339,218,64.31,4,1.18,1,0.29,0,0.0,0,0.0,116,34.22,28001
28,2,320,213,66.56,1,0.31,1,0.31,0,0.0,1,0.31,104,32.5,28002
28,3,300,191,63.67,3,1.0,1,0.33,0,0.0,0,0.0,105,35.0,28003
28,4,218,86,39.45,1,0.46,0,0.0,0,0.0,0,0.0,131,60.09,28004
28,5,200,153,76.5,2,1.0,0,0.0,0,0.0,1,0.5,44,22.0,28005
28,6,169,113,66.86,0,0.0,0,0.0,0,0.0,0,0.0,56,33.14,28006
28,7,369,261,70.73,2,0.54,0,0.0,0,0.0,1,0.27,105,28.46,28007
28,8,204,91,44.61,0,0.0,0,0.0,0,0.0,0,0.0,113,55.39,28008
28,9,339,245,72.27,2,0.59,0,0.0,0,0.0,0,0.0,92,27.14,28009
28,10,384,196,51.04,2,0.52,0,0.0,1,0.26,0,0.0,185,48.18,28010
28,11,595,265,44.54,2,0.34,1,0.17,0,0.0,0,0.0,327,54.96,28011
28,12,372,247,66.4,0,0.0,0,0.0,0,0.0,1,0.27,124,33.33,28012
28,13,348,258,74.14,1,0.29,0,0.0,0,0.0,1,0.29,88,25.29,28013
28,14,330,234,70.91,3,0.91,0,0.0,0,0.0,0,0.0,93,28.18,28014
28,15,123,104,84.55,0,0.0,0,0.0,0,0.0,0,0.0,19,15.45,28015
28,16,236,169,71.61,2,0.85,0,0.0,0,0.0,0,0.0,65,27.54,28016
28,17,307,211,68.73,5,1.63,0,0.0,0,0.0,0,0.0,91,29.64,28017
28,18,259,167,64.48,0,0.0,0,0.0,0,0.0,0,0.0,92,35.52,28018
28,19,301,119,39.53,1,0.33,0,0.0,0,0.0,1,0.33,180,59.8,28019
28,20,344,242,70.35,4,1.16,0,0.0,0,0.0,0,0.0,98,28.49,28020
28,21,285,197,69.12,2,0.7,0,0.0,0,0.0,0,0.0,86,30.18,28021
28,22,286,178,62.24,1,0.35,0,0.0,0,0.0,0,0.0,107,37.41,28022
28,23,410,286,69.76,3,0.73,0,0.0,0,0.0,0,0.0,121,29.51,28023
28,24,321,231,71.96,4,1.25,1,0.31,0,0.0,0,0.0,85,26.48,28024
28,25,435,287,65.98,6,1.38,0,0.0,0,0.0,0,0.0,142,32.64,28025
28,26,376,281,74.73,1,0.27,0,0.0,1,0.27,0,0.0,93,24.73,28026
28,27,309,111,35.92,1,0.32,2,0.65,0,0.0,0,0.0,195,63.11,28027
28,28,337,127,37.69,2,0.59,2,0.59,0,0.0,0,0.0,206,61.13,28028
28,29,160,115,71.88,0,0.0,0,0.0,0,0.0,1,0.63,44,27.5,28029
28,30,56,40,71.43,0,0.0,0,0.0,0,0.0,0,0.0,16,28.57,28030
28,31,461,329,71.37,4,0.87,1,0.22,1,0.22,0,0.0,126,27.33,28031
28,32,344,214,62.21,5,1.45,0,0.0,0,0.0,0,0.0,125,36.34,28032
28,33,388,281,72.42,4,1.03,1,0.26,0,0.0,1,0.26,101,26.03,28033
28,34,609,398,65.35,5,0.82,0,0.0,0,0.0,1,0.16,205,33.66,28034
28,35,411,275,66.91,5,1.22,0,0.0,0,0.0,0,0.0,131,31.87,28035
28,36,220,141,64.09,1,0.45,0,0.0,0,0.0,0,0.0,78,35.45,28036
28,37,475,352,74.11,2,0.42,0,0.0,0,0.0,0,0.0,121,25.47,28037
28,38,183,144,78.69,0,0.0,0,0.0,0,0.0,1,0.55,38,20.77,28038
28,39,284,194,68.31,1,0.35,0,0.0,0,0.0,0,0.0,89,31.34,28039
28,40,454,329,72.47,5,1.1,1,0.22,0,0.0,0,0.0,119,26.21,28040
28,41,255,175,68.63,3,1.18,0,0.0,0,0.0,0,0.0,77,30.2,28041
28,42,385,275,71.43,2,0.52,0,0.0,0,0.0,0,0.0,108,28.05,28042
28,43,485,331,68.25,4,0.82,3,0.62,0,0.0,0,0.0,147,30.31,28043
28,44,245,184,75.1,2,0.82,0,0.0,0,0.0,1,0.41,58,23.67,28044
28,45,236,105,44.49,0,0.0,0,0.0,0,0.0,0,0.0,131,55.51,28045
28,46,518,221,42.66,0,0.0,1,0.19,2,0.39,0,0.0,294,56.76,28046
29,1,410,215,52.44,1,0.24,1,0.24,1,0.24,1,0.24,191,46.59,29001
29,2,588,408,69.39,7,1.19,0,0.0,0,0.0,1,0.17,172,29.25,29002
29,3,466,322,69.1,0,0.0,1,0.21,0,0.0,1,0.21,142,30.47,29003
29,4,452,307,67.92,3,0.66,0,0.0,0,0.0,0,0.0,142,31.42,29004
29,5,348,238,68.39,1,0.29,0,0.0,0,0.0,1,0.29,108,31.03,29005
29,6,378,256,67.72,2,0.53,2,0.53,0,0.0,0,0.0,118,31.22,29006
29,7,355,206,58.03,4,1.13,0,0.0,0,0.0,0,0.0,145,40.85,29007
29,8,355,236,66.48,3,0.85,0,0.0,0,0.0,0,0.0,116,32.68,29008
29,9,361,187,51.8,1,0.28,2,0.55,1,0.28,0,0.0,170,47.09,29009
29,10,435,237,54.48,1,0.23,1,0.23,0,0.0,1,0.23,195,44.83,29010
29,11,240,163,67.92,1,0.42,0,0.0,0,0.0,0,0.0,76,31.67,29011
29,12,464,303,65.3,2,0.43,0,0.0,0,0.0,1,0.22,158,34.05,29012
29,13,447,329,73.6,1,0.22,0,0.0,0,0.0,1,0.22,116,25.95,29013
29,14,414,290,70.05,3,0.72,0,0.0,0,0.0,0,0.0,121,29.23,29014
29,15,459,323,70.37,1,0.22,1,0.22,0,0.0,0,0.0,134,29.19,29015
29,16,429,309,72.03,2,0.47,1,0.23,0,0.0,0,0.0,117,27.27,29016
29,17,427,295,69.09,4,0.94,1,0.23,2,0.47,0,0.0,125,29.27,29017
29,18,411,282,68.61,1,0.24,0,0.0,0,0.0,0,0.0,128,31.14,29018
29,19,422,295,69.91,4,0.95,0,0.0,0,0.0,0,0.0,123,29.15,29019
29,20,523,344,65.77,9,1.72,3,0.57,0,0.0,1,0.19,166,31.74,29020
29,21,545,363,66.61,1,0.18,0,0.0,0,0.0,0,0.0,181,33.21,29021
29,22,351,216,61.54,4,1.14,1,0.28,0,0.0,0,0.0,130,37.04,29022
29,23,335,159,47.46,1,0.3,0,0.0,0,0.0,1,0.3,174,51.94,29023
29,24,381,255,66.93,2,0.52,0,0.0,0,0.0,0,0.0,124,32.55,29024
29,25,439,314,71.53,1,0.23,1,0.23,0,0.0,1,0.23,122,27.79,29025
29,26,395,256,64.81,4,1.01,0,0.0,0,0.0,1,0.25,134,33.92,29026
29,27,332,229,68.98,4,1.2,1,0.3,0,0.0,0,0.0,98,29.52,29027
29,28,506,363,71.74,2,0.4,0,0.0,0,0.0,1,0.2,140,27.67,29028
29,29,260,138,53.08,0,0.0,1,0.38,1,0.38,0,0.0,120,46.15,29029
29,30,421,297,70.55,1,0.24,1,0.24,0,0.0,0,0.0,122,28.98,29030
29,31,237,110,46.41,0,0.0,1,0.42,1,0.42,1,0.42,124,52.32,29031
29,32,246,107,43.5,0,0.0,0,0.0,0,0.0,1,0.41,138,56.1,29032
29,33,312,238,76.28,1,0.32,0,0.0,0,0.0,0,0.0,73,23.4,29033
29,34,233,133,57.08,1,0.43,1,0.43,0,0.0,0,0.0,98,42.06,29034
29,35,312,212,67.95,3,0.96,0,0.0,0,0.0,0,0.0,97,31.09,29035
29,36,339,234,69.03,2,0.59,0,0.0,0,0.0,0,0.0,103,30.38,29036
29,37,383,245,63.97,6,1.57,0,0.0,0,0.0,0,0.0,132,34.46,29037
29,38,308,158,51.3,1,0.32,0,0.0,3,0.97,0,0.0,146,47.4,29038
29,39,295,135,45.76,4,1.36,3,1.02,0,0.0,1,0.34,152,51.53,29039
29,40,461,311,67.46,2,0.43,0,0.0,0,0.0,0,0.0,148,32.1,29040
29,41,337,223,66.17,2,0.59,0,0.0,0,0.0,0,0.0,112,33.23,29041
29,42,456,328,71.93,2,0.44,0,0.0,0,0.0,0,0.0,126,27.63,29042
29,43,447,241,53.91,6,1.34,0,0.0,1,0.22,0,0.0,199,44.52,29043
29,44,519,356,68.59,5,0.96,1,0.19,0,0.0,0,0.0,157,30.25,29044
30,1,367,162,44.14,1,0.27,1,0.27,2,0.54,0,0.0,201,54.77,30001
30,2,330,161,48.79,1,0.3,2,0.61,0,0.0,0,0.0,166,50.3,30002
30,3,253,99,39.13,0,0.0,0,0.0,0,0.0,0,0.0,154,60.87,30003
30,4,307,133,43.32,0,0.0,0,0.0,0,0.0,0,0.0,174,56.68,30004
30,5,267,128,47.94,0,0.0,0,0.0,1,0.37,0,0.0,138,51.69,30005
30,6,288,152,52.78,4,1.39,0,0.0,1,0.35,0,0.0,131,45.49,30006
30,7,354,127,35.88,1,0.28,0,0.0,0,0.0,0,0.0,226,63.84,30007
30,8,384,137,35.68,0,0.0,0,0.0,0,0.0,2,0.52,245,63.8,30008
30,9,293,137,46.76,1,0.34,2,0.68,0,0.0,2,0.68,151,51.54,30009
30,10,384,188,48.96,3,0.78,2,0.52,0,0.0,2,0.52,189,49.22,30010
