ward,precinct,total,James T. Marter,James T. Marter Percent,Mark Steven Kirk,Mark Steven Kirk Percent,precinct_id
48,38,34,13,38.24,21,61.76,48038
48,39,54,20,37.04,34,62.96,48039
48,40,31,9,29.03,22,70.97,48040
48,41,34,10,29.41,24,70.59,48041
48,42,28,3,10.71,25,89.29,48042
48,43,36,11,30.56,25,69.44,48043
48,44,27,8,29.63,19,70.37,48044
48,45,25,7,28.0,18,72.0,48045
48,46,40,16,40.0,24,60.0,48046
49,1,6,0,0.0,6,100.0,49001
49,2,19,6,31.58,13,68.42,49002
49,3,21,6,28.57,15,71.43,49003
49,4,33,14,42.42,19,57.58,49004
49,5,34,8,23.53,26,76.47,49005
49,6,40,16,40.0,24,60.0,49006
49,7,70,24,34.29,46,65.71,49007
49,8,25,6,24.0,19,76.0,49008
49,9,46,16,34.78,30,65.22,49009
49,10,30,9,30.0,21,70.0,49010
49,11,23,4,17.39,19,82.61,49011
49,12,29,6,20.69,23,79.31,49012
49,13,43,20,46.51,23,53.49,49013
49,14,31,11,35.48,20,64.52,49014
49,15,20,6,30.0,14,70.0,49015
49,16,41,10,24.39,31,75.61,49016
49,17,26,8,30.77,18,69.23,49017
49,18,31,13,41.94,18,58.06,49018
49,19,21,5,23.81,16,76.19,49019
49,20,48,18,37.5,30,62.5,49020
49,21,20,8,40.0,12,60.0,49021
49,22,45,15,33.33,30,66.67,49022
49,23,29,12,41.38,17,58.62,49023
49,24,15,6,40.0,9,60.0,49024
49,25,44,9,20.45,35,79.55,49025
49,26,60,15,25.0,45,75.0,49026
49,27,30,14,46.67,16,53.33,49027
49,28,40,10,25.0,30,75.0,49028
49,29,37,14,37.84,23,62.16,49029
49,30,49,16,32.65,33,67.35,49030
49,31,32,11,34.38,21,65.63,49031
49,32,22,9,40.91,13,59.09,49032
49,33,22,6,27.27,16,72.73,49033
50,1,119,18,15.13,101,84.87,50001
50,2,52,15,28.85,37,71.15,50002
50,3,91,19,20.88,72,79.12,50003
50,4,75,15,20.0,60,80.0,50004
50,5,117,22,18.8,95,81.2,50005
50,6,56,9,16.07,47,83.93,50006
50,7,40,13,32.5,27,67.5,50007
50,8,31,10,32.26,21,67.74,50008
50,9,40,7,17.5,33,82.5,50009
50,10,81,21,25.93,60,74.07,50010
50,11,131,24,18.32,107,81.68,50011
50,12,42,7,16.67,35,83.33,50012
50,13,32,12,37.5,20,62.5,50013
50,14,43,7,16.28,36,83.72,50014
50,15,53,20,37.74,33,62.26,50015
50,16,41,7,17.07,34,82.93,50016
50,17,45,14,31.11,31,68.89,50017
50,18,28,5,17.86,23,82.14,50018
50,19,27,10,37.04,17,62.96,50019
50,20,56,15,26.79,41,73.21,50020
50,21,55,12,21.82,43,78.18,50021
50,22,65,11,16.92,54,83.08,50022
50,23,54,14,25.93,40,74.07,50023
50,24,104,16,15.38,88,84.62,50024
50,25,93,15,16.13,78,83.87,50025
50,26,45,13,28.89,32,71.11,50026
50,27,34,12,35.29,22,64.71,50027
50,28,40,13,32.5,27,67.5,50028
50,29,27,6,22.22,21,77.78,50029
50,30,28,8,28.57,20,71.43,50030
50,31,21,4,19.05,17,80.95,50031
50,32,27,12,44.44,15,55.56,50032
50,33,115,21,18.26,94,81.74,50033
50,34,91,30,32.97,61,67.03,50034
50,35,42,10,23.81,32,76.19,50035
50,36,60,23,38.33,37,61.67,50036
50,37,50,13,26.0,37,74.0,50037
50,38,31,9,29.03,22,70.97,50038
50,39,60,7,11.67,53,88.33,50039
50,40,164,33,20.12,131,79.88,50040
