ward,precinct,total,Frederick Collins,Frederick Collins Percent,Thomas J. Dart,Thomas J. Dart Percent,Marshall P. Lewis,Marshall P. Lewis Percent,precinct_id
30,17,109,13,11.93,91,83.49,5,4.59,30017
30,18,135,22,16.3,103,76.3,10,7.41,30018
30,19,134,7,5.22,117,87.31,10,7.46,30019
30,20,139,14,10.07,112,80.58,13,9.35,30020
30,21,166,29,17.47,130,78.31,7,4.22,30021
30,22,161,16,9.94,136,84.47,9,5.59,30022
30,23,143,9,6.29,126,88.11,8,5.59,30023
30,24,137,13,9.49,121,88.32,3,2.19,30024
30,25,119,27,22.69,86,72.27,6,5.04,30025
30,26,113,11,9.73,96,84.96,6,5.31,30026
30,27,261,21,8.05,228,87.36,12,4.6,30027
30,28,161,39,24.22,118,73.29,4,2.48,30028
30,29,103,15,14.56,84,81.55,4,3.88,30029
30,30,226,46,20.35,162,71.68,18,7.96,30030
30,31,115,10,8.7,94,81.74,11,9.57,30031
30,32,71,8,11.27,62,87.32,1,1.41,30032
30,33,139,14,10.07,116,83.45,9,6.47,30033
30,34,182,36,19.78,142,78.02,4,2.2,30034
30,35,188,24,12.77,158,84.04,6,3.19,30035
30,36,185,29,15.68,141,76.22,15,8.11,30036
30,37,148,38,25.68,105,70.95,5,3.38,30037
30,38,255,30,11.76,212,83.14,13,5.1,30038
30,39,195,23,11.79,159,81.54,13,6.67,30039
30,40,168,26,15.48,132,78.57,10,5.95,30040
30,41,167,21,12.57,141,84.43,5,2.99,30041
31,1,78,8,10.26,68,87.18,2,2.56,31001
31,2,116,15,12.93,94,81.03,7,6.03,31002
31,3,128,18,14.06,104,81.25,6,4.69,31003
31,4,144,18,12.5,117,81.25,9,6.25,31004
31,5,180,26,14.44,147,81.67,7,3.89,31005
31,6,151,30,19.87,114,75.5,7,4.64,31006
31,7,139,14,10.07,119,85.61,6,4.32,31007
31,8,130,17,13.08,107,82.31,6,4.62,31008
31,9,127,14,11.02,112,88.19,1,0.79,31009
31,10,66,5,7.58,57,86.36,4,6.06,31010
31,11,140,16,11.43,117,83.57,7,5.0,31011
31,12,147,10,6.8,127,86.39,10,6.8,31012
31,13,151,23,15.23,117,77.48,11,7.28,31013
31,14,115,19,16.52,92,80.0,4,3.48,31014
31,15,80,17,21.25,59,73.75,4,5.0,31015
31,16,138,21,15.22,109,78.99,8,5.8,31016
31,17,108,14,12.96,91,84.26,3,2.78,31017
31,18,128,12,9.38,113,88.28,3,2.34,31018
31,19,132,15,11.36,107,81.06,10,7.58,31019
31,20,108,13,12.04,91,84.26,4,3.7,31020
31,21,141,19,13.48,119,84.4,3,2.13,31021
31,22,108,14,12.96,87,80.56,7,6.48,31022
31,23,92,21,22.83,70,76.09,1,1.09,31023
31,24,125,7,5.6,112,89.6,6,4.8,31024
31,25,143,11,7.69,129,90.21,3,2.1,31025
31,26,107,19,17.76,80,74.77,8,7.48,31026
31,27,107,5,4.67,95,88.79,7,6.54,31027
31,28,150,13,8.67,126,84.0,11,7.33,31028
31,29,122,16,13.11,101,82.79,5,4.1,31029
31,30,170,19,11.18,145,85.29,6,3.53,31030
31,31,209,26,12.44,167,79.9,16,7.66,31031
31,32,172,19,11.05,147,85.47,6,3.49,31032
31,33,180,23,12.78,147,81.67,10,5.56,31033
31,34,103,12,11.65,86,83.5,5,4.85,31034
31,35,101,10,9.9,83,82.18,8,7.92,31035
31,36,169,24,14.2,131,77.51,14,8.28,31036
31,37,128,16,12.5,108,84.38,4,3.13,31037
31,38,98,12,12.24,81,82.65,5,5.1,31038
31,39,82,6,7.32,75,91.46,1,1.22,31039
31,40,99,17,17.17,81,81.82,1,1.01,31040
31,41,146,21,14.38,118,80.82,7,4.79,31041
31,42,165,14,8.48,148,89.7,3,1.82,31042
31,43,172,33,19.19,134,77.91,5,2.91,31043
31,44,125,15,12.0,106,84.8,4,3.2,31044
31,45,135,19,14.07,108,80.0,8,5.93,31045
31,46,131,6,4.58,116,88.55,9,6.87,31046
31,47,145,26,17.93,114,78.62,5,3.45,31047
31,48,124,14,11.29,104,83.87,6,4.84,31048
31,49,81,4,4.94,72,88.89,5,6.17,31049
31,50,165,30,18.18,131,79.39,4,2.42,31050
31,51,90,6,6.67,80,88.89,4,4.44,31051
32,1,323,46,14.24,251,77.71,26,8.05,32001
32,2,348,54,15.52,265,76.15,29,8.33,32002
32,3,250,30,12.0,197,78.8,23,9.2,32003
32,4,362,75,20.72,265,73.2,22,6.08,32004
32,5,234,44,18.8,177,75.64,13,5.56,32005
32,6,299,65,21.74,201,67.22,33,11.04,32006
32,7,274,73,26.64,196,71.53,5,1.82,32007
32,8,465,123,26.45,326,70.11,16,3.44,32008
32,9,501,91,18.16,395,78.84,15,2.99,32009
32,10,339,87,25.66,242,71.39,10,2.95,32010
32,11,257,31,12.06,201,78.21,25,9.73,32011
32,12,193,20,10.36,155,80.31,18,9.33,32012
32,13,188,60,31.91,122,64.89,6,3.19,32013
32,14,260,32,12.31,209,80.38,19,7.31,32014
32,15,233,56,24.03,171,73.39,6,2.58,32015
32,16,290,26,8.97,240,82.76,24,8.28,32016
32,17,336,46,13.69,262,77.98,28,8.33,32017
32,18,286,78,27.27,198,69.23,10,3.5,32018
32,19,296,56,18.92,226,76.35,14,4.73,32019
32,20,324,88,27.16,226,69.75,10,3.09,32020
32,21,266,55,20.68,201,75.56,10,3.76,32021
32,22,384,78,20.31,285,74.22,21,5.47,32022
32,23,325,58,17.85,252,77.54,15,4.62,32023
32,24,438,147,33.56,281,64.16,10,2.28,32024
32,25,276,53,19.2,214,77.54,9,3.26,32025
32,26,251,41,16.33,177,70.52,33,13.15,32026
32,27,341,85,24.93,244,71.55,12,3.52,32027
32,28,269,45,16.73,197,73.23,27,10.04,32028
32,29,244,31,12.7,184,75.41,29,11.89,32029
32,30,400,116,29.0,272,68.0,12,3.0,32030
32,31,388,84,21.65,277,71.39,27,6.96,32031
32,32,347,103,29.68,235,67.72,9,2.59,32032
32,33,216,55,25.46,149,68.98,12,5.56,32033
32,34,364,77,21.15,265,72.8,22,6.04,32034
32,35,344,67,19.48,246,71.51,31,9.01,32035
32,36,370,83,22.43,271,73.24,16,4.32,32036
32,37,282,56,19.86,213,75.53,13,4.61,32037
32,38,349,75,21.49,265,75.93,9,2.58,32038
32,39,416,123,29.57,283,68.03,10,2.4,32039
32,40,365,56,15.34,291,79.73,18,4.93,32040
32,41,414,107,25.85,293,70.77,14,3.38,32041
32,42,404,85,21.04,301,74.5,18,4.46,32042
32,43,372,98,26.34,264,70.97,10,2.69,32043
32,44,233,43,18.45,168,72.1,22,9.44,32044
32,45,314,63,20.06,239,76.11,12,3.82,32045
32,46,144,39,27.08,93,64.58,12,8.33,32046
32,47,369,113,30.62,247,66.94,9,2.44,32047
32,48,464,113,24.35,333,71.77,18,3.88,32048
32,49,210,50,23.81,151,71.9,9,4.29,32049
32,50,417,97,23.26,305,73.14,15,3.6,32050
32,51,407,131,32.19,266,65.36,10,2.46,32051
32,52,201,49,24.38,143,71.14,9,4.48,32052
33,1,336,36,10.71,282,83.93,18,5.36,33001
33,2,385,59,15.32,311,80.78,15,3.9,33002
33,3,341,37,10.85,278,81.52,26,7.62,33003
33,4,359,48,13.37,287,79.94,24,6.69,33004
33,5,299,27,9.03,251,83.95,21,7.02,33005
33,6,319,45,14.11,265,83.07,9,2.82,33006
33,7,473,55,11.63,392,82.88,26,5.5,33007
33,8,351,35,9.97,296,84.33,20,5.7,33008
33,9,357,41,11.48,297,83.19,19,5.32,33009
33,10,368,45,12.23,304,82.61,19,5.16,33010
33,11,363,44,12.12,298,82.09,21,5.79,33011
33,12,321,40,12.46,267,83.18,14,4.36,33012
33,13,328,38,11.59,266,81.1,24,7.32,33013
33,14,301,34,11.3,233,77.41,34,11.3,33014
33,15,352,45,12.78,282,80.11,25,7.1,33015
33,16,287,41,14.29,224,78.05,22,7.67,33016
33,17,375,53,14.13,298,79.47,24,6.4,33017
33,18,119,15,12.61,93,78.15,11,9.24,33018
33,19,339,44,12.98,272,80.24,23,6.78,33019
33,20,351,41,11.68,291,82.91,19,5.41,33020
33,21,392,38,9.69,338,86.22,16,4.08,33021
33,22,388,28,7.22,339,87.37,21,5.41,33022
33,23,387,47,12.14,321,82.95,19,4.91,33023
33,24,441,51,11.56,371,84.13,19,4.31,33024
33,25,429,61,14.22,339,79.02,29,6.76,33025
33,26,386,42,10.88,308,79.79,36,9.33,33026
33,27,332,34,10.24,276,83.13,22,6.63,33027
34,1,466,5,1.07,454,97.42,7,1.5,34001
34,2,275,3,1.09,263,95.64,9,3.27,34002
34,3,341,7,2.05,331,97.07,3,0.88,34003
34,4,409,8,1.96,390,95.35,11,2.69,34004
34,5,307,3,0.98,300,97.72,4,1.3,34005
34,6,199,7,3.52,183,91.96,9,4.52,34006
34,7,398,8,2.01,376,94.47,14,3.52,34007
34,8,349,7,2.01,334,95.7,8,2.29,34008
34,9,256,5,1.95,241,94.14,10,3.91,34009
34,10,318,1,0.31,311,97.8,6,1.89,34010
34,11,238,3,1.26,229,96.22,6,2.52,34011
34,12,376,7,1.86,354,94.15,15,3.99,34012
34,13,384,8,2.08,362,94.27,14,3.65,34013
34,14,249,6,2.41,239,95.98,4,1.61,34014
34,15,280,6,2.14,266,95.0,8,2.86,34015
34,16,238,3,1.26,227,95.38,8,3.36,34016
34,17,296,5,1.69,286,96.62,5,1.69,34017
34,18,213,2,0.94,204,95.77,7,3.29,34018
34,19,69,1,1.45,68,98.55,0,0.0,34019
34,20,470,6,1.28,451,95.96,13,2.77,34020
34,21,316,4,1.27,303,95.89,9,2.85,34021
34,22,357,12,3.36,339,94.96,6,1.68,34022
34,23,294,8,2.72,279,94.9,7,2.38,34023
34,24,286,5,1.75,270,94.41,11,3.85,34024
34,25,365,5,1.37,349,95.62,11,3.01,34025
34,26,205,5,2.44,194,94.63,6,2.93,34026
34,27,273,5,1.83,262,95.97,6,2.2,34027
34,28,198,4,2.02,190,95.96,4,2.02,34028
34,29,324,7,2.16,311,95.99,6,1.85,34029
34,30,384,5,1.3,364,94.79,15,3.91,34030
34,31,189,3,1.59,179,94.71,7,3.7,34031
34,32,206,1,0.49,200,97.09,5,2.43,34032
34,33,178,2,1.12,174,97.75,2,1.12,34033
34,34,375,3,0.8,364,97.07,8,2.13,34034
34,35,373,10,2.68,354,94.91,9,2.41,34035
34,36,357,5,1.4,342,95.8,10,2.8,34036
34,37,304,6,1.97,296,97.37,2,0.66,34037
34,38,266,3,1.13,259,97.37,4,1.5,34038
34,39,253,5,1.98,242,95.65,6,2.37,34039
34,40,345,4,1.16,330,95.65,11,3.19,34040
34,41,191,6,3.14,177,92.67,8,4.19,34041
34,42,385,10,2.6,357,92.73,18,4.68,34042
34,43,463,11,2.38,440,95.03,12,2.59,34043
34,44,362,10,2.76,337,93.09,15,4.14,34044
34,45,302,7,2.32,289,95.7,6,1.99,34045
34,46,301,8,2.66,288,95.68,5,1.66,34046
34,47,205,2,0.98,200,97.56,3,1.46,34047
34,48,414,6,1.45,399,96.38,9,2.17,34048
34,49,436,5,1.15,422,96.79,9,2.06,34049
34,50,316,9,2.85,300,94.94,7,2.22,34050
34,51,492,8,1.63,477,96.95,7,1.42,34051
34,52,275,5,1.82,268,97.45,2,0.73,34052
34,53,213,4,1.88,206,96.71,3,1.41,34053
34,54,254,4,1.57,246,96.85,4,1.57,34054
34,55,367,5,1.36,346,94.28,16,4.36,34055
34,56,180,1,0.56,173,96.11,6,3.33,34056
34,57,306,2,0.65,299,97.71,5,1.63,34057
34,58,332,5,1.51,319,96.08,8,2.41,34058
34,59,348,5,1.44,339,97.41,4,1.15,34059
34,60,337,10,2.97,319,94.66,8,2.37,34060
34,61,277,10,3.61,256,92.42,11,3.97,34061
35,1,315,39,12.38,248,78.73,28,8.89,35001
35,2,228,18,7.89,194,85.09,16,7.02,35002
35,3,229,33,14.41,167,72.93,29,12.66,35003
35,4,300,53,17.67,222,74.0,25,8.33,35004
35,5,270,24,8.89,218,80.74,28,10.37,35005
35,6,267,41,15.36,201,75.28,25,9.36,35006
35,7,334,35,10.48,260,77.84,39,11.68,35007
35,8,242,25,10.33,198,81.82,19,7.85,35008
35,9,284,29,10.21,222,78.17,33,11.62,35009
35,10,285,28,9.82,216,75.79,41,14.39,35010
35,11,259,37,14.29,199,76.83,23,8.88,35011
35,12,346,37,10.69,266,76.88,43,12.43,35012
35,13,75,11,14.67,59,78.67,5,6.67,35013
35,14,306,28,9.15,253,82.68,25,8.17,35014
35,15,267,23,8.61,216,80.9,28,10.49,35015
35,16,306,26,8.5,237,77.45,43,14.05,35016
35,17,301,46,15.28,221,73.42,34,11.3,35017
35,18,341,39,11.44,267,78.3,35,10.26,35018
35,19,291,23,7.9,230,79.04,38,13.06,35019
35,20,262,28,10.69,201,76.72,33,12.6,35020
35,21,270,23,8.52,211,78.15,36,13.33,35021
35,22,107,8,7.48,92,85.98,7,6.54,35022
35,23,150,12,8.0,116,77.33,22,14.67,35023
35,24,159,16,10.06,131,82.39,12,7.55,35024
35,25,322,35,10.87,241,74.84,46,14.29,35025
35,26,330,44,13.33,256,77.58,30,9.09,35026
35,27,349,32,9.17,276,79.08,41,11.75,35027
35,28,330,25,7.58,266,80.61,39,11.82,35028
35,29,361,36,9.97,288,79.78,37,10.25,35029
35,30,395,30,7.59,312,78.99,53,13.42,35030
35,31,155,25,16.13,107,69.03,23,14.84,35031
35,32,154,12,7.79,129,83.77,13,8.44,35032
35,33,252,31,12.3,210,83.33,11,4.37,35033
35,34,329,32,9.73,254,77.2,43,13.07,35034
35,35,254,26,10.24,214,84.25,14,5.51,35035
35,36,196,34,17.35,145,73.98,17,8.67,35036
36,1,207,25,12.08,174,84.06,8,3.86,36001
36,2,225,34,15.11,185,82.22,6,2.67,36002
36,3,391,36,9.21,345,88.24,10,2.56,36003
36,4,155,18,11.61,130,83.87,7,4.52,36004
36,5,211,50,23.7,157,74.41,4,1.9,36005
36,6,231,38,16.45,181,78.35,12,5.19,36006
36,7,199,47,23.62,144,72.36,8,4.02,36007
36,8,263,63,23.95,185,70.34,15,5.7,36008
36,9,237,53,22.36,175,73.84,9,3.8,36009
36,10,177,35,19.77,137,77.4,5,2.82,36010
36,11,335,74,22.09,253,75.52,8,2.39,36011
36,12,180,40,22.22,136,75.56,4,2.22,36012
36,13,339,62,18.29,271,79.94,6,1.77,36013
36,14,249,42,16.87,191,76.71,16,6.43,36014
36,15,228,47,20.61,168,73.68,13,5.7,36015
36,16,389,39,10.03,337,86.63,13,3.34,36016
36,17,251,61,24.3,185,73.71,5,1.99,36017
36,18,317,83,26.18,232,73.19,2,0.63,36018
36,19,253,50,19.76,195,77.08,8,3.16,36019
36,20,342,74,21.64,254,74.27,14,4.09,36020
36,21,436,93,21.33,331,75.92,12,2.75,36021
36,22,363,78,21.49,270,74.38,15,4.13,36022
36,23,126,9,7.14,113,89.68,4,3.17,36023
36,24,305,20,6.56,280,91.8,5,1.64,36024
36,25,186,45,24.19,134,72.04,7,3.76,36025
36,26,285,72,25.26,198,69.47,15,5.26,36026
36,27,135,30,22.22,97,71.85,8,5.93,36027
36,28,219,52,23.74,158,72.15,9,4.11,36028
36,29,218,45,20.64,168,77.06,5,2.29,36029
36,30,323,79,24.46,238,73.68,6,1.86,36030
36,31,280,60,21.43,209,74.64,11,3.93,36031
36,32,251,54,21.51,190,75.7,7,2.79,36032
36,33,197,24,12.18,162,82.23,11,5.58,36033
36,34,206,59,28.64,145,70.39,2,0.97,36034
36,35,278,70,25.18,204,73.38,4,1.44,36035
36,36,226,44,19.47,172,76.11,10,4.42,36036
36,37,231,59,25.54,163,70.56,9,3.9,36037
36,38,161,31,19.25,122,75.78,8,4.97,36038
36,39,249,66,26.51,175,70.28,8,3.21,36039
36,40,296,65,21.96,220,74.32,11,3.72,36040
36,41,213,44,20.66,159,74.65,10,4.69,36041
36,42,232,53,22.84,169,72.84,10,4.31,36042
36,43,228,29,12.72,181,79.39,18,7.89,36043
36,44,308,27,8.77,272,88.31,9,2.92,36044
36,45,254,28,11.02,216,85.04,10,3.94,36045
36,46,207,46,22.22,159,76.81,2,0.97,36046
36,47,164,23,14.02,139,84.76,2,1.22,36047
36,48,210,48,22.86,153,72.86,9,4.29,36048
36,49,340,83,24.41,248,72.94,9,2.65,36049
36,50,218,53,24.31,158,72.48,7,3.21,36050
36,51,233,34,14.59,191,81.97,8,3.43,36051
36,52,252,49,19.44,195,77.38,8,3.17,36052
36,53,167,38,22.75,120,71.86,9,5.39,36053
36,54,350,23,6.57,314,89.71,13,3.71,36054
36,55,382,62,16.23,310,81.15,10,2.62,36055
37,1,156,16,10.26,129,82.69,11,7.05,37001
37,2,256,9,3.52,239,93.36,8,3.13,37002
37,3,180,10,5.56,167,92.78,3,1.67,37003
37,4,309,12,3.88,286,92.56,11,3.56,37004
37,5,319,5,1.57,307,96.24,7,2.19,37005
37,6,317,6,1.89,308,97.16,3,0.95,37006
37,7,331,10,3.02,316,95.47,5,1.51,37007
37,8,244,14,5.74,226,92.62,4,1.64,37008
37,9,279,8,2.87,263,94.27,8,2.87,37009
37,10,273,9,3.3,259,94.87,5,1.83,37010
37,11,95,16,16.84,73,76.84,6,6.32,37011
37,12,202,5,2.48,190,94.06,7,3.47,37012
37,13,246,9,3.66,232,94.31,5,2.03,37013
37,14,355,4,1.13,348,98.03,3,0.85,37014
37,15,286,4,1.4,277,96.85,5,1.75,37015
37,16,317,10,3.15,297,93.69,10,3.15,37016
37,17,254,1,0.39,249,98.03,4,1.57,37017
37,18,328,5,1.52,315,96.04,8,2.44,37018
37,19,158,17,10.76,135,85.44,6,3.8,37019
37,20,275,5,1.82,262,95.27,8,2.91,37020
37,21,284,6,2.11,274,96.48,4,1.41,37021
37,22,178,6,3.37,169,94.94,3,1.69,37022
37,23,223,5,2.24,216,96.86,2,0.9,37023
37,24,264,8,3.03,249,94.32,7,2.65,37024
37,25,332,13,3.92,311,93.67,8,2.41,37025
37,26,329,3,0.91,321,97.57,5,1.52,37026
37,27,312,3,0.96,305,97.76,4,1.28,37027
37,28,263,7,2.66,247,93.92,9,3.42,37028
37,29,305,8,2.62,291,95.41,6,1.97,37029
37,30,188,7,3.72,178,94.68,3,1.6,37030
37,31,289,5,1.73,278,96.19,6,2.08,37031
37,32,289,7,2.42,275,95.16,7,2.42,37032
37,33,250,7,2.8,236,94.4,7,2.8,37033
37,34,314,11,3.5,297,94.59,6,1.91,37034
37,35,286,7,2.45,273,95.45,6,2.1,37035
37,36,255,4,1.57,244,95.69,7,2.75,37036
37,37,258,8,3.1,244,94.57,6,2.33,37037
37,38,308,9,2.92,289,93.83,10,3.25,37038
37,39,211,25,11.85,171,81.04,15,7.11,37039
37,40,275,7,2.55,267,97.09,1,0.36,37040
37,41,333,8,2.4,313,93.99,12,3.6,37041
37,42,173,10,5.78,155,89.6,8,4.62,37042
37,43,240,13,5.42,219,91.25,8,3.33,37043
38,1,277,58,20.94,206,74.37,13,4.69,38001
38,2,194,42,21.65,146,75.26,6,3.09,38002
38,3,196,46,23.47,144,73.47,6,3.06,38003
38,4,140,23,16.43,110,78.57,7,5.0,38004
38,5,432,74,17.13,340,78.7,18,4.17,38005
38,6,220,46,20.91,161,73.18,13,5.91,38006
38,7,290,45,15.52,226,77.93,19,6.55,38007
38,8,180,57,31.67,116,64.44,7,3.89,38008
38,9,277,45,16.25,220,79.42,12,4.33,38009
38,10,331,47,14.2,267,80.66,17,5.14,38010
38,11,185,46,24.86,126,68.11,13,7.03,38011
38,12,246,52,21.14,188,76.42,6,2.44,38012
38,13,219,45,20.55,164,74.89,10,4.57,38013
38,14,202,36,17.82,159,78.71,7,3.47,38014
38,15,167,27,16.17,130,77.84,10,5.99,38015
38,16,237,40,16.88,180,75.95,17,7.17,38016
38,17,191,25,13.09,157,82.2,9,4.71,38017
38,18,251,51,20.32,181,72.11,19,7.57,38018
38,19,286,52,18.18,227,79.37,7,2.45,38019
38,20,334,64,19.16,253,75.75,17,5.09,38020
38,21,222,54,24.32,158,71.17,10,4.5,38021
38,22,247,49,19.84,188,76.11,10,4.05,38022
38,23,180,35,19.44,136,75.56,9,5.0,38023
38,24,166,29,17.47,133,80.12,4,2.41,38024
38,25,205,30,14.63,171,83.41,4,1.95,38025
38,26,174,30,17.24,134,77.01,10,5.75,38026
38,27,152,32,21.05,112,73.68,8,5.26,38027
38,28,184,28,15.22,153,83.15,3,1.63,38028
38,29,201,30,14.93,161,80.1,10,4.98,38029
38,30,217,36,16.59,171,78.8,10,4.61,38030
38,31,263,39,14.83,209,79.47,15,5.7,38031
38,32,290,58,20.0,223,76.9,9,3.1,38032
38,33,198,39,19.7,152,76.77,7,3.54,38033
38,34,146,26,17.81,109,74.66,11,7.53,38034
38,35,290,61,21.03,214,73.79,15,5.17,38035
38,36,233,42,18.03,184,78.97,7,3.0,38036
38,37,242,46,19.01,184,76.03,12,4.96,38037
38,38,270,72,26.67,187,69.26,11,4.07,38038
38,39,235,56,23.83,167,71.06,12,5.11,38039
38,40,198,41,20.71,148,74.75,9,4.55,38040
38,41,347,54,15.56,280,80.69,13,3.75,38041
38,42,277,51,18.41,216,77.98,10,3.61,38042
38,43,255,37,14.51,200,78.43,18,7.06,38043
38,44,257,57,22.18,186,72.37,14,5.45,38044
38,45,297,51,17.17,231,77.78,15,5.05,38045
38,46,221,40,18.1,171,77.38,10,4.52,38046
38,47,242,50,20.66,179,73.97,13,5.37,38047
38,48,235,30,12.77,194,82.55,11,4.68,38048
38,49,245,59,24.08,177,72.24,9,3.67,38049
38,50,254,63,24.8,183,72.05,8,3.15,38050
38,51,183,33,18.03,142,77.6,8,4.37,38051
38,52,254,51,20.08,193,75.98,10,3.94,38052
38,53,51,11,21.57,38,74.51,2,3.92,38053
39,1,266,63,23.68,197,74.06,6,2.26,39001
39,2,369,108,29.27,244,66.12,17,4.61,39002
39,3,287,61,21.25,223,77.7,3,1.05,39003
39,4,222,46,20.72,171,77.03,5,2.25,39004
39,5,207,44,21.26,152,73.43,11,5.31,39005
39,6,291,72,24.74,200,68.73,19,6.53,39006
39,7,179,32,17.88,140,78.21,7,3.91,39007
39,8,272,31,11.4,227,83.46,14,5.15,39008
39,9,315,52,16.51,248,78.73,15,4.76,39009
39,10,213,27,12.68,176,82.63,10,4.69,39010
39,11,299,44,14.72,242,80.94,13,4.35,39011
39,12,240,26,10.83,210,87.5,4,1.67,39012
39,13,167,28,16.77,128,76.65,11,6.59,39013
39,14,275,31,11.27,219,79.64,25,9.09,39014
39,15,265,55,20.75,207,78.11,3,1.13,39015
39,16,200,31,15.5,161,80.5,8,4.0,39016
39,17,229,38,16.59,181,79.04,10,4.37,39017
39,18,302,44,14.57,240,79.47,18,5.96,39018
39,19,174,23,13.22,143,82.18,8,4.6,39019
39,20,263,60,22.81,198,75.29,5,1.9,39020
39,21,178,29,16.29,137,76.97,12,6.74,39021
39,22,246,22,8.94,215,87.4,9,3.66,39022
39,23,160,20,12.5,134,83.75,6,3.75,39023
39,24,233,27,11.59,194,83.26,12,5.15,39024
39,25,293,58,19.8,217,74.06,18,6.14,39025
39,26,289,88,30.45,191,66.09,10,3.46,39026
39,27,291,42,14.43,230,79.04,19,6.53,39027
39,28,308,47,15.26,247,80.19,14,4.55,39028
39,29,276,38,13.77,224,81.16,14,5.07,39029
39,30,162,19,11.73,137,84.57,6,3.7,39030
39,31,188,31,16.49,145,77.13,12,6.38,39031
39,32,192,39,20.31,148,77.08,5,2.6,39032
39,33,332,61,18.37,248,74.7,23,6.93,39033
39,34,325,48,14.77,245,75.38,32,9.85,39034
39,35,318,54,16.98,247,77.67,17,5.35,39035
39,36,218,50,22.94,161,73.85,7,3.21,39036
39,37,400,75,18.75,312,78.0,13,3.25,39037
39,38,313,63,20.13,236,75.4,14,4.47,39038
39,39,110,14,12.73,91,82.73,5,4.55,39039
39,40,189,57,30.16,127,67.2,5,2.65,39040
39,41,114,20,17.54,89,78.07,5,4.39,39041
39,42,247,52,21.05,190,76.92,5,2.02,39042
39,43,269,46,17.1,203,75.46,20,7.43,39043
39,44,367,61,16.62,284,77.38,22,5.99,39044
39,45,161,20,12.42,130,80.75,11,6.83,39045
39,46,230,42,18.26,176,76.52,12,5.22,39046
39,47,175,43,24.57,128,73.14,4,2.29,39047
40,1,181,27,14.92,137,75.69,17,9.39,40001
40,2,166,26,15.66,127,76.51,13,7.83,40002
40,3,275,22,8.0,231,84.0,22,8.0,40003
40,4,272,25,9.19,226,83.09,21,7.72,40004
40,5,308,41,13.31,243,78.9,24,7.79,40005
40,6,285,26,9.12,225,78.95,34,11.93,40006
40,7,292,18,6.16,252,86.3,22,7.53,40007
40,8,82,17,20.73,61,74.39,4,4.88,40008
40,9,250,33,13.2,197,78.8,20,8.0,40009
40,10,295,54,18.31,230,77.97,11,3.73,40010
40,11,236,24,10.17,198,83.9,14,5.93,40011
40,12,194,13,6.7,174,89.69,7,3.61,40012
40,13,332,26,7.83,284,85.54,22,6.63,40013
40,14,289,54,18.69,217,75.09,18,6.23,40014
40,15,251,33,13.15,205,81.67,13,5.18,40015
40,16,273,40,14.65,215,78.75,18,6.59,40016
40,17,125,18,14.4,97,77.6,10,8.0,40017
40,18,292,34,11.64,246,84.25,12,4.11,40018
40,19,259,45,17.37,202,77.99,12,4.63,40019
40,20,238,31,13.03,195,81.93,12,5.04,40020
40,21,253,28,11.07,208,82.21,17,6.72,40021
40,22,182,24,13.19,149,81.87,9,4.95,40022
40,23,364,32,8.79,303,83.24,29,7.97,40023
40,24,170,38,22.35,123,72.35,9,5.29,40024
40,25,195,39,20.0,152,77.95,4,2.05,40025
40,26,315,11,3.49,268,85.08,36,11.43,40026
40,27,225,17,7.56,193,85.78,15,6.67,40027
40,28,320,28,8.75,273,85.31,19,5.94,40028
40,29,300,39,13.0,246,82.0,15,5.0,40029
40,30,299,52,17.39,233,77.93,14,4.68,40030
40,31,222,44,19.82,168,75.68,10,4.5,40031
40,32,149,31,20.81,112,75.17,6,4.03,40032
40,33,273,28,10.26,226,82.78,19,6.96,40033
40,34,164,32,19.51,122,74.39,10,6.1,40034
40,35,288,68,23.61,206,71.53,14,4.86,40035
40,36,289,40,13.84,236,81.66,13,4.5,40036
40,37,215,27,12.56,174,80.93,14,6.51,40037
40,38,145,13,8.97,127,87.59,5,3.45,40038
40,39,196,28,14.29,150,76.53,18,9.18,40039
40,40,171,19,11.11,146,85.38,6,3.51,40040
40,41,343,34,9.91,283,82.51,26,7.58,40041
40,42,307,48,15.64,245,79.8,14,4.56,40042
40,43,318,31,9.75,264,83.02,23,7.23,40043
40,44,168,31,18.45,127,75.6,10,5.95,40044
40,45,433,61,14.09,346,79.91,26,6.0,40045
40,46,347,54,15.56,271,78.1,22,6.34,40046
40,47,269,20,7.43,231,85.87,18,6.69,40047
40,48,169,45,26.63,120,71.01,4,2.37,40048
40,49,182,29,15.93,139,76.37,14,7.69,40049
41,1,414,120,28.99,280,67.63,14,3.38,41001
41,2,431,98,22.74,324,75.17,9,2.09,41002
41,3,348,95,27.3,245,70.4,8,2.3,41003
41,4,408,94,23.04,304,74.51,10,2.45,41004
41,5,479,112,23.38,355,74.11,12,2.51,41005
41,6,348,62,17.82,276,79.31,10,2.87,41006
41,7,454,92,20.26,350,77.09,12,2.64,41007
41,8,387,91,23.51,280,72.35,16,4.13,41008
41,9,396,114,28.79,265,66.92,17,4.29,41009
41,10,341,75,21.99,255,74.78,11,3.23,41010
41,11,390,97,24.87,280,71.79,13,3.33,41011
41,12,362,85,23.48,270,74.59,7,1.93,41012
41,13,219,61,27.85,152,69.41,6,2.74,41013
41,14,383,72,18.8,301,78.59,10,2.61,41014
41,15,431,93,21.58,327,75.87,11,2.55,41015
41,16,383,86,22.45,287,74.93,10,2.61,41016
