ward,precinct,total,Bill Brady & Jason Plummer,Bill Brady & Jason Plummer Percent,Pat Quinn & Sheila Simon,Pat Quinn & Sheila Simon Percent,Rich Whitney & Don W. Crawford,Rich Whitney & Don W. Crawford Percent,Lex Green & Ed Rutledge,Lex Green & Ed Rutledge Percent,Scott Lee Cohen & Baxter B. Swilley,Scott Lee Cohen & Baxter B. Swilley Percent,precinct_id
21,5,299,3,1.0,284,94.98,5,1.67,0,0.0,7,2.34,21005
21,6,259,3,1.16,230,88.8,2,0.77,2,0.77,22,8.49,21006
21,7,297,6,2.02,271,91.25,4,1.35,1,0.34,15,5.05,21007
21,8,319,3,0.94,299,93.73,5,1.57,2,0.63,10,3.13,21008
21,9,346,4,1.16,316,91.33,6,1.73,4,1.16,16,4.62,21009
21,10,234,4,1.71,220,94.02,2,0.85,0,0.0,8,3.42,21010
21,11,314,3,0.96,284,90.45,6,1.91,5,1.59,16,5.1,21011
21,12,310,6,1.94,285,91.94,4,1.29,2,0.65,13,4.19,21012
21,13,164,1,0.61,152,92.68,0,0.0,0,0.0,11,6.71,21013
21,14,275,4,1.45,253,92.0,4,1.45,0,0.0,14,5.09,21014
21,15,238,5,2.1,221,92.86,3,1.26,2,0.84,7,2.94,21015
21,16,269,4,1.49,252,93.68,2,0.74,0,0.0,11,4.09,21016
21,17,296,8,2.7,278,93.92,1,0.34,0,0.0,9,3.04,21017
21,18,254,4,1.57,237,93.31,3,1.18,0,0.0,10,3.94,21018
21,19,247,3,1.21,238,96.36,0,0.0,0,0.0,6,2.43,21019
21,20,181,7,3.87,166,91.71,3,1.66,0,0.0,5,2.76,21020
21,21,339,9,2.65,314,92.63,2,0.59,1,0.29,13,3.83,21021
21,22,265,3,1.13,252,95.09,3,1.13,0,0.0,7,2.64,21022
21,23,227,5,2.2,205,90.31,2,0.88,0,0.0,15,6.61,21023
21,24,318,5,1.57,301,94.65,2,0.63,0,0.0,10,3.14,21024
21,25,244,5,2.05,226,92.62,1,0.41,0,0.0,12,4.92,21025
21,26,236,3,1.27,221,93.64,0,0.0,0,0.0,12,5.08,21026
21,27,314,7,2.23,292,92.99,4,1.27,1,0.32,10,3.18,21027
21,28,225,4,1.78,212,94.22,3,1.33,0,0.0,6,2.67,21028
21,29,156,2,1.28,150,96.15,2,1.28,0,0.0,2,1.28,21029
21,30,206,8,3.88,187,90.78,2,0.97,0,0.0,9,4.37,21030
21,31,392,6,1.53,368,93.88,4,1.02,1,0.26,13,3.32,21031
21,32,269,3,1.12,254,94.42,3,1.12,2,0.74,7,2.6,21032
21,33,292,4,1.37,273,93.49,0,0.0,0,0.0,15,5.14,21033
21,34,346,3,0.87,337,97.4,1,0.29,1,0.29,4,1.16,21034
21,35,170,6,3.53,156,91.76,2,1.18,0,0.0,6,3.53,21035
21,36,247,7,2.83,228,92.31,3,1.21,0,0.0,9,3.64,21036
21,37,321,5,1.56,288,89.72,3,0.93,2,0.62,23,7.17,21037
21,38,288,5,1.74,264,91.67,4,1.39,2,0.69,13,4.51,21038
21,39,258,1,0.39,245,94.96,0,0.0,2,0.78,10,3.88,21039
21,40,254,3,1.18,243,95.67,2,0.79,0,0.0,6,2.36,21040
21,41,235,7,2.98,216,91.91,4,1.7,1,0.43,7,2.98,21041
21,42,298,13,4.36,275,92.28,2,0.67,1,0.34,7,2.35,21042
21,43,278,8,2.88,246,88.49,4,1.44,0,0.0,20,7.19,21043
21,44,291,4,1.37,263,90.38,2,0.69,2,0.69,20,6.87,21044
21,45,250,5,2.0,235,94.0,1,0.4,2,0.8,7,2.8,21045
21,46,235,3,1.28,222,94.47,3,1.28,1,0.43,6,2.55,21046
21,47,344,15,4.36,316,91.86,2,0.58,0,0.0,11,3.2,21047
21,48,323,5,1.55,304,94.12,4,1.24,0,0.0,10,3.1,21048
21,49,387,6,1.55,351,90.7,3,0.78,2,0.52,25,6.46,21049
21,50,296,7,2.36,277,93.58,2,0.68,1,0.34,9,3.04,21050
21,51,311,6,1.93,292,93.89,2,0.64,0,0.0,11,3.54,21051
21,52,297,2,0.67,279,93.94,2,0.67,0,0.0,14,4.71,21052
21,53,262,7,2.67,233,88.93,6,2.29,0,0.0,16,6.11,21053
21,54,261,5,1.92,241,92.34,8,3.07,0,0.0,7,2.68,21054
21,55,300,9,3.0,272,90.67,3,1.0,2,0.67,14,4.67,21055
21,56,241,7,2.9,222,92.12,3,1.24,1,0.41,8,3.32,21056
21,57,261,3,1.15,244,93.49,3,1.15,0,0.0,11,4.21,21057
21,58,222,2,0.9,206,92.79,1,0.45,2,0.9,11,4.95,21058
21,59,351,4,1.14,327,93.16,4,1.14,2,0.57,14,3.99,21059
21,60,298,4,1.34,273,91.61,1,0.34,2,0.67,18,6.04,21060
21,61,334,6,1.8,303,90.72,1,0.3,3,0.9,21,6.29,21061
21,62,309,6,1.94,289,93.53,3,0.97,1,0.32,10,3.24,21062
21,63,244,4,1.64,224,91.8,2,0.82,0,0.0,14,5.74,21063
21,64,170,7,4.12,144,84.71,1,0.59,2,1.18,16,9.41,21064
21,65,399,9,2.26,369,92.48,3,0.75,2,0.5,16,4.01,21065
21,66,233,4,1.72,217,93.13,1,0.43,1,0.43,10,4.29,21066
21,67,309,3,0.97,291,94.17,3,0.97,0,0.0,12,3.88,21067
21,68,309,5,1.62,292,94.5,4,1.29,1,0.32,7,2.27,21068
21,69,227,4,1.76,208,91.63,3,1.32,0,0.0,12,5.29,21069
21,70,243,7,2.88,226,93.0,7,2.88,0,0.0,3,1.23,21070
21,71,247,4,1.62,230,93.12,3,1.21,1,0.4,9,3.64,21071
21,72,301,10,3.32,272,90.37,4,1.33,1,0.33,14,4.65,21072
21,73,364,9,2.47,335,92.03,4,1.1,3,0.82,13,3.57,21073
21,74,106,5,4.72,94,88.68,2,1.89,0,0.0,5,4.72,21074
22,1,141,20,14.18,107,75.89,10,7.09,2,1.42,2,1.42,22001
22,2,128,18,14.06,99,77.34,4,3.13,2,1.56,5,3.91,22002
22,3,197,24,12.18,153,77.66,6,3.05,1,0.51,13,6.6,22003
22,4,163,18,11.04,128,78.53,6,3.68,0,0.0,11,6.75,22004
22,5,186,22,11.83,143,76.88,4,2.15,4,2.15,13,6.99,22005
22,6,161,16,9.94,135,83.85,6,3.73,1,0.62,3,1.86,22006
22,7,248,6,2.42,232,93.55,3,1.21,0,0.0,7,2.82,22007
22,8,130,20,15.38,102,78.46,3,2.31,2,1.54,3,2.31,22008
22,9,192,16,8.33,156,81.25,7,3.65,2,1.04,11,5.73,22009
22,10,184,23,12.5,147,79.89,5,2.72,3,1.63,6,3.26,22010
22,11,169,18,10.65,138,81.66,6,3.55,0,0.0,7,4.14,22011
22,12,142,22,15.49,109,76.76,5,3.52,2,1.41,4,2.82,22012
22,13,206,25,12.14,150,72.82,19,9.22,6,2.91,6,2.91,22013
22,14,118,10,8.47,103,87.29,2,1.69,0,0.0,3,2.54,22014
22,15,125,12,9.6,109,87.2,2,1.6,0,0.0,2,1.6,22015
22,16,208,25,12.02,161,77.4,9,4.33,1,0.48,12,5.77,22016
22,17,179,22,12.29,141,78.77,6,3.35,0,0.0,10,5.59,22017
22,18,197,15,7.61,166,84.26,7,3.55,3,1.52,6,3.05,22018
22,19,172,7,4.07,160,93.02,1,0.58,0,0.0,4,2.33,22019
22,20,182,24,13.19,143,78.57,5,2.75,3,1.65,7,3.85,22020
22,21,228,5,2.19,213,93.42,2,0.88,1,0.44,7,3.07,22021
22,22,153,9,5.88,138,90.2,2,1.31,0,0.0,4,2.61,22022
22,23,193,19,9.84,161,83.42,3,1.55,2,1.04,8,4.15,22023
22,24,119,10,8.4,102,85.71,2,1.68,1,0.84,4,3.36,22024
22,25,135,17,12.59,113,83.7,1,0.74,0,0.0,4,2.96,22025
22,26,141,20,14.18,103,73.05,9,6.38,1,0.71,8,5.67,22026
22,27,210,25,11.9,170,80.95,9,4.29,2,0.95,4,1.9,22027
22,28,111,9,8.11,92,82.88,5,4.5,0,0.0,5,4.5,22028
22,29,118,15,12.71,92,77.97,1,0.85,1,0.85,9,7.63,22029
23,1,300,112,37.33,166,55.33,7,2.33,2,0.67,13,4.33,23001
23,2,364,116,31.87,217,59.62,9,2.47,3,0.82,19,5.22,23002
23,3,305,138,45.25,148,48.52,9,2.95,1,0.33,9,2.95,23003
23,4,284,92,32.39,167,58.8,5,1.76,0,0.0,20,7.04,23004
23,5,229,44,19.21,156,68.12,4,1.75,4,1.75,21,9.17,23005
23,6,271,81,29.89,168,61.99,3,1.11,1,0.37,18,6.64,23006
23,7,287,98,34.15,162,56.45,11,3.83,2,0.7,14,4.88,23007
23,8,274,87,31.75,163,59.49,9,3.28,1,0.36,14,5.11,23008
23,9,280,59,21.07,195,69.64,6,2.14,3,1.07,17,6.07,23009
23,10,307,46,14.98,234,76.22,10,3.26,2,0.65,15,4.89,23010
23,11,337,142,42.14,163,48.37,9,2.67,2,0.59,21,6.23,23011
23,12,312,126,40.38,164,52.56,6,1.92,2,0.64,14,4.49,23012
23,13,350,148,42.29,171,48.86,8,2.29,3,0.86,20,5.71,23013
23,14,255,126,49.41,103,40.39,5,1.96,4,1.57,17,6.67,23014
23,15,309,121,39.16,150,48.54,5,1.62,3,0.97,30,9.71,23015
23,16,315,106,33.65,179,56.83,6,1.9,2,0.63,22,6.98,23016
23,17,348,132,37.93,181,52.01,11,3.16,2,0.57,22,6.32,23017
23,18,239,82,34.31,131,54.81,5,2.09,2,0.84,19,7.95,23018
23,19,262,92,35.11,143,54.58,15,5.73,2,0.76,10,3.82,23019
23,20,247,95,38.46,132,53.44,4,1.62,0,0.0,16,6.48,23020
23,21,332,4,1.2,308,92.77,4,1.2,2,0.6,14,4.22,23021
23,22,295,100,33.9,162,54.92,6,2.03,1,0.34,26,8.81,23022
23,23,270,114,42.22,137,50.74,7,2.59,1,0.37,11,4.07,23023
23,24,182,37,20.33,132,72.53,5,2.75,0,0.0,8,4.4,23024
23,25,198,45,22.73,136,68.69,5,2.53,2,1.01,10,5.05,23025
23,26,309,128,41.42,149,48.22,4,1.29,3,0.97,25,8.09,23026
23,27,263,100,38.02,136,51.71,9,3.42,2,0.76,16,6.08,23027
23,28,302,112,37.09,157,51.99,7,2.32,2,0.66,24,7.95,23028
23,29,213,45,21.13,150,70.42,8,3.76,2,0.94,8,3.76,23029
23,30,279,107,38.35,147,52.69,6,2.15,0,0.0,19,6.81,23030
23,31,259,50,19.31,186,71.81,14,5.41,3,1.16,6,2.32,23031
23,32,293,63,21.5,212,72.35,2,0.68,0,0.0,16,5.46,23032
23,33,312,90,28.85,191,61.22,7,2.24,2,0.64,22,7.05,23033
23,34,240,67,27.92,141,58.75,11,4.58,3,1.25,18,7.5,23034
23,35,208,3,1.44,190,91.35,1,0.48,1,0.48,13,6.25,23035
23,36,382,160,41.88,178,46.6,8,2.09,4,1.05,32,8.38,23036
23,37,185,4,2.16,171,92.43,3,1.62,0,0.0,7,3.78,23037
23,38,243,85,34.98,136,55.97,8,3.29,4,1.65,10,4.12,23038
23,39,261,93,35.63,132,50.57,14,5.36,0,0.0,22,8.43,23039
23,40,294,134,45.58,125,42.52,10,3.4,2,0.68,23,7.82,23040
23,41,262,70,26.72,162,61.83,6,2.29,2,0.76,22,8.4,23041
23,42,242,80,33.06,138,57.02,6,2.48,0,0.0,18,7.44,23042
23,43,354,160,45.2,160,45.2,9,2.54,4,1.13,21,5.93,23043
23,44,292,104,35.62,163,55.82,5,1.71,1,0.34,19,6.51,23044
23,45,345,101,29.28,212,61.45,8,2.32,2,0.58,22,6.38,23045
23,46,303,112,36.96,156,51.49,11,3.63,2,0.66,22,7.26,23046
23,47,355,145,40.85,186,52.39,7,1.97,0,0.0,17,4.79,23047
23,48,219,70,31.96,132,60.27,5,2.28,2,0.91,10,4.57,23048
23,49,369,134,36.31,202,54.74,10,2.71,4,1.08,19,5.15,23049
23,50,175,46,26.29,118,67.43,2,1.14,0,0.0,9,5.14,23050
23,51,220,58,26.36,138,62.73,3,1.36,0,0.0,21,9.55,23051
23,52,355,123,34.65,196,55.21,14,3.94,4,1.13,18,5.07,23052
23,53,176,41,23.3,120,68.18,5,2.84,1,0.57,9,5.11,23053
23,54,347,142,40.92,163,46.97,8,2.31,5,1.44,29,8.36,23054
24,1,319,3,0.94,291,91.22,8,2.51,2,0.63,15,4.7,24001
24,2,194,4,2.06,180,92.78,2,1.03,0,0.0,8,4.12,24002
24,3,208,7,3.37,195,93.75,2,0.96,0,0.0,4,1.92,24003
24,4,227,2,0.88,213,93.83,2,0.88,0,0.0,10,4.41,24004
24,5,228,6,2.63,207,90.79,2,0.88,1,0.44,12,5.26,24005
24,6,285,4,1.4,271,95.09,3,1.05,1,0.35,6,2.11,24006
24,7,200,4,2.0,189,94.5,4,2.0,0,0.0,3,1.5,24007
24,8,226,6,2.65,198,87.61,5,2.21,3,1.33,14,6.19,24008
24,9,234,12,5.13,207,88.46,1,0.43,0,0.0,14,5.98,24009
24,10,177,0,0.0,172,97.18,2,1.13,0,0.0,3,1.69,24010
24,11,155,4,2.58,144,92.9,2,1.29,0,0.0,5,3.23,24011
24,12,212,6,2.83,198,93.4,4,1.89,0,0.0,4,1.89,24012
24,13,198,11,5.56,176,88.89,4,2.02,1,0.51,6,3.03,24013
24,14,294,5,1.7,282,95.92,0,0.0,1,0.34,6,2.04,24014
24,15,198,5,2.53,178,89.9,4,2.02,1,0.51,10,5.05,24015
24,16,165,2,1.21,155,93.94,0,0.0,0,0.0,8,4.85,24016
24,17,202,2,0.99,191,94.55,1,0.5,2,0.99,6,2.97,24017
24,18,153,2,1.31,149,97.39,0,0.0,0,0.0,2,1.31,24018
24,19,149,2,1.34,143,95.97,2,1.34,0,0.0,2,1.34,24019
24,20,176,5,2.84,161,91.48,0,0.0,0,0.0,10,5.68,24020
24,21,149,4,2.68,131,87.92,4,2.68,0,0.0,10,6.71,24021
24,22,245,3,1.22,235,95.92,2,0.82,2,0.82,3,1.22,24022
24,23,164,3,1.83,155,94.51,1,0.61,0,0.0,5,3.05,24023
24,24,163,7,4.29,149,91.41,2,1.23,1,0.61,4,2.45,24024
24,25,282,3,1.06,262,92.91,3,1.06,0,0.0,14,4.96,24025
24,26,269,5,1.86,251,93.31,6,2.23,1,0.37,6,2.23,24026
24,27,124,8,6.45,106,85.48,4,3.23,2,1.61,4,3.23,24027
24,28,280,8,2.86,264,94.29,2,0.71,1,0.36,5,1.79,24028
24,29,273,8,2.93,251,91.94,1,0.37,1,0.37,12,4.4,24029
24,30,252,6,2.38,239,94.84,0,0.0,1,0.4,6,2.38,24030
24,31,219,3,1.37,204,93.15,4,1.83,1,0.46,7,3.2,24031
24,32,208,2,0.96,195,93.75,0,0.0,1,0.48,10,4.81,24032
24,33,171,1,0.58,163,95.32,1,0.58,1,0.58,5,2.92,24033
24,34,228,7,3.07,202,88.6,5,2.19,0,0.0,14,6.14,24034
24,35,319,5,1.57,294,92.16,4,1.25,2,0.63,14,4.39,24035
24,36,217,4,1.84,207,95.39,2,0.92,0,0.0,4,1.84,24036
24,37,230,3,1.3,219,95.22,2,0.87,0,0.0,6,2.61,24037
24,38,271,12,4.43,242,89.3,2,0.74,4,1.48,11,4.06,24038
24,39,216,3,1.39,202,93.52,1,0.46,0,0.0,10,4.63,24039
24,40,274,10,3.65,243,88.69,8,2.92,0,0.0,13,4.74,24040
24,41,215,6,2.79,196,91.16,3,1.4,1,0.47,9,4.19,24041
24,42,150,5,3.33,141,94.0,2,1.33,0,0.0,2,1.33,24042
24,43,280,8,2.86,264,94.29,1,0.36,0,0.0,7,2.5,24043
24,44,278,15,5.4,252,90.65,6,2.16,1,0.36,4,1.44,24044
24,45,193,1,0.52,182,94.3,2,1.04,0,0.0,8,4.15,24045
24,46,275,3,1.09,256,93.09,0,0.0,1,0.36,15,5.45,24046
24,47,184,1,0.54,173,94.02,1,0.54,1,0.54,8,4.35,24047
24,48,129,1,0.78,124,96.12,1,0.78,0,0.0,3,2.33,24048
24,49,414,10,2.42,389,93.96,5,1.21,0,0.0,10,2.42,24049
24,50,370,11,2.97,348,94.05,2,0.54,0,0.0,9,2.43,24050
24,51,335,6,1.79,318,94.93,2,0.6,1,0.3,8,2.39,24051
24,52,191,2,1.05,186,97.38,2,1.05,0,0.0,1,0.52,24052
24,53,181,20,11.05,153,84.53,4,2.21,0,0.0,4,2.21,24053
24,54,263,6,2.28,251,95.44,3,1.14,0,0.0,3,1.14,24054
24,55,228,3,1.32,210,92.11,2,0.88,0,0.0,13,5.7,24055
24,56,276,4,1.45,262,94.93,1,0.36,0,0.0,9,3.26,24056
25,1,246,33,13.41,190,77.24,6,2.44,3,1.22,14,5.69,25001
25,2,341,35,10.26,280,82.11,16,4.69,3,0.88,7,2.05,25002
25,3,328,67,20.43,240,73.17,9,2.74,1,0.3,11,3.35,25003
25,4,285,70,24.56,179,62.81,12,4.21,2,0.7,22,7.72,25004
25,5,240,56,23.33,160,66.67,12,5.0,2,0.83,10,4.17,25005
25,6,205,24,11.71,159,77.56,10,4.88,4,1.95,8,3.9,25006
25,7,241,26,10.79,184,76.35,16,6.64,2,0.83,13,5.39,25007
25,8,258,22,8.53,216,83.72,10,3.88,2,0.78,8,3.1,25008
25,9,336,45,13.39,258,76.79,15,4.46,6,1.79,12,3.57,25009
25,10,162,13,8.02,142,87.65,3,1.85,0,0.0,4,2.47,25010
25,11,292,39,13.36,213,72.95,14,4.79,3,1.03,23,7.88,25011
25,12,259,40,15.44,197,76.06,13,5.02,2,0.77,7,2.7,25012
25,13,273,27,9.89,216,79.12,16,5.86,1,0.37,13,4.76,25013
25,14,176,60,34.09,104,59.09,0,0.0,0,0.0,12,6.82,25014
25,15,248,43,17.34,182,73.39,10,4.03,1,0.4,12,4.84,25015
25,16,212,39,18.4,158,74.53,4,1.89,4,1.89,7,3.3,25016
25,17,401,51,12.72,308,76.81,18,4.49,7,1.75,17,4.24,25017
25,18,440,77,17.5,342,77.73,9,2.05,1,0.23,11,2.5,25018
25,19,303,17,5.61,252,83.17,20,6.6,1,0.33,13,4.29,25019
25,20,276,30,10.87,230,83.33,10,3.62,0,0.0,6,2.17,25020
25,21,188,55,29.26,122,64.89,5,2.66,3,1.6,3,1.6,25021
25,22,134,19,14.18,101,75.37,5,3.73,3,2.24,6,4.48,25022
25,23,317,29,9.15,249,78.55,19,5.99,2,0.63,18,5.68,25023
25,24,327,35,10.7,270,82.57,10,3.06,3,0.92,9,2.75,25024
25,25,268,75,27.99,176,65.67,5,1.87,4,1.49,8,2.99,25025
25,26,200,53,26.5,128,64.0,8,4.0,4,2.0,7,3.5,25026
25,27,241,68,28.22,156,64.73,11,4.56,3,1.24,3,1.24,25027
25,28,359,105,29.25,224,62.4,15,4.18,1,0.28,14,3.9,25028
25,29,683,172,25.18,467,68.37,15,2.2,10,1.46,19,2.78,25029
25,30,264,22,8.33,212,80.3,20,7.58,2,0.76,8,3.03,25030
25,31,158,27,17.09,117,74.05,8,5.06,3,1.9,3,1.9,25031
26,1,157,27,17.2,111,70.7,8,5.1,1,0.64,10,6.37,26001
26,2,187,18,9.63,151,80.75,9,4.81,1,0.53,8,4.28,26002
26,3,176,30,17.05,129,73.3,8,4.55,4,2.27,5,2.84,26003
26,4,136,20,14.71,101,74.26,10,7.35,3,2.21,2,1.47,26004
26,5,215,22,10.23,169,78.6,7,3.26,2,0.93,15,6.98,26005
26,6,126,13,10.32,111,88.1,2,1.59,0,0.0,0,0.0,26006
26,7,149,32,21.48,101,67.79,12,8.05,2,1.34,2,1.34,26007
26,8,160,20,12.5,121,75.63,9,5.63,2,1.25,8,5.0,26008
26,9,94,14,14.89,73,77.66,5,5.32,2,2.13,0,0.0,26009
26,10,128,14,10.94,100,78.13,3,2.34,3,2.34,8,6.25,26010
26,11,152,24,15.79,117,76.97,6,3.95,1,0.66,4,2.63,26011
26,12,100,11,11.0,85,85.0,4,4.0,0,0.0,0,0.0,26012
26,13,178,34,19.1,125,70.22,6,3.37,3,1.69,10,5.62,26013
26,14,106,17,16.04,86,81.13,1,0.94,0,0.0,2,1.89,26014
26,15,135,19,14.07,101,74.81,9,6.67,2,1.48,4,2.96,26015
26,16,104,9,8.65,86,82.69,6,5.77,0,0.0,3,2.88,26016
26,17,135,51,37.78,66,48.89,9,6.67,1,0.74,8,5.93,26017
26,18,94,12,12.77,72,76.6,5,5.32,1,1.06,4,4.26,26018
26,19,290,46,15.86,188,64.83,40,13.79,3,1.03,13,4.48,26019
26,20,196,25,12.76,143,72.96,12,6.12,0,0.0,16,8.16,26020
26,21,174,11,6.32,144,82.76,9,5.17,2,1.15,8,4.6,26021
26,22,129,22,17.05,97,75.19,6,4.65,1,0.78,3,2.33,26022
26,23,106,12,11.32,81,76.42,8,7.55,0,0.0,5,4.72,26023
26,24,143,16,11.19,105,73.43,12,8.39,3,2.1,7,4.9,26024
26,25,52,4,7.69,44,84.62,2,3.85,0,0.0,2,3.85,26025
26,26,108,15,13.89,87,80.56,2,1.85,1,0.93,3,2.78,26026
26,27,172,15,8.72,150,87.21,1,0.58,0,0.0,6,3.49,26027
26,28,138,18,13.04,108,78.26,6,4.35,0,0.0,6,4.35,26028
26,29,132,15,11.36,103,78.03,8,6.06,2,1.52,4,3.03,26029
26,30,133,21,15.79,100,75.19,6,4.51,3,2.26,3,2.26,26030
26,31,158,29,18.35,115,72.78,5,3.16,4,2.53,5,3.16,26031
26,32,194,44,22.68,124,63.92,14,7.22,1,0.52,11,5.67,26032
26,33,104,36,34.62,58,55.77,3,2.88,1,0.96,6,5.77,26033
26,34,201,19,9.45,156,77.61,17,8.46,3,1.49,6,2.99,26034
26,35,213,50,23.47,140,65.73,11,5.16,4,1.88,8,3.76,26035
26,36,129,14,10.85,106,82.17,6,4.65,2,1.55,1,0.78,26036
26,37,90,15,16.67,71,78.89,0,0.0,1,1.11,3,3.33,26037
26,38,140,15,10.71,113,80.71,2,1.43,3,2.14,7,5.0,26038
26,39,145,7,4.83,121,83.45,11,7.59,0,0.0,6,4.14,26039
26,40,109,12,11.01,84,77.06,5,4.59,4,3.67,4,3.67,26040
26,41,142,12,8.45,113,79.58,2,1.41,3,2.11,12,8.45,26041
26,42,152,16,10.53,113,74.34,18,11.84,3,1.97,2,1.32,26042
26,43,116,7,6.03,94,81.03,5,4.31,2,1.72,8,6.9,26043
26,44,87,5,5.75,75,86.21,5,5.75,0,0.0,2,2.3,26044
26,45,196,19,9.69,158,80.61,10,5.1,2,1.02,7,3.57,26045
26,46,263,69,26.24,168,63.88,14,5.32,2,0.76,10,3.8,26046
26,47,87,16,18.39,61,70.11,5,5.75,2,2.3,3,3.45,26047
26,48,192,17,8.85,152,79.17,13,6.77,3,1.56,7,3.65,26048
26,49,118,13,11.02,98,83.05,2,1.69,0,0.0,5,4.24,26049
26,50,103,18,17.48,76,73.79,4,3.88,1,0.97,4,3.88,26050
26,51,173,25,14.45,128,73.99,12,6.94,0,0.0,8,4.62,26051
26,52,70,3,4.29,60,85.71,3,4.29,2,2.86,2,2.86,26052
26,53,114,23,20.18,85,74.56,1,0.88,2,1.75,3,2.63,26053
26,54,118,18,15.25,90,76.27,3,2.54,2,1.69,5,4.24,26054
26,55,107,23,21.5,69,64.49,5,4.67,1,0.93,9,8.41,26055
26,56,132,12,9.09,103,78.03,11,8.33,1,0.76,5,3.79,26056
26,57,129,20,15.5,94,72.87,7,5.43,0,0.0,8,6.2,26057
26,58,110,9,8.18,87,79.09,7,6.36,0,0.0,7,6.36,26058
26,59,165,21,12.73,126,76.36,6,3.64,3,1.82,9,5.45,26059
26,60,129,20,15.5,97,75.19,5,3.88,3,2.33,4,3.1,26060
26,61,91,8,8.79,77,84.62,4,4.4,0,0.0,2,2.2,26061
26,62,200,27,13.5,149,74.5,17,8.5,1,0.5,6,3.0,26062
26,63,51,9,17.65,38,74.51,0,0.0,1,1.96,3,5.88,26063
27,1,531,204,38.42,293,55.18,14,2.64,5,0.94,15,2.82,27001
27,2,168,2,1.19,158,94.05,3,1.79,1,0.6,4,2.38,27002
27,3,178,4,2.25,164,92.13,2,1.12,0,0.0,8,4.49,27003
27,4,150,11,7.33,130,86.67,4,2.67,1,0.67,4,2.67,27004
27,5,162,63,38.89,93,57.41,2,1.23,0,0.0,4,2.47,27005
27,6,76,3,3.95,72,94.74,1,1.32,0,0.0,0,0.0,27006
27,7,385,125,32.47,237,61.56,10,2.6,1,0.26,12,3.12,27007
27,8,212,4,1.89,202,95.28,1,0.47,0,0.0,5,2.36,27008
27,9,314,34,10.83,254,80.89,6,1.91,1,0.32,19,6.05,27009
27,10,340,10,2.94,305,89.71,2,0.59,3,0.88,20,5.88,27010
27,11,285,86,30.18,169,59.3,13,4.56,2,0.7,15,5.26,27011
27,12,377,145,38.46,213,56.5,7,1.86,3,0.8,9,2.39,27012
27,13,259,46,17.76,183,70.66,20,7.72,4,1.54,6,2.32,27013
27,14,300,8,2.67,276,92.0,5,1.67,2,0.67,9,3.0,27014
27,15,130,9,6.92,113,86.92,3,2.31,2,1.54,3,2.31,27015
27,16,117,49,41.88,61,52.14,3,2.56,2,1.71,2,1.71,27016
27,17,371,134,36.12,215,57.95,9,2.43,8,2.16,5,1.35,27017
27,18,252,92,36.51,133,52.78,10,3.97,3,1.19,14,5.56,27018
27,19,212,11,5.19,194,91.51,3,1.42,1,0.47,3,1.42,27019
27,20,321,4,1.25,303,94.39,3,0.93,0,0.0,11,3.43,27020
27,21,191,12,6.28,175,91.62,1,0.52,3,1.57,0,0.0,27021
27,22,225,4,1.78,211,93.78,4,1.78,0,0.0,6,2.67,27022
27,23,41,1,2.44,38,92.68,1,2.44,1,2.44,0,0.0,27023
27,24,181,8,4.42,163,90.06,2,1.1,1,0.55,7,3.87,27024
27,25,134,5,3.73,122,91.04,5,3.73,0,0.0,2,1.49,27025
27,26,205,7,3.41,190,92.68,3,1.46,1,0.49,4,1.95,27026
27,27,263,18,6.84,231,87.83,5,1.9,2,0.76,7,2.66,27027
27,28,295,97,32.88,172,58.31,8,2.71,2,0.68,16,5.42,27028
27,29,170,4,2.35,153,90.0,1,0.59,2,1.18,10,5.88,27029
27,30,129,4,3.1,120,93.02,2,1.55,0,0.0,3,2.33,27030
27,31,163,4,2.45,149,91.41,3,1.84,1,0.61,6,3.68,27031
27,32,230,27,11.74,185,80.43,9,3.91,1,0.43,8,3.48,27032
27,33,216,21,9.72,177,81.94,9,4.17,1,0.46,8,3.7,27033
27,34,261,2,0.77,253,96.93,1,0.38,0,0.0,5,1.92,27034
27,35,238,31,13.03,175,73.53,21,8.82,1,0.42,10,4.2,27035
27,36,228,9,3.95,203,89.04,5,2.19,3,1.32,8,3.51,27036
27,37,286,29,10.14,247,86.36,4,1.4,3,1.05,3,1.05,27037
27,38,189,35,18.52,137,72.49,7,3.7,2,1.06,8,4.23,27038
27,39,111,10,9.01,94,84.68,2,1.8,0,0.0,5,4.5,27039
27,40,181,1,0.55,173,95.58,3,1.66,0,0.0,4,2.21,27040
27,41,293,67,22.87,191,65.19,16,5.46,8,2.73,11,3.75,27041
27,42,250,89,35.6,140,56.0,12,4.8,2,0.8,7,2.8,27042
27,43,72,2,2.78,65,90.28,1,1.39,1,1.39,3,4.17,27043
27,44,164,2,1.22,156,95.12,3,1.83,1,0.61,2,1.22,27044
27,45,177,0,0.0,169,95.48,1,0.56,0,0.0,7,3.95,27045
27,46,171,6,3.51,158,92.4,0,0.0,1,0.58,6,3.51,27046
27,47,175,1,0.57,166,94.86,4,2.29,1,0.57,3,1.71,27047
27,48,266,9,3.38,246,92.48,6,2.26,0,0.0,5,1.88,27048
27,49,217,5,2.3,203,93.55,2,0.92,1,0.46,6,2.76,27049
27,50,346,112,32.37,203,58.67,11,3.18,7,2.02,13,3.76,27050
