ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Rachel Wales,Rachel Wales Percent,precinct_id
48,37,560,407,72.68,153,27.32,48037
48,38,537,400,74.49,137,25.51,48038
48,39,411,335,81.51,76,18.49,48039
48,40,483,348,72.05,135,27.95,48040
48,41,671,498,74.22,173,25.78,48041
48,42,618,454,73.46,164,26.54,48042
48,43,583,435,74.61,148,25.39,48043
48,44,678,503,74.19,175,25.81,48044
48,45,412,294,71.36,118,28.64,48045
48,46,352,270,76.7,82,23.3,48046
49,1,333,285,85.59,48,14.41,49001
49,2,373,276,73.99,97,26.01,49002
49,3,584,439,75.17,145,24.83,49003
49,4,651,451,69.28,200,30.72,49004
49,5,531,409,77.02,122,22.98,49005
49,6,494,376,76.11,118,23.89,49006
49,7,571,429,75.13,142,24.87,49007
49,8,426,341,80.05,85,19.95,49008
49,9,576,438,76.04,138,23.96,49009
49,10,525,387,73.71,138,26.29,49010
49,11,622,476,76.53,146,23.47,49011
49,12,732,537,73.36,195,26.64,49012
49,13,612,450,73.53,162,26.47,49013
49,14,457,317,69.37,140,30.63,49014
49,15,387,303,78.29,84,21.71,49015
49,16,518,371,71.62,147,28.38,49016
49,17,366,257,70.22,109,29.78,49017
49,18,720,503,69.86,217,30.14,49018
49,19,488,387,79.3,101,20.7,49019
49,20,790,583,73.8,207,26.2,49020
49,21,311,265,85.21,46,14.79,49021
49,22,512,406,79.3,106,20.7,49022
49,23,710,531,74.79,179,25.21,49023
49,24,444,356,80.18,88,19.82,49024
49,25,703,506,71.98,197,28.02,49025
49,26,591,424,71.74,167,28.26,49026
49,27,603,475,78.77,128,21.23,49027
49,28,725,508,70.07,217,29.93,49028
49,29,663,445,67.12,218,32.88,49029
49,30,608,443,72.86,165,27.14,49030
49,31,419,342,81.62,77,18.38,49031
49,32,518,424,81.85,94,18.15,49032
49,33,436,347,79.59,89,20.41,49033
50,1,302,220,72.85,82,27.15,50001
50,2,221,176,79.64,45,20.36,50002
50,3,298,228,76.51,70,23.49,50003
50,4,391,322,82.35,69,17.65,50004
50,5,225,144,64.0,81,36.0,50005
50,6,418,312,74.64,106,25.36,50006
50,7,440,344,78.18,96,21.82,50007
50,8,393,329,83.72,64,16.28,50008
50,9,320,253,79.06,67,20.94,50009
50,10,295,245,83.05,50,16.95,50010
50,11,180,129,71.67,51,28.33,50011
50,12,152,123,80.92,29,19.08,50012
50,13,436,327,75.0,109,25.0,50013
50,14,110,86,78.18,24,21.82,50014
50,15,443,332,74.94,111,25.06,50015
50,16,124,87,70.16,37,29.84,50016
50,17,332,266,80.12,66,19.88,50017
50,18,81,66,81.48,15,18.52,50018
50,19,235,189,80.43,46,19.57,50019
50,20,361,263,72.85,98,27.15,50020
50,21,327,252,77.06,75,22.94,50021
50,22,265,210,79.25,55,20.75,50022
50,23,229,189,82.53,40,17.47,50023
50,24,229,169,73.8,60,26.2,50024
50,25,296,220,74.32,76,25.68,50025
50,26,336,271,80.65,65,19.35,50026
50,27,97,74,76.29,23,23.71,50027
50,28,393,337,85.75,56,14.25,50028
50,29,329,262,79.64,67,20.36,50029
50,30,253,212,83.79,41,16.21,50030
50,31,482,384,79.67,98,20.33,50031
50,32,416,348,83.65,68,16.35,50032
50,33,253,187,73.91,66,26.09,50033
50,34,497,378,76.06,119,23.94,50034
50,35,503,389,77.34,114,22.66,50035
50,36,349,276,79.08,73,20.92,50036
50,37,413,318,77.0,95,23.0,50037
50,38,156,122,78.21,34,21.79,50038
50,39,197,157,79.7,40,20.3,50039
50,40,270,192,71.11,78,28.89,50040
