ward,precinct,total,(JB Pritzker,(JB Pritzker Percent,(Bruce Rauner,(Bruce Rauner Percent,(Grayson Kash Jackson,(Grayson Kash Jackson Percent,(William ''Sam'' McCann,(William ''Sam'' McCann Percent,precinct_id
31,12,257,200,77.82,47,18.29,6,2.33,4,1.56,31012
31,13,277,249,89.89,18,6.5,4,1.44,6,2.17,31013
31,14,249,199,79.92,38,15.26,8,3.21,4,1.61,31014
31,15,255,192,75.29,45,17.65,7,2.75,11,4.31,31015
31,16,350,310,88.57,35,10.0,4,1.14,1,0.29,31016
31,17,259,203,78.38,44,16.99,5,1.93,7,2.7,31017
31,18,264,219,82.95,34,12.88,7,2.65,4,1.52,31018
31,19,252,209,82.94,35,13.89,4,1.59,4,1.59,31019
31,20,242,203,83.88,28,11.57,6,2.48,5,2.07,31020
31,21,263,227,86.31,25,9.51,9,3.42,2,0.76,31021
31,22,234,204,87.18,16,6.84,9,3.85,5,2.14,31022
31,23,285,236,82.81,38,13.33,6,2.11,5,1.75,31023
31,24,276,218,78.99,47,17.03,5,1.81,6,2.17,31024
31,25,257,210,81.71,39,15.18,3,1.17,5,1.95,31025
31,26,307,257,83.71,40,13.03,6,1.95,4,1.3,31026
31,27,312,263,84.29,39,12.5,4,1.28,6,1.92,31027
31,28,226,181,80.09,37,16.37,7,3.1,1,0.44,31028
31,29,294,233,79.25,48,16.33,10,3.4,3,1.02,31029
31,30,213,179,84.04,27,12.68,3,1.41,4,1.88,31030
31,31,236,183,77.54,43,18.22,8,3.39,2,0.85,31031
31,32,231,185,80.09,34,14.72,7,3.03,5,2.16,31032
31,33,237,180,75.95,41,17.3,9,3.8,7,2.95,31033
31,34,259,193,74.52,54,20.85,6,2.32,6,2.32,31034
31,35,305,246,80.66,46,15.08,10,3.28,3,0.98,31035
31,36,304,255,83.88,30,9.87,12,3.95,7,2.3,31036
31,37,273,220,80.59,35,12.82,12,4.4,6,2.2,31037
31,38,217,189,87.1,20,9.22,5,2.3,3,1.38,31038
31,39,316,284,89.87,22,6.96,3,0.95,7,2.22,31039
31,40,319,258,80.88,43,13.48,16,5.02,2,0.63,31040
31,41,238,205,86.13,26,10.92,2,0.84,5,2.1,31041
32,1,638,504,79.0,115,18.03,16,2.51,3,0.47,32001
32,2,626,458,73.16,155,24.76,12,1.92,1,0.16,32002
32,3,630,530,84.13,83,13.17,12,1.9,5,0.79,32003
32,4,557,428,76.84,110,19.75,16,2.87,3,0.54,32004
32,5,596,463,77.68,116,19.46,15,2.52,2,0.34,32005
32,6,690,569,82.46,107,15.51,13,1.88,1,0.14,32006
32,7,626,475,75.88,128,20.45,18,2.88,5,0.8,32007
32,8,727,513,70.56,194,26.69,19,2.61,1,0.14,32008
32,9,554,419,75.63,125,22.56,7,1.26,3,0.54,32009
32,10,618,431,69.74,165,26.7,14,2.27,8,1.29,32010
32,11,525,480,91.43,33,6.29,10,1.9,2,0.38,32011
32,12,428,375,87.62,40,9.35,13,3.04,0,0.0,32012
32,13,629,443,70.43,169,26.87,11,1.75,6,0.95,32013
32,14,595,518,87.06,61,10.25,13,2.18,3,0.5,32014
32,15,583,427,73.24,141,24.19,11,1.89,4,0.69,32015
32,16,597,469,78.56,103,17.25,19,3.18,6,1.01,32016
32,17,579,502,86.7,58,10.02,15,2.59,4,0.69,32017
32,18,546,341,62.45,191,34.98,9,1.65,5,0.92,32018
32,19,592,460,77.7,115,19.43,14,2.36,3,0.51,32019
32,20,550,493,89.64,43,7.82,13,2.36,1,0.18,32020
32,21,632,462,73.1,146,23.1,19,3.01,5,0.79,32021
32,22,730,635,86.99,78,10.68,12,1.64,5,0.68,32022
32,23,663,471,71.04,171,25.79,13,1.96,8,1.21,32023
32,24,461,302,65.51,143,31.02,12,2.6,4,0.87,32024
32,25,585,438,74.87,124,21.2,14,2.39,9,1.54,32025
32,26,645,557,86.36,69,10.7,13,2.02,6,0.93,32026
32,27,570,372,65.26,184,32.28,10,1.75,4,0.7,32027
32,28,581,517,88.98,50,8.61,12,2.07,2,0.34,32028
32,29,638,523,81.97,93,14.58,21,3.29,1,0.16,32029
32,30,613,419,68.35,175,28.55,17,2.77,2,0.33,32030
32,31,621,468,75.36,142,22.87,8,1.29,3,0.48,32031
32,32,651,501,76.96,133,20.43,15,2.3,2,0.31,32032
32,33,616,447,72.56,147,23.86,13,2.11,9,1.46,32033
32,34,655,528,80.61,109,16.64,14,2.14,4,0.61,32034
32,35,620,450,72.58,151,24.35,14,2.26,5,0.81,32035
32,36,648,491,75.77,147,22.69,9,1.39,1,0.15,32036
32,37,585,480,82.05,88,15.04,15,2.56,2,0.34,32037
32,38,550,428,77.82,104,18.91,12,2.18,6,1.09,32038
32,39,675,408,60.44,254,37.63,10,1.48,3,0.44,32039
32,40,649,500,77.04,132,20.34,14,2.16,3,0.46,32040
32,41,619,432,69.79,166,26.82,15,2.42,6,0.97,32041
32,42,538,394,73.23,128,23.79,8,1.49,8,1.49,32042
32,43,541,473,87.43,51,9.43,14,2.59,3,0.55,32043
33,1,543,478,88.03,44,8.1,14,2.58,7,1.29,33001
33,2,723,597,82.57,90,12.45,25,3.46,11,1.52,33002
33,3,762,639,83.86,90,11.81,28,3.67,5,0.66,33003
33,4,748,611,81.68,112,14.97,19,2.54,6,0.8,33004
33,5,512,415,81.05,71,13.87,20,3.91,6,1.17,33005
33,6,485,396,81.65,73,15.05,11,2.27,5,1.03,33006
33,7,626,528,84.35,65,10.38,18,2.88,15,2.4,33007
33,8,755,646,85.56,95,12.58,9,1.19,5,0.66,33008
33,9,618,486,78.64,104,16.83,18,2.91,10,1.62,33009
33,10,537,413,76.91,100,18.62,19,3.54,5,0.93,33010
33,11,619,504,81.42,92,14.86,20,3.23,3,0.48,33011
33,12,551,443,80.4,82,14.88,15,2.72,11,2.0,33012
33,13,554,458,82.67,72,13.0,21,3.79,3,0.54,33013
33,14,293,239,81.57,40,13.65,10,3.41,4,1.37,33014
33,15,541,465,85.95,59,10.91,12,2.22,5,0.92,33015
33,16,725,578,79.72,110,15.17,31,4.28,6,0.83,33016
33,17,618,484,78.32,96,15.53,23,3.72,15,2.43,33017
33,18,754,637,84.48,78,10.34,34,4.51,5,0.66,33018
33,19,641,504,78.63,113,17.63,13,2.03,11,1.72,33019
33,20,651,572,87.86,49,7.53,28,4.3,2,0.31,33020
33,21,589,502,85.23,61,10.36,21,3.57,5,0.85,33021
33,22,509,397,78.0,90,17.68,17,3.34,5,0.98,33022
33,23,606,511,84.32,70,11.55,16,2.64,9,1.49,33023
33,24,752,594,78.99,131,17.42,22,2.93,5,0.66,33024
33,25,692,570,82.37,96,13.87,20,2.89,6,0.87,33025
33,26,456,404,88.6,35,7.68,14,3.07,3,0.66,33026
33,27,633,535,84.52,72,11.37,14,2.21,12,1.9,33027
33,28,547,498,91.04,34,6.22,12,2.19,3,0.55,33028
34,1,413,394,95.4,7,1.69,7,1.69,5,1.21,34001
34,2,320,309,96.56,4,1.25,4,1.25,3,0.94,34002
34,3,395,374,94.68,15,3.8,4,1.01,2,0.51,34003
34,4,290,277,95.52,9,3.1,3,1.03,1,0.34,34004
34,5,333,321,96.4,3,0.9,6,1.8,3,0.9,34005
34,6,442,412,93.21,18,4.07,8,1.81,4,0.9,34006
34,7,428,408,95.33,11,2.57,6,1.4,3,0.7,34007
34,8,322,310,96.27,6,1.86,3,0.93,3,0.93,34008
34,9,265,249,93.96,6,2.26,7,2.64,3,1.13,34009
34,10,373,356,95.44,11,2.95,4,1.07,2,0.54,34010
34,11,331,316,95.47,6,1.81,6,1.81,3,0.91,34011
34,12,414,393,94.93,2,0.48,14,3.38,5,1.21,34012
34,13,373,352,94.37,8,2.14,6,1.61,7,1.88,34013
34,14,291,276,94.85,9,3.09,5,1.72,1,0.34,34014
34,15,349,329,94.27,11,3.15,5,1.43,4,1.15,34015
34,16,324,303,93.52,13,4.01,3,0.93,5,1.54,34016
34,17,485,469,96.7,6,1.24,8,1.65,2,0.41,34017
34,18,294,279,94.9,8,2.72,5,1.7,2,0.68,34018
34,19,417,395,94.72,11,2.64,7,1.68,4,0.96,34019
34,20,431,420,97.45,2,0.46,7,1.62,2,0.46,34020
34,21,457,445,97.37,5,1.09,4,0.88,3,0.66,34021
34,22,382,353,92.41,18,4.71,6,1.57,5,1.31,34022
34,23,307,292,95.11,4,1.3,8,2.61,3,0.98,34023
34,24,343,323,94.17,10,2.92,7,2.04,3,0.87,34024
34,25,582,557,95.7,6,1.03,12,2.06,7,1.2,34025
34,26,410,389,94.88,10,2.44,8,1.95,3,0.73,34026
34,27,322,298,92.55,13,4.04,4,1.24,7,2.17,34027
34,28,241,234,97.1,6,2.49,0,0.0,1,0.41,34028
34,29,305,288,94.43,11,3.61,4,1.31,2,0.66,34029
34,30,375,354,94.4,8,2.13,6,1.6,7,1.87,34030
34,31,324,307,94.75,6,1.85,9,2.78,2,0.62,34031
34,32,381,365,95.8,7,1.84,7,1.84,2,0.52,34032
34,33,313,293,93.61,14,4.47,3,0.96,3,0.96,34033
34,34,400,383,95.75,8,2.0,7,1.75,2,0.5,34034
34,35,419,393,93.79,9,2.15,11,2.63,6,1.43,34035
34,36,341,320,93.84,12,3.52,6,1.76,3,0.88,34036
34,37,226,212,93.81,6,2.65,2,0.88,6,2.65,34037
34,38,185,179,96.76,6,3.24,0,0.0,0,0.0,34038
34,39,270,258,95.56,5,1.85,4,1.48,3,1.11,34039
34,40,418,395,94.5,6,1.44,14,3.35,3,0.72,34040
34,41,235,218,92.77,7,2.98,5,2.13,5,2.13,34041
34,42,377,359,95.23,9,2.39,7,1.86,2,0.53,34042
34,43,356,338,94.94,8,2.25,6,1.69,4,1.12,34043
34,44,388,370,95.36,10,2.58,6,1.55,2,0.52,34044
34,45,411,393,95.62,7,1.7,8,1.95,3,0.73,34045
34,46,265,259,97.74,4,1.51,2,0.75,0,0.0,34046
34,47,363,350,96.42,6,1.65,5,1.38,2,0.55,34047
34,48,395,377,95.44,11,2.78,3,0.76,4,1.01,34048
34,49,362,348,96.13,8,2.21,2,0.55,4,1.1,34049
34,50,316,300,94.94,5,1.58,7,2.22,4,1.27,34050
34,51,406,379,93.35,14,3.45,7,1.72,6,1.48,34051
34,52,286,275,96.15,2,0.7,5,1.75,4,1.4,34052
34,53,235,224,95.32,4,1.7,5,2.13,2,0.85,34053
35,1,504,421,83.53,61,12.1,15,2.98,7,1.39,35001
35,2,549,458,83.42,74,13.48,14,2.55,3,0.55,35002
35,3,445,406,91.24,23,5.17,11,2.47,5,1.12,35003
35,4,470,381,81.06,67,14.26,9,1.91,13,2.77,35004
35,5,445,393,88.31,30,6.74,17,3.82,5,1.12,35005
35,6,455,390,85.71,37,8.13,19,4.18,9,1.98,35006
35,7,489,447,91.41,27,5.52,12,2.45,3,0.61,35007
35,8,520,459,88.27,40,7.69,14,2.69,7,1.35,35008
35,9,433,352,81.29,70,16.17,8,1.85,3,0.69,35009
35,10,630,567,90.0,43,6.83,15,2.38,5,0.79,35010
35,11,551,474,86.03,61,11.07,9,1.63,7,1.27,35011
35,12,309,276,89.32,21,6.8,7,2.27,5,1.62,35012
35,13,322,281,87.27,26,8.07,6,1.86,9,2.8,35013
35,14,324,281,86.73,26,8.02,11,3.4,6,1.85,35014
35,15,578,517,89.45,37,6.4,16,2.77,8,1.38,35015
35,16,263,240,91.25,14,5.32,5,1.9,4,1.52,35016
35,17,551,495,89.84,41,7.44,13,2.36,2,0.36,35017
35,18,309,278,89.97,23,7.44,6,1.94,2,0.65,35018
35,19,254,222,87.4,23,9.06,7,2.76,2,0.79,35019
35,20,421,363,86.22,41,9.74,9,2.14,8,1.9,35020
35,21,418,370,88.52,30,7.18,14,3.35,4,0.96,35021
35,22,575,492,85.57,52,9.04,22,3.83,9,1.57,35022
35,23,485,409,84.33,57,11.75,13,2.68,6,1.24,35023
35,24,436,372,85.32,48,11.01,11,2.52,5,1.15,35024
35,25,562,487,86.65,59,10.5,14,2.49,2,0.36,35025
35,26,414,339,81.88,55,13.29,13,3.14,7,1.69,35026
35,27,405,337,83.21,55,13.58,7,1.73,6,1.48,35027
35,28,466,392,84.12,57,12.23,12,2.58,5,1.07,35028
35,29,417,343,82.25,63,15.11,6,1.44,5,1.2,35029
35,30,443,376,84.88,51,11.51,11,2.48,5,1.13,35030
35,31,502,418,83.27,61,12.15,14,2.79,9,1.79,35031
36,1,365,283,77.53,63,17.26,13,3.56,6,1.64,36001
36,2,348,279,80.17,48,13.79,14,4.02,7,2.01,36002
36,3,337,279,82.79,41,12.17,5,1.48,12,3.56,36003
36,4,354,303,85.59,38,10.73,7,1.98,6,1.69,36004
36,5,349,298,85.39,41,11.75,6,1.72,4,1.15,36005
36,6,323,269,83.28,44,13.62,3,0.93,7,2.17,36006
36,7,480,295,61.46,156,32.5,16,3.33,13,2.71,36007
36,8,269,234,86.99,19,7.06,9,3.35,7,2.6,36008
36,9,339,288,84.96,33,9.73,8,2.36,10,2.95,36009
36,10,471,362,76.86,90,19.11,10,2.12,9,1.91,36010
36,11,266,223,83.83,35,13.16,6,2.26,2,0.75,36011
36,12,241,212,87.97,22,9.13,2,0.83,5,2.07,36012
36,13,260,229,88.08,21,8.08,5,1.92,5,1.92,36013
36,14,402,305,75.87,73,18.16,13,3.23,11,2.74,36014
36,15,408,296,72.55,82,20.1,14,3.43,16,3.92,36015
36,16,400,298,74.5,89,22.25,9,2.25,4,1.0,36016
36,17,452,330,73.01,108,23.89,4,0.88,10,2.21,36017
36,18,410,291,70.98,101,24.63,9,2.2,9,2.2,36018
36,19,440,364,82.73,56,12.73,8,1.82,12,2.73,36019
36,20,417,291,69.78,107,25.66,11,2.64,8,1.92,36020
36,21,298,254,85.23,30,10.07,9,3.02,5,1.68,36021
36,22,300,268,89.33,22,7.33,6,2.0,4,1.33,36022
36,23,328,273,83.23,45,13.72,6,1.83,4,1.22,36023
36,24,381,281,73.75,83,21.78,3,0.79,14,3.67,36024
36,25,368,317,86.14,34,9.24,8,2.17,9,2.45,36025
36,26,389,262,67.35,108,27.76,8,2.06,11,2.83,36026
36,27,387,298,77.0,70,18.09,8,2.07,11,2.84,36027
36,28,356,239,67.13,101,28.37,5,1.4,11,3.09,36028
36,29,414,284,68.6,103,24.88,16,3.86,11,2.66,36029
36,30,384,289,75.26,68,17.71,9,2.34,18,4.69,36030
37,1,246,215,87.4,18,7.32,4,1.63,9,3.66,37001
37,2,292,271,92.81,13,4.45,6,2.05,2,0.68,37002
37,3,264,250,94.7,6,2.27,4,1.52,4,1.52,37003
37,4,284,255,89.79,21,7.39,4,1.41,4,1.41,37004
37,5,379,355,93.67,14,3.69,7,1.85,3,0.79,37005
37,6,395,379,95.95,11,2.78,3,0.76,2,0.51,37006
37,7,265,248,93.58,7,2.64,6,2.26,4,1.51,37007
37,8,253,240,94.86,7,2.77,3,1.19,3,1.19,37008
37,9,377,367,97.35,3,0.8,4,1.06,3,0.8,37009
37,10,426,399,93.66,15,3.52,8,1.88,4,0.94,37010
37,11,240,229,95.42,9,3.75,1,0.42,1,0.42,37011
37,12,279,256,91.76,6,2.15,11,3.94,6,2.15,37012
37,13,258,243,94.19,2,0.78,8,3.1,5,1.94,37013
37,14,375,352,93.87,14,3.73,6,1.6,3,0.8,37014
37,15,361,347,96.12,4,1.11,9,2.49,1,0.28,37015
37,16,397,377,94.96,9,2.27,6,1.51,5,1.26,37016
37,17,292,284,97.26,6,2.05,1,0.34,1,0.34,37017
37,18,309,290,93.85,12,3.88,5,1.62,2,0.65,37018
37,19,253,235,92.89,10,3.95,8,3.16,0,0.0,37019
37,20,288,265,92.01,11,3.82,5,1.74,7,2.43,37020
37,21,330,300,90.91,19,5.76,6,1.82,5,1.52,37021
37,22,309,273,88.35,19,6.15,6,1.94,11,3.56,37022
37,23,319,309,96.87,4,1.25,3,0.94,3,0.94,37023
37,24,393,363,92.37,15,3.82,11,2.8,4,1.02,37024
37,25,313,298,95.21,5,1.6,8,2.56,2,0.64,37025
37,26,449,422,93.99,17,3.79,5,1.11,5,1.11,37026
37,27,321,304,94.7,5,1.56,8,2.49,4,1.25,37027
37,28,303,280,92.41,18,5.94,5,1.65,0,0.0,37028
37,29,324,304,93.83,11,3.4,5,1.54,4,1.23,37029
37,30,348,333,95.69,7,2.01,4,1.15,4,1.15,37030
37,31,363,339,93.39,11,3.03,10,2.75,3,0.83,37031
37,32,315,297,94.29,12,3.81,0,0.0,6,1.9,37032
37,33,371,351,94.61,13,3.5,3,0.81,4,1.08,37033
37,34,339,318,93.81,15,4.42,4,1.18,2,0.59,37034
37,35,363,350,96.42,5,1.38,4,1.1,4,1.1,37035
37,36,344,335,97.38,5,1.45,1,0.29,3,0.87,37036
37,37,387,364,94.06,11,2.84,10,2.58,2,0.52,37037
37,38,349,319,91.4,23,6.59,4,1.15,3,0.86,37038
37,39,328,308,93.9,12,3.66,3,0.91,5,1.52,37039
37,40,360,342,95.0,9,2.5,6,1.67,3,0.83,37040
37,41,351,321,91.45,17,4.84,7,1.99,6,1.71,37041
38,1,401,276,68.83,94,23.44,19,4.74,12,2.99,38001
38,2,473,180,38.05,274,57.93,8,1.69,11,2.33,38002
38,3,409,255,62.35,138,33.74,7,1.71,9,2.2,38003
38,4,400,227,56.75,154,38.5,7,1.75,12,3.0,38004
38,5,432,259,59.95,144,33.33,11,2.55,18,4.17,38005
38,6,417,251,60.19,147,35.25,6,1.44,13,3.12,38006
38,7,399,218,54.64,163,40.85,6,1.5,12,3.01,38007
38,8,392,238,60.71,126,32.14,11,2.81,17,4.34,38008
38,9,477,258,54.09,178,37.32,21,4.4,20,4.19,38009
38,10,347,228,65.71,96,27.67,9,2.59,14,4.03,38010
38,11,362,246,67.96,101,27.9,8,2.21,7,1.93,38011
38,12,427,196,45.9,213,49.88,6,1.41,12,2.81,38012
38,13,441,247,56.01,153,34.69,11,2.49,30,6.8,38013
38,14,458,292,63.76,142,31.0,11,2.4,13,2.84,38014
38,15,384,272,70.83,90,23.44,10,2.6,12,3.13,38015
38,16,408,253,62.01,123,30.15,13,3.19,19,4.66,38016
38,17,526,283,53.8,218,41.44,7,1.33,18,3.42,38017
38,18,469,279,59.49,160,34.12,8,1.71,22,4.69,38018
38,19,497,288,57.95,166,33.4,20,4.02,23,4.63,38019
38,20,442,234,52.94,172,38.91,15,3.39,21,4.75,38020
38,21,365,249,68.22,85,23.29,22,6.03,9,2.47,38021
38,22,416,293,70.43,101,24.28,12,2.88,10,2.4,38022
38,23,434,296,68.2,115,26.5,7,1.61,16,3.69,38023
38,24,458,242,52.84,186,40.61,14,3.06,16,3.49,38024
38,25,375,248,66.13,107,28.53,10,2.67,10,2.67,38025
38,26,441,279,63.27,139,31.52,9,2.04,14,3.17,38026
38,27,428,259,60.51,144,33.64,13,3.04,12,2.8,38027
38,28,517,282,54.55,203,39.26,14,2.71,18,3.48,38028
38,29,422,285,67.54,107,25.36,14,3.32,16,3.79,38029
38,30,429,247,57.58,157,36.6,9,2.1,16,3.73,38030
38,31,431,298,69.14,116,26.91,8,1.86,9,2.09,38031
38,32,428,292,68.22,120,28.04,10,2.34,6,1.4,38032
38,33,427,290,67.92,101,23.65,19,4.45,17,3.98,38033
38,34,438,336,76.71,85,19.41,7,1.6,10,2.28,38034
38,35,449,321,71.49,107,23.83,11,2.45,10,2.23,38035
38,36,387,252,65.12,114,29.46,9,2.33,12,3.1,38036
38,37,432,297,68.75,119,27.55,7,1.62,9,2.08,38037
38,38,407,243,59.71,138,33.91,13,3.19,13,3.19,38038
38,39,456,307,67.32,122,26.75,15,3.29,12,2.63,38039
38,40,447,281,62.86,144,32.21,17,3.8,5,1.12,38040
38,41,396,292,73.74,89,22.47,7,1.77,8,2.02,38041
39,1,478,253,52.93,198,41.42,13,2.72,14,2.93,39001
39,2,458,282,61.57,162,35.37,7,1.53,7,1.53,39002
39,3,517,378,73.11,104,20.12,20,3.87,15,2.9,39003
39,4,424,252,59.43,151,35.61,7,1.65,14,3.3,39004
39,5,467,304,65.1,135,28.91,12,2.57,16,3.43,39005
39,6,427,320,74.94,92,21.55,9,2.11,6,1.41,39006
39,7,416,306,73.56,93,22.36,13,3.13,4,0.96,39007
39,8,479,383,79.96,78,16.28,10,2.09,8,1.67,39008
39,9,427,304,71.19,100,23.42,11,2.58,12,2.81,39009
39,10,229,194,84.72,26,11.35,8,3.49,1,0.44,39010
39,11,408,292,71.57,91,22.3,11,2.7,14,3.43,39011
39,12,592,490,82.77,71,11.99,26,4.39,5,0.84,39012
39,13,388,270,69.59,94,24.23,9,2.32,15,3.87,39013
39,14,492,358,72.76,118,23.98,9,1.83,7,1.42,39014
39,15,519,273,52.6,229,44.12,7,1.35,10,1.93,39015
39,16,376,284,75.53,83,22.07,8,2.13,1,0.27,39016
39,17,494,351,71.05,118,23.89,15,3.04,10,2.02,39017
39,18,444,332,74.77,88,19.82,15,3.38,9,2.03,39018
39,19,468,336,71.79,94,20.09,17,3.63,21,4.49,39019
39,20,575,331,57.57,207,36.0,14,2.43,23,4.0,39020
39,21,434,243,55.99,166,38.25,11,2.53,14,3.23,39021
39,22,387,293,75.71,80,20.67,10,2.58,4,1.03,39022
39,23,485,263,54.23,189,38.97,21,4.33,12,2.47,39023
39,24,596,325,54.53,237,39.77,15,2.52,19,3.19,39024
39,25,394,326,82.74,53,13.45,9,2.28,6,1.52,39025
39,26,447,242,54.14,174,38.93,11,2.46,20,4.47,39026
39,27,83,43,51.81,39,46.99,1,1.2,0,0.0,39027
39,28,572,463,80.94,89,15.56,13,2.27,7,1.22,39028
39,29,255,217,85.1,26,10.2,9,3.53,3,1.18,39029
39,30,548,454,82.85,74,13.5,13,2.37,7,1.28,39030
39,31,386,317,82.12,56,14.51,6,1.55,7,1.81,39031
39,32,402,239,59.45,143,35.57,11,2.74,9,2.24,39032
39,33,516,366,70.93,134,25.97,11,2.13,5,0.97,39033
39,34,511,391,76.52,85,16.63,25,4.89,10,1.96,39034
39,35,460,347,75.43,96,20.87,12,2.61,5,1.09,39035
39,36,131,104,79.39,22,16.79,1,0.76,4,3.05,39036
39,37,469,283,60.34,164,34.97,11,2.35,11,2.35,39037
39,38,281,174,61.92,98,34.88,3,1.07,6,2.14,39038
39,39,302,206,68.21,84,27.81,9,2.98,3,0.99,39039
39,40,431,266,61.72,155,35.96,5,1.16,5,1.16,39040
39,41,498,298,59.84,169,33.94,10,2.01,21,4.22,39041
39,42,511,245,47.95,240,46.97,12,2.35,14,2.74,39042
39,43,510,283,55.49,206,40.39,6,1.18,15,2.94,39043
39,44,363,207,57.02,145,39.94,3,0.83,8,2.2,39044
39,45,459,249,54.25,191,41.61,10,2.18,9,1.96,39045
40,1,441,326,73.92,94,21.32,9,2.04,12,2.72,40001
40,2,437,347,79.41,70,16.02,14,3.2,6,1.37,40002
40,3,649,560,86.29,70,10.79,11,1.69,8,1.23,40003
40,4,291,222,76.29,58,19.93,4,1.37,7,2.41,40004
40,5,530,430,81.13,87,16.42,9,1.7,4,0.75,40005
40,6,638,553,86.68,66,10.34,16,2.51,3,0.47,40006
40,7,521,428,82.15,77,14.78,8,1.54,8,1.54,40007
40,8,682,583,85.48,77,11.29,18,2.64,4,0.59,40008
40,9,415,337,81.2,64,15.42,10,2.41,4,0.96,40009
40,10,478,392,82.01,71,14.85,10,2.09,5,1.05,40010
40,11,549,437,79.6,81,14.75,25,4.55,6,1.09,40011
40,12,465,378,81.29,68,14.62,11,2.37,8,1.72,40012
40,13,835,735,88.02,76,9.1,21,2.51,3,0.36,40013
40,14,407,306,75.18,83,20.39,13,3.19,5,1.23,40014
40,15,450,353,78.44,77,17.11,13,2.89,7,1.56,40015
40,16,718,606,84.4,88,12.26,21,2.92,3,0.42,40016
40,17,431,335,77.73,82,19.03,4,0.93,10,2.32,40017
40,18,387,334,86.3,34,8.79,12,3.1,7,1.81,40018
40,19,586,472,80.55,88,15.02,15,2.56,11,1.88,40019
40,20,507,428,84.42,57,11.24,14,2.76,8,1.58,40020
40,21,589,494,83.87,80,13.58,9,1.53,6,1.02,40021
40,22,590,506,85.76,68,11.53,13,2.2,3,0.51,40022
40,23,629,542,86.17,70,11.13,14,2.23,3,0.48,40023
40,24,414,307,74.15,83,20.05,14,3.38,10,2.42,40024
40,25,626,553,88.34,56,8.95,8,1.28,9,1.44,40025
40,26,563,504,89.52,51,9.06,5,0.89,3,0.53,40026
40,27,714,599,83.89,81,11.34,25,3.5,9,1.26,40027
40,28,567,500,88.18,48,8.47,12,2.12,7,1.23,40028
40,29,486,361,74.28,110,22.63,7,1.44,8,1.65,40029
40,30,428,302,70.56,113,26.4,7,1.64,6,1.4,40030
40,31,590,527,89.32,51,8.64,10,1.69,2,0.34,40031
40,32,594,505,85.02,75,12.63,10,1.68,4,0.67,40032
40,33,536,473,88.25,51,9.51,9,1.68,3,0.56,40033
40,34,427,329,77.05,87,20.37,7,1.64,4,0.94,40034
40,35,350,271,77.43,57,16.29,14,4.0,8,2.29,40035
40,36,506,420,83.0,71,14.03,11,2.17,4,0.79,40036
40,37,471,411,87.26,46,9.77,8,1.7,6,1.27,40037
40,38,660,564,85.45,78,11.82,12,1.82,6,0.91,40038
40,39,193,166,86.01,21,10.88,3,1.55,3,1.55,40039
41,1,434,204,47.0,206,47.47,12,2.76,12,2.76,41001
41,2,445,204,45.84,209,46.97,17,3.82,15,3.37,41002
41,3,453,236,52.1,192,42.38,9,1.99,16,3.53,41003
41,4,481,249,51.77,206,42.83,11,2.29,15,3.12,41004
41,5,564,302,53.55,213,37.77,21,3.72,28,4.96,41005
41,6,569,267,46.92,281,49.38,10,1.76,11,1.93,41006
41,7,530,256,48.3,241,45.47,16,3.02,17,3.21,41007
41,8,466,227,48.71,213,45.71,9,1.93,17,3.65,41008
41,9,469,275,58.64,177,37.74,5,1.07,12,2.56,41009
41,10,506,254,50.2,228,45.06,13,2.57,11,2.17,41010
41,11,533,258,48.41,228,42.78,13,2.44,34,6.38,41011
41,12,465,264,56.77,184,39.57,5,1.08,12,2.58,41012
41,13,561,282,50.27,244,43.49,9,1.6,26,4.63,41013
41,14,544,287,52.76,235,43.2,11,2.02,11,2.02,41014
41,15,592,316,53.38,246,41.55,13,2.2,17,2.87,41015
41,16,438,230,52.51,188,42.92,8,1.83,12,2.74,41016
41,17,471,262,55.63,180,38.22,9,1.91,20,4.25,41017
41,18,446,231,51.79,195,43.72,8,1.79,12,2.69,41018
41,19,561,279,49.73,253,45.1,12,2.14,17,3.03,41019
41,20,361,191,52.91,151,41.83,2,0.55,17,4.71,41020
41,21,518,286,55.21,206,39.77,10,1.93,16,3.09,41021
41,22,535,264,49.35,252,47.1,8,1.5,11,2.06,41022
41,23,468,195,41.67,242,51.71,7,1.5,24,5.13,41023
41,24,420,196,46.67,205,48.81,6,1.43,13,3.1,41024
41,25,376,220,58.51,135,35.9,13,3.46,8,2.13,41025
41,26,470,242,51.49,206,43.83,14,2.98,8,1.7,41026
41,27,385,211,54.81,156,40.52,6,1.56,12,3.12,41027
41,28,472,311,65.89,137,29.03,9,1.91,15,3.18,41028
41,29,333,195,58.56,120,36.04,11,3.3,7,2.1,41029
41,30,490,266,54.29,202,41.22,7,1.43,15,3.06,41030
41,31,516,266,51.55,211,40.89,14,2.71,25,4.84,41031
41,32,389,204,52.44,162,41.65,9,2.31,14,3.6,41032
41,33,459,241,52.51,196,42.7,6,1.31,16,3.49,41033
41,34,428,224,52.34,190,44.39,6,1.4,8,1.87,41034
41,35,585,285,48.72,261,44.62,16,2.74,23,3.93,41035
41,36,477,242,50.73,206,43.19,9,1.89,20,4.19,41036
41,37,547,316,57.77,206,37.66,9,1.65,16,2.93,41037
41,38,449,234,52.12,188,41.87,16,3.56,11,2.45,41038
41,39,519,259,49.9,237,45.66,10,1.93,13,2.5,41039
