ward,precinct,total,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Linda L. Mastandrea,Linda L. Mastandrea Percent,precinct_id
48,36,66,43,65.15,23,34.85,48036
48,37,37,28,75.68,9,24.32,48037
48,38,72,56,77.78,16,22.22,48038
48,39,67,46,68.66,21,31.34,48039
48,40,44,27,61.36,17,38.64,48040
48,41,47,29,61.7,18,38.3,48041
48,42,68,50,73.53,18,26.47,48042
48,43,73,51,69.86,22,30.14,48043
48,44,57,41,71.93,16,28.07,48044
48,45,41,26,63.41,15,36.59,48045
48,46,72,44,61.11,28,38.89,48046
49,1,61,32,52.46,29,47.54,49001
49,2,55,30,54.55,25,45.45,49002
49,3,97,50,51.55,47,48.45,49003
49,4,86,45,52.33,41,47.67,49004
49,5,125,56,44.8,69,55.2,49005
49,6,72,36,50.0,36,50.0,49006
49,7,57,25,43.86,32,56.14,49007
49,8,61,31,50.82,30,49.18,49008
49,9,86,44,51.16,42,48.84,49009
49,10,66,40,60.61,26,39.39,49010
49,11,100,54,54.0,46,46.0,49011
49,12,120,59,49.17,61,50.83,49012
49,13,99,56,56.57,43,43.43,49013
49,14,81,47,58.02,34,41.98,49014
49,15,47,25,53.19,22,46.81,49015
49,16,92,48,52.17,44,47.83,49016
49,17,120,57,47.5,63,52.5,49017
49,18,99,56,56.57,43,43.43,49018
49,19,66,36,54.55,30,45.45,49019
49,20,86,37,43.02,49,56.98,49020
49,21,63,38,60.32,25,39.68,49021
49,22,115,65,56.52,50,43.48,49022
49,23,70,36,51.43,34,48.57,49023
49,24,55,30,54.55,25,45.45,49024
49,25,96,54,56.25,42,43.75,49025
49,26,91,45,49.45,46,50.55,49026
49,27,62,34,54.84,28,45.16,49027
49,28,72,38,52.78,34,47.22,49028
49,29,102,35,34.31,67,65.69,49029
49,30,90,44,48.89,46,51.11,49030
49,31,75,45,60.0,30,40.0,49031
49,32,88,47,53.41,41,46.59,49032
49,33,74,46,62.16,28,37.84,49033
50,1,53,34,64.15,19,35.85,50001
50,2,36,19,52.78,17,47.22,50002
50,3,49,31,63.27,18,36.73,50003
50,4,66,39,59.09,27,40.91,50004
50,5,35,26,74.29,9,25.71,50005
50,6,78,53,67.95,25,32.05,50006
50,7,89,55,61.8,34,38.2,50007
50,8,42,24,57.14,18,42.86,50008
50,9,65,35,53.85,30,46.15,50009
50,10,37,21,56.76,16,43.24,50010
50,11,27,19,70.37,8,29.63,50011
50,12,40,24,60.0,16,40.0,50012
50,13,50,35,70.0,15,30.0,50013
50,14,29,19,65.52,10,34.48,50014
50,15,87,46,52.87,41,47.13,50015
50,16,34,25,73.53,9,26.47,50016
50,17,35,18,51.43,17,48.57,50017
50,18,23,17,73.91,6,26.09,50018
50,19,46,34,73.91,12,26.09,50019
50,20,60,43,71.67,17,28.33,50020
50,21,46,29,63.04,17,36.96,50021
50,22,27,16,59.26,11,40.74,50022
50,23,27,20,74.07,7,25.93,50023
50,24,32,16,50.0,16,50.0,50024
50,25,36,18,50.0,18,50.0,50025
50,26,53,37,69.81,16,30.19,50026
50,27,18,5,27.78,13,72.22,50027
50,28,91,57,62.64,34,37.36,50028
50,29,32,12,37.5,20,62.5,50029
50,30,30,19,63.33,11,36.67,50030
50,31,48,31,64.58,17,35.42,50031
50,32,34,25,73.53,9,26.47,50032
50,33,37,25,67.57,12,32.43,50033
50,34,90,54,60.0,36,40.0,50034
50,35,77,48,62.34,29,37.66,50035
50,36,61,33,54.1,28,45.9,50036
50,37,74,43,58.11,31,41.89,50037
50,38,50,29,58.0,21,42.0,50038
50,39,33,24,72.73,9,27.27,50039
50,40,34,20,58.82,14,41.18,50040
