ward,precinct,total,Sharon Oden Johnson,Sharon Oden Johnson Percent,John B. Simon,John B. Simon Percent,precinct_id
48,38,78,10,12.82,68,87.18,48038
48,39,69,25,36.23,44,63.77,48039
48,40,46,13,28.26,33,71.74,48040
48,41,55,26,47.27,29,52.73,48041
48,42,69,30,43.48,39,56.52,48042
48,43,76,23,30.26,53,69.74,48043
48,44,60,13,21.67,47,78.33,48044
48,45,48,13,27.08,35,72.92,48045
48,46,79,25,31.65,54,68.35,48046
49,1,66,40,60.61,26,39.39,49001
49,2,59,14,23.73,45,76.27,49002
49,3,92,26,28.26,66,71.74,49003
49,4,92,30,32.61,62,67.39,49004
49,5,132,63,47.73,69,52.27,49005
49,6,75,21,28.0,54,72.0,49006
49,7,65,20,30.77,45,69.23,49007
49,8,69,16,23.19,53,76.81,49008
49,9,92,25,27.17,67,72.83,49009
49,10,69,25,36.23,44,63.77,49010
49,11,107,31,28.97,76,71.03,49011
49,12,116,24,20.69,92,79.31,49012
49,13,107,38,35.51,69,64.49,49013
49,14,88,38,43.18,50,56.82,49014
49,15,51,23,45.1,28,54.9,49015
49,16,99,30,30.3,69,69.7,49016
49,17,138,62,44.93,76,55.07,49017
49,18,107,36,33.64,71,66.36,49018
49,19,70,35,50.0,35,50.0,49019
49,20,86,22,25.58,64,74.42,49020
49,21,62,18,29.03,44,70.97,49021
49,22,117,40,34.19,77,65.81,49022
49,23,72,23,31.94,49,68.06,49023
49,24,62,19,30.65,43,69.35,49024
49,25,98,31,31.63,67,68.37,49025
49,26,90,34,37.78,56,62.22,49026
49,27,67,24,35.82,43,64.18,49027
49,28,77,24,31.17,53,68.83,49028
49,29,105,35,33.33,70,66.67,49029
49,30,99,38,38.38,61,61.62,49030
49,31,81,28,34.57,53,65.43,49031
49,32,88,49,55.68,39,44.32,49032
49,33,76,31,40.79,45,59.21,49033
50,1,59,15,25.42,44,74.58,50001
50,2,37,11,29.73,26,70.27,50002
50,3,57,8,14.04,49,85.96,50003
50,4,69,28,40.58,41,59.42,50004
50,5,39,6,15.38,33,84.62,50005
50,6,89,24,26.97,65,73.03,50006
50,7,94,29,30.85,65,69.15,50007
50,8,48,13,27.08,35,72.92,50008
50,9,68,31,45.59,37,54.41,50009
50,10,45,16,35.56,29,64.44,50010
50,11,31,6,19.35,25,80.65,50011
50,12,53,10,18.87,43,81.13,50012
50,13,51,20,39.22,31,60.78,50013
50,14,35,14,40.0,21,60.0,50014
50,15,95,34,35.79,61,64.21,50015
50,16,39,13,33.33,26,66.67,50016
50,17,40,26,65.0,14,35.0,50017
50,18,30,7,23.33,23,76.67,50018
50,19,50,19,38.0,31,62.0,50019
50,20,64,19,29.69,45,70.31,50020
50,21,55,14,25.45,41,74.55,50021
50,22,30,6,20.0,24,80.0,50022
50,23,31,12,38.71,19,61.29,50023
50,24,43,9,20.93,34,79.07,50024
50,25,48,17,35.42,31,64.58,50025
50,26,62,28,45.16,34,54.84,50026
50,27,21,7,33.33,14,66.67,50027
50,28,101,45,44.55,56,55.45,50028
50,29,36,14,38.89,22,61.11,50029
50,30,32,15,46.88,17,53.13,50030
50,31,49,23,46.94,26,53.06,50031
50,32,38,12,31.58,26,68.42,50032
50,33,44,11,25.0,33,75.0,50033
50,34,93,21,22.58,72,77.42,50034
50,35,79,30,37.97,49,62.03,50035
50,36,66,12,18.18,54,81.82,50036
50,37,84,39,46.43,45,53.57,50037
50,38,55,12,21.82,43,78.18,50038
50,39,43,10,23.26,33,76.74,50039
50,40,45,11,24.44,34,75.56,50040
