ward,precinct,total,Jesse G. Reyes,Jesse G. Reyes Percent,Terry MacCarthy,Terry MacCarthy Percent,precinct_id
39,33,196,126,64.29,70,35.71,39033
39,34,206,106,51.46,100,48.54,39034
39,35,192,99,51.56,93,48.44,39035
39,36,180,102,56.67,78,43.33,39036
39,37,255,91,35.69,164,64.31,39037
39,38,179,90,50.28,89,49.72,39038
39,39,86,50,58.14,36,41.86,39039
39,40,108,43,39.81,65,60.19,39040
39,41,65,36,55.38,29,44.62,39041
39,42,143,65,45.45,78,54.55,39042
39,43,173,104,60.12,69,39.88,39043
39,44,236,154,65.25,82,34.75,39044
39,45,101,57,56.44,44,43.56,39045
39,46,163,89,54.6,74,45.4,39046
39,47,87,37,42.53,50,57.47,39047
40,1,113,59,52.21,54,47.79,40001
40,2,120,71,59.17,49,40.83,40002
40,3,173,106,61.27,67,38.73,40003
40,4,166,99,59.64,67,40.36,40004
40,5,168,83,49.4,85,50.6,40005
40,6,187,98,52.41,89,47.59,40006
40,7,184,106,57.61,78,42.39,40007
40,8,37,16,43.24,21,56.76,40008
40,9,149,89,59.73,60,40.27,40009
40,10,176,103,58.52,73,41.48,40010
40,11,166,100,60.24,66,39.76,40011
40,12,145,93,64.14,52,35.86,40012
40,13,201,128,63.68,73,36.32,40013
40,14,154,81,52.6,73,47.4,40014
40,15,174,102,58.62,72,41.38,40015
40,16,150,96,64.0,54,36.0,40016
40,17,82,47,57.32,35,42.68,40017
40,18,174,102,58.62,72,41.38,40018
40,19,131,77,58.78,54,41.22,40019
40,20,147,99,67.35,48,32.65,40020
40,21,162,79,48.77,83,51.23,40021
40,22,95,60,63.16,35,36.84,40022
40,23,222,118,53.15,104,46.85,40023
40,24,100,53,53.0,47,47.0,40024
40,25,143,84,58.74,59,41.26,40025
40,26,188,122,64.89,66,35.11,40026
40,27,125,65,52.0,60,48.0,40027
40,28,205,133,64.88,72,35.12,40028
40,29,192,110,57.29,82,42.71,40029
40,30,192,126,65.63,66,34.38,40030
40,31,138,94,68.12,44,31.88,40031
40,32,86,49,56.98,37,43.02,40032
40,33,188,110,58.51,78,41.49,40033
40,34,112,70,62.5,42,37.5,40034
40,35,162,96,59.26,66,40.74,40035
40,36,158,93,58.86,65,41.14,40036
40,37,127,82,64.57,45,35.43,40037
40,38,105,61,58.1,44,41.9,40038
40,39,130,73,56.15,57,43.85,40039
40,40,114,72,63.16,42,36.84,40040
40,41,208,125,60.1,83,39.9,40041
40,42,193,118,61.14,75,38.86,40042
40,43,194,101,52.06,93,47.94,40043
40,44,129,69,53.49,60,46.51,40044
40,45,250,140,56.0,110,44.0,40045
40,46,208,102,49.04,106,50.96,40046
40,47,173,113,65.32,60,34.68,40047
40,48,116,70,60.34,46,39.66,40048
40,49,103,64,62.14,39,37.86,40049
41,1,205,52,25.37,153,74.63,41001
41,2,233,63,27.04,170,72.96,41002
41,3,203,74,36.45,129,63.55,41003
41,4,219,63,28.77,156,71.23,41004
41,5,224,65,29.02,159,70.98,41005
41,6,205,55,26.83,150,73.17,41006
41,7,234,71,30.34,163,69.66,41007
41,8,198,43,21.72,155,78.28,41008
41,9,210,80,38.1,130,61.9,41009
41,10,162,62,38.27,100,61.73,41010
41,11,217,93,42.86,124,57.14,41011
41,12,186,73,39.25,113,60.75,41012
41,13,113,28,24.78,85,75.22,41013
41,14,221,91,41.18,130,58.82,41014
41,15,206,78,37.86,128,62.14,41015
41,16,206,80,38.83,126,61.17,41016
41,17,212,73,34.43,139,65.57,41017
41,18,164,54,32.93,110,67.07,41018
41,19,249,109,43.78,140,56.22,41019
41,20,240,86,35.83,154,64.17,41020
41,21,219,80,36.53,139,63.47,41021
41,22,194,67,34.54,127,65.46,41022
41,23,190,67,35.26,123,64.74,41023
41,24,196,69,35.2,127,64.8,41024
41,25,72,26,36.11,46,63.89,41025
41,26,92,28,30.43,64,69.57,41026
41,27,62,26,41.94,36,58.06,41027
41,28,176,88,50.0,88,50.0,41028
41,29,99,46,46.46,53,53.54,41029
41,30,245,77,31.43,168,68.57,41030
41,31,226,57,25.22,169,74.78,41031
41,32,142,49,34.51,93,65.49,41032
41,33,151,40,26.49,111,73.51,41033
41,34,137,47,34.31,90,65.69,41034
41,35,217,73,33.64,144,66.36,41035
41,36,211,83,39.34,128,60.66,41036
41,37,209,55,26.32,154,73.68,41037
41,38,225,75,33.33,150,66.67,41038
41,39,142,59,41.55,83,58.45,41039
41,40,230,78,33.91,152,66.09,41040
41,41,196,59,30.1,137,69.9,41041
41,42,234,65,27.78,169,72.22,41042
41,43,208,86,41.35,122,58.65,41043
41,44,196,82,41.84,114,58.16,41044
41,45,183,73,39.89,110,60.11,41045
41,46,165,40,24.24,125,75.76,41046
41,47,183,57,31.15,126,68.85,41047
41,48,130,58,44.62,72,55.38,41048
41,49,257,79,30.74,178,69.26,41049
41,50,218,76,34.86,142,65.14,41050
41,51,144,38,26.39,106,73.61,41051
41,52,260,111,42.69,149,57.31,41052
41,53,214,82,38.32,132,61.68,41053
41,54,167,69,41.32,98,58.68,41054
41,55,177,70,39.55,107,60.45,41055
41,56,257,62,24.12,195,75.88,41056
41,57,167,73,43.71,94,56.29,41057
42,1,187,114,60.96,73,39.04,42001
42,2,113,69,61.06,44,38.94,42002
42,3,126,71,56.35,55,43.65,42003
42,4,141,81,57.45,60,42.55,42004
42,5,146,81,55.48,65,44.52,42005
42,6,311,168,54.02,143,45.98,42006
42,7,148,82,55.41,66,44.59,42007
42,8,190,89,46.84,101,53.16,42008
42,9,329,168,51.06,161,48.94,42009
42,10,133,74,55.64,59,44.36,42010
42,11,163,105,64.42,58,35.58,42011
42,12,124,63,50.81,61,49.19,42012
42,13,267,148,55.43,119,44.57,42013
42,14,163,95,58.28,68,41.72,42014
42,15,198,114,57.58,84,42.42,42015
42,16,100,63,63.0,37,37.0,42016
42,17,318,181,56.92,137,43.08,42017
42,18,244,137,56.15,107,43.85,42018
42,19,64,39,60.94,25,39.06,42019
42,20,100,48,48.0,52,52.0,42020
42,21,117,67,57.26,50,42.74,42021
42,22,110,55,50.0,55,50.0,42022
42,23,206,111,53.88,95,46.12,42023
42,24,168,90,53.57,78,46.43,42024
42,25,139,71,51.08,68,48.92,42025
42,26,196,109,55.61,87,44.39,42026
42,27,214,117,54.67,97,45.33,42027
42,28,174,93,53.45,81,46.55,42028
42,29,184,103,55.98,81,44.02,42029
42,30,101,62,61.39,39,38.61,42030
42,31,107,53,49.53,54,50.47,42031
42,32,96,61,63.54,35,36.46,42032
42,33,233,141,60.52,92,39.48,42033
42,34,154,91,59.09,63,40.91,42034
42,35,134,92,68.66,42,31.34,42035
42,36,133,79,59.4,54,40.6,42036
42,37,122,72,59.02,50,40.98,42037
42,38,105,58,55.24,47,44.76,42038
42,39,115,82,71.3,33,28.7,42039
42,40,172,99,57.56,73,42.44,42040
42,41,200,95,47.5,105,52.5,42041
42,42,90,42,46.67,48,53.33,42042
42,43,173,79,45.66,94,54.34,42043
42,44,223,124,55.61,99,44.39,42044
42,45,161,91,56.52,70,43.48,42045
42,46,126,71,56.35,55,43.65,42046
42,47,104,64,61.54,40,38.46,42047
42,48,126,63,50.0,63,50.0,42048
42,49,47,24,51.06,23,48.94,42049
42,50,124,68,54.84,56,45.16,42050
42,51,177,99,55.93,78,44.07,42051
42,52,89,53,59.55,36,40.45,42052
42,53,174,105,60.34,69,39.66,42053
42,54,138,80,57.97,58,42.03,42054
42,55,174,98,56.32,76,43.68,42055
42,56,178,94,52.81,84,47.19,42056
42,57,132,72,54.55,60,45.45,42057
42,58,75,38,50.67,37,49.33,42058
42,59,206,118,57.28,88,42.72,42059
42,60,94,54,57.45,40,42.55,42060
42,61,93,55,59.14,38,40.86,42061
42,62,99,45,45.45,54,54.55,42062
42,63,155,68,43.87,87,56.13,42063
42,64,62,35,56.45,27,43.55,42064
42,65,142,79,55.63,63,44.37,42065
42,66,166,85,51.2,81,48.8,42066
42,67,272,131,48.16,141,51.84,42067
42,68,136,70,51.47,66,48.53,42068
42,69,148,84,56.76,64,43.24,42069
43,1,228,126,55.26,102,44.74,43001
43,2,160,88,55.0,72,45.0,43002
43,3,187,98,52.41,89,47.59,43003
43,4,212,108,50.94,104,49.06,43004
43,5,175,109,62.29,66,37.71,43005
43,6,121,69,57.02,52,42.98,43006
43,7,183,109,59.56,74,40.44,43007
43,8,200,102,51.0,98,49.0,43008
43,9,154,75,48.7,79,51.3,43009
43,10,149,83,55.7,66,44.3,43010
43,11,130,62,47.69,68,52.31,43011
43,12,196,112,57.14,84,42.86,43012
43,13,86,50,58.14,36,41.86,43013
43,14,139,81,58.27,58,41.73,43014
43,15,141,81,57.45,60,42.55,43015
43,16,161,89,55.28,72,44.72,43016
43,17,169,101,59.76,68,40.24,43017
43,18,192,104,54.17,88,45.83,43018
43,19,122,63,51.64,59,48.36,43019
43,20,188,102,54.26,86,45.74,43020
43,21,193,101,52.33,92,47.67,43021
43,22,117,62,52.99,55,47.01,43022
43,23,162,87,53.7,75,46.3,43023
43,24,178,101,56.74,77,43.26,43024
43,25,196,113,57.65,83,42.35,43025
43,26,123,64,52.03,59,47.97,43026
43,27,138,83,60.14,55,39.86,43027
43,28,208,107,51.44,101,48.56,43028
43,29,141,68,48.23,73,51.77,43029
43,30,115,60,52.17,55,47.83,43030
43,31,182,104,57.14,78,42.86,43031
43,32,153,90,58.82,63,41.18,43032
43,33,98,56,57.14,42,42.86,43033
43,34,96,53,55.21,43,44.79,43034
43,35,183,91,49.73,92,50.27,43035
43,36,153,86,56.21,67,43.79,43036
43,37,137,83,60.58,54,39.42,43037
43,38,151,84,55.63,67,44.37,43038
43,39,112,54,48.21,58,51.79,43039
43,40,81,30,37.04,51,62.96,43040
43,41,94,50,53.19,44,46.81,43041
43,42,133,73,54.89,60,45.11,43042
43,43,133,68,51.13,65,48.87,43043
43,44,157,90,57.32,67,42.68,43044
43,45,39,22,56.41,17,43.59,43045
43,46,175,106,60.57,69,39.43,43046
43,47,153,81,52.94,72,47.06,43047
43,48,176,99,56.25,77,43.75,43048
43,49,158,87,55.06,71,44.94,43049
43,50,112,66,58.93,46,41.07,43050
43,51,210,120,57.14,90,42.86,43051
43,52,129,79,61.24,50,38.76,43052
43,53,187,91,48.66,96,51.34,43053
43,54,125,60,48.0,65,52.0,43054
43,55,177,122,68.93,55,31.07,43055
43,56,94,54,57.45,40,42.55,43056
43,57,127,77,60.63,50,39.37,43057
43,58,137,80,58.39,57,41.61,43058
43,59,159,83,52.2,76,47.8,43059
44,1,160,91,56.88,69,43.13,44001
44,2,147,81,55.1,66,44.9,44002
44,3,204,130,63.73,74,36.27,44003
44,4,190,108,56.84,82,43.16,44004
44,5,223,129,57.85,94,42.15,44005
44,6,192,112,58.33,80,41.67,44006
44,7,177,110,62.15,67,37.85,44007
44,8,84,50,59.52,34,40.48,44008
44,9,123,67,54.47,56,45.53,44009
44,10,127,72,56.69,55,43.31,44010
44,11,169,98,57.99,71,42.01,44011
44,12,136,86,63.24,50,36.76,44012
44,13,134,73,54.48,61,45.52,44013
44,14,182,97,53.3,85,46.7,44014
44,15,214,121,56.54,93,43.46,44015
44,16,189,95,50.26,94,49.74,44016
44,17,218,135,61.93,83,38.07,44017
44,18,129,71,55.04,58,44.96,44018
44,19,103,70,67.96,33,32.04,44019
44,20,165,96,58.18,69,41.82,44020
44,21,211,111,52.61,100,47.39,44021
44,22,221,126,57.01,95,42.99,44022
44,23,169,104,61.54,65,38.46,44023
44,24,116,74,63.79,42,36.21,44024
44,25,172,88,51.16,84,48.84,44025
44,26,148,88,59.46,60,40.54,44026
44,27,218,126,57.8,92,42.2,44027
44,28,145,81,55.86,64,44.14,44028
44,29,197,114,57.87,83,42.13,44029
44,30,182,108,59.34,74,40.66,44030
44,31,177,109,61.58,68,38.42,44031
44,32,133,73,54.89,60,45.11,44032
44,33,250,137,54.8,113,45.2,44033
44,34,124,73,58.87,51,41.13,44034
44,35,145,96,66.21,49,33.79,44035
44,36,157,103,65.61,54,34.39,44036
44,37,219,128,58.45,91,41.55,44037
44,38,163,89,54.6,74,45.4,44038
44,39,184,103,55.98,81,44.02,44039
44,40,180,105,58.33,75,41.67,44040
44,41,161,100,62.11,61,37.89,44041
44,42,232,130,56.03,102,43.97,44042
44,43,201,114,56.72,87,43.28,44043
44,44,227,140,61.67,87,38.33,44044
44,45,195,103,52.82,92,47.18,44045
44,46,132,73,55.3,59,44.7,44046
44,47,211,128,60.66,83,39.34,44047
44,48,121,72,59.5,49,40.5,44048
44,49,285,166,58.25,119,41.75,44049
44,50,164,85,51.83,79,48.17,44050
44,51,132,72,54.55,60,45.45,44051
45,1,178,96,53.93,82,46.07,45001
45,2,218,105,48.17,113,51.83,45002
45,3,263,133,50.57,130,49.43,45003
45,4,234,87,37.18,147,62.82,45004
45,5,208,96,46.15,112,53.85,45005
45,6,199,95,47.74,104,52.26,45006
45,7,167,70,41.92,97,58.08,45007
45,8,152,61,40.13,91,59.87,45008
45,9,188,79,42.02,109,57.98,45009
45,10,222,90,40.54,132,59.46,45010
45,11,171,50,29.24,121,70.76,45011
45,12,218,94,43.12,124,56.88,45012
45,13,218,109,50.0,109,50.0,45013
45,14,223,102,45.74,121,54.26,45014
45,15,217,87,40.09,130,59.91,45015
45,16,209,141,67.46,68,32.54,45016
45,17,165,58,35.15,107,64.85,45017
45,18,199,89,44.72,110,55.28,45018
45,19,188,74,39.36,114,60.64,45019
45,20,189,89,47.09,100,52.91,45020
45,21,193,84,43.52,109,56.48,45021
45,22,156,70,44.87,86,55.13,45022
45,23,213,88,41.31,125,58.69,45023
45,24,231,102,44.16,129,55.84,45024
45,25,216,104,48.15,112,51.85,45025
45,26,239,129,53.97,110,46.03,45026
45,27,177,86,48.59,91,51.41,45027
45,28,191,106,55.5,85,44.5,45028
45,29,189,91,48.15,98,51.85,45029
45,30,183,62,33.88,121,66.12,45030
45,31,212,108,50.94,104,49.06,45031
45,32,130,51,39.23,79,60.77,45032
45,33,176,67,38.07,109,61.93,45033
45,34,145,53,36.55,92,63.45,45034
45,35,177,87,49.15,90,50.85,45035
45,36,159,81,50.94,78,49.06,45036
45,37,206,113,54.85,93,45.15,45037
45,38,232,122,52.59,110,47.41,45038
45,39,212,93,43.87,119,56.13,45039
45,40,242,131,54.13,111,45.87,45040
45,41,137,80,58.39,57,41.61,45041
45,42,196,80,40.82,116,59.18,45042
45,43,177,72,40.68,105,59.32,45043
45,44,217,95,43.78,122,56.22,45044
45,45,145,55,37.93,90,62.07,45045
45,46,220,100,45.45,120,54.55,45046
45,47,205,102,49.76,103,50.24,45047
45,48,183,105,57.38,78,42.62,45048
45,49,194,84,43.3,110,56.7,45049
45,50,152,72,47.37,80,52.63,45050
45,51,177,78,44.07,99,55.93,45051
45,52,194,89,45.88,105,54.12,45052
45,53,151,78,51.66,73,48.34,45053
46,1,318,198,62.26,120,37.74,46001
46,2,215,129,60.0,86,40.0,46002
46,3,234,156,66.67,78,33.33,46003
46,4,195,108,55.38,87,44.62,46004
46,5,145,81,55.86,64,44.14,46005
46,6,236,144,61.02,92,38.98,46006
46,7,110,65,59.09,45,40.91,46007
46,8,207,127,61.35,80,38.65,46008
46,9,196,108,55.1,88,44.9,46009
46,10,169,99,58.58,70,41.42,46010
46,11,208,113,54.33,95,45.67,46011
46,12,188,120,63.83,68,36.17,46012
46,13,186,116,62.37,70,37.63,46013
46,14,165,97,58.79,68,41.21,46014
46,15,218,131,60.09,87,39.91,46015
46,16,154,79,51.3,75,48.7,46016
46,17,267,151,56.55,116,43.45,46017
46,18,217,133,61.29,84,38.71,46018
46,19,237,152,64.14,85,35.86,46019
46,20,154,86,55.84,68,44.16,46020
46,21,81,51,62.96,30,37.04,46021
46,22,124,65,52.42,59,47.58,46022
46,23,165,106,64.24,59,35.76,46023
46,24,153,93,60.78,60,39.22,46024
46,25,212,118,55.66,94,44.34,46025
46,26,210,126,60.0,84,40.0,46026
46,27,239,141,59.0,98,41.0,46027
46,28,232,131,56.47,101,43.53,46028
46,29,193,109,56.48,84,43.52,46029
46,30,225,130,57.78,95,42.22,46030
46,31,216,128,59.26,88,40.74,46031
46,32,116,67,57.76,49,42.24,46032
46,33,238,144,60.5,94,39.5,46033
46,34,207,136,65.7,71,34.3,46034
46,35,215,125,58.14,90,41.86,46035
46,36,199,108,54.27,91,45.73,46036
46,37,148,68,45.95,80,54.05,46037
46,38,156,97,62.18,59,37.82,46038
46,39,206,124,60.19,82,39.81,46039
46,40,172,103,59.88,69,40.12,46040
46,41,165,97,58.79,68,41.21,46041
46,42,192,105,54.69,87,45.31,46042
46,43,263,150,57.03,113,42.97,46043
46,44,170,107,62.94,63,37.06,46044
46,45,240,134,55.83,106,44.17,46045
46,46,174,90,51.72,84,48.28,46046
46,47,100,64,64.0,36,36.0,46047
47,1,223,123,55.16,100,44.84,47001
47,2,161,72,44.72,89,55.28,47002
47,3,172,97,56.4,75,43.6,47003
47,4,233,130,55.79,103,44.21,47004
47,5,205,114,55.61,91,44.39,47005
47,6,236,132,55.93,104,44.07,47006
47,7,197,110,55.84,87,44.16,47007
47,8,263,180,68.44,83,31.56,47008
47,9,181,103,56.91,78,43.09,47009
47,10,163,92,56.44,71,43.56,47010
47,11,386,244,63.21,142,36.79,47011
47,12,181,104,57.46,77,42.54,47012
47,13,289,166,57.44,123,42.56,47013
47,14,168,90,53.57,78,46.43,47014
47,15,240,141,58.75,99,41.25,47015
47,16,207,114,55.07,93,44.93,47016
47,17,205,119,58.05,86,41.95,47017
47,18,249,156,62.65,93,37.35,47018
47,19,248,149,60.08,99,39.92,47019
47,20,226,120,53.1,106,46.9,47020
47,21,207,122,58.94,85,41.06,47021
47,22,212,123,58.02,89,41.98,47022
47,23,108,72,66.67,36,33.33,47023
47,24,227,139,61.23,88,38.77,47024
47,25,222,143,64.41,79,35.59,47025
47,26,323,181,56.04,142,43.96,47026
47,27,194,111,57.22,83,42.78,47027
47,28,309,181,58.58,128,41.42,47028
47,29,230,151,65.65,79,34.35,47029
47,30,256,158,61.72,98,38.28,47030
47,31,220,142,64.55,78,35.45,47031
47,32,254,175,68.9,79,31.1,47032
47,33,218,118,54.13,100,45.87,47033
47,34,272,154,56.62,118,43.38,47034
47,35,293,174,59.39,119,40.61,47035
47,36,313,182,58.15,131,41.85,47036
47,37,240,131,54.58,109,45.42,47037
47,38,238,140,58.82,98,41.18,47038
47,39,210,114,54.29,96,45.71,47039
47,40,195,113,57.95,82,42.05,47040
47,41,368,241,65.49,127,34.51,47041
47,42,177,102,57.63,75,42.37,47042
47,43,148,90,60.81,58,39.19,47043
47,44,246,126,51.22,120,48.78,47044
47,45,208,116,55.77,92,44.23,47045
47,46,161,83,51.55,78,48.45,47046
47,47,181,96,53.04,85,46.96,47047
47,48,36,20,55.56,16,44.44,47048
47,49,116,69,59.48,47,40.52,47049
47,50,138,83,60.14,55,39.86,47050
47,51,132,64,48.48,68,51.52,47051
47,52,100,59,59.0,41,41.0,47052
48,1,201,122,60.7,79,39.3,48001
48,2,166,93,56.02,73,43.98,48002
48,3,218,127,58.26,91,41.74,48003
48,4,216,145,67.13,71,32.87,48004
48,5,180,103,57.22,77,42.78,48005
48,6,226,135,59.73,91,40.27,48006
48,7,153,91,59.48,62,40.52,48007
48,8,148,67,45.27,81,54.73,48008
48,9,191,116,60.73,75,39.27,48009
48,10,119,63,52.94,56,47.06,48010
48,11,215,118,54.88,97,45.12,48011
48,12,195,113,57.95,82,42.05,48012
48,13,177,94,53.11,83,46.89,48013
48,14,214,114,53.27,100,46.73,48014
48,15,146,82,56.16,64,43.84,48015
48,16,164,94,57.32,70,42.68,48016
48,17,222,149,67.12,73,32.88,48017
48,18,156,98,62.82,58,37.18,48018
48,19,164,96,58.54,68,41.46,48019
48,20,133,79,59.4,54,40.6,48020
48,21,209,147,70.33,62,29.67,48021
48,22,268,155,57.84,113,42.16,48022
48,23,169,110,65.09,59,34.91,48023
48,24,161,86,53.42,75,46.58,48024
48,25,229,143,62.45,86,37.55,48025
48,26,201,126,62.69,75,37.31,48026
48,27,124,77,62.1,47,37.9,48027
48,28,165,101,61.21,64,38.79,48028
48,29,148,72,48.65,76,51.35,48029
48,30,183,93,50.82,90,49.18,48030
48,31,164,111,67.68,53,32.32,48031
48,32,164,100,60.98,64,39.02,48032
48,33,166,96,57.83,70,42.17,48033
48,34,206,123,59.71,83,40.29,48034
48,35,83,48,57.83,35,42.17,48035
48,36,186,96,51.61,90,48.39,48036
48,37,170,102,60.0,68,40.0,48037
48,38,221,125,56.56,96,43.44,48038
48,39,163,100,61.35,63,38.65,48039
48,40,152,80,52.63,72,47.37,48040
48,41,154,102,66.23,52,33.77,48041
48,42,158,100,63.29,58,36.71,48042
48,43,248,137,55.24,111,44.76,48043
48,44,209,125,59.81,84,40.19,48044
48,45,156,100,64.1,56,35.9,48045
48,46,154,101,65.58,53,34.42,48046
48,47,193,115,59.59,78,40.41,48047
48,48,196,117,59.69,79,40.31,48048
48,49,70,40,57.14,30,42.86,48049
48,50,222,112,50.45,110,49.55,48050
48,51,263,136,51.71,127,48.29,48051
48,52,137,88,64.23,49,35.77,48052
48,53,108,64,59.26,44,40.74,48053
48,54,171,112,65.5,59,34.5,48054
49,1,210,142,67.62,68,32.38,49001
49,2,269,165,61.34,104,38.66,49002
49,3,142,82,57.75,60,42.25,49003
49,4,106,63,59.43,43,40.57,49004
49,5,207,131,63.29,76,36.71,49005
49,6,216,133,61.57,83,38.43,49006
49,7,145,101,69.66,44,30.34,49007
49,8,204,130,63.73,74,36.27,49008
49,9,162,105,64.81,57,35.19,49009
49,10,172,108,62.79,64,37.21,49010
49,11,141,76,53.9,65,46.1,49011
49,12,205,134,65.37,71,34.63,49012
49,13,230,147,63.91,83,36.09,49013
49,14,166,94,56.63,72,43.37,49014
49,15,151,95,62.91,56,37.09,49015
49,16,126,76,60.32,50,39.68,49016
49,17,26,16,61.54,10,38.46,49017
49,18,134,78,58.21,56,41.79,49018
49,19,176,110,62.5,66,37.5,49019
49,20,199,101,50.75,98,49.25,49020
49,21,74,52,70.27,22,29.73,49021
49,22,165,104,63.03,61,36.97,49022
49,23,156,100,64.1,56,35.9,49023
49,24,224,138,61.61,86,38.39,49024
49,25,210,127,60.48,83,39.52,49025
49,26,169,106,62.72,63,37.28,49026
49,27,260,184,70.77,76,29.23,49027
49,28,176,106,60.23,70,39.77,49028
49,29,223,146,65.47,77,34.53,49029
49,30,194,124,63.92,70,36.08,49030
49,31,139,88,63.31,51,36.69,49031
49,32,111,66,59.46,45,40.54,49032
49,33,144,86,59.72,58,40.28,49033
49,34,188,120,63.83,68,36.17,49034
49,35,247,139,56.28,108,43.72,49035
49,36,245,155,63.27,90,36.73,49036
49,37,260,178,68.46,82,31.54,49037
49,38,162,104,64.2,58,35.8,49038
49,39,180,125,69.44,55,30.56,49039
49,40,158,90,56.96,68,43.04,49040
49,41,169,106,62.72,63,37.28,49041
49,42,221,125,56.56,96,43.44,49042
50,1,211,113,53.55,98,46.45,50001
50,2,216,120,55.56,96,44.44,50002
50,3,164,99,60.37,65,39.63,50003
50,4,168,82,48.81,86,51.19,50004
50,5,154,89,57.79,65,42.21,50005
50,6,132,59,44.7,73,55.3,50006
50,7,232,103,44.4,129,55.6,50007
50,8,176,102,57.95,74,42.05,50008
50,9,154,92,59.74,62,40.26,50009
50,10,101,58,57.43,43,42.57,50010
50,11,157,86,54.78,71,45.22,50011
50,12,91,55,60.44,36,39.56,50012
50,13,180,91,50.56,89,49.44,50013
50,14,92,55,59.78,37,40.22,50014
50,15,229,127,55.46,102,44.54,50015
50,16,86,53,61.63,33,38.37,50016
50,17,134,73,54.48,61,45.52,50017
50,18,120,70,58.33,50,41.67,50018
50,19,133,85,63.91,48,36.09,50019
50,20,148,72,48.65,76,51.35,50020
50,21,179,90,50.28,89,49.72,50021
50,22,193,126,65.28,67,34.72,50022
50,23,144,84,58.33,60,41.67,50023
50,24,175,99,56.57,76,43.43,50024
50,25,148,91,61.49,57,38.51,50025
50,26,118,63,53.39,55,46.61,50026
50,27,67,32,47.76,35,52.24,50027
50,28,150,88,58.67,62,41.33,50028
50,29,172,74,43.02,98,56.98,50029
50,30,130,82,63.08,48,36.92,50030
50,31,48,27,56.25,21,43.75,50031
50,32,181,112,61.88,69,38.12,50032
50,33,131,76,58.02,55,41.98,50033
50,34,136,73,53.68,63,46.32,50034
50,35,230,125,54.35,105,45.65,50035
50,36,170,82,48.24,88,51.76,50036
50,37,172,95,55.23,77,44.77,50037
50,38,131,84,64.12,47,35.88,50038
50,39,144,74,51.39,70,48.61,50039
50,40,151,87,57.62,64,42.38,50040
50,41,205,117,57.07,88,42.93,50041
50,42,177,100,56.5,77,43.5,50042
50,43,143,85,59.44,58,40.56,50043
50,44,126,80,63.49,46,36.51,50044
50,45,84,59,70.24,25,29.76,50045
