ward,precinct,total,"Levander ''Van'' Smith, Jr.","Levander ''Van'' Smith, Jr. Percent",Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Megan Kathleen Mulay,Megan Kathleen Mulay Percent,precinct_id
38,26,152,40,26.32,54,35.53,58,38.16,38026
38,27,163,48,29.45,57,34.97,58,35.58,38027
38,28,190,41,21.58,64,33.68,85,44.74,38028
38,29,183,61,33.33,68,37.16,54,29.51,38029
38,30,148,39,26.35,57,38.51,52,35.14,38030
38,31,229,71,31.0,83,36.24,75,32.75,38031
38,32,176,58,32.95,59,33.52,59,33.52,38032
38,33,158,50,31.65,64,40.51,44,27.85,38033
38,34,178,66,37.08,62,34.83,50,28.09,38034
38,35,196,50,25.51,80,40.82,66,33.67,38035
38,36,162,62,38.27,38,23.46,62,38.27,38036
38,37,174,48,27.59,65,37.36,61,35.06,38037
38,38,159,40,25.16,62,38.99,57,35.85,38038
38,39,246,61,24.8,91,36.99,94,38.21,38039
38,40,206,51,24.76,67,32.52,88,42.72,38040
38,41,221,74,33.48,71,32.13,76,34.39,38041
39,1,216,52,24.07,119,55.09,45,20.83,39001
39,2,145,40,27.59,53,36.55,52,35.86,39002
39,3,269,79,29.37,100,37.17,90,33.46,39003
39,4,208,44,21.15,105,50.48,59,28.37,39004
39,5,205,59,28.78,89,43.41,57,27.8,39005
39,6,202,63,31.19,79,39.11,60,29.7,39006
39,7,174,65,37.36,60,34.48,49,28.16,39007
39,8,191,54,28.27,89,46.6,48,25.13,39008
39,9,156,38,24.36,72,46.15,46,29.49,39009
39,10,126,49,38.89,37,29.37,40,31.75,39010
39,11,177,63,35.59,74,41.81,40,22.6,39011
39,12,271,91,33.58,101,37.27,79,29.15,39012
39,13,156,55,35.26,58,37.18,43,27.56,39013
39,14,194,58,29.9,82,42.27,54,27.84,39014
39,15,231,40,17.32,139,60.17,52,22.51,39015
39,16,131,50,38.17,52,39.69,29,22.14,39016
39,17,222,78,35.14,72,32.43,72,32.43,39017
39,18,206,92,44.66,67,32.52,47,22.82,39018
39,19,215,57,26.51,92,42.79,66,30.7,39019
39,20,238,66,27.73,90,37.82,82,34.45,39020
39,21,169,37,21.89,62,36.69,70,41.42,39021
39,22,137,48,35.04,64,46.72,25,18.25,39022
39,23,229,66,28.82,96,41.92,67,29.26,39023
39,24,224,63,28.13,100,44.64,61,27.23,39024
39,25,150,45,30.0,60,40.0,45,30.0,39025
39,26,163,42,25.77,72,44.17,49,30.06,39026
39,27,43,13,30.23,16,37.21,14,32.56,39027
39,28,313,107,34.19,115,36.74,91,29.07,39028
39,29,125,54,43.2,44,35.2,27,21.6,39029
39,30,240,89,37.08,98,40.83,53,22.08,39030
39,31,199,64,32.16,82,41.21,53,26.63,39031
39,32,155,46,29.68,53,34.19,56,36.13,39032
39,33,192,78,40.63,66,34.38,48,25.0,39033
39,34,231,73,31.6,104,45.02,54,23.38,39034
39,35,206,78,37.86,74,35.92,54,26.21,39035
39,36,57,14,24.56,32,56.14,11,19.3,39036
39,37,205,51,24.88,110,53.66,44,21.46,39037
39,38,139,49,35.25,45,32.37,45,32.37,39038
39,39,168,49,29.17,84,50.0,35,20.83,39039
39,40,199,60,30.15,83,41.71,56,28.14,39040
39,41,239,73,30.54,108,45.19,58,24.27,39041
39,42,268,48,17.91,181,67.54,39,14.55,39042
39,43,185,53,28.65,75,40.54,57,30.81,39043
39,44,165,51,30.91,59,35.76,55,33.33,39044
39,45,200,55,27.5,80,40.0,65,32.5,39045
40,1,195,64,32.82,74,37.95,57,29.23,40001
40,2,199,75,37.69,70,35.18,54,27.14,40002
40,3,325,115,35.38,131,40.31,79,24.31,40003
40,4,106,38,35.85,41,38.68,27,25.47,40004
40,5,264,102,38.64,110,41.67,52,19.7,40005
40,6,357,152,42.58,123,34.45,82,22.97,40006
40,7,272,110,40.44,96,35.29,66,24.26,40007
40,8,365,169,46.3,119,32.6,77,21.1,40008
40,9,171,62,36.26,61,35.67,48,28.07,40009
40,10,218,77,35.32,66,30.28,75,34.4,40010
40,11,290,109,37.59,107,36.9,74,25.52,40011
40,12,221,93,42.08,64,28.96,64,28.96,40012
40,13,462,180,38.96,183,39.61,99,21.43,40013
40,14,173,65,37.57,65,37.57,43,24.86,40014
40,15,205,76,37.07,74,36.1,55,26.83,40015
40,16,390,156,40.0,149,38.21,85,21.79,40016
40,17,221,87,39.37,77,34.84,57,25.79,40017
40,18,171,58,33.92,71,41.52,42,24.56,40018
40,19,276,111,40.22,97,35.14,68,24.64,40019
40,20,189,64,33.86,68,35.98,57,30.16,40020
40,21,318,135,42.45,111,34.91,72,22.64,40021
40,22,295,122,41.36,101,34.24,72,24.41,40022
40,23,376,144,38.3,133,35.37,99,26.33,40023
40,24,181,52,28.73,73,40.33,56,30.94,40024
40,25,352,153,43.47,122,34.66,77,21.88,40025
40,26,323,106,32.82,129,39.94,88,27.24,40026
40,27,350,134,38.29,138,39.43,78,22.29,40027
40,28,312,143,45.83,101,32.37,68,21.79,40028
40,29,245,91,37.14,87,35.51,67,27.35,40029
40,30,214,82,38.32,69,32.24,63,29.44,40030
40,31,322,128,39.75,119,36.96,75,23.29,40031
40,32,315,120,38.1,130,41.27,65,20.63,40032
40,33,300,125,41.67,107,35.67,68,22.67,40033
40,34,208,90,43.27,55,26.44,63,30.29,40034
40,35,110,41,37.27,33,30.0,36,32.73,40035
40,36,245,99,40.41,90,36.73,56,22.86,40036
40,37,253,85,33.6,100,39.53,68,26.88,40037
40,38,375,160,42.67,136,36.27,79,21.07,40038
40,39,62,24,38.71,21,33.87,17,27.42,40039
41,1,198,38,19.19,82,41.41,78,39.39,41001
41,2,177,38,21.47,64,36.16,75,42.37,41002
41,3,193,47,24.35,77,39.9,69,35.75,41003
41,4,221,54,24.43,82,37.1,85,38.46,41004
41,5,218,61,27.98,82,37.61,75,34.4,41005
41,6,302,75,24.83,137,45.36,90,29.8,41006
41,7,197,33,16.75,80,40.61,84,42.64,41007
41,8,207,40,19.32,83,40.1,84,40.58,41008
41,9,163,38,23.31,69,42.33,56,34.36,41009
41,10,248,54,21.77,93,37.5,101,40.73,41010
41,11,223,43,19.28,87,39.01,93,41.7,41011
41,12,171,56,32.75,68,39.77,47,27.49,41012
41,13,189,53,28.04,62,32.8,74,39.15,41013
41,14,266,58,21.8,114,42.86,94,35.34,41014
41,15,233,56,24.03,99,42.49,78,33.48,41015
41,16,181,44,24.31,70,38.67,67,37.02,41016
41,17,184,62,33.7,62,33.7,60,32.61,41017
41,18,179,38,21.23,78,43.58,63,35.2,41018
41,19,225,70,31.11,85,37.78,70,31.11,41019
41,20,141,33,23.4,51,36.17,57,40.43,41020
41,21,209,56,26.79,84,40.19,69,33.01,41021
41,22,244,61,25.0,82,33.61,101,41.39,41022
41,23,167,34,20.36,78,46.71,55,32.93,41023
41,24,156,35,22.44,63,40.38,58,37.18,41024
41,25,109,26,23.85,44,40.37,39,35.78,41025
41,26,204,59,28.92,82,40.2,63,30.88,41026
41,27,113,24,21.24,51,45.13,38,33.63,41027
41,28,135,44,32.59,51,37.78,40,29.63,41028
41,29,95,29,30.53,38,40.0,28,29.47,41029
41,30,169,34,20.12,65,38.46,70,41.42,41030
41,31,207,58,28.02,65,31.4,84,40.58,41031
41,32,175,42,24.0,76,43.43,57,32.57,41032
41,33,171,45,26.32,57,33.33,69,40.35,41033
41,34,175,52,29.71,57,32.57,66,37.71,41034
41,35,242,50,20.66,107,44.21,85,35.12,41035
41,36,194,64,32.99,65,33.51,65,33.51,41036
41,37,236,59,25.0,87,36.86,90,38.14,41037
41,38,180,45,25.0,67,37.22,68,37.78,41038
41,39,253,54,21.34,97,38.34,102,40.32,41039
41,40,194,32,16.49,74,38.14,88,45.36,41040
41,41,169,41,24.26,55,32.54,73,43.2,41041
41,42,180,48,26.67,65,36.11,67,37.22,41042
41,43,179,44,24.58,67,37.43,68,37.99,41043
41,44,198,34,17.17,78,39.39,86,43.43,41044
41,45,202,54,26.73,71,35.15,77,38.12,41045
41,46,243,67,27.57,90,37.04,86,35.39,41046
41,47,229,55,24.02,106,46.29,68,29.69,41047
42,1,190,69,36.32,52,27.37,69,36.32,42001
42,2,189,77,40.74,56,29.63,56,29.63,42002
42,3,215,92,42.79,64,29.77,59,27.44,42003
42,4,398,148,37.19,112,28.14,138,34.67,42004
42,5,174,60,34.48,51,29.31,63,36.21,42005
42,6,240,92,38.33,62,25.83,86,35.83,42006
42,7,232,87,37.5,64,27.59,81,34.91,42007
42,8,212,90,42.45,64,30.19,58,27.36,42008
42,9,264,101,38.26,80,30.3,83,31.44,42009
42,10,320,118,36.88,117,36.56,85,26.56,42010
42,11,85,38,44.71,21,24.71,26,30.59,42011
42,12,193,69,35.75,43,22.28,81,41.97,42012
42,13,258,106,41.09,59,22.87,93,36.05,42013
42,14,205,58,28.29,70,34.15,77,37.56,42014
42,15,212,74,34.91,63,29.72,75,35.38,42015
42,16,211,71,33.65,81,38.39,59,27.96,42016
42,17,185,76,41.08,55,29.73,54,29.19,42017
42,18,176,67,38.07,48,27.27,61,34.66,42018
42,19,256,102,39.84,61,23.83,93,36.33,42019
42,20,171,58,33.92,58,33.92,55,32.16,42020
42,21,162,67,41.36,54,33.33,41,25.31,42021
42,22,72,30,41.67,16,22.22,26,36.11,42022
42,23,200,83,41.5,61,30.5,56,28.0,42023
42,24,144,68,47.22,37,25.69,39,27.08,42024
42,25,220,76,34.55,78,35.45,66,30.0,42025
42,26,238,76,31.93,80,33.61,82,34.45,42026
42,27,184,54,29.35,58,31.52,72,39.13,42027
42,28,205,92,44.88,54,26.34,59,28.78,42028
42,29,173,64,36.99,50,28.9,59,34.1,42029
42,30,165,74,44.85,50,30.3,41,24.85,42030
42,31,222,76,34.23,82,36.94,64,28.83,42031
42,32,178,62,34.83,56,31.46,60,33.71,42032
42,33,265,107,40.38,77,29.06,81,30.57,42033
42,34,165,54,32.73,58,35.15,53,32.12,42034
42,35,258,80,31.01,84,32.56,94,36.43,42035
42,36,229,89,38.86,76,33.19,64,27.95,42036
42,37,144,47,32.64,48,33.33,49,34.03,42037
42,38,176,56,31.82,63,35.8,57,32.39,42038
42,39,233,87,37.34,78,33.48,68,29.18,42039
42,40,221,86,38.91,63,28.51,72,32.58,42040
42,41,195,67,34.36,68,34.87,60,30.77,42041
42,42,393,159,40.46,124,31.55,110,27.99,42042
43,1,116,54,46.55,39,33.62,23,19.83,43001
43,2,229,115,50.22,73,31.88,41,17.9,43002
43,3,240,130,54.17,62,25.83,48,20.0,43003
43,4,221,91,41.18,67,30.32,63,28.51,43004
43,5,207,101,48.79,53,25.6,53,25.6,43005
43,6,168,56,33.33,78,46.43,34,20.24,43006
43,7,169,91,53.85,49,28.99,29,17.16,43007
43,8,163,75,46.01,51,31.29,37,22.7,43008
43,9,247,125,50.61,70,28.34,52,21.05,43009
43,10,291,135,46.39,96,32.99,60,20.62,43010
43,11,166,70,42.17,54,32.53,42,25.3,43011
43,12,127,56,44.09,37,29.13,34,26.77,43012
43,13,198,84,42.42,59,29.8,55,27.78,43013
43,14,264,131,49.62,74,28.03,59,22.35,43014
43,15,230,82,35.65,87,37.83,61,26.52,43015
43,16,242,100,41.32,87,35.95,55,22.73,43016
43,17,172,98,56.98,41,23.84,33,19.19,43017
43,18,234,101,43.16,82,35.04,51,21.79,43018
43,19,244,112,45.9,77,31.56,55,22.54,43019
43,20,252,97,38.49,102,40.48,53,21.03,43020
43,21,231,106,45.89,77,33.33,48,20.78,43021
43,22,177,73,41.24,68,38.42,36,20.34,43022
43,23,155,65,41.94,46,29.68,44,28.39,43023
43,24,146,58,39.73,56,38.36,32,21.92,43024
43,25,208,94,45.19,68,32.69,46,22.12,43025
43,26,186,83,44.62,61,32.8,42,22.58,43026
43,27,236,111,47.03,73,30.93,52,22.03,43027
43,28,199,77,38.69,68,34.17,54,27.14,43028
43,29,270,132,48.89,86,31.85,52,19.26,43029
43,30,280,104,37.14,105,37.5,71,25.36,43030
43,31,231,105,45.45,73,31.6,53,22.94,43031
43,32,253,112,44.27,78,30.83,63,24.9,43032
43,33,247,123,49.8,67,27.13,57,23.08,43033
43,34,147,73,49.66,37,25.17,37,25.17,43034
43,35,214,101,47.2,67,31.31,46,21.5,43035
43,36,132,49,37.12,37,28.03,46,34.85,43036
43,37,203,72,35.47,88,43.35,43,21.18,43037
43,38,167,86,51.5,46,27.54,35,20.96,43038
43,39,159,62,38.99,53,33.33,44,27.67,43039
43,40,175,82,46.86,61,34.86,32,18.29,43040
43,41,314,155,49.36,91,28.98,68,21.66,43041
43,42,212,85,40.09,77,36.32,50,23.58,43042
43,43,227,107,47.14,61,26.87,59,25.99,43043
43,44,214,94,43.93,75,35.05,45,21.03,43044
43,45,164,77,46.95,54,32.93,33,20.12,43045
43,46,116,55,47.41,32,27.59,29,25.0,43046
44,1,305,117,38.36,108,35.41,80,26.23,44001
44,2,223,98,43.95,69,30.94,56,25.11,44002
44,3,202,101,50.0,57,28.22,44,21.78,44003
44,4,164,77,46.95,56,34.15,31,18.9,44004
44,5,194,71,36.6,75,38.66,48,24.74,44005
44,6,327,134,40.98,108,33.03,85,25.99,44006
44,7,207,76,36.71,68,32.85,63,30.43,44007
44,8,240,97,40.42,81,33.75,62,25.83,44008
44,9,219,83,37.9,71,32.42,65,29.68,44009
44,10,218,102,46.79,70,32.11,46,21.1,44010
44,11,272,105,38.6,101,37.13,66,24.26,44011
44,12,280,120,42.86,96,34.29,64,22.86,44012
44,13,203,86,42.36,65,32.02,52,25.62,44013
44,14,152,66,43.42,59,38.82,27,17.76,44014
44,15,247,105,42.51,83,33.6,59,23.89,44015
44,16,279,111,39.78,96,34.41,72,25.81,44016
44,17,317,141,44.48,104,32.81,72,22.71,44017
44,18,239,100,41.84,78,32.64,61,25.52,44018
44,19,312,133,42.63,92,29.49,87,27.88,44019
44,20,235,109,46.38,85,36.17,41,17.45,44020
44,21,270,110,40.74,104,38.52,56,20.74,44021
44,22,289,120,41.52,94,32.53,75,25.95,44022
44,23,261,117,44.83,89,34.1,55,21.07,44023
44,24,184,87,47.28,50,27.17,47,25.54,44024
44,25,260,116,44.62,88,33.85,56,21.54,44025
44,26,311,132,42.44,109,35.05,70,22.51,44026
44,27,313,138,44.09,91,29.07,84,26.84,44027
44,28,237,73,30.8,100,42.19,64,27.0,44028
44,29,271,112,41.33,96,35.42,63,23.25,44029
44,30,283,110,38.87,113,39.93,60,21.2,44030
44,31,192,67,34.9,78,40.63,47,24.48,44031
44,32,271,105,38.75,97,35.79,69,25.46,44032
44,33,223,80,35.87,84,37.67,59,26.46,44033
44,34,281,103,36.65,114,40.57,64,22.78,44034
44,35,226,106,46.9,70,30.97,50,22.12,44035
44,36,214,91,42.52,79,36.92,44,20.56,44036
44,37,337,118,35.01,139,41.25,80,23.74,44037
44,38,215,76,35.35,91,42.33,48,22.33,44038
44,39,243,101,41.56,86,35.39,56,23.05,44039
44,40,243,84,34.57,96,39.51,63,25.93,44040
44,41,349,141,40.4,131,37.54,77,22.06,44041
45,1,215,80,37.21,75,34.88,60,27.91,45001
45,2,220,91,41.36,67,30.45,62,28.18,45002
45,3,243,97,39.92,86,35.39,60,24.69,45003
45,4,308,114,37.01,103,33.44,91,29.55,45004
45,5,266,97,36.47,95,35.71,74,27.82,45005
45,6,346,145,41.91,116,33.53,85,24.57,45006
45,7,357,135,37.82,111,31.09,111,31.09,45007
45,8,207,77,37.2,66,31.88,64,30.92,45008
45,9,208,65,31.25,83,39.9,60,28.85,45009
45,10,208,72,34.62,83,39.9,53,25.48,45010
45,11,154,52,33.77,57,37.01,45,29.22,45011
45,12,184,70,38.04,64,34.78,50,27.17,45012
45,13,212,86,40.57,58,27.36,68,32.08,45013
45,14,307,92,29.97,108,35.18,107,34.85,45014
45,15,329,117,35.56,112,34.04,100,30.4,45015
45,16,194,70,36.08,64,32.99,60,30.93,45016
45,17,231,80,34.63,81,35.06,70,30.3,45017
45,18,206,52,25.24,83,40.29,71,34.47,45018
45,19,110,27,24.55,48,43.64,35,31.82,45019
45,20,126,49,38.89,44,34.92,33,26.19,45020
45,21,171,44,25.73,64,37.43,63,36.84,45021
45,22,135,41,30.37,52,38.52,42,31.11,45022
45,23,150,45,30.0,54,36.0,51,34.0,45023
45,24,133,36,27.07,45,33.83,52,39.1,45024
45,25,131,33,25.19,41,31.3,57,43.51,45025
45,26,88,25,28.41,34,38.64,29,32.95,45026
45,27,182,59,32.42,48,26.37,75,41.21,45027
45,28,120,32,26.67,38,31.67,50,41.67,45028
45,29,95,27,28.42,45,47.37,23,24.21,45029
45,30,182,54,29.67,72,39.56,56,30.77,45030
45,31,189,56,29.63,78,41.27,55,29.1,45031
45,32,178,46,25.84,62,34.83,70,39.33,45032
45,33,160,45,28.13,70,43.75,45,28.13,45033
45,34,228,77,33.77,79,34.65,72,31.58,45034
45,35,243,72,29.63,94,38.68,77,31.69,45035
45,36,227,64,28.19,91,40.09,72,31.72,45036
45,37,190,55,28.95,67,35.26,68,35.79,45037
45,38,197,50,25.38,70,35.53,77,39.09,45038
45,39,186,54,29.03,68,36.56,64,34.41,45039
45,40,156,35,22.44,58,37.18,63,40.38,45040
45,41,184,39,21.2,82,44.57,63,34.24,45041
45,42,208,55,26.44,76,36.54,77,37.02,45042
45,43,183,31,16.94,80,43.72,72,39.34,45043
45,44,210,38,18.1,69,32.86,103,49.05,45044
45,45,117,24,20.51,54,46.15,39,33.33,45045
45,46,118,41,34.75,41,34.75,36,30.51,45046
45,47,129,27,20.93,57,44.19,45,34.88,45047
45,48,132,29,21.97,52,39.39,51,38.64,45048
46,1,226,105,46.46,75,33.19,46,20.35,46001
46,2,251,111,44.22,93,37.05,47,18.73,46002
46,3,345,141,40.87,116,33.62,88,25.51,46003
46,4,276,122,44.2,96,34.78,58,21.01,46004
46,5,310,122,39.35,125,40.32,63,20.32,46005
46,6,244,99,40.57,91,37.3,54,22.13,46006
46,7,305,120,39.34,107,35.08,78,25.57,46007
46,8,191,73,38.22,78,40.84,40,20.94,46008
46,9,339,143,42.18,116,34.22,80,23.6,46009
46,10,429,160,37.3,161,37.53,108,25.17,46010
46,11,229,103,44.98,68,29.69,58,25.33,46011
46,12,348,142,40.8,139,39.94,67,19.25,46012
46,13,263,109,41.44,91,34.6,63,23.95,46013
46,14,204,90,44.12,71,34.8,43,21.08,46014
46,15,285,110,38.6,101,35.44,74,25.96,46015
46,16,371,158,42.59,132,35.58,81,21.83,46016
46,17,339,163,48.08,96,28.32,80,23.6,46017
46,18,308,120,38.96,108,35.06,80,25.97,46018
46,19,220,78,35.45,82,37.27,60,27.27,46019
46,20,210,98,46.67,58,27.62,54,25.71,46020
46,21,163,57,34.97,71,43.56,35,21.47,46021
46,22,209,97,46.41,74,35.41,38,18.18,46022
46,23,240,109,45.42,79,32.92,52,21.67,46023
46,24,332,147,44.28,102,30.72,83,25.0,46024
46,25,259,126,48.65,89,34.36,44,16.99,46025
46,26,351,153,43.59,114,32.48,84,23.93,46026
46,27,354,138,38.98,131,37.01,85,24.01,46027
46,28,190,95,50.0,45,23.68,50,26.32,46028
46,29,186,77,41.4,71,38.17,38,20.43,46029
46,30,311,114,36.66,132,42.44,65,20.9,46030
46,31,296,110,37.16,120,40.54,66,22.3,46031
46,32,248,109,43.95,81,32.66,58,23.39,46032
46,33,294,143,48.64,88,29.93,63,21.43,46033
46,34,310,122,39.35,111,35.81,77,24.84,46034
46,35,216,90,41.67,73,33.8,53,24.54,46035
46,36,277,103,37.18,104,37.55,70,25.27,46036
46,37,192,100,52.08,62,32.29,30,15.63,46037
46,38,278,107,38.49,92,33.09,79,28.42,46038
46,39,223,82,36.77,86,38.57,55,24.66,46039
46,40,262,108,41.22,101,38.55,53,20.23,46040
47,1,184,76,41.3,67,36.41,41,22.28,47001
47,2,288,131,45.49,95,32.99,62,21.53,47002
47,3,231,73,31.6,87,37.66,71,30.74,47003
47,4,327,138,42.2,99,30.28,90,27.52,47004
47,5,288,123,42.71,109,37.85,56,19.44,47005
47,6,299,123,41.14,104,34.78,72,24.08,47006
47,7,271,116,42.8,92,33.95,63,23.25,47007
47,8,285,110,38.6,112,39.3,63,22.11,47008
47,9,244,95,38.93,97,39.75,52,21.31,47009
47,10,405,174,42.96,141,34.81,90,22.22,47010
47,11,240,109,45.42,82,34.17,49,20.42,47011
47,12,295,121,41.02,103,34.92,71,24.07,47012
47,13,321,135,42.06,119,37.07,67,20.87,47013
47,14,259,99,38.22,90,34.75,70,27.03,47014
47,15,410,174,42.44,153,37.32,83,20.24,47015
47,16,314,132,42.04,94,29.94,88,28.03,47016
47,17,293,117,39.93,107,36.52,69,23.55,47017
47,18,273,130,47.62,94,34.43,49,17.95,47018
47,19,438,196,44.75,155,35.39,87,19.86,47019
47,20,292,120,41.1,114,39.04,58,19.86,47020
47,21,291,120,41.24,97,33.33,74,25.43,47021
47,22,352,168,47.73,112,31.82,72,20.45,47022
47,23,394,188,47.72,133,33.76,73,18.53,47023
47,24,307,133,43.32,115,37.46,59,19.22,47024
47,25,289,131,45.33,91,31.49,67,23.18,47025
47,26,373,165,44.24,125,33.51,83,22.25,47026
47,27,247,101,40.89,99,40.08,47,19.03,47027
47,28,282,121,42.91,85,30.14,76,26.95,47028
47,29,304,134,44.08,105,34.54,65,21.38,47029
47,30,364,158,43.41,127,34.89,79,21.7,47030
47,31,325,135,41.54,119,36.62,71,21.85,47031
47,32,375,134,35.73,142,37.87,99,26.4,47032
47,33,248,92,37.1,94,37.9,62,25.0,47033
47,34,345,155,44.93,123,35.65,67,19.42,47034
47,35,291,111,38.14,112,38.49,68,23.37,47035
47,36,365,182,49.86,118,32.33,65,17.81,47036
47,37,285,120,42.11,100,35.09,65,22.81,47037
47,38,283,132,46.64,94,33.22,57,20.14,47038
47,39,312,148,47.44,97,31.09,67,21.47,47039
47,40,335,143,42.69,118,35.22,74,22.09,47040
47,41,366,135,36.89,145,39.62,86,23.5,47041
47,42,300,139,46.33,102,34.0,59,19.67,47042
47,43,232,98,42.24,80,34.48,54,23.28,47043
47,44,212,89,41.98,81,38.21,42,19.81,47044
47,45,302,143,47.35,88,29.14,71,23.51,47045
47,46,260,96,36.92,97,37.31,67,25.77,47046
47,47,309,134,43.37,110,35.6,65,21.04,47047
47,48,30,10,33.33,10,33.33,10,33.33,47048
48,1,331,149,45.02,108,32.63,74,22.36,48001
48,2,140,62,44.29,52,37.14,26,18.57,48002
48,3,335,138,41.19,126,37.61,71,21.19,48003
48,4,275,128,46.55,85,30.91,62,22.55,48004
48,5,180,99,55.0,49,27.22,32,17.78,48005
48,6,361,169,46.81,123,34.07,69,19.11,48006
48,7,338,146,43.2,131,38.76,61,18.05,48007
48,8,146,66,45.21,48,32.88,32,21.92,48008
48,9,204,92,45.1,55,26.96,57,27.94,48009
48,10,469,184,39.23,178,37.95,107,22.81,48010
48,11,267,126,47.19,82,30.71,59,22.1,48011
48,12,396,208,52.53,110,27.78,78,19.7,48012
48,13,358,154,43.02,111,31.01,93,25.98,48013
48,14,134,63,47.01,32,23.88,39,29.1,48014
48,15,176,74,42.05,60,34.09,42,23.86,48015
48,16,296,112,37.84,131,44.26,53,17.91,48016
48,17,253,131,51.78,70,27.67,52,20.55,48017
48,18,181,72,39.78,69,38.12,40,22.1,48018
48,19,251,101,40.24,92,36.65,58,23.11,48019
48,20,359,142,39.55,135,37.6,82,22.84,48020
48,21,364,159,43.68,129,35.44,76,20.88,48021
48,22,266,119,44.74,81,30.45,66,24.81,48022
48,23,302,181,59.93,65,21.52,56,18.54,48023
48,24,291,125,42.96,108,37.11,58,19.93,48024
48,25,267,124,46.44,76,28.46,67,25.09,48025
48,26,117,50,42.74,36,30.77,31,26.5,48026
48,27,267,117,43.82,90,33.71,60,22.47,48027
48,28,270,116,42.96,93,34.44,61,22.59,48028
48,29,71,36,50.7,16,22.54,19,26.76,48029
48,30,283,125,44.17,91,32.16,67,23.67,48030
48,31,328,153,46.65,107,32.62,68,20.73,48031
48,32,301,119,39.53,111,36.88,71,23.59,48032
48,33,169,81,47.93,44,26.04,44,26.04,48033
48,34,252,117,46.43,89,35.32,46,18.25,48034
48,35,178,86,48.31,62,34.83,30,16.85,48035
48,36,172,69,40.12,57,33.14,46,26.74,48036
48,37,306,136,44.44,96,31.37,74,24.18,48037
48,38,353,158,44.76,130,36.83,65,18.41,48038
48,39,175,87,49.71,50,28.57,38,21.71,48039
48,40,279,118,42.29,97,34.77,64,22.94,48040
48,41,346,133,38.44,129,37.28,84,24.28,48041
48,42,362,142,39.23,146,40.33,74,20.44,48042
48,43,355,149,41.97,126,35.49,80,22.54,48043
48,44,388,171,44.07,127,32.73,90,23.2,48044
48,45,231,104,45.02,86,37.23,41,17.75,48045
48,46,192,95,49.48,61,31.77,36,18.75,48046
49,1,171,80,46.78,56,32.75,35,20.47,49001
49,2,194,99,51.03,50,25.77,45,23.2,49002
49,3,314,138,43.95,113,35.99,63,20.06,49003
49,4,398,168,42.21,144,36.18,86,21.61,49004
49,5,260,120,46.15,84,32.31,56,21.54,49005
49,6,266,127,47.74,83,31.2,56,21.05,49006
49,7,233,104,44.64,80,34.33,49,21.03,49007
49,8,198,96,48.48,62,31.31,40,20.2,49008
49,9,290,129,44.48,98,33.79,63,21.72,49009
49,10,315,130,41.27,112,35.56,73,23.17,49010
49,11,341,178,52.2,100,29.33,63,18.48,49011
49,12,378,148,39.15,134,35.45,96,25.4,49012
49,13,333,160,48.05,117,35.14,56,16.82,49013
49,14,190,96,50.53,58,30.53,36,18.95,49014
49,15,173,74,42.77,59,34.1,40,23.12,49015
49,16,269,124,46.1,83,30.86,62,23.05,49016
49,17,197,90,45.69,68,34.52,39,19.8,49017
49,18,405,179,44.2,154,38.02,72,17.78,49018
49,19,250,113,45.2,92,36.8,45,18.0,49019
49,20,450,218,48.44,146,32.44,86,19.11,49020
49,21,154,67,43.51,50,32.47,37,24.03,49021
49,22,266,122,45.86,81,30.45,63,23.68,49022
49,23,398,161,40.45,147,36.93,90,22.61,49023
49,24,161,74,45.96,51,31.68,36,22.36,49024
49,25,276,126,45.65,106,38.41,44,15.94,49025
49,26,364,177,48.63,126,34.62,61,16.76,49026
49,27,307,143,46.58,106,34.53,58,18.89,49027
49,28,404,177,43.81,134,33.17,93,23.02,49028
49,29,353,168,47.59,123,34.84,62,17.56,49029
49,30,267,131,49.06,72,26.97,64,23.97,49030
49,31,217,112,51.61,57,26.27,48,22.12,49031
49,32,274,123,44.89,96,35.04,55,20.07,49032
49,33,201,92,45.77,65,32.34,44,21.89,49033
50,1,191,79,41.36,62,32.46,50,26.18,50001
50,2,129,50,38.76,50,38.76,29,22.48,50002
50,3,169,63,37.28,54,31.95,52,30.77,50003
50,4,202,64,31.68,75,37.13,63,31.19,50004
50,5,110,36,32.73,34,30.91,40,36.36,50005
50,6,192,66,34.38,60,31.25,66,34.38,50006
50,7,294,96,32.65,107,36.39,91,30.95,50007
50,8,168,58,34.52,56,33.33,54,32.14,50008
50,9,160,49,30.63,65,40.63,46,28.75,50009
50,10,160,52,32.5,67,41.88,41,25.63,50010
50,11,106,44,41.51,31,29.25,31,29.25,50011
50,12,76,23,30.26,29,38.16,24,31.58,50012
50,13,183,63,34.43,72,39.34,48,26.23,50013
50,14,65,19,29.23,28,43.08,18,27.69,50014
50,15,286,95,33.22,107,37.41,84,29.37,50015
50,16,50,23,46.0,11,22.0,16,32.0,50016
50,17,145,53,36.55,53,36.55,39,26.9,50017
50,18,19,9,47.37,5,26.32,5,26.32,50018
50,19,116,45,38.79,51,43.97,20,17.24,50019
50,20,210,83,39.52,82,39.05,45,21.43,50020
50,21,184,50,27.17,66,35.87,68,36.96,50021
50,22,128,43,33.59,49,38.28,36,28.13,50022
50,23,101,32,31.68,44,43.56,25,24.75,50023
