ward,precinct,total,Teresa Molina,Teresa Molina Percent,Michael O'Malley,Michael O'Malley Percent,precinct_id
48,40,278,238,85.61,40,14.39,48040
48,41,343,299,87.17,44,12.83,48041
48,42,366,316,86.34,50,13.66,48042
48,43,353,291,82.44,62,17.56,48043
48,44,389,335,86.12,54,13.88,48044
48,45,228,195,85.53,33,14.47,48045
48,46,195,156,80.0,39,20.0,48046
49,1,170,137,80.59,33,19.41,49001
49,2,196,153,78.06,43,21.94,49002
49,3,318,267,83.96,51,16.04,49003
49,4,390,330,84.62,60,15.38,49004
49,5,257,199,77.43,58,22.57,49005
49,6,261,218,83.52,43,16.48,49006
49,7,235,192,81.7,43,18.3,49007
49,8,196,148,75.51,48,24.49,49008
49,9,290,257,88.62,33,11.38,49009
49,10,316,273,86.39,43,13.61,49010
49,11,335,270,80.6,65,19.4,49011
49,12,381,317,83.2,64,16.8,49012
49,13,328,280,85.37,48,14.63,49013
49,14,190,155,81.58,35,18.42,49014
49,15,173,140,80.92,33,19.08,49015
49,16,262,204,77.86,58,22.14,49016
49,17,196,156,79.59,40,20.41,49017
49,18,412,355,86.17,57,13.83,49018
49,19,247,199,80.57,48,19.43,49019
49,20,451,386,85.59,65,14.41,49020
49,21,147,106,72.11,41,27.89,49021
49,22,268,203,75.75,65,24.25,49022
49,23,401,351,87.53,50,12.47,49023
49,24,160,125,78.13,35,21.88,49024
49,25,279,237,84.95,42,15.05,49025
49,26,361,301,83.38,60,16.62,49026
49,27,298,243,81.54,55,18.46,49027
49,28,400,342,85.5,58,14.5,49028
49,29,352,315,89.49,37,10.51,49029
49,30,264,214,81.06,50,18.94,49030
49,31,211,171,81.04,40,18.96,49031
49,32,276,221,80.07,55,19.93,49032
49,33,203,169,83.25,34,16.75,49033
50,1,179,126,70.39,53,29.61,50001
50,2,131,92,70.23,39,29.77,50002
50,3,167,113,67.66,54,32.34,50003
50,4,204,145,71.08,59,28.92,50004
50,5,116,70,60.34,46,39.66,50005
50,6,191,131,68.59,60,31.41,50006
50,7,296,219,73.99,77,26.01,50007
50,8,168,133,79.17,35,20.83,50008
50,9,165,120,72.73,45,27.27,50009
50,10,151,103,68.21,48,31.79,50010
50,11,108,69,63.89,39,36.11,50011
50,12,76,58,76.32,18,23.68,50012
50,13,181,132,72.93,49,27.07,50013
50,14,64,49,76.56,15,23.44,50014
50,15,293,224,76.45,69,23.55,50015
50,16,48,33,68.75,15,31.25,50016
50,17,147,114,77.55,33,22.45,50017
50,18,19,8,42.11,11,57.89,50018
50,19,117,91,77.78,26,22.22,50019
50,20,209,157,75.12,52,24.88,50020
50,21,180,123,68.33,57,31.67,50021
50,22,130,92,70.77,38,29.23,50022
50,23,104,73,70.19,31,29.81,50023
50,24,106,55,51.89,51,48.11,50024
50,25,142,101,71.13,41,28.87,50025
50,26,142,101,71.13,41,28.87,50026
50,27,51,36,70.59,15,29.41,50027
50,28,183,129,70.49,54,29.51,50028
50,29,129,98,75.97,31,24.03,50029
50,30,127,92,72.44,35,27.56,50030
50,31,210,172,81.9,38,18.1,50031
50,32,175,138,78.86,37,21.14,50032
50,33,138,92,66.67,46,33.33,50033
50,34,284,207,72.89,77,27.11,50034
50,35,278,212,76.26,66,23.74,50035
50,36,222,175,78.83,47,21.17,50036
50,37,220,185,84.09,35,15.91,50037
50,38,76,55,72.37,21,27.63,50038
50,39,90,53,58.89,37,41.11,50039
50,40,144,81,56.25,63,43.75,50040
