ward,precinct,total,Ann Collins Dole,Ann Collins Dole Percent,Joanne Guillemette,Joanne Guillemette Percent,Paul M. McMahon,Paul M. McMahon Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,precinct_id
24,25,98,21,21.43,35,35.71,12,12.24,30,30.61,24025
24,26,125,35,28.0,50,40.0,12,9.6,28,22.4,24026
24,27,74,21,28.38,18,24.32,8,10.81,27,36.49,24027
24,28,128,34,26.56,52,40.63,11,8.59,31,24.22,24028
24,29,138,32,23.19,63,45.65,12,8.7,31,22.46,24029
24,30,92,26,28.26,38,41.3,8,8.7,20,21.74,24030
24,31,97,31,31.96,26,26.8,9,9.28,31,31.96,24031
24,32,118,32,27.12,48,40.68,5,4.24,33,27.97,24032
24,33,91,33,36.26,20,21.98,13,14.29,25,27.47,24033
24,34,123,32,26.02,40,32.52,10,8.13,41,33.33,24034
24,35,110,29,26.36,40,36.36,12,10.91,29,26.36,24035
24,36,91,30,32.97,21,23.08,10,10.99,30,32.97,24036
24,37,120,34,28.33,37,30.83,9,7.5,40,33.33,24037
24,38,119,36,30.25,36,30.25,12,10.08,35,29.41,24038
24,39,102,34,33.33,24,23.53,11,10.78,33,32.35,24039
24,40,141,45,31.91,36,25.53,10,7.09,50,35.46,24040
24,41,111,27,24.32,45,40.54,14,12.61,25,22.52,24041
24,42,99,37,37.37,25,25.25,14,14.14,23,23.23,24042
24,43,134,32,23.88,55,41.04,14,10.45,33,24.63,24043
24,44,49,11,22.45,22,44.9,4,8.16,12,24.49,24044
24,45,93,25,26.88,35,37.63,7,7.53,26,27.96,24045
24,46,145,34,23.45,68,46.9,19,13.1,24,16.55,24046
24,47,110,32,29.09,31,28.18,19,17.27,28,25.45,24047
24,48,55,16,29.09,15,27.27,7,12.73,17,30.91,24048
24,49,153,47,30.72,44,28.76,13,8.5,49,32.03,24049
24,50,153,49,32.03,40,26.14,11,7.19,53,34.64,24050
24,51,195,42,21.54,83,42.56,18,9.23,52,26.67,24051
24,52,100,31,31.0,27,27.0,11,11.0,31,31.0,24052
24,53,142,42,29.58,32,22.54,16,11.27,52,36.62,24053
24,54,61,16,26.23,23,37.7,6,9.84,16,26.23,24054
24,55,57,20,35.09,12,21.05,7,12.28,18,31.58,24055
24,56,152,39,25.66,48,31.58,19,12.5,46,30.26,24056
24,57,92,15,16.3,23,25.0,16,17.39,38,41.3,24057
24,58,136,34,25.0,49,36.03,13,9.56,40,29.41,24058
24,59,66,18,27.27,16,24.24,8,12.12,24,36.36,24059
25,1,126,30,23.81,15,11.9,24,19.05,57,45.24,25001
25,2,171,28,16.37,37,21.64,18,10.53,88,51.46,25002
25,3,64,25,39.06,13,20.31,6,9.38,20,31.25,25003
25,4,117,22,18.8,20,17.09,20,17.09,55,47.01,25004
25,5,138,25,18.12,20,14.49,15,10.87,78,56.52,25005
25,6,64,13,20.31,19,29.69,12,18.75,20,31.25,25006
25,7,95,14,14.74,16,16.84,9,9.47,56,58.95,25007
25,8,133,27,20.3,24,18.05,18,13.53,64,48.12,25008
25,9,179,32,17.88,30,16.76,20,11.17,97,54.19,25009
25,10,68,21,30.88,11,16.18,7,10.29,29,42.65,25010
25,11,139,20,14.39,28,20.14,23,16.55,68,48.92,25011
25,12,106,20,18.87,9,8.49,16,15.09,61,57.55,25012
25,13,145,27,18.62,31,21.38,19,13.1,68,46.9,25013
25,14,52,5,9.62,9,17.31,5,9.62,33,63.46,25014
25,15,137,39,28.47,17,12.41,17,12.41,64,46.72,25015
25,16,47,13,27.66,15,31.91,6,12.77,13,27.66,25016
25,17,175,44,25.14,32,18.29,19,10.86,80,45.71,25017
25,18,103,30,29.13,29,28.16,8,7.77,36,34.95,25018
25,19,119,23,19.33,21,17.65,13,10.92,62,52.1,25019
25,20,148,34,22.97,21,14.19,14,9.46,79,53.38,25020
25,21,83,19,22.89,15,18.07,12,14.46,37,44.58,25021
25,22,67,6,8.96,15,22.39,9,13.43,37,55.22,25022
25,23,150,25,16.67,27,18.0,22,14.67,76,50.67,25023
25,24,129,27,20.93,26,20.16,19,14.73,57,44.19,25024
25,25,95,25,26.32,17,17.89,12,12.63,41,43.16,25025
25,26,79,13,16.46,15,18.99,9,11.39,42,53.16,25026
25,27,81,23,28.4,16,19.75,10,12.35,32,39.51,25027
25,28,127,29,22.83,17,13.39,14,11.02,67,52.76,25028
25,29,91,33,36.26,14,15.38,10,10.99,34,37.36,25029
25,30,129,20,15.5,19,14.73,21,16.28,69,53.49,25030
25,31,49,9,18.37,10,20.41,3,6.12,27,55.1,25031
26,1,38,10,26.32,8,21.05,3,7.89,17,44.74,26001
26,2,74,20,27.03,14,18.92,9,12.16,31,41.89,26002
26,3,47,13,27.66,8,17.02,5,10.64,21,44.68,26003
26,4,47,18,38.3,12,25.53,4,8.51,13,27.66,26004
26,5,71,17,23.94,12,16.9,8,11.27,34,47.89,26005
26,6,58,17,29.31,5,8.62,10,17.24,26,44.83,26006
26,7,37,10,27.03,7,18.92,4,10.81,16,43.24,26007
26,8,51,15,29.41,14,27.45,9,17.65,13,25.49,26008
26,9,35,6,17.14,6,17.14,3,8.57,20,57.14,26009
26,10,46,14,30.43,7,15.22,4,8.7,21,45.65,26010
26,11,53,18,33.96,7,13.21,2,3.77,26,49.06,26011
26,12,39,10,25.64,7,17.95,10,25.64,12,30.77,26012
26,13,68,24,35.29,10,14.71,6,8.82,28,41.18,26013
26,14,51,13,25.49,8,15.69,4,7.84,26,50.98,26014
26,15,42,11,26.19,10,23.81,2,4.76,19,45.24,26015
26,16,53,16,30.19,9,16.98,6,11.32,22,41.51,26016
26,17,35,7,20.0,2,5.71,4,11.43,22,62.86,26017
26,18,41,10,24.39,11,26.83,5,12.2,15,36.59,26018
26,19,80,29,36.25,15,18.75,10,12.5,26,32.5,26019
26,20,69,20,28.99,20,28.99,6,8.7,23,33.33,26020
26,21,57,14,24.56,16,28.07,8,14.04,19,33.33,26021
26,22,39,16,41.03,5,12.82,4,10.26,14,35.9,26022
26,23,48,10,20.83,8,16.67,8,16.67,22,45.83,26023
26,24,46,13,28.26,8,17.39,6,13.04,19,41.3,26024
26,25,33,9,27.27,7,21.21,8,24.24,9,27.27,26025
26,26,50,16,32.0,11,22.0,5,10.0,18,36.0,26026
26,27,57,18,31.58,11,19.3,7,12.28,21,36.84,26027
26,28,53,16,30.19,11,20.75,7,13.21,19,35.85,26028
26,29,50,10,20.0,8,16.0,8,16.0,24,48.0,26029
26,30,36,9,25.0,5,13.89,4,11.11,18,50.0,26030
26,31,66,14,21.21,10,15.15,8,12.12,34,51.52,26031
26,32,77,17,22.08,18,23.38,11,14.29,31,40.26,26032
26,33,22,5,22.73,5,22.73,2,9.09,10,45.45,26033
26,34,56,28,50.0,6,10.71,1,1.79,21,37.5,26034
26,35,60,15,25.0,10,16.67,8,13.33,27,45.0,26035
26,36,52,17,32.69,15,28.85,7,13.46,13,25.0,26036
26,37,40,9,22.5,7,17.5,9,22.5,15,37.5,26037
26,38,32,9,28.13,10,31.25,5,15.63,8,25.0,26038
26,39,32,6,18.75,5,15.63,4,12.5,17,53.13,26039
26,40,29,2,6.9,15,51.72,2,6.9,10,34.48,26040
26,41,47,8,17.02,9,19.15,4,8.51,26,55.32,26041
26,42,28,4,14.29,6,21.43,6,21.43,12,42.86,26042
26,43,56,14,25.0,12,21.43,9,16.07,21,37.5,26043
26,44,30,8,26.67,6,20.0,2,6.67,14,46.67,26044
26,45,64,11,17.19,12,18.75,14,21.88,27,42.19,26045
26,46,65,18,27.69,13,20.0,8,12.31,26,40.0,26046
26,47,42,8,19.05,6,14.29,14,33.33,14,33.33,26047
26,48,62,13,20.97,12,19.35,10,16.13,27,43.55,26048
26,49,39,5,12.82,5,12.82,12,30.77,17,43.59,26049
26,50,28,9,32.14,6,21.43,2,7.14,11,39.29,26050
26,51,54,7,12.96,8,14.81,10,18.52,29,53.7,26051
26,52,22,4,18.18,5,22.73,2,9.09,11,50.0,26052
26,53,29,5,17.24,7,24.14,2,6.9,15,51.72,26053
26,54,55,12,21.82,12,21.82,8,14.55,23,41.82,26054
26,55,31,5,16.13,7,22.58,3,9.68,16,51.61,26055
26,56,61,17,27.87,8,13.11,4,6.56,32,52.46,26056
26,57,52,12,23.08,11,21.15,5,9.62,24,46.15,26057
26,58,45,9,20.0,13,28.89,5,11.11,18,40.0,26058
26,59,58,15,25.86,12,20.69,7,12.07,24,41.38,26059
26,60,52,11,21.15,10,19.23,5,9.62,26,50.0,26060
26,61,25,4,,12,,0,,9,,26061
26,62,69,22,31.88,14,20.29,15,21.74,18,26.09,26062
26,63,21,5,23.81,4,19.05,3,14.29,9,42.86,26063
27,1,58,20,34.48,8,13.79,9,15.52,21,36.21,27001
27,2,110,30,27.27,33,30.0,17,15.45,30,27.27,27002
27,3,95,35,36.84,18,18.95,5,5.26,37,38.95,27003
27,4,74,14,18.92,27,36.49,11,14.86,22,29.73,27004
27,5,17,3,17.65,8,47.06,1,5.88,5,29.41,27005
27,6,66,14,21.21,22,33.33,13,19.7,17,25.76,27006
27,7,67,19,28.36,18,26.87,5,7.46,25,37.31,27007
27,8,129,38,29.46,43,33.33,12,9.3,36,27.91,27008
27,9,123,24,19.51,48,39.02,22,17.89,29,23.58,27009
27,10,173,36,20.81,88,50.87,11,6.36,38,21.97,27010
27,11,122,27,22.13,57,46.72,15,12.3,23,18.85,27011
27,12,57,18,31.58,14,24.56,11,19.3,14,24.56,27012
27,13,57,16,28.07,17,29.82,4,7.02,20,35.09,27013
27,14,142,43,30.28,53,37.32,12,8.45,34,23.94,27014
27,15,79,29,36.71,27,34.18,5,6.33,18,22.78,27015
27,16,20,2,10.0,8,40.0,2,10.0,8,40.0,27016
27,17,53,27,50.94,2,3.77,2,3.77,22,41.51,27017
27,18,67,26,38.81,9,13.43,6,8.96,26,38.81,27018
27,19,98,13,13.27,63,64.29,6,6.12,16,16.33,27019
27,20,172,23,13.37,117,68.02,15,8.72,17,9.88,27020
27,21,110,8,7.27,81,73.64,8,7.27,13,11.82,27021
27,22,116,37,31.9,48,41.38,10,8.62,21,18.1,27022
27,23,21,8,38.1,7,33.33,3,14.29,3,14.29,27023
27,24,102,19,18.63,55,53.92,6,5.88,22,21.57,27024
27,25,86,14,16.28,50,58.14,8,9.3,14,16.28,27025
27,26,110,34,30.91,36,32.73,12,10.91,28,25.45,27026
27,27,67,13,19.4,35,52.24,5,7.46,14,20.9,27027
27,28,105,27,25.71,49,46.67,9,8.57,20,19.05,27028
27,29,89,25,28.09,46,51.69,4,4.49,14,15.73,27029
27,30,68,9,13.24,33,48.53,6,8.82,20,29.41,27030
27,31,91,13,14.29,59,64.84,5,5.49,14,15.38,27031
27,32,83,23,27.71,20,24.1,9,10.84,31,37.35,27032
27,33,78,19,24.36,39,50.0,8,10.26,12,15.38,27033
27,34,113,23,20.35,78,69.03,4,3.54,8,7.08,27034
27,35,82,18,21.95,17,20.73,8,9.76,39,47.56,27035
27,36,100,19,19.0,55,55.0,5,5.0,21,21.0,27036
27,37,101,14,13.86,65,64.36,7,6.93,15,14.85,27037
27,38,51,13,25.49,4,7.84,5,9.8,29,56.86,27038
27,39,77,9,11.69,47,61.04,7,9.09,14,18.18,27039
27,40,91,11,12.09,65,71.43,2,2.2,13,14.29,27040
27,41,74,22,29.73,13,17.57,7,9.46,32,43.24,27041
27,42,55,17,30.91,16,29.09,4,7.27,18,32.73,27042
27,43,70,8,11.43,50,71.43,5,7.14,7,10.0,27043
27,44,106,24,22.64,52,49.06,6,5.66,24,22.64,27044
27,45,126,17,13.49,82,65.08,9,7.14,18,14.29,27045
27,46,123,29,23.58,65,52.85,9,7.32,20,16.26,27046
27,47,77,17,22.08,29,37.66,6,7.79,25,32.47,27047
27,48,111,31,27.93,48,43.24,10,9.01,22,19.82,27048
27,49,109,28,25.69,30,27.52,13,11.93,38,34.86,27049
27,50,72,19,26.39,12,16.67,14,19.44,27,37.5,27050
27,51,76,9,11.84,57,75.0,4,5.26,6,7.89,27051
27,52,77,19,24.68,27,35.06,11,14.29,20,25.97,27052
27,53,68,20,29.41,26,38.24,3,4.41,19,27.94,27053
27,54,40,8,20.0,9,22.5,5,12.5,18,45.0,27054
27,55,112,33,29.46,56,50.0,6,5.36,17,15.18,27055
27,56,51,12,23.53,10,19.61,1,1.96,28,54.9,27056
27,57,55,22,40.0,7,12.73,9,16.36,17,30.91,27057
27,58,56,16,28.57,18,32.14,3,5.36,19,33.93,27058
27,59,116,15,12.93,55,47.41,6,5.17,40,34.48,27059
28,1,129,32,24.81,48,37.21,13,10.08,36,27.91,28001
28,2,109,33,30.28,36,33.03,9,8.26,31,28.44,28002
28,3,75,25,33.33,12,16.0,13,17.33,25,33.33,28003
28,4,156,50,32.05,54,34.62,11,7.05,41,26.28,28004
28,5,97,39,40.21,27,27.84,8,8.25,23,23.71,28005
28,6,90,27,30.0,34,37.78,6,6.67,23,25.56,28006
28,7,99,29,29.29,23,23.23,8,8.08,39,39.39,28007
28,8,91,27,29.67,28,30.77,13,14.29,23,25.27,28008
28,9,92,26,28.26,38,41.3,6,6.52,22,23.91,28009
28,10,35,10,28.57,17,48.57,5,14.29,3,8.57,28010
28,11,104,31,29.81,39,37.5,7,6.73,27,25.96,28011
28,12,89,26,29.21,35,39.33,14,15.73,14,15.73,28012
28,13,65,17,26.15,22,33.85,6,9.23,20,30.77,28013
28,14,67,17,25.37,20,29.85,12,17.91,18,26.87,28014
28,15,107,36,33.64,25,23.36,10,9.35,36,33.64,28015
28,16,94,28,29.79,27,28.72,10,10.64,29,30.85,28016
28,17,115,29,25.22,42,36.52,5,4.35,39,33.91,28017
28,18,150,34,22.67,77,51.33,6,4.0,33,22.0,28018
28,19,135,40,29.63,45,33.33,18,13.33,32,23.7,28019
28,20,131,27,20.61,64,48.85,9,6.87,31,23.66,28020
28,21,148,50,33.78,55,37.16,18,12.16,25,16.89,28021
28,22,103,22,21.36,51,49.51,9,8.74,21,20.39,28022
28,23,109,29,26.61,42,38.53,11,10.09,27,24.77,28023
28,24,68,18,26.47,25,36.76,9,13.24,16,23.53,28024
28,25,69,28,40.58,13,18.84,6,8.7,22,31.88,28025
28,26,129,44,34.11,54,41.86,6,4.65,25,19.38,28026
28,27,141,33,23.4,61,43.26,19,13.48,28,19.86,28027
28,28,82,27,32.93,22,26.83,12,14.63,21,25.61,28028
28,29,86,12,13.95,15,17.44,11,12.79,48,55.81,28029
28,30,67,18,26.87,22,32.84,7,10.45,20,29.85,28030
28,31,93,26,27.96,39,41.94,6,6.45,22,23.66,28031
28,32,98,35,35.71,19,19.39,13,13.27,31,31.63,28032
28,33,127,29,22.83,49,38.58,18,14.17,31,24.41,28033
28,34,20,1,5.0,4,20.0,3,15.0,12,60.0,28034
28,35,75,21,28.0,27,36.0,6,8.0,21,28.0,28035
28,36,90,18,20.0,45,50.0,3,3.33,24,26.67,28036
28,37,206,100,48.54,43,20.87,22,10.68,41,19.9,28037
28,38,50,7,14.0,11,22.0,5,10.0,27,54.0,28038
28,39,107,42,39.25,22,20.56,18,16.82,25,23.36,28039
28,40,160,42,26.25,55,34.38,17,10.63,46,28.75,28040
28,41,125,44,35.2,32,25.6,12,9.6,37,29.6,28041
28,42,102,25,24.51,44,43.14,8,7.84,25,24.51,28042
28,43,153,35,22.88,85,55.56,5,3.27,28,18.3,28043
28,44,136,33,24.26,44,32.35,20,14.71,39,28.68,28044
28,45,111,27,24.32,46,41.44,11,9.91,27,24.32,28045
28,46,131,34,25.95,53,40.46,10,7.63,34,25.95,28046
28,47,87,27,31.03,36,41.38,8,9.2,16,18.39,28047
28,48,43,18,41.86,9,20.93,6,13.95,10,23.26,28048
28,49,58,14,24.14,20,34.48,8,13.79,16,27.59,28049
28,50,68,14,20.59,33,48.53,5,7.35,16,23.53,28050
28,51,90,31,34.44,27,30.0,12,13.33,20,22.22,28051
28,52,76,21,27.63,22,28.95,10,13.16,23,30.26,28052
28,53,46,12,26.09,7,15.22,4,8.7,23,50.0,28053
28,54,83,33,39.76,22,26.51,9,10.84,19,22.89,28054
28,55,98,31,31.63,29,29.59,13,13.27,25,25.51,28055
28,56,118,31,26.27,46,38.98,13,11.02,28,23.73,28056
28,57,136,37,27.21,38,27.94,12,8.82,49,36.03,28057
28,58,114,39,34.21,34,29.82,13,11.4,28,24.56,28058
28,59,73,21,28.77,25,34.25,3,4.11,24,32.88,28059
28,60,65,18,27.69,30,46.15,4,6.15,13,20.0,28060
28,61,40,6,15.0,14,35.0,6,15.0,14,35.0,28061
29,1,181,40,22.1,93,51.38,11,6.08,37,20.44,29001
29,2,88,23,26.14,21,23.86,7,7.95,37,42.05,29002
29,3,217,50,23.04,95,43.78,18,8.29,54,24.88,29003
29,4,181,31,17.13,96,53.04,10,5.52,44,24.31,29004
29,5,150,32,21.33,81,54.0,7,4.67,30,20.0,29005
29,6,61,7,11.48,11,18.03,9,14.75,34,55.74,29006
29,7,71,13,18.31,16,22.54,8,11.27,34,47.89,29007
29,8,113,24,21.24,59,52.21,8,7.08,22,19.47,29008
29,9,86,14,16.28,29,33.72,5,5.81,38,44.19,29009
29,10,112,28,25.0,55,49.11,4,3.57,25,22.32,29010
29,11,172,48,27.91,80,46.51,11,6.4,33,19.19,29011
29,12,201,53,26.37,84,41.79,14,6.97,50,24.88,29012
29,13,160,16,10.0,114,71.25,6,3.75,24,15.0,29013
29,14,248,64,25.81,99,39.92,19,7.66,66,26.61,29014
29,15,184,48,26.09,78,42.39,15,8.15,43,23.37,29015
29,16,192,20,10.42,153,79.69,5,2.6,14,7.29,29016
29,17,121,33,27.27,57,47.11,7,5.79,24,19.83,29017
29,18,201,32,15.92,134,66.67,16,7.96,19,9.45,29018
29,19,143,19,13.29,92,64.34,7,4.9,25,17.48,29019
29,20,142,25,17.61,94,66.2,6,4.23,17,11.97,29020
29,21,122,32,26.23,56,45.9,11,9.02,23,18.85,29021
29,22,113,27,23.89,34,30.09,21,18.58,31,27.43,29022
29,23,173,29,16.76,104,60.12,8,4.62,32,18.5,29023
29,24,81,10,12.35,17,20.99,10,12.35,44,54.32,29024
29,25,172,20,11.63,127,73.84,5,2.91,20,11.63,29025
29,26,189,37,19.58,105,55.56,10,5.29,37,19.58,29026
29,27,112,24,21.43,51,45.54,13,11.61,24,21.43,29027
29,28,184,68,36.96,40,21.74,22,11.96,54,29.35,29028
29,29,198,31,15.66,123,62.12,9,4.55,35,17.68,29029
29,30,85,9,10.59,25,29.41,11,12.94,40,47.06,29030
29,31,127,31,24.41,57,44.88,10,7.87,29,22.83,29031
29,32,79,17,21.52,22,27.85,5,6.33,35,44.3,29032
29,33,199,31,15.58,114,57.29,14,7.04,40,20.1,29033
29,34,99,15,15.15,46,46.46,10,10.1,28,28.28,29034
29,35,116,42,36.21,27,23.28,19,16.38,28,24.14,29035
29,36,175,20,11.43,110,62.86,10,5.71,35,20.0,29036
29,37,156,32,20.51,78,50.0,15,9.62,31,19.87,29037
29,38,172,51,29.65,57,33.14,20,11.63,44,25.58,29038
29,39,82,20,24.39,25,30.49,9,10.98,28,34.15,29039
29,40,291,42,14.43,190,65.29,10,3.44,49,16.84,29040
29,41,191,28,14.66,121,63.35,13,6.81,29,15.18,29041
29,42,191,54,28.27,66,34.55,27,14.14,44,23.04,29042
29,43,262,27,10.31,184,70.23,14,5.34,37,14.12,29043
29,44,200,47,23.5,95,47.5,12,6.0,46,23.0,29044
29,45,147,26,17.69,77,52.38,10,6.8,34,23.13,29045
29,46,126,38,30.16,52,41.27,11,8.73,25,19.84,29046
29,47,219,64,29.22,89,40.64,18,8.22,48,21.92,29047
29,48,135,32,23.7,57,42.22,10,7.41,36,26.67,29048
29,49,202,42,20.79,108,53.47,21,10.4,31,15.35,29049
29,50,114,29,25.44,44,38.6,12,10.53,29,25.44,29050
29,51,153,30,19.61,70,45.75,14,9.15,39,25.49,29051
29,52,70,17,24.29,11,15.71,14,20.0,28,40.0,29052
30,1,117,24,20.51,12,10.26,13,11.11,68,58.12,30001
30,2,96,11,11.46,6,6.25,7,7.29,72,75.0,30002
30,3,118,13,11.02,16,13.56,16,13.56,73,61.86,30003
30,4,61,18,29.51,7,11.48,6,9.84,30,49.18,30004
30,5,42,12,28.57,3,7.14,9,21.43,18,42.86,30005
30,6,64,9,14.06,3,4.69,3,4.69,49,76.56,30006
30,7,68,11,16.18,27,39.71,2,2.94,28,41.18,30007
30,8,101,15,14.85,24,23.76,6,5.94,56,55.45,30008
30,9,139,23,16.55,17,12.23,32,23.02,67,48.2,30009
30,10,66,6,9.09,6,9.09,10,15.15,44,66.67,30010
30,11,54,12,22.22,7,12.96,5,9.26,30,55.56,30011
30,12,69,13,18.84,12,17.39,5,7.25,39,56.52,30012
30,13,66,13,19.7,8,12.12,8,12.12,37,56.06,30013
30,14,26,3,11.54,4,15.38,6,23.08,13,50.0,30014
30,15,121,38,31.4,12,9.92,20,16.53,51,42.15,30015
30,16,90,11,12.22,13,14.44,9,10.0,57,63.33,30016
30,17,67,10,14.93,7,10.45,3,4.48,47,70.15,30017
30,18,67,9,13.43,4,5.97,8,11.94,46,68.66,30018
30,19,47,11,23.4,10,21.28,7,14.89,19,40.43,30019
30,20,60,19,31.67,13,21.67,8,13.33,20,33.33,30020
30,21,83,20,24.1,12,14.46,12,14.46,39,46.99,30021
30,22,77,13,16.88,14,18.18,8,10.39,42,54.55,30022
30,23,68,15,22.06,14,20.59,10,14.71,29,42.65,30023
30,24,75,14,18.67,14,18.67,5,6.67,42,56.0,30024
30,25,55,5,9.09,5,9.09,6,10.91,39,70.91,30025
30,26,54,19,35.19,8,14.81,7,12.96,20,37.04,30026
30,27,97,28,28.87,18,18.56,12,12.37,39,40.21,30027
30,28,82,11,13.41,8,9.76,14,17.07,49,59.76,30028
30,29,36,6,16.67,11,30.56,5,13.89,14,38.89,30029
30,30,107,21,19.63,27,25.23,8,7.48,51,47.66,30030
30,31,58,16,27.59,12,20.69,4,6.9,26,44.83,30031
30,32,28,7,25.0,6,21.43,1,3.57,14,50.0,30032
30,33,75,8,10.67,12,16.0,14,18.67,41,54.67,30033
30,34,119,19,15.97,18,15.13,11,9.24,71,59.66,30034
30,35,85,19,22.35,12,14.12,4,4.71,50,58.82,30035
30,36,54,15,27.78,3,5.56,6,11.11,30,55.56,30036
30,37,75,10,13.33,5,6.67,11,14.67,49,65.33,30037
30,38,124,22,17.74,11,8.87,23,18.55,68,54.84,30038
30,39,92,14,15.22,21,22.83,9,9.78,48,52.17,30039
30,40,72,12,16.67,5,6.94,8,11.11,47,65.28,30040
30,41,79,11,13.92,9,11.39,5,6.33,54,68.35,30041
31,1,47,1,2.13,29,61.7,7,14.89,10,21.28,31001
31,2,59,16,27.12,10,16.95,9,15.25,24,40.68,31002
31,3,92,8,8.7,31,33.7,10,10.87,43,46.74,31003
31,4,66,9,13.64,16,24.24,5,7.58,36,54.55,31004
31,5,80,16,20.0,20,25.0,8,10.0,36,45.0,31005
31,6,74,19,25.68,8,10.81,13,17.57,34,45.95,31006
31,7,60,9,15.0,15,25.0,7,11.67,29,48.33,31007
31,8,68,16,23.53,20,29.41,9,13.24,23,33.82,31008
31,9,64,11,17.19,10,15.63,4,6.25,39,60.94,31009
31,10,31,5,16.13,13,41.94,5,16.13,8,25.81,31010
31,11,35,8,22.86,4,11.43,3,8.57,20,57.14,31011
31,12,76,16,21.05,15,19.74,9,11.84,36,47.37,31012
31,13,45,9,20.0,7,15.56,3,6.67,26,57.78,31013
31,14,43,10,23.26,17,39.53,6,13.95,10,23.26,31014
31,15,40,4,10.0,11,27.5,8,20.0,17,42.5,31015
31,16,42,6,14.29,4,9.52,2,4.76,30,71.43,31016
31,17,67,10,,30,,0,,27,,31017
31,18,44,5,11.36,13,29.55,6,13.64,20,45.45,31018
31,19,69,14,20.29,21,30.43,4,5.8,30,43.48,31019
31,20,54,12,22.22,9,16.67,6,11.11,27,50.0,31020
31,21,77,8,10.39,20,25.97,12,15.58,37,48.05,31021
31,22,44,5,11.36,9,20.45,4,9.09,26,59.09,31022
31,23,40,12,30.0,5,12.5,4,10.0,19,47.5,31023
31,24,62,14,22.58,13,20.97,7,11.29,28,45.16,31024
31,25,69,14,20.29,19,27.54,8,11.59,28,40.58,31025
31,26,46,8,17.39,15,32.61,4,8.7,19,41.3,31026
31,27,66,12,18.18,23,34.85,6,9.09,25,37.88,31027
31,28,55,13,23.64,9,16.36,7,12.73,26,47.27,31028
31,29,55,14,25.45,21,38.18,3,5.45,17,30.91,31029
31,30,79,5,6.33,33,41.77,5,6.33,36,45.57,31030
31,31,90,16,17.78,21,23.33,9,10.0,44,48.89,31031
31,32,83,13,15.66,15,18.07,12,14.46,43,51.81,31032
31,33,61,7,11.48,15,24.59,4,6.56,35,57.38,31033
31,34,47,7,14.89,7,14.89,3,6.38,30,63.83,31034
31,35,57,9,15.79,12,21.05,8,14.04,28,49.12,31035
31,36,97,12,12.37,46,47.42,7,7.22,32,32.99,31036
31,37,60,11,18.33,18,30.0,8,13.33,23,38.33,31037
31,38,50,9,18.0,11,22.0,4,8.0,26,52.0,31038
31,39,44,10,22.73,9,20.45,10,22.73,15,34.09,31039
31,40,57,7,12.28,18,31.58,12,21.05,20,35.09,31040
31,41,52,13,25.0,12,23.08,3,5.77,24,46.15,31041
31,42,82,15,18.29,29,35.37,10,12.2,28,34.15,31042
31,43,78,12,15.38,9,11.54,13,16.67,44,56.41,31043
31,44,58,7,12.07,22,37.93,6,10.34,23,39.66,31044
31,45,71,8,11.27,21,29.58,9,12.68,33,46.48,31045
31,46,64,10,15.63,23,35.94,5,7.81,26,40.63,31046
31,47,95,14,14.74,15,15.79,13,13.68,53,55.79,31047
31,48,65,17,26.15,6,9.23,11,16.92,31,47.69,31048
31,49,41,11,26.83,10,24.39,3,7.32,17,41.46,31049
31,50,64,16,25.0,7,10.94,3,4.69,38,59.38,31050
31,51,52,6,11.54,17,32.69,3,5.77,26,50.0,31051
32,1,89,15,16.85,16,17.98,10,11.24,48,53.93,32001
32,2,85,47,55.29,14,16.47,8,9.41,16,18.82,32002
32,3,67,22,32.84,13,19.4,11,16.42,21,31.34,32003
32,4,110,33,30.0,21,19.09,8,7.27,48,43.64,32004
32,5,64,18,28.13,13,20.31,6,9.38,27,42.19,32005
32,6,93,23,24.73,15,16.13,10,10.75,45,48.39,32006
32,7,35,11,31.43,11,31.43,3,8.57,10,28.57,32007
32,8,91,42,46.15,6,6.59,14,15.38,29,31.87,32008
32,9,134,59,44.03,15,11.19,15,11.19,45,33.58,32009
32,10,74,26,35.14,13,17.57,14,18.92,21,28.38,32010
32,11,60,12,20.0,17,28.33,8,13.33,23,38.33,32011
32,12,69,21,30.43,17,24.64,4,5.8,27,39.13,32012
32,13,25,8,32.0,4,16.0,4,16.0,9,36.0,32013
32,14,75,15,20.0,28,37.33,6,8.0,26,34.67,32014
32,15,58,21,36.21,11,18.97,9,15.52,17,29.31,32015
32,16,98,22,22.45,33,33.67,9,9.18,34,34.69,32016
32,17,72,14,19.44,17,23.61,10,13.89,31,43.06,32017
32,18,54,10,18.52,11,20.37,11,20.37,22,40.74,32018
32,19,93,32,34.41,14,15.05,20,21.51,27,29.03,32019
32,20,81,24,29.63,24,29.63,8,9.88,25,30.86,32020
32,21,78,26,33.33,10,12.82,13,16.67,29,37.18,32021
32,22,108,40,37.04,20,18.52,11,10.19,37,34.26,32022
32,23,99,35,35.35,7,7.07,12,12.12,45,45.45,32023
32,24,66,21,31.82,8,12.12,6,9.09,31,46.97,32024
32,25,78,24,30.77,17,21.79,11,14.1,26,33.33,32025
32,26,73,18,24.66,14,19.18,3,4.11,38,52.05,32026
32,27,69,22,31.88,14,20.29,5,7.25,28,40.58,32027
32,28,72,16,22.22,13,18.06,11,15.28,32,44.44,32028
