ward,precinct,total,Jesse White,Jesse White Percent,Michael Webster,Michael Webster Percent,Christopher Michel,Christopher Michel Percent,precinct_id
38,33,277,207,74.73,60,21.66,10,3.61,38033
38,34,283,222,78.45,44,15.55,17,6.01,38034
38,35,310,242,78.06,59,19.03,9,2.9,38035
38,36,292,229,78.42,54,18.49,9,3.08,38036
38,37,325,254,78.15,60,18.46,11,3.38,38037
38,38,283,196,69.26,75,26.5,12,4.24,38038
38,39,368,305,82.88,55,14.95,8,2.17,38039
38,40,325,248,76.31,67,20.62,10,3.08,38040
38,41,325,254,78.15,60,18.46,11,3.38,38041
39,1,367,257,70.03,94,25.61,16,4.36,39001
39,2,370,270,72.97,92,24.86,8,2.16,39002
39,3,367,292,79.56,61,16.62,14,3.81,39003
39,4,345,250,72.46,87,25.22,8,2.32,39004
39,5,347,281,80.98,55,15.85,11,3.17,39005
39,6,269,212,78.81,48,17.84,9,3.35,39006
39,7,271,223,82.29,36,13.28,12,4.43,39007
39,8,307,262,85.34,38,12.38,7,2.28,39008
39,9,316,242,76.58,62,19.62,12,3.8,39009
39,10,156,134,85.9,15,9.62,7,4.49,39010
39,11,311,235,75.56,67,21.54,9,2.89,39011
39,12,367,303,82.56,53,14.44,11,3.0,39012
39,13,305,253,82.95,44,14.43,8,2.62,39013
39,14,278,205,73.74,65,23.38,8,2.88,39014
39,15,381,277,72.7,97,25.46,7,1.84,39015
39,16,212,175,82.55,26,12.26,11,5.19,39016
39,17,376,301,80.05,66,17.55,9,2.39,39017
39,18,331,264,79.76,56,16.92,11,3.32,39018
39,19,307,247,80.46,38,12.38,22,7.17,39019
39,20,401,302,75.31,79,19.7,20,4.99,39020
39,21,335,232,69.25,94,28.06,9,2.69,39021
39,22,223,157,70.4,50,22.42,16,7.17,39022
39,23,388,291,75.0,83,21.39,14,3.61,39023
39,24,473,355,75.05,99,20.93,19,4.02,39024
39,25,223,180,80.72,29,13.0,14,6.28,39025
39,26,320,243,75.94,66,20.63,11,3.44,39026
39,27,73,60,82.19,13,17.81,0,0.0,39027
39,28,371,296,79.78,54,14.56,21,5.66,39028
39,29,147,130,88.44,13,8.84,4,2.72,39029
39,30,353,311,88.1,32,9.07,10,2.83,39030
39,31,269,228,84.76,32,11.9,9,3.35,39031
39,32,319,263,82.45,51,15.99,5,1.57,39032
39,33,324,276,85.19,28,8.64,20,6.17,39033
39,34,344,280,81.4,51,14.83,13,3.78,39034
39,35,288,232,80.56,41,14.24,15,5.21,39035
39,36,129,108,83.72,17,13.18,4,3.1,39036
39,37,397,298,75.06,81,20.4,18,4.53,39037
39,38,221,188,85.07,28,12.67,5,2.26,39038
39,39,214,164,76.64,46,21.5,4,1.87,39039
39,40,298,229,76.85,62,20.81,7,2.35,39040
39,41,408,310,75.98,87,21.32,11,2.7,39041
39,42,395,284,71.9,98,24.81,13,3.29,39042
39,43,420,295,70.24,111,26.43,14,3.33,39043
39,44,313,210,67.09,98,31.31,5,1.6,39044
39,45,369,279,75.61,81,21.95,9,2.44,39045
40,1,258,212,82.17,38,14.73,8,3.1,40001
40,2,312,256,82.05,44,14.1,12,3.85,40002
40,3,365,315,86.3,32,8.77,18,4.93,40003
40,4,215,189,87.91,19,8.84,7,3.26,40004
40,5,343,302,88.05,33,9.62,8,2.33,40005
40,6,361,317,87.81,31,8.59,13,3.6,40006
40,7,365,321,87.95,32,8.77,12,3.29,40007
40,8,407,356,87.47,32,7.86,19,4.67,40008
40,9,281,240,85.41,32,11.39,9,3.2,40009
40,10,331,278,83.99,43,12.99,10,3.02,40010
40,11,356,309,86.8,33,9.27,14,3.93,40011
40,12,242,197,81.4,37,15.29,8,3.31,40012
40,13,451,402,89.14,35,7.76,14,3.1,40013
40,14,240,204,85.0,30,12.5,6,2.5,40014
40,15,287,240,83.62,40,13.94,7,2.44,40015
40,16,402,345,85.82,35,8.71,22,5.47,40016
40,17,300,254,84.67,38,12.67,8,2.67,40017
40,18,246,213,86.59,29,11.79,4,1.63,40018
40,19,392,320,81.63,62,15.82,10,2.55,40019
40,20,295,247,83.73,33,11.19,15,5.08,40020
40,21,402,344,85.57,33,8.21,25,6.22,40021
40,22,336,284,84.52,37,11.01,15,4.46,40022
40,23,432,367,84.95,47,10.88,18,4.17,40023
40,24,234,187,79.91,38,16.24,9,3.85,40024
40,25,408,363,88.97,28,6.86,17,4.17,40025
40,26,393,353,89.82,28,7.12,12,3.05,40026
40,27,447,387,86.58,39,8.72,21,4.7,40027
40,28,373,341,91.42,18,4.83,14,3.75,40028
40,29,356,292,82.02,55,15.45,9,2.53,40029
40,30,356,291,81.74,55,15.45,10,2.81,40030
40,31,389,340,87.4,34,8.74,15,3.86,40031
40,32,392,336,85.71,36,9.18,20,5.1,40032
40,33,341,302,88.56,31,9.09,8,2.35,40033
40,34,288,233,80.9,45,15.63,10,3.47,40034
40,35,254,204,80.31,29,11.42,21,8.27,40035
40,36,338,273,80.77,46,13.61,19,5.62,40036
40,37,345,302,87.54,28,8.12,15,4.35,40037
40,38,415,346,83.37,53,12.77,16,3.86,40038
40,39,90,77,85.56,8,8.89,5,5.56,40039
41,1,365,238,65.21,116,31.78,11,3.01,41001
41,2,424,287,67.69,127,29.95,10,2.36,41002
41,3,360,272,75.56,79,21.94,9,2.5,41003
41,4,423,306,72.34,103,24.35,14,3.31,41004
41,5,427,296,69.32,108,25.29,23,5.39,41005
41,6,478,342,71.55,118,24.69,18,3.77,41006
41,7,429,311,72.49,106,24.71,12,2.8,41007
41,8,423,283,66.9,129,30.5,11,2.6,41008
41,9,395,278,70.38,102,25.82,15,3.8,41009
41,10,443,313,70.65,121,27.31,9,2.03,41010
41,11,414,292,70.53,110,26.57,12,2.9,41011
41,12,356,256,71.91,91,25.56,9,2.53,41012
41,13,445,296,66.52,135,30.34,14,3.15,41013
41,14,481,322,66.94,144,29.94,15,3.12,41014
41,15,471,352,74.73,102,21.66,17,3.61,41015
41,16,360,262,72.78,88,24.44,10,2.78,41016
41,17,413,305,73.85,95,23.0,13,3.15,41017
41,18,344,239,69.48,92,26.74,13,3.78,41018
41,19,479,333,69.52,135,28.18,11,2.3,41019
41,20,337,243,72.11,83,24.63,11,3.26,41020
41,21,413,296,71.67,103,24.94,14,3.39,41021
41,22,435,299,68.74,120,27.59,16,3.68,41022
41,23,398,260,65.33,125,31.41,13,3.27,41023
41,24,341,228,66.86,102,29.91,11,3.23,41024
41,25,223,151,67.71,60,26.91,12,5.38,41025
41,26,416,293,70.43,106,25.48,17,4.09,41026
41,27,311,216,69.45,88,28.3,7,2.25,41027
41,28,338,244,72.19,80,23.67,14,4.14,41028
41,29,232,169,72.84,59,25.43,4,1.72,41029
41,30,402,294,73.13,100,24.88,8,1.99,41030
41,31,447,335,74.94,103,23.04,9,2.01,41031
41,32,307,225,73.29,73,23.78,9,2.93,41032
41,33,374,271,72.46,97,25.94,6,1.6,41033
41,34,357,256,71.71,95,26.61,6,1.68,41034
41,35,476,340,71.43,118,24.79,18,3.78,41035
41,36,407,283,69.53,107,26.29,17,4.18,41036
41,37,425,300,70.59,112,26.35,13,3.06,41037
41,38,343,257,74.93,74,21.57,12,3.5,41038
41,39,406,290,71.43,110,27.09,6,1.48,41039
41,40,475,309,65.05,148,31.16,18,3.79,41040
41,41,391,280,71.61,100,25.58,11,2.81,41041
41,42,405,295,72.84,98,24.2,12,2.96,41042
41,43,373,273,73.19,91,24.4,9,2.41,41043
41,44,425,288,67.76,129,30.35,8,1.88,41044
41,45,349,247,70.77,89,25.5,13,3.72,41045
41,46,424,313,73.82,97,22.88,14,3.3,41046
41,47,424,311,73.35,97,22.88,16,3.77,41047
42,1,460,348,75.65,100,21.74,12,2.61,42001
42,2,371,257,69.27,103,27.76,11,2.96,42002
42,3,309,232,75.08,64,20.71,13,4.21,42003
42,4,500,360,72.0,131,26.2,9,1.8,42004
42,5,284,201,70.77,74,26.06,9,3.17,42005
42,6,479,381,79.54,82,17.12,16,3.34,42006
42,7,503,352,69.98,136,27.04,15,2.98,42007
42,8,402,306,76.12,87,21.64,9,2.24,42008
42,9,373,273,73.19,84,22.52,16,4.29,42009
42,10,327,217,66.36,100,30.58,10,3.06,42010
42,11,343,240,69.97,96,27.99,7,2.04,42011
42,12,347,253,72.91,84,24.21,10,2.88,42012
42,13,460,343,74.57,105,22.83,12,2.61,42013
42,14,360,244,67.78,108,30.0,8,2.22,42014
42,15,277,173,62.45,101,36.46,3,1.08,42015
42,16,363,261,71.9,95,26.17,7,1.93,42016
42,17,413,244,59.08,155,37.53,14,3.39,42017
42,18,332,222,66.87,98,29.52,12,3.61,42018
42,19,510,342,67.06,158,30.98,10,1.96,42019
42,20,324,199,61.42,117,36.11,8,2.47,42020
42,21,270,202,74.81,57,21.11,11,4.07,42021
42,22,207,143,69.08,60,28.99,4,1.93,42022
42,23,368,235,63.86,122,33.15,11,2.99,42023
42,24,432,318,73.61,106,24.54,8,1.85,42024
42,25,410,254,61.95,139,33.9,17,4.15,42025
42,26,388,266,68.56,112,28.87,10,2.58,42026
42,27,302,226,74.83,70,23.18,6,1.99,42027
42,28,475,364,76.63,103,21.68,8,1.68,42028
42,29,355,210,59.15,133,37.46,12,3.38,42029
42,30,442,308,69.68,122,27.6,12,2.71,42030
42,31,407,261,64.13,134,32.92,12,2.95,42031
42,32,306,172,56.21,119,38.89,15,4.9,42032
42,33,360,258,71.67,88,24.44,14,3.89,42033
42,34,442,307,69.46,129,29.19,6,1.36,42034
42,35,481,347,72.14,127,26.4,7,1.46,42035
42,36,456,318,69.74,122,26.75,16,3.51,42036
42,37,261,166,63.6,92,35.25,3,1.15,42037
42,38,348,231,66.38,99,28.45,18,5.17,42038
42,39,317,219,69.09,87,27.44,11,3.47,42039
42,40,360,243,67.5,106,29.44,11,3.06,42040
42,41,369,256,69.38,95,25.75,18,4.88,42041
42,42,385,270,70.13,101,26.23,14,3.64,42042
43,1,237,193,81.43,34,14.35,10,4.22,43001
43,2,348,244,70.11,96,27.59,8,2.3,43002
43,3,427,300,70.26,119,27.87,8,1.87,43003
43,4,431,284,65.89,130,30.16,17,3.94,43004
43,5,313,222,70.93,88,28.12,3,0.96,43005
43,6,267,165,61.8,91,34.08,11,4.12,43006
43,7,269,205,76.21,55,20.45,9,3.35,43007
43,8,319,231,72.41,77,24.14,11,3.45,43008
43,9,462,349,75.54,101,21.86,12,2.6,43009
43,10,455,312,68.57,133,29.23,10,2.2,43010
43,11,287,178,62.02,101,35.19,8,2.79,43011
43,12,227,165,72.69,53,23.35,9,3.96,43012
43,13,337,248,73.59,74,21.96,15,4.45,43013
43,14,421,297,70.55,109,25.89,15,3.56,43014
43,15,392,261,66.58,120,30.61,11,2.81,43015
43,16,350,230,65.71,104,29.71,16,4.57,43016
43,17,307,208,67.75,91,29.64,8,2.61,43017
43,18,420,289,68.81,120,28.57,11,2.62,43018
43,19,414,316,76.33,92,22.22,6,1.45,43019
43,20,418,313,74.88,95,22.73,10,2.39,43020
43,21,367,260,70.84,98,26.7,9,2.45,43021
43,22,232,162,69.83,59,25.43,11,4.74,43022
43,23,222,155,69.82,61,27.48,6,2.7,43023
43,24,284,211,74.3,68,23.94,5,1.76,43024
43,25,343,265,77.26,68,19.83,10,2.92,43025
43,26,301,226,75.08,66,21.93,9,2.99,43026
43,27,366,266,72.68,90,24.59,10,2.73,43027
43,28,511,369,72.21,125,24.46,17,3.33,43028
43,29,348,258,74.14,81,23.28,9,2.59,43029
43,30,387,276,71.32,100,25.84,11,2.84,43030
43,31,410,321,78.29,82,20.0,7,1.71,43031
43,32,414,316,76.33,88,21.26,10,2.42,43032
43,33,461,326,70.72,129,27.98,6,1.3,43033
43,34,302,227,75.17,67,22.19,8,2.65,43034
43,35,511,363,71.04,134,26.22,14,2.74,43035
43,36,170,125,73.53,37,21.76,8,4.71,43036
43,37,318,240,75.47,72,22.64,6,1.89,43037
43,38,454,330,72.69,119,26.21,5,1.1,43038
43,39,278,196,70.5,74,26.62,8,2.88,43039
43,40,257,182,70.82,61,23.74,14,5.45,43040
43,41,469,354,75.48,106,22.6,9,1.92,43041
43,42,334,245,73.35,77,23.05,12,3.59,43042
43,43,541,379,70.06,146,26.99,16,2.96,43043
43,44,348,254,72.99,87,25.0,7,2.01,43044
43,45,259,195,75.29,54,20.85,10,3.86,43045
43,46,190,136,71.58,50,26.32,4,2.11,43046
44,1,574,450,78.4,104,18.12,20,3.48,44001
44,2,366,272,74.32,77,21.04,17,4.64,44002
44,3,325,282,86.77,41,12.62,2,0.62,44003
44,4,436,345,79.13,83,19.04,8,1.83,44004
44,5,336,276,82.14,48,14.29,12,3.57,44005
44,6,403,321,79.65,67,16.63,15,3.72,44006
44,7,352,252,71.59,88,25.0,12,3.41,44007
44,8,440,344,78.18,77,17.5,19,4.32,44008
44,9,317,218,68.77,88,27.76,11,3.47,44009
44,10,333,232,69.67,86,25.83,15,4.5,44010
44,11,368,266,72.28,87,23.64,15,4.08,44011
44,12,431,363,84.22,57,13.23,11,2.55,44012
44,13,288,206,71.53,74,25.69,8,2.78,44013
44,14,331,219,66.16,98,29.61,14,4.23,44014
44,15,373,295,79.09,67,17.96,11,2.95,44015
44,16,364,279,76.65,76,20.88,9,2.47,44016
44,17,483,399,82.61,70,14.49,14,2.9,44017
44,18,356,249,69.94,96,26.97,11,3.09,44018
44,19,450,361,80.22,73,16.22,16,3.56,44019
44,20,298,234,78.52,55,18.46,9,3.02,44020
44,21,363,291,80.17,47,12.95,25,6.89,44021
44,22,428,348,81.31,71,16.59,9,2.1,44022
44,23,342,269,78.65,56,16.37,17,4.97,44023
44,24,391,326,83.38,56,14.32,9,2.3,44024
44,25,391,294,75.19,77,19.69,20,5.12,44025
44,26,365,293,80.27,61,16.71,11,3.01,44026
44,27,417,322,77.22,81,19.42,14,3.36,44027
44,28,358,291,81.28,44,12.29,23,6.42,44028
44,29,376,274,72.87,85,22.61,17,4.52,44029
44,30,399,296,74.19,92,23.06,11,2.76,44030
44,31,316,230,72.78,68,21.52,18,5.7,44031
44,32,375,276,73.6,86,22.93,13,3.47,44032
44,33,306,262,85.62,29,9.48,15,4.9,44033
44,34,426,349,81.92,60,14.08,17,3.99,44034
44,35,469,377,80.38,75,15.99,17,3.62,44035
44,36,315,245,77.78,54,17.14,16,5.08,44036
44,37,407,334,82.06,54,13.27,19,4.67,44037
44,38,353,248,70.25,93,26.35,12,3.4,44038
44,39,334,208,62.28,111,33.23,15,4.49,44039
44,40,357,259,72.55,89,24.93,9,2.52,44040
44,41,380,307,80.79,58,15.26,15,3.95,44041
45,1,260,219,84.23,33,12.69,8,3.08,45001
45,2,241,202,83.82,31,12.86,8,3.32,45002
45,3,294,238,80.95,42,14.29,14,4.76,45003
45,4,407,330,81.08,59,14.5,18,4.42,45004
45,5,394,329,83.5,44,11.17,21,5.33,45005
45,6,409,336,82.15,55,13.45,18,4.4,45006
45,7,487,382,78.44,89,18.28,16,3.29,45007
45,8,341,270,79.18,56,16.42,15,4.4,45008
45,9,333,270,81.08,51,15.32,12,3.6,45009
45,10,347,283,81.56,54,15.56,10,2.88,45010
45,11,240,192,80.0,36,15.0,12,5.0,45011
45,12,301,246,81.73,39,12.96,16,5.32,45012
45,13,297,249,83.84,43,14.48,5,1.68,45013
45,14,393,315,80.15,61,15.52,17,4.33,45014
45,15,412,359,87.14,40,9.71,13,3.16,45015
45,16,289,226,78.2,44,15.22,19,6.57,45016
45,17,359,276,76.88,63,17.55,20,5.57,45017
45,18,281,204,72.6,65,23.13,12,4.27,45018
45,19,174,136,78.16,28,16.09,10,5.75,45019
45,20,216,151,69.91,49,22.69,16,7.41,45020
45,21,317,229,72.24,75,23.66,13,4.1,45021
45,22,292,231,79.11,53,18.15,8,2.74,45022
45,23,327,242,74.01,74,22.63,11,3.36,45023
45,24,294,218,74.15,64,21.77,12,4.08,45024
45,25,218,156,71.56,59,27.06,3,1.38,45025
45,26,199,138,69.35,57,28.64,4,2.01,45026
45,27,232,165,71.12,61,26.29,6,2.59,45027
45,28,267,213,79.78,46,17.23,8,3.0,45028
45,29,219,164,74.89,45,20.55,10,4.57,45029
45,30,259,208,80.31,39,15.06,12,4.63,45030
45,31,265,197,74.34,54,20.38,14,5.28,45031
45,32,254,198,77.95,45,17.72,11,4.33,45032
45,33,215,173,80.47,36,16.74,6,2.79,45033
45,34,348,261,75.0,69,19.83,18,5.17,45034
45,35,391,289,73.91,88,22.51,14,3.58,45035
45,36,379,310,81.79,57,15.04,12,3.17,45036
45,37,292,225,77.05,53,18.15,14,4.79,45037
45,38,285,221,77.54,58,20.35,6,2.11,45038
45,39,301,221,73.42,65,21.59,15,4.98,45039
45,40,330,246,74.55,70,21.21,14,4.24,45040
45,41,301,223,74.09,69,22.92,9,2.99,45041
45,42,351,263,74.93,69,19.66,19,5.41,45042
45,43,361,262,72.58,86,23.82,13,3.6,45043
45,44,364,278,76.37,72,19.78,14,3.85,45044
45,45,223,166,74.44,53,23.77,4,1.79,45045
45,46,267,192,71.91,65,24.34,10,3.75,45046
45,47,261,189,72.41,62,23.75,10,3.83,45047
45,48,262,186,70.99,71,27.1,5,1.91,45048
46,1,377,311,82.49,51,13.53,15,3.98,46001
46,2,302,264,87.42,29,9.6,9,2.98,46002
46,3,468,395,84.4,63,13.46,10,2.14,46003
46,4,357,304,85.15,34,9.52,19,5.32,46004
46,5,336,267,79.46,54,16.07,15,4.46,46005
46,6,302,275,91.06,25,8.28,2,0.66,46006
46,7,502,415,82.67,71,14.14,16,3.19,46007
46,8,265,219,82.64,36,13.58,10,3.77,46008
46,9,336,283,84.23,33,9.82,20,5.95,46009
46,10,394,311,78.93,73,18.53,10,2.54,46010
46,11,330,236,71.52,85,25.76,9,2.73,46011
46,12,325,290,89.23,19,5.85,16,4.92,46012
46,13,343,293,85.42,39,11.37,11,3.21,46013
46,14,454,410,90.31,37,8.15,7,1.54,46014
46,15,363,307,84.57,47,12.95,9,2.48,46015
46,16,358,314,87.71,31,8.66,13,3.63,46016
46,17,438,373,85.16,50,11.42,15,3.42,46017
46,18,362,277,76.52,72,19.89,13,3.59,46018
46,19,280,223,79.64,48,17.14,9,3.21,46019
46,20,320,283,88.44,27,8.44,10,3.13,46020
46,21,255,208,81.57,41,16.08,6,2.35,46021
46,22,268,235,87.69,27,10.07,6,2.24,46022
46,23,298,268,89.93,20,6.71,10,3.36,46023
46,24,384,305,79.43,67,17.45,12,3.13,46024
46,25,299,265,88.63,23,7.69,11,3.68,46025
46,26,314,286,91.08,19,6.05,9,2.87,46026
46,27,374,288,77.01,64,17.11,22,5.88,46027
46,28,445,364,81.8,66,14.83,15,3.37,46028
46,29,323,272,84.21,42,13.0,9,2.79,46029
46,30,351,306,87.18,34,9.69,11,3.13,46030
46,31,324,271,83.64,38,11.73,15,4.63,46031
46,32,387,336,86.82,40,10.34,11,2.84,46032
46,33,448,371,82.81,62,13.84,15,3.35,46033
46,34,382,307,80.37,53,13.87,22,5.76,46034
46,35,447,391,87.47,46,10.29,10,2.24,46035
46,36,386,308,79.79,61,15.8,17,4.4,46036
46,37,242,211,87.19,23,9.5,8,3.31,46037
46,38,359,302,84.12,44,12.26,13,3.62,46038
46,39,342,251,73.39,73,21.35,18,5.26,46039
46,40,321,286,89.1,26,8.1,9,2.8,46040
47,1,230,181,78.7,42,18.26,7,3.04,47001
47,2,473,390,82.45,69,14.59,14,2.96,47002
47,3,442,370,83.71,61,13.8,11,2.49,47003
47,4,462,363,78.57,84,18.18,15,3.25,47004
47,5,408,331,81.13,52,12.75,25,6.13,47005
47,6,365,281,76.99,66,18.08,18,4.93,47006
47,7,345,284,82.32,50,14.49,11,3.19,47007
47,8,413,333,80.63,64,15.5,16,3.87,47008
47,9,296,231,78.04,55,18.58,10,3.38,47009
47,10,406,332,81.77,57,14.04,17,4.19,47010
47,11,365,277,75.89,70,19.18,18,4.93,47011
47,12,422,348,82.46,57,13.51,17,4.03,47012
47,13,355,308,86.76,31,8.73,16,4.51,47013
47,14,323,255,78.95,56,17.34,12,3.72,47014
47,15,420,375,89.29,32,7.62,13,3.1,47015
47,16,399,342,85.71,42,10.53,15,3.76,47016
47,17,351,286,81.48,55,15.67,10,2.85,47017
47,18,337,273,81.01,56,16.62,8,2.37,47018
47,19,435,393,90.34,28,6.44,14,3.22,47019
47,20,369,307,83.2,44,11.92,18,4.88,47020
47,21,323,275,85.14,38,11.76,10,3.1,47021
47,22,442,379,85.75,49,11.09,14,3.17,47022
47,23,409,365,89.24,28,6.85,16,3.91,47023
47,24,328,258,78.66,59,17.99,11,3.35,47024
47,25,362,292,80.66,49,13.54,21,5.8,47025
47,26,395,332,84.05,41,10.38,22,5.57,47026
47,27,351,277,78.92,56,15.95,18,5.13,47027
47,28,399,335,83.96,50,12.53,14,3.51,47028
47,29,409,330,80.68,66,16.14,13,3.18,47029
47,30,408,346,84.8,46,11.27,16,3.92,47030
47,31,372,308,82.8,51,13.71,13,3.49,47031
47,32,412,345,83.74,49,11.89,18,4.37,47032
47,33,359,285,79.39,62,17.27,12,3.34,47033
47,34,441,361,81.86,56,12.7,24,5.44,47034
47,35,372,298,80.11,59,15.86,15,4.03,47035
47,36,401,350,87.28,40,9.98,11,2.74,47036
47,37,393,321,81.68,59,15.01,13,3.31,47037
47,38,390,307,78.72,69,17.69,14,3.59,47038
47,39,398,333,83.67,51,12.81,14,3.52,47039
47,40,397,330,83.12,45,11.34,22,5.54,47040
47,41,431,368,85.38,45,10.44,18,4.18,47041
47,42,331,278,83.99,37,11.18,16,4.83,47042
47,43,366,273,74.59,76,20.77,17,4.64,47043
47,44,346,268,77.46,65,18.79,13,3.76,47044
47,45,390,334,85.64,41,10.51,15,3.85,47045
47,46,374,291,77.81,66,17.65,17,4.55,47046
47,47,413,312,75.54,86,20.82,15,3.63,47047
47,48,56,52,92.86,2,3.57,2,3.57,47048
48,1,342,306,89.47,25,7.31,11,3.22,48001
48,2,214,186,86.92,24,11.21,4,1.87,48002
48,3,430,368,85.58,40,9.3,22,5.12,48003
48,4,307,282,91.86,19,6.19,6,1.95,48004
48,5,266,224,84.21,34,12.78,8,3.01,48005
48,6,403,343,85.11,45,11.17,15,3.72,48006
48,7,404,372,92.08,19,4.7,13,3.22,48007
48,8,252,210,83.33,31,12.3,11,4.37,48008
48,9,290,224,77.24,59,20.34,7,2.41,48009
48,10,501,445,88.82,40,7.98,16,3.19,48010
48,11,345,307,88.99,29,8.41,9,2.61,48011
48,12,440,389,88.41,32,7.27,19,4.32,48012
48,13,530,443,83.58,66,12.45,21,3.96,48013
48,14,259,209,80.69,44,16.99,6,2.32,48014
48,15,251,222,88.45,24,9.56,5,1.99,48015
48,16,382,324,84.82,46,12.04,12,3.14,48016
48,17,382,338,88.48,31,8.12,13,3.4,48017
48,18,334,293,87.72,30,8.98,11,3.29,48018
48,19,291,256,87.97,23,7.9,12,4.12,48019
48,20,405,374,92.35,22,5.43,9,2.22,48020
48,21,431,390,90.49,29,6.73,12,2.78,48021
48,22,409,343,83.86,52,12.71,14,3.42,48022
48,23,423,369,87.23,43,10.17,11,2.6,48023
48,24,387,305,78.81,67,17.31,15,3.88,48024
48,25,396,343,86.62,40,10.1,13,3.28,48025
48,26,215,174,80.93,33,15.35,8,3.72,48026
48,27,409,343,83.86,48,11.74,18,4.4,48027
48,28,515,382,74.17,125,24.27,8,1.55,48028
48,29,246,222,90.24,17,6.91,7,2.85,48029
48,30,337,309,91.69,22,6.53,6,1.78,48030
48,31,493,440,89.25,42,8.52,11,2.23,48031
48,32,292,256,87.67,23,7.88,13,4.45,48032
48,33,248,215,86.69,28,11.29,5,2.02,48033
48,34,349,304,87.11,36,10.32,9,2.58,48034
48,35,302,245,81.13,48,15.89,9,2.98,48035
48,36,273,225,82.42,38,13.92,10,3.66,48036
48,37,359,315,87.74,32,8.91,12,3.34,48037
48,38,422,377,89.34,38,9.0,7,1.66,48038
48,39,376,308,81.91,52,13.83,16,4.26,48039
48,40,330,284,86.06,33,10.0,13,3.94,48040
48,41,397,352,88.66,31,7.81,14,3.53,48041
48,42,395,360,91.14,23,5.82,12,3.04,48042
48,43,384,338,88.02,31,8.07,15,3.91,48043
48,44,424,373,87.97,35,8.25,16,3.77,48044
48,45,270,241,89.26,20,7.41,9,3.33,48045
48,46,269,232,86.25,29,10.78,8,2.97,48046
49,1,285,272,95.44,8,2.81,5,1.75,49001
49,2,260,236,90.77,19,7.31,5,1.92,49002
49,3,388,358,92.27,19,4.9,11,2.84,49003
49,4,424,385,90.8,26,6.13,13,3.07,49004
49,5,379,347,91.56,25,6.6,7,1.85,49005
49,6,342,313,91.52,25,7.31,4,1.17,49006
49,7,331,280,84.59,40,12.08,11,3.32,49007
49,8,324,292,90.12,28,8.64,4,1.23,49008
49,9,403,360,89.33,26,6.45,17,4.22,49009
49,10,375,335,89.33,31,8.27,9,2.4,49010
49,11,446,410,91.93,23,5.16,13,2.91,49011
49,12,462,409,88.53,39,8.44,14,3.03,49012
49,13,469,415,88.49,42,8.96,12,2.56,49013
49,14,336,295,87.8,28,8.33,13,3.87,49014
49,15,282,259,91.84,13,4.61,10,3.55,49015
49,16,403,349,86.6,42,10.42,12,2.98,49016
49,17,323,277,85.76,39,12.07,7,2.17,49017
49,18,462,413,89.39,33,7.14,16,3.46,49018
49,19,366,331,90.44,22,6.01,13,3.55,49019
49,20,510,460,90.2,28,5.49,22,4.31,49020
49,21,256,230,89.84,23,8.98,3,1.17,49021
49,22,433,389,89.84,29,6.7,15,3.46,49022
49,23,406,364,89.66,26,6.4,16,3.94,49023
49,24,353,322,91.22,21,5.95,10,2.83,49024
49,25,474,420,88.61,31,6.54,23,4.85,49025
49,26,446,364,81.61,70,15.7,12,2.69,49026
49,27,415,376,90.6,25,6.02,14,3.37,49027
49,28,433,378,87.3,34,7.85,21,4.85,49028
49,29,437,389,89.02,27,6.18,21,4.81,49029
49,30,421,370,87.89,37,8.79,14,3.33,49030
49,31,333,302,90.69,25,7.51,6,1.8,49031
49,32,391,358,91.56,15,3.84,18,4.6,49032
49,33,339,308,90.86,21,6.19,10,2.95,49033
50,1,327,262,80.12,61,18.65,4,1.22,50001
50,2,211,158,74.88,48,22.75,5,2.37,50002
50,3,308,241,78.25,57,18.51,10,3.25,50003
50,4,350,303,86.57,39,11.14,8,2.29,50004
50,5,289,211,73.01,76,26.3,2,0.69,50005
50,6,380,323,85.0,41,10.79,16,4.21,50006
50,7,402,358,89.05,31,7.71,13,3.23,50007
50,8,300,266,88.67,27,9.0,7,2.33,50008
50,9,260,221,85.0,31,11.92,8,3.08,50009
50,10,295,233,78.98,54,18.31,8,2.71,50010
50,11,271,196,72.32,72,26.57,3,1.11,50011
50,12,168,127,75.6,36,21.43,5,2.98,50012
50,13,300,269,89.67,19,6.33,12,4.0,50013
50,14,116,86,74.14,29,25.0,1,0.86,50014
50,15,390,335,85.9,39,10.0,16,4.1,50015
50,16,133,103,77.44,29,21.8,1,0.75,50016
50,17,235,188,80.0,42,17.87,5,2.13,50017
50,18,106,92,86.79,14,13.21,0,0.0,50018
50,19,195,161,82.56,25,12.82,9,4.62,50019
50,20,327,278,85.02,41,12.54,8,2.45,50020
50,21,258,207,80.23,46,17.83,5,1.94,50021
50,22,242,186,76.86,47,19.42,9,3.72,50022
50,23,220,185,84.09,28,12.73,7,3.18,50023
50,24,325,249,76.62,73,22.46,3,0.92,50024
50,25,336,267,79.46,66,19.64,3,0.89,50025
50,26,293,242,82.59,40,13.65,11,3.75,50026
50,27,111,82,73.87,27,24.32,2,1.8,50027
50,28,342,259,75.73,69,20.18,14,4.09,50028
50,29,230,197,85.65,22,9.57,11,4.78,50029
50,30,224,197,87.95,23,10.27,4,1.79,50030
50,31,295,262,88.81,20,6.78,13,4.41,50031
50,32,302,283,93.71,14,4.64,5,1.66,50032
