ward,precinct,total,Mary Jane Theis,Mary Jane Theis Percent,James Gerard Riley,James Gerard Riley Percent,precinct_id
49,27,591,542,91.71,49,8.29,49027
49,28,569,511,89.81,58,10.19,49028
49,29,585,527,90.09,58,9.91,49029
49,30,526,462,87.83,64,12.17,49030
49,31,401,353,88.03,48,11.97,49031
49,32,503,468,93.04,35,6.96,49032
49,33,445,404,90.79,41,9.21,49033
50,1,384,254,66.15,130,33.85,50001
50,2,267,192,71.91,75,28.09,50002
50,3,372,256,68.82,116,31.18,50003
50,4,451,355,78.71,96,21.29,50004
50,5,327,190,58.1,137,41.9,50005
50,6,444,356,80.18,88,19.82,50006
50,7,487,395,81.11,92,18.89,50007
50,8,395,345,87.34,50,12.66,50008
50,9,329,262,79.64,67,20.36,50009
50,10,359,243,67.69,116,32.31,50010
50,11,265,123,46.42,142,53.58,50011
50,12,185,126,68.11,59,31.89,50012
50,13,430,390,90.7,40,9.3,50013
50,14,140,83,59.29,57,40.71,50014
50,15,460,374,81.3,86,18.7,50015
50,16,146,95,65.07,51,34.93,50016
50,17,374,276,73.8,98,26.2,50017
50,18,85,49,57.65,36,42.35,50018
50,19,264,217,82.2,47,17.8,50019
50,20,397,308,77.58,89,22.42,50020
50,21,354,261,73.73,93,26.27,50021
50,22,354,227,64.12,127,35.88,50022
50,23,293,218,74.4,75,25.6,50023
50,24,385,197,51.17,188,48.83,50024
50,25,376,203,53.99,173,46.01,50025
50,26,403,331,82.13,72,17.87,50026
50,27,125,88,70.4,37,29.6,50027
50,28,491,415,84.52,76,15.48,50028
50,29,359,297,82.73,62,17.27,50029
50,30,287,240,83.62,47,16.38,50030
50,31,408,370,90.69,38,9.31,50031
50,32,456,410,89.91,46,10.09,50032
50,33,317,193,60.88,124,39.12,50033
50,34,491,374,76.17,117,23.83,50034
50,35,476,405,85.08,71,14.92,50035
50,36,367,282,76.84,85,23.16,50036
50,37,387,313,80.88,74,19.12,50037
50,38,184,133,72.28,51,27.72,50038
50,39,302,220,72.85,82,27.15,50039
50,40,385,181,47.01,204,52.99,50040
