ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Diane S. Shapiro,Diane S. Shapiro Percent,precinct_id
49,26,562,433,77.05,129,22.95,49026
49,27,599,540,90.15,59,9.85,49027
49,28,570,480,84.21,90,15.79,49028
49,29,589,504,85.57,85,14.43,49029
49,30,534,426,79.78,108,20.22,49030
49,31,417,337,80.82,80,19.18,49031
49,32,520,457,87.88,63,12.12,49032
49,33,455,394,86.59,61,13.41,49033
50,1,404,223,55.2,181,44.8,50001
50,2,279,184,65.95,95,34.05,50002
50,3,386,209,54.15,177,45.85,50003
50,4,455,328,72.09,127,27.91,50004
50,5,348,159,45.69,189,54.31,50005
50,6,452,329,72.79,123,27.21,50006
50,7,492,351,71.34,141,28.66,50007
50,8,406,343,84.48,63,15.52,50008
50,9,341,246,72.14,95,27.86,50009
50,10,387,235,60.72,152,39.28,50010
50,11,292,109,37.33,183,62.67,50011
50,12,192,90,46.88,102,53.13,50012
50,13,461,391,84.82,70,15.18,50013
50,14,146,70,47.95,76,52.05,50014
50,15,458,342,74.67,116,25.33,50015
50,16,164,82,50.0,82,50.0,50016
50,17,384,261,67.97,123,32.03,50017
50,18,91,37,40.66,54,59.34,50018
50,19,277,218,78.7,59,21.3,50019
50,20,404,292,72.28,112,27.72,50020
50,21,360,250,69.44,110,30.56,50021
50,22,370,244,65.95,126,34.05,50022
50,23,298,201,67.45,97,32.55,50023
50,24,402,212,52.74,190,47.26,50024
50,25,396,219,55.3,177,44.7,50025
50,26,414,315,76.09,99,23.91,50026
50,27,135,78,57.78,57,42.22,50027
50,28,506,414,81.82,92,18.18,50028
50,29,376,309,82.18,67,17.82,50029
50,30,301,230,76.41,71,23.59,50030
50,31,427,373,87.35,54,12.65,50031
50,32,465,412,88.6,53,11.4,50032
50,33,337,156,46.29,181,53.71,50033
50,34,486,321,66.05,165,33.95,50034
50,35,485,373,76.91,112,23.09,50035
50,36,383,272,71.02,111,28.98,50036
50,37,401,293,73.07,108,26.93,50037
50,38,193,115,59.59,78,40.41,50038
50,39,319,221,69.28,98,30.72,50039
50,40,419,158,37.71,261,62.29,50040
