ward,precinct,total,NANCY F. MYNARD,NANCY F. MYNARD Percent,DOROTHY A. BROWN,DOROTHY A. BROWN Percent,precinct_id
40,7,290,38,13.1,252,86.9,40007
40,8,387,50,12.92,337,87.08,40008
40,9,192,36,18.75,156,81.25,40009
40,10,315,85,26.98,230,73.02,40010
40,11,273,39,14.29,234,85.71,40011
40,12,236,29,12.29,207,87.71,40012
40,13,300,44,14.67,256,85.33,40013
40,14,256,42,16.41,214,83.59,40014
40,15,343,77,22.45,266,77.55,40015
40,16,347,46,13.26,301,86.74,40016
40,17,134,41,30.6,93,69.4,40017
40,18,306,58,18.95,248,81.05,40018
40,19,247,74,29.96,173,70.04,40019
40,20,227,59,25.99,168,74.01,40020
40,21,262,47,17.94,215,82.06,40021
40,22,198,41,20.71,157,79.29,40022
40,23,334,71,21.26,263,78.74,40023
40,24,176,43,24.43,133,75.57,40024
40,25,217,65,29.95,152,70.05,40025
40,26,296,38,12.84,258,87.16,40026
40,27,394,60,15.23,334,84.77,40027
40,28,285,51,17.89,234,82.11,40028
40,29,249,77,30.92,172,69.08,40029
40,30,240,60,25.0,180,75.0,40030
40,31,259,83,32.05,176,67.95,40031
40,32,220,60,27.27,160,72.73,40032
40,33,277,62,22.38,215,77.62,40033
40,34,197,53,26.9,144,73.1,40034
40,35,367,83,22.62,284,77.38,40035
40,36,305,68,22.3,237,77.7,40036
40,37,418,89,21.29,329,78.71,40037
40,38,183,37,20.22,146,79.78,40038
40,39,260,55,21.15,205,78.85,40039
40,40,181,44,24.31,137,75.69,40040
40,41,405,59,14.57,346,85.43,40041
40,42,424,76,17.92,348,82.08,40042
40,43,351,57,16.24,294,83.76,40043
40,44,223,53,23.77,170,76.23,40044
40,45,416,88,21.15,328,78.85,40045
40,46,333,51,15.32,282,84.68,40046
40,47,349,51,14.61,298,85.39,40047
41,1,282,116,41.13,166,58.87,41001
41,2,416,203,48.8,213,51.2,41002
41,3,337,143,42.43,194,57.57,41003
41,4,382,162,42.41,220,57.59,41004
41,5,321,134,41.74,187,58.26,41005
41,6,327,145,44.34,182,55.66,41006
41,7,502,199,39.64,303,60.36,41007
41,8,354,147,41.53,207,58.47,41008
41,9,309,113,36.57,196,63.43,41009
41,10,349,165,47.28,184,52.72,41010
41,11,315,140,44.44,175,55.56,41011
41,12,350,98,28.0,252,72.0,41012
41,13,276,117,42.39,159,57.61,41013
41,14,390,166,42.56,224,57.44,41014
41,15,242,92,38.02,150,61.98,41015
41,16,347,130,37.46,217,62.54,41016
41,17,341,150,43.99,191,56.01,41017
41,18,241,102,42.32,139,57.68,41018
41,19,445,166,37.3,279,62.7,41019
41,20,312,124,39.74,188,60.26,41020
41,21,273,120,43.96,153,56.04,41021
41,22,293,124,42.32,169,57.68,41022
41,23,330,121,36.67,209,63.33,41023
41,24,307,138,44.95,169,55.05,41024
41,25,231,103,44.59,128,55.41,41025
41,26,227,127,55.95,100,44.05,41026
41,27,197,66,33.5,131,66.5,41027
41,28,254,83,32.68,171,67.32,41028
41,29,188,69,36.7,119,63.3,41029
41,30,318,128,40.25,190,59.75,41030
41,31,361,163,45.15,198,54.85,41031
41,32,302,146,48.34,156,51.66,41032
41,33,324,140,43.21,184,56.79,41033
41,34,317,150,47.32,167,52.68,41034
41,35,324,139,42.9,185,57.1,41035
41,36,317,145,45.74,172,54.26,41036
41,37,414,180,43.48,234,56.52,41037
41,38,354,139,39.27,215,60.73,41038
41,39,401,164,40.9,237,59.1,41039
41,40,263,119,45.25,144,54.75,41040
41,41,353,175,49.58,178,50.42,41041
41,42,329,143,43.47,186,56.53,41042
41,43,269,108,40.15,161,59.85,41043
41,44,291,127,43.64,164,56.36,41044
41,45,316,108,34.18,208,65.82,41045
41,46,292,126,43.15,166,56.85,41046
41,47,312,132,42.31,180,57.69,41047
41,48,306,120,39.22,186,60.78,41048
41,49,241,108,44.81,133,55.19,41049
41,50,334,125,37.43,209,62.57,41050
41,51,211,81,38.39,130,61.61,41051
41,52,338,160,47.34,178,52.66,41052
41,53,388,200,51.55,188,48.45,41053
41,54,288,107,37.15,181,62.85,41054
41,55,355,166,46.76,189,53.24,41055
41,56,387,166,42.89,221,57.11,41056
41,57,327,148,45.26,179,54.74,41057
41,58,242,120,49.59,122,50.41,41058
41,59,289,124,42.91,165,57.09,41059
41,60,308,135,43.83,173,56.17,41060
41,61,388,161,41.49,227,58.51,41061
41,62,331,122,36.86,209,63.14,41062
41,63,285,127,44.56,158,55.44,41063
41,64,371,172,46.36,199,53.64,41064
41,65,267,131,49.06,136,50.94,41065
41,66,349,142,40.69,207,59.31,41066
42,1,487,160,32.85,327,67.15,42001
42,2,349,137,39.26,212,60.74,42002
42,3,351,108,30.77,243,69.23,42003
42,4,371,157,42.32,214,57.68,42004
42,5,329,107,32.52,222,67.48,42005
42,6,620,204,32.9,416,67.1,42006
42,7,428,158,36.92,270,63.08,42007
42,8,526,169,32.13,357,67.87,42008
42,9,536,184,34.33,352,65.67,42009
42,10,594,241,40.57,353,59.43,42010
42,11,425,185,43.53,240,56.47,42011
42,12,304,68,22.37,236,77.63,42012
42,13,582,221,37.97,361,62.03,42013
42,14,947,388,40.97,559,59.03,42014
42,15,473,164,34.67,309,65.33,42015
42,16,692,252,36.42,440,63.58,42016
42,17,365,117,32.05,248,67.95,42017
42,18,240,51,21.25,189,78.75,42018
42,19,604,269,44.54,335,55.46,42019
42,20,290,109,37.59,181,62.41,42020
42,21,322,91,28.26,231,71.74,42021
42,22,220,56,25.45,164,74.55,42022
42,23,477,194,40.67,283,59.33,42023
42,24,481,175,36.38,306,63.62,42024
42,25,376,136,36.17,240,63.83,42025
42,26,493,150,30.43,343,69.57,42026
42,27,481,199,41.37,282,58.63,42027
42,28,375,124,33.07,251,66.93,42028
42,29,406,167,41.13,239,58.87,42029
42,30,606,223,36.8,383,63.2,42030
42,31,225,90,40.0,135,60.0,42031
42,32,320,88,27.5,232,72.5,42032
42,33,418,128,30.62,290,69.38,42033
42,34,375,135,36.0,240,64.0,42034
42,35,265,80,30.19,185,69.81,42035
42,36,666,249,37.39,417,62.61,42036
42,37,386,140,36.27,246,63.73,42037
42,38,477,198,41.51,279,58.49,42038
42,39,415,108,26.02,307,73.98,42039
42,40,242,61,25.21,181,74.79,42040
42,41,332,120,36.14,212,63.86,42041
42,42,414,153,36.96,261,63.04,42042
42,43,415,173,41.69,242,58.31,42043
42,44,479,187,39.04,292,60.96,42044
42,45,379,118,31.13,261,68.87,42045
42,46,269,71,26.39,198,73.61,42046
42,47,225,79,35.11,146,64.89,42047
42,48,201,54,26.87,147,73.13,42048
42,49,301,70,23.26,231,76.74,42049
42,50,408,188,46.08,220,53.92,42050
42,51,354,156,44.07,198,55.93,42051
42,52,241,95,39.42,146,60.58,42052
42,53,236,92,38.98,144,61.02,42053
42,54,336,140,41.67,196,58.33,42054
42,55,429,171,39.86,258,60.14,42055
42,56,333,142,42.64,191,57.36,42056
42,57,152,53,34.87,99,65.13,42057
42,58,494,129,26.11,365,73.89,42058
42,59,279,64,22.94,215,77.06,42059
42,60,316,116,36.71,200,63.29,42060
42,61,237,102,43.04,135,56.96,42061
42,62,267,96,35.96,171,64.04,42062
42,63,331,125,37.76,206,62.24,42063
42,64,184,70,38.04,114,61.96,42064
42,65,394,159,40.36,235,59.64,42065
42,66,330,114,34.55,216,65.45,42066
42,67,365,29,7.95,336,92.05,42067
43,1,431,186,43.16,245,56.84,43001
43,2,335,101,30.15,234,69.85,43002
43,3,449,163,36.3,286,63.7,43003
43,4,345,122,35.36,223,64.64,43004
43,5,473,186,39.32,287,60.68,43005
43,6,359,130,36.21,229,63.79,43006
43,7,377,127,33.69,250,66.31,43007
43,8,406,126,31.03,280,68.97,43008
43,9,394,167,42.39,227,57.61,43009
43,10,339,116,34.22,223,65.78,43010
43,11,343,158,46.06,185,53.94,43011
43,12,503,184,36.58,319,63.42,43012
43,13,281,112,39.86,169,60.14,43013
43,14,279,79,28.32,200,71.68,43014
43,15,382,149,39.01,233,60.99,43015
43,16,407,167,41.03,240,58.97,43016
43,17,552,233,42.21,319,57.79,43017
43,18,114,44,38.6,70,61.4,43018
43,19,473,177,37.42,296,62.58,43019
43,20,519,178,34.3,341,65.7,43020
43,21,318,117,36.79,201,63.21,43021
43,22,300,115,38.33,185,61.67,43022
43,23,361,130,36.01,231,63.99,43023
43,24,337,139,41.25,198,58.75,43024
43,25,398,97,24.37,301,75.63,43025
43,26,333,129,38.74,204,61.26,43026
43,27,356,118,33.15,238,66.85,43027
43,28,405,183,45.19,222,54.81,43028
43,29,279,119,42.65,160,57.35,43029
43,30,299,126,42.14,173,57.86,43030
43,31,388,160,41.24,228,58.76,43031
43,32,304,107,35.2,197,64.8,43032
43,33,404,167,41.34,237,58.66,43033
43,34,358,137,38.27,221,61.73,43034
43,35,503,213,42.35,290,57.65,43035
43,36,392,160,40.82,232,59.18,43036
43,37,342,130,38.01,212,61.99,43037
43,38,368,140,38.04,228,61.96,43038
43,39,390,157,40.26,233,59.74,43039
43,40,413,105,25.42,308,74.58,43040
43,41,397,165,41.56,232,58.44,43041
43,42,320,129,40.31,191,59.69,43042
43,43,427,178,41.69,249,58.31,43043
43,44,525,186,35.43,339,64.57,43044
43,45,390,161,41.28,229,58.72,43045
43,46,491,216,43.99,275,56.01,43046
43,47,429,146,34.03,283,65.97,43047
43,48,499,197,39.48,302,60.52,43048
43,49,303,122,40.26,181,59.74,43049
43,50,300,120,40.0,180,60.0,43050
43,51,334,104,31.14,230,68.86,43051
43,52,676,289,42.75,387,57.25,43052
43,53,396,116,29.29,280,70.71,43053
43,54,253,104,41.11,149,58.89,43054
43,55,272,35,12.87,237,87.13,43055
43,56,379,111,29.29,268,70.71,43056
43,57,279,123,44.09,156,55.91,43057
43,58,379,140,36.94,239,63.06,43058
43,59,350,110,31.43,240,68.57,43059
43,60,286,80,27.97,206,72.03,43060
44,1,362,94,25.97,268,74.03,44001
44,2,373,110,29.49,263,70.51,44002
44,3,382,84,21.99,298,78.01,44003
44,4,397,91,22.92,306,77.08,44004
44,5,568,161,28.35,407,71.65,44005
44,6,525,155,29.52,370,70.48,44006
44,7,468,162,34.62,306,65.38,44007
44,8,585,160,27.35,425,72.65,44008
44,9,651,246,37.79,405,62.21,44009
44,10,541,99,18.3,442,81.7,44010
44,11,455,145,31.87,310,68.13,44011
44,12,364,94,25.82,270,74.18,44012
44,13,526,167,31.75,359,68.25,44013
44,14,566,181,31.98,385,68.02,44014
44,15,575,133,23.13,442,76.87,44015
44,16,511,146,28.57,365,71.43,44016
44,17,515,133,25.83,382,74.17,44017
44,18,199,57,28.64,142,71.36,44018
44,19,365,86,23.56,279,76.44,44019
44,20,689,222,32.22,467,67.78,44020
44,21,583,156,26.76,427,73.24,44021
44,22,291,67,23.02,224,76.98,44022
44,23,485,113,23.3,372,76.7,44023
44,24,463,144,31.1,319,68.9,44024
44,25,475,166,34.95,309,65.05,44025
44,26,433,96,22.17,337,77.83,44026
44,27,639,239,37.4,400,62.6,44027
44,28,376,123,32.71,253,67.29,44028
44,29,595,236,39.66,359,60.34,44029
44,30,501,112,22.36,389,77.64,44030
44,31,602,208,34.55,394,65.45,44031
44,32,325,70,21.54,255,78.46,44032
44,33,684,132,19.3,552,80.7,44033
44,34,366,113,30.87,253,69.13,44034
44,35,349,89,25.5,260,74.5,44035
44,36,387,128,33.07,259,66.93,44036
44,37,615,126,20.49,489,79.51,44037
44,38,610,225,36.89,385,63.11,44038
44,39,669,254,37.97,415,62.03,44039
44,40,493,192,38.95,301,61.05,44040
44,41,587,144,24.53,443,75.47,44041
44,42,477,108,22.64,369,77.36,44042
44,43,550,175,31.82,375,68.18,44043
44,44,596,119,19.97,477,80.03,44044
44,45,578,190,32.87,388,67.13,44045
44,46,327,92,28.13,235,71.87,44046
44,47,455,192,42.2,263,57.8,44047
44,48,318,87,27.36,231,72.64,44048
44,49,368,102,27.72,266,72.28,44049
44,50,468,179,38.25,289,61.75,44050
45,1,212,91,42.92,121,57.08,45001
45,2,329,119,36.17,210,63.83,45002
45,3,408,96,23.53,312,76.47,45003
45,4,347,156,44.96,191,55.04,45004
45,5,227,101,44.49,126,55.51,45005
45,6,306,103,33.66,203,66.34,45006
45,7,342,109,31.87,233,68.13,45007
45,8,331,106,32.02,225,67.98,45008
45,9,357,118,33.05,239,66.95,45009
45,10,432,111,25.69,321,74.31,45010
45,11,353,114,32.29,239,67.71,45011
45,12,379,124,32.72,255,67.28,45012
45,13,366,123,33.61,243,66.39,45013
45,14,402,105,26.12,297,73.88,45014
45,15,337,109,32.34,228,67.66,45015
45,16,364,81,22.25,283,77.75,45016
45,17,295,108,36.61,187,63.39,45017
45,18,323,86,26.63,237,73.37,45018
45,19,398,131,32.91,267,67.09,45019
45,20,314,120,38.22,194,61.78,45020
45,21,362,138,38.12,224,61.88,45021
45,22,288,99,34.38,189,65.63,45022
45,23,279,96,34.41,183,65.59,45023
45,24,447,168,37.58,279,62.42,45024
45,25,281,87,30.96,194,69.04,45025
45,26,324,88,27.16,236,72.84,45026
45,27,342,108,31.58,234,68.42,45027
45,28,396,91,22.98,305,77.02,45028
45,29,332,105,31.63,227,68.37,45029
45,30,349,138,39.54,211,60.46,45030
45,31,317,96,30.28,221,69.72,45031
45,32,335,132,39.4,203,60.6,45032
45,33,387,143,36.95,244,63.05,45033
45,34,298,98,32.89,200,67.11,45034
45,35,360,127,35.28,233,64.72,45035
45,36,416,178,42.79,238,57.21,45036
45,37,309,85,27.51,224,72.49,45037
45,38,388,94,24.23,294,75.77,45038
45,39,393,118,30.03,275,69.97,45039
45,40,324,90,27.78,234,72.22,45040
45,41,304,94,30.92,210,69.08,45041
45,42,301,93,30.9,208,69.1,45042
45,43,274,93,33.94,181,66.06,45043
45,44,341,129,37.83,212,62.17,45044
45,45,288,95,32.99,193,67.01,45045
45,46,358,113,31.56,245,68.44,45046
45,47,337,114,33.83,223,66.17,45047
45,48,345,103,29.86,242,70.14,45048
45,49,327,111,33.94,216,66.06,45049
45,50,346,115,33.24,231,66.76,45050
45,51,355,132,37.18,223,62.82,45051
45,52,334,119,35.63,215,64.37,45052
45,53,320,102,31.88,218,68.13,45053
45,54,365,135,36.99,230,63.01,45054
45,55,308,88,28.57,220,71.43,45055
45,56,338,131,38.76,207,61.24,45056
45,57,356,131,36.8,225,63.2,45057
45,58,212,79,37.26,133,62.74,45058
46,1,583,133,22.81,450,77.19,46001
46,2,364,55,15.11,309,84.89,46002
46,3,538,83,15.43,455,84.57,46003
46,4,309,51,16.5,258,83.5,46004
46,5,502,167,33.27,335,66.73,46005
46,6,315,25,7.94,290,92.06,46006
46,7,588,133,22.62,455,77.38,46007
46,8,460,34,7.39,426,92.61,46008
46,9,419,95,22.67,324,77.33,46009
46,10,609,135,22.17,474,77.83,46010
46,11,481,68,14.14,413,85.86,46011
46,12,398,59,14.82,339,85.18,46012
46,13,694,195,28.1,499,71.9,46013
46,14,310,34,10.97,276,89.03,46014
46,15,485,103,21.24,382,78.76,46015
46,16,610,89,14.59,521,85.41,46016
46,17,567,140,24.69,427,75.31,46017
46,18,444,103,23.2,341,76.8,46018
46,19,409,61,14.91,348,85.09,46019
46,20,427,36,8.43,391,91.57,46020
46,21,165,34,20.61,131,79.39,46021
46,22,297,81,27.27,216,72.73,46022
46,23,310,20,6.45,290,93.55,46023
46,24,513,131,25.54,382,74.46,46024
46,25,313,52,16.61,261,83.39,46025
46,26,406,43,10.59,363,89.41,46026
46,27,610,136,22.3,474,77.7,46027
46,28,586,170,29.01,416,70.99,46028
46,29,354,77,21.75,277,78.25,46029
46,30,461,98,21.26,363,78.74,46030
46,31,486,91,18.72,395,81.28,46031
46,32,518,71,13.71,447,86.29,46032
46,33,455,92,20.22,363,79.78,46033
46,34,553,72,13.02,481,86.98,46034
46,35,370,61,16.49,309,83.51,46035
46,36,435,117,26.9,318,73.1,46036
46,37,611,99,16.2,512,83.8,46037
46,38,247,33,13.36,214,86.64,46038
46,39,487,125,25.67,362,74.33,46039
47,1,196,31,15.82,165,84.18,47001
47,2,462,112,24.24,350,75.76,47002
47,3,359,62,17.27,297,82.73,47003
47,4,401,101,25.19,300,74.81,47004
47,5,344,72,20.93,272,79.07,47005
47,6,475,102,21.47,373,78.53,47006
47,7,445,111,24.94,334,75.06,47007
47,8,515,99,19.22,416,80.78,47008
47,9,413,90,21.79,323,78.21,47009
47,10,488,94,19.26,394,80.74,47010
47,11,582,102,17.53,480,82.47,47011
47,12,456,85,18.64,371,81.36,47012
47,13,506,89,17.59,417,82.41,47013
47,14,434,80,18.43,354,81.57,47014
47,15,425,124,29.18,301,70.82,47015
47,16,267,52,19.48,215,80.52,47016
47,17,368,60,16.3,308,83.7,47017
47,18,428,78,18.22,350,81.78,47018
47,19,375,52,13.87,323,86.13,47019
47,20,442,77,17.42,365,82.58,47020
47,21,296,58,19.59,238,80.41,47021
47,22,297,59,19.87,238,80.13,47022
47,23,187,33,17.65,154,82.35,47023
47,24,303,93,30.69,210,69.31,47024
47,25,376,87,23.14,289,76.86,47025
47,26,609,103,16.91,506,83.09,47026
47,27,412,95,23.06,317,76.94,47027
47,28,479,82,17.12,397,82.88,47028
47,29,494,119,24.09,375,75.91,47029
47,30,284,50,17.61,234,82.39,47030
47,31,454,105,23.13,349,76.87,47031
47,32,606,98,16.17,508,83.83,47032
47,33,361,52,14.4,309,85.6,47033
47,34,451,76,16.85,375,83.15,47034
47,35,464,110,23.71,354,76.29,47035
47,36,470,82,17.45,388,82.55,47036
47,37,529,100,18.9,429,81.1,47037
47,38,403,82,20.35,321,79.65,47038
47,39,397,82,20.65,315,79.35,47039
47,40,320,63,19.69,257,80.31,47040
47,41,277,51,18.41,226,81.59,47041
47,42,351,63,17.95,288,82.05,47042
47,43,556,148,26.62,408,73.38,47043
47,44,416,122,29.33,294,70.67,47044
47,45,349,80,22.92,269,77.08,47045
48,1,403,61,15.14,342,84.86,48001
48,2,322,59,18.32,263,81.68,48002
48,3,445,70,15.73,375,84.27,48003
48,4,438,105,23.97,333,76.03,48004
48,5,297,87,29.29,210,70.71,48005
48,6,467,50,10.71,417,89.29,48006
48,7,439,63,14.35,376,85.65,48007
48,8,297,96,32.32,201,67.68,48008
48,9,336,81,24.11,255,75.89,48009
48,10,292,39,13.36,253,86.64,48010
48,11,458,72,15.72,386,84.28,48011
48,12,323,46,14.24,277,85.76,48012
48,13,295,48,16.27,247,83.73,48013
48,14,420,63,15.0,357,85.0,48014
48,15,299,35,11.71,264,88.29,48015
48,16,364,40,10.99,324,89.01,48016
48,17,356,67,18.82,289,81.18,48017
48,18,291,30,10.31,261,89.69,48018
48,19,314,52,16.56,262,83.44,48019
48,20,364,92,25.27,272,74.73,48020
48,21,460,40,8.7,420,91.3,48021
48,22,456,105,23.03,351,76.97,48022
48,23,321,65,20.25,256,79.75,48023
48,24,264,43,16.29,221,83.71,48024
48,25,396,46,11.62,350,88.38,48025
48,26,410,80,19.51,330,80.49,48026
48,27,221,36,16.29,185,83.71,48027
48,28,297,51,17.17,246,82.83,48028
48,29,278,42,15.11,236,84.89,48029
48,30,249,40,16.06,209,83.94,48030
48,31,411,36,8.76,375,91.24,48031
48,32,441,65,14.74,376,85.26,48032
48,33,277,74,26.71,203,73.29,48033
48,34,407,48,11.79,359,88.21,48034
48,35,426,51,11.97,375,88.03,48035
48,36,276,44,15.94,232,84.06,48036
48,37,392,64,16.33,328,83.67,48037
48,38,353,53,15.01,300,84.99,48038
48,39,270,58,21.48,212,78.52,48039
48,40,360,69,19.17,291,80.83,48040
48,41,276,42,15.22,234,84.78,48041
48,42,422,60,14.22,362,85.78,48042
48,43,361,49,13.57,312,86.43,48043
48,44,383,52,13.58,331,86.42,48044
48,45,280,37,13.21,243,86.79,48045
48,46,298,46,15.44,252,84.56,48046
48,47,286,21,7.34,265,92.66,48047
48,48,262,41,15.65,221,84.35,48048
49,1,356,8,2.25,348,97.75,49001
49,2,347,62,17.87,285,82.13,49002
49,3,386,30,7.77,356,92.23,49003
49,4,299,23,7.69,276,92.31,49004
49,5,400,43,10.75,357,89.25,49005
49,6,398,60,15.08,338,84.92,49006
49,7,321,46,14.33,275,85.67,49007
49,8,293,47,16.04,246,83.96,49008
49,9,349,50,14.33,299,85.67,49009
49,10,442,66,14.93,376,85.07,49010
49,11,392,43,10.97,349,89.03,49011
49,12,290,65,22.41,225,77.59,49012
49,13,349,44,12.61,305,87.39,49013
49,14,362,68,18.78,294,81.22,49014
49,15,372,51,13.71,321,86.29,49015
49,16,348,55,15.8,293,84.2,49016
49,17,166,39,23.49,127,76.51,49017
49,18,365,36,9.86,329,90.14,49018
49,19,353,38,10.76,315,89.24,49019
49,20,424,65,15.33,359,84.67,49020
49,21,414,100,24.15,314,75.85,49021
49,22,355,39,10.99,316,89.01,49022
49,23,426,54,12.68,372,87.32,49023
49,24,458,38,8.3,420,91.7,49024
49,25,303,41,13.53,262,86.47,49025
49,26,501,46,9.18,455,90.82,49026
49,27,434,31,7.14,403,92.86,49027
49,28,406,44,10.84,362,89.16,49028
49,29,253,42,16.6,211,83.4,49029
49,30,344,23,6.69,321,93.31,49030
49,31,370,46,12.43,324,87.57,49031
49,32,348,58,16.67,290,83.33,49032
49,33,282,30,10.64,252,89.36,49033
49,34,345,27,7.83,318,92.17,49034
49,35,318,46,14.47,272,85.53,49035
49,36,247,29,11.74,218,88.26,49036
49,37,225,32,14.22,193,85.78,49037
50,1,312,45,14.42,267,85.58,50001
50,2,340,50,14.71,290,85.29,50002
50,3,296,54,18.24,242,81.76,50003
50,4,320,50,15.63,270,84.38,50004
50,5,375,61,16.27,314,83.73,50005
50,6,257,39,15.18,218,84.82,50006
50,7,373,74,19.84,299,80.16,50007
50,8,386,102,26.42,284,73.58,50008
50,9,266,48,18.05,218,81.95,50009
50,10,260,51,19.62,209,80.38,50010
50,11,302,55,18.21,247,81.79,50011
50,12,216,22,10.19,194,89.81,50012
50,13,241,53,21.99,188,78.01,50013
50,14,146,18,12.33,128,87.67,50014
50,15,351,62,17.66,289,82.34,50015
50,16,190,15,7.89,175,92.11,50016
50,17,287,68,23.69,219,76.31,50017
50,18,247,43,17.41,204,82.59,50018
50,19,309,63,20.39,246,79.61,50019
50,20,361,91,25.21,270,74.79,50020
50,21,344,78,22.67,266,77.33,50021
50,22,344,67,19.48,277,80.52,50022
50,23,220,50,22.73,170,77.27,50023
50,24,308,51,16.56,257,83.44,50024
50,25,357,88,24.65,269,75.35,50025
50,26,227,47,20.7,180,79.3,50026
50,27,125,18,14.4,107,85.6,50027
50,28,263,43,16.35,220,83.65,50028
50,29,364,67,18.41,297,81.59,50029
50,30,275,57,20.73,218,79.27,50030
50,31,107,10,9.35,97,90.65,50031
50,32,305,58,19.02,247,80.98,50032
50,33,218,53,24.31,165,75.69,50033
50,34,308,53,17.21,255,82.79,50034
50,35,395,64,16.2,331,83.8,50035
50,36,351,72,20.51,279,79.49,50036
50,37,379,70,18.47,309,81.53,50037
50,38,195,17,8.72,178,91.28,50038
50,39,252,56,22.22,196,77.78,50039
50,40,288,51,17.71,237,82.29,50040
50,41,369,88,23.85,281,76.15,50041
50,42,401,73,18.2,328,81.8,50042
50,43,351,65,18.52,286,81.48,50043
50,44,298,45,15.1,253,84.9,50044
50,45,342,59,17.25,283,82.75,50045
50,46,301,61,20.27,240,79.73,50046
