ward,precinct,total,VARTAN SEFERIAN,VARTAN SEFERIAN Percent,MARTIN A. SANDOVAL,MARTIN A. SANDOVAL Percent,precinct_id
40,6,213,31,14.55,182,85.45,40006
40,7,268,32,11.94,236,88.06,40007
40,8,344,44,12.79,300,87.21,40008
40,9,174,28,16.09,146,83.91,40009
40,10,277,58,20.94,219,79.06,40010
40,11,228,21,9.21,207,90.79,40011
40,12,221,28,12.67,193,87.33,40012
40,13,271,35,12.92,236,87.08,40013
40,14,218,22,10.09,196,89.91,40014
40,15,305,55,18.03,250,81.97,40015
40,16,289,32,11.07,257,88.93,40016
40,17,102,25,24.51,77,75.49,40017
40,18,262,48,18.32,214,81.68,40018
40,19,212,58,27.36,154,72.64,40019
40,20,189,35,18.52,154,81.48,40020
40,21,236,40,16.95,196,83.05,40021
40,22,173,24,13.87,149,86.13,40022
40,23,260,46,17.69,214,82.31,40023
40,24,135,22,16.3,113,83.7,40024
40,25,171,44,25.73,127,74.27,40025
40,26,217,24,11.06,193,88.94,40026
40,27,346,58,16.76,288,83.24,40027
40,28,225,39,17.33,186,82.67,40028
40,29,180,38,21.11,142,78.89,40029
40,30,200,36,18.0,164,82.0,40030
40,31,221,55,24.89,166,75.11,40031
40,32,170,41,24.12,129,75.88,40032
40,33,226,33,14.6,193,85.4,40033
40,34,172,31,18.02,141,81.98,40034
40,35,301,47,15.61,254,84.39,40035
40,36,258,43,16.67,215,83.33,40036
40,37,331,61,18.43,270,81.57,40037
40,38,134,23,17.16,111,82.84,40038
40,39,213,41,19.25,172,80.75,40039
40,40,160,30,18.75,130,81.25,40040
40,41,361,45,12.47,316,87.53,40041
40,42,399,59,14.79,340,85.21,40042
40,43,322,49,15.22,273,84.78,40043
40,44,198,37,18.69,161,81.31,40044
40,45,364,57,15.66,307,84.34,40045
40,46,296,34,11.49,262,88.51,40046
40,47,323,45,13.93,278,86.07,40047
41,1,245,88,35.92,157,64.08,41001
41,2,363,132,36.36,231,63.64,41002
41,3,293,77,26.28,216,73.72,41003
41,4,341,113,33.14,228,66.86,41004
41,5,275,93,33.82,182,66.18,41005
41,6,272,99,36.4,173,63.6,41006
41,7,454,139,30.62,315,69.38,41007
41,8,324,116,35.8,208,64.2,41008
41,9,268,71,26.49,197,73.51,41009
41,10,307,123,40.07,184,59.93,41010
41,11,271,91,33.58,180,66.42,41011
41,12,318,79,24.84,239,75.16,41012
41,13,240,76,31.67,164,68.33,41013
41,14,352,110,31.25,242,68.75,41014
41,15,217,66,30.41,151,69.59,41015
41,16,331,91,27.49,240,72.51,41016
41,17,300,105,35.0,195,65.0,41017
41,18,211,67,31.75,144,68.25,41018
41,19,393,116,29.52,277,70.48,41019
41,20,268,81,30.22,187,69.78,41020
41,21,235,74,31.49,161,68.51,41021
41,22,271,92,33.95,179,66.05,41022
41,23,291,85,29.21,206,70.79,41023
41,24,284,88,30.99,196,69.01,41024
41,25,183,63,34.43,120,65.57,41025
41,26,190,72,37.89,118,62.11,41026
41,27,181,58,32.04,123,67.96,41027
41,28,219,60,27.4,159,72.6,41028
41,29,162,42,25.93,120,74.07,41029
41,30,286,86,30.07,200,69.93,41030
41,31,315,107,33.97,208,66.03,41031
41,32,229,95,41.48,134,58.52,41032
41,33,284,98,34.51,186,65.49,41033
41,34,284,102,35.92,182,64.08,41034
41,35,293,98,33.45,195,66.55,41035
41,36,271,96,35.42,175,64.58,41036
41,37,355,122,34.37,233,65.63,41037
41,38,309,101,32.69,208,67.31,41038
41,39,333,122,36.64,211,63.36,41039
41,40,230,71,30.87,159,69.13,41040
41,41,308,116,37.66,192,62.34,41041
41,42,287,97,33.8,190,66.2,41042
41,43,240,71,29.58,169,70.42,41043
41,44,249,82,32.93,167,67.07,41044
41,45,279,73,26.16,206,73.84,41045
41,46,239,78,32.64,161,67.36,41046
41,47,276,99,35.87,177,64.13,41047
41,48,268,88,32.84,180,67.16,41048
41,49,221,77,34.84,144,65.16,41049
41,50,304,82,26.97,222,73.03,41050
41,51,185,55,29.73,130,70.27,41051
41,52,298,111,37.25,187,62.75,41052
41,53,345,142,41.16,203,58.84,41053
41,54,249,79,31.73,170,68.27,41054
41,55,297,111,37.37,186,62.63,41055
41,56,340,107,31.47,233,68.53,41056
41,57,282,97,34.4,185,65.6,41057
41,58,208,83,39.9,125,60.1,41058
41,59,256,84,32.81,172,67.19,41059
41,60,242,85,35.12,157,64.88,41060
41,61,350,117,33.43,233,66.57,41061
41,62,289,79,27.34,210,72.66,41062
41,63,260,88,33.85,172,66.15,41063
41,64,310,121,39.03,189,60.97,41064
41,65,220,82,37.27,138,62.73,41065
41,66,305,113,37.05,192,62.95,41066
42,1,427,131,30.68,296,69.32,42001
42,2,313,120,38.34,193,61.66,42002
42,3,320,92,28.75,228,71.25,42003
42,4,334,117,35.03,217,64.97,42004
42,5,305,95,31.15,210,68.85,42005
42,6,543,142,26.15,401,73.85,42006
42,7,372,127,34.14,245,65.86,42007
42,8,476,139,29.2,337,70.8,42008
42,9,485,150,30.93,335,69.07,42009
42,10,537,202,37.62,335,62.38,42010
42,11,372,151,40.59,221,59.41,42011
42,12,242,48,19.83,194,80.17,42012
42,13,514,164,31.91,350,68.09,42013
42,14,855,339,39.65,516,60.35,42014
42,15,425,143,33.65,282,66.35,42015
42,16,624,218,34.94,406,65.06,42016
42,17,320,101,31.56,219,68.44,42017
42,18,223,46,20.63,177,79.37,42018
42,19,531,208,39.17,323,60.83,42019
42,20,259,96,37.07,163,62.93,42020
42,21,295,82,27.8,213,72.2,42021
42,22,196,46,23.47,150,76.53,42022
42,23,427,151,35.36,276,64.64,42023
42,24,431,129,29.93,302,70.07,42024
42,25,338,110,32.54,228,67.46,42025
42,26,446,133,29.82,313,70.18,42026
42,27,428,140,32.71,288,67.29,42027
42,28,344,97,28.2,247,71.8,42028
42,29,367,149,40.6,218,59.4,42029
42,30,548,196,35.77,352,64.23,42030
42,31,209,74,35.41,135,64.59,42031
42,32,289,82,28.37,207,71.63,42032
42,33,379,113,29.82,266,70.18,42033
42,34,346,112,32.37,234,67.63,42034
42,35,244,69,28.28,175,71.72,42035
42,36,607,219,36.08,388,63.92,42036
42,37,331,102,30.82,229,69.18,42037
42,38,438,170,38.81,268,61.19,42038
42,39,376,89,23.67,287,76.33,42039
42,40,237,49,20.68,188,79.32,42040
42,41,308,95,30.84,213,69.16,42041
42,42,361,117,32.41,244,67.59,42042
42,43,356,134,37.64,222,62.36,42043
42,44,426,166,38.97,260,61.03,42044
42,45,349,102,29.23,247,70.77,42045
42,46,225,55,24.44,170,75.56,42046
42,47,199,69,34.67,130,65.33,42047
42,48,184,43,23.37,141,76.63,42048
42,49,265,54,20.38,211,79.62,42049
42,50,373,157,42.09,216,57.91,42050
42,51,323,131,40.56,192,59.44,42051
42,52,209,67,32.06,142,67.94,42052
42,53,215,71,33.02,144,66.98,42053
42,54,298,110,36.91,188,63.09,42054
42,55,382,147,38.48,235,61.52,42055
42,56,315,122,38.73,193,61.27,42056
42,57,131,37,28.24,94,71.76,42057
42,58,456,116,25.44,340,74.56,42058
42,59,220,52,23.64,168,76.36,42059
42,60,281,90,32.03,191,67.97,42060
42,61,217,92,42.4,125,57.6,42061
42,62,238,71,29.83,167,70.17,42062
42,63,288,100,34.72,188,65.28,42063
42,64,157,55,35.03,102,64.97,42064
42,65,357,140,39.22,217,60.78,42065
42,66,292,95,32.53,197,67.47,42066
42,67,276,29,10.51,247,89.49,42067
43,1,405,162,40.0,243,60.0,43001
43,2,308,97,31.49,211,68.51,43002
43,3,421,148,35.15,273,64.85,43003
43,4,326,101,30.98,225,69.02,43004
43,5,442,165,37.33,277,62.67,43005
43,6,323,108,33.44,215,66.56,43006
43,7,343,122,35.57,221,64.43,43007
43,8,368,99,26.9,269,73.1,43008
43,9,379,144,37.99,235,62.01,43009
43,10,291,92,31.62,199,68.38,43010
43,11,317,130,41.01,187,58.99,43011
43,12,471,155,32.91,316,67.09,43012
43,13,243,80,32.92,163,67.08,43013
43,14,248,63,25.4,185,74.6,43014
43,15,339,133,39.23,206,60.77,43015
43,16,371,133,35.85,238,64.15,43016
43,17,508,195,38.39,313,61.61,43017
43,18,100,36,36.0,64,64.0,43018
43,19,435,148,34.02,287,65.98,43019
43,20,474,151,31.86,323,68.14,43020
43,21,297,98,33.0,199,67.0,43021
43,22,274,98,35.77,176,64.23,43022
43,23,340,111,32.65,229,67.35,43023
43,24,317,127,40.06,190,59.94,43024
43,25,352,84,23.86,268,76.14,43025
43,26,297,113,38.05,184,61.95,43026
43,27,326,105,32.21,221,67.79,43027
43,28,371,165,44.47,206,55.53,43028
43,29,245,91,37.14,154,62.86,43029
43,30,273,106,38.83,167,61.17,43030
43,31,325,118,36.31,207,63.69,43031
43,32,279,95,34.05,184,65.95,43032
43,33,370,151,40.81,219,59.19,43033
43,34,323,106,32.82,217,67.18,43034
43,35,471,178,37.79,293,62.21,43035
43,36,353,146,41.36,207,58.64,43036
43,37,320,114,35.63,206,64.38,43037
43,38,352,125,35.51,227,64.49,43038
43,39,349,134,38.4,215,61.6,43039
43,40,381,97,25.46,284,74.54,43040
43,41,367,143,38.96,224,61.04,43041
43,42,288,103,35.76,185,64.24,43042
43,43,397,155,39.04,242,60.96,43043
43,44,483,152,31.47,331,68.53,43044
43,45,362,135,37.29,227,62.71,43045
43,46,434,168,38.71,266,61.29,43046
43,47,382,121,31.68,261,68.32,43047
43,48,470,165,35.11,305,64.89,43048
43,49,281,112,39.86,169,60.14,43049
43,50,272,105,38.6,167,61.4,43050
43,51,313,97,30.99,216,69.01,43051
43,52,612,227,37.09,385,62.91,43052
43,53,357,98,27.45,259,72.55,43053
43,54,229,95,41.48,134,58.52,43054
43,55,243,31,12.76,212,87.24,43055
43,56,340,98,28.82,242,71.18,43056
43,57,257,107,41.63,150,58.37,43057
43,58,364,134,36.81,230,63.19,43058
43,59,328,86,26.22,242,73.78,43059
43,60,234,58,24.79,176,75.21,43060
44,1,332,76,22.89,256,77.11,44001
44,2,346,91,26.3,255,73.7,44002
44,3,331,65,19.64,266,80.36,44003
44,4,333,62,18.62,271,81.38,44004
44,5,529,137,25.9,392,74.1,44005
44,6,484,134,27.69,350,72.31,44006
44,7,412,119,28.88,293,71.12,44007
44,8,528,134,25.38,394,74.62,44008
44,9,602,199,33.06,403,66.94,44009
44,10,498,74,14.86,424,85.14,44010
44,11,404,127,31.44,277,68.56,44011
44,12,344,85,24.71,259,75.29,44012
44,13,473,136,28.75,337,71.25,44013
44,14,524,158,30.15,366,69.85,44014
44,15,538,116,21.56,422,78.44,44015
44,16,460,117,25.43,343,74.57,44016
44,17,484,115,23.76,369,76.24,44017
44,18,174,42,24.14,132,75.86,44018
44,19,337,77,22.85,260,77.15,44019
44,20,642,175,27.26,467,72.74,44020
44,21,545,141,25.87,404,74.13,44021
44,22,265,63,23.77,202,76.23,44022
44,23,464,95,20.47,369,79.53,44023
44,24,422,113,26.78,309,73.22,44024
44,25,429,141,32.87,288,67.13,44025
44,26,405,95,23.46,310,76.54,44026
44,27,585,197,33.68,388,66.32,44027
44,28,354,109,30.79,245,69.21,44028
44,29,563,190,33.75,373,66.25,44029
44,30,479,100,20.88,379,79.12,44030
44,31,535,181,33.83,354,66.17,44031
44,32,303,58,19.14,245,80.86,44032
44,33,654,118,18.04,536,81.96,44033
44,34,338,95,28.11,243,71.89,44034
44,35,304,71,23.36,233,76.64,44035
44,36,363,111,30.58,252,69.42,44036
44,37,573,117,20.42,456,79.58,44037
44,38,565,198,35.04,367,64.96,44038
44,39,613,222,36.22,391,63.78,44039
44,40,452,175,38.72,277,61.28,44040
44,41,532,115,21.62,417,78.38,44041
44,42,438,102,23.29,336,76.71,44042
44,43,500,151,30.2,349,69.8,44043
44,44,544,95,17.46,449,82.54,44044
44,45,546,168,30.77,378,69.23,44045
44,46,306,71,23.2,235,76.8,44046
44,47,423,164,38.77,259,61.23,44047
44,48,284,74,26.06,210,73.94,44048
44,49,322,73,22.67,249,77.33,44049
44,50,420,149,35.48,271,64.52,44050
45,1,179,60,33.52,119,66.48,45001
45,2,283,75,26.5,208,73.5,45002
45,3,364,55,15.11,309,84.89,45003
45,4,301,123,40.86,178,59.14,45004
45,5,192,68,35.42,124,64.58,45005
45,6,270,71,26.3,199,73.7,45006
45,7,309,75,24.27,234,75.73,45007
45,8,283,67,23.67,216,76.33,45008
45,9,297,72,24.24,225,75.76,45009
45,10,389,80,20.57,309,79.43,45010
45,11,321,83,25.86,238,74.14,45011
45,12,331,78,23.56,253,76.44,45012
45,13,315,69,21.9,246,78.1,45013
45,14,340,68,20.0,272,80.0,45014
45,15,297,63,21.21,234,78.79,45015
45,16,324,51,15.74,273,84.26,45016
45,17,257,66,25.68,191,74.32,45017
45,18,294,58,19.73,236,80.27,45018
45,19,372,84,22.58,288,77.42,45019
45,20,265,71,26.79,194,73.21,45020
45,21,323,92,28.48,231,71.52,45021
45,22,250,61,24.4,189,75.6,45022
45,23,249,60,24.1,189,75.9,45023
45,24,393,132,33.59,261,66.41,45024
45,25,233,47,20.17,186,79.83,45025
45,26,290,61,21.03,229,78.97,45026
45,27,305,63,20.66,242,79.34,45027
45,28,352,49,13.92,303,86.08,45028
45,29,293,75,25.6,218,74.4,45029
45,30,301,85,28.24,216,71.76,45030
45,31,282,56,19.86,226,80.14,45031
45,32,301,83,27.57,218,72.43,45032
45,33,332,81,24.4,251,75.6,45033
45,34,254,54,21.26,200,78.74,45034
45,35,310,96,30.97,214,69.03,45035
45,36,351,130,37.04,221,62.96,45036
45,37,254,54,21.26,200,78.74,45037
45,38,347,64,18.44,283,81.56,45038
45,39,322,65,20.19,257,79.81,45039
45,40,287,52,18.12,235,81.88,45040
45,41,266,67,25.19,199,74.81,45041
45,42,262,52,19.85,210,80.15,45042
45,43,244,56,22.95,188,77.05,45043
45,44,311,82,26.37,229,73.63,45044
45,45,248,64,25.81,184,74.19,45045
45,46,321,62,19.31,259,80.69,45046
45,47,316,80,25.32,236,74.68,45047
45,48,299,72,24.08,227,75.92,45048
45,49,298,88,29.53,210,70.47,45049
45,50,310,77,24.84,233,75.16,45050
45,51,298,83,27.85,215,72.15,45051
45,52,300,78,26.0,222,74.0,45052
45,53,262,62,23.66,200,76.34,45053
45,54,309,91,29.45,218,70.55,45054
45,55,260,54,20.77,206,79.23,45055
45,56,296,85,28.72,211,71.28,45056
45,57,314,88,28.03,226,71.97,45057
45,58,173,53,30.64,120,69.36,45058
46,1,527,89,16.89,438,83.11,46001
46,2,335,45,13.43,290,86.57,46002
46,3,495,68,13.74,427,86.26,46003
46,4,258,34,13.18,224,86.82,46004
46,5,454,135,29.74,319,70.26,46005
46,6,291,22,7.56,269,92.44,46006
46,7,570,124,21.75,446,78.25,46007
46,8,372,25,6.72,347,93.28,46008
46,9,377,77,20.42,300,79.58,46009
46,10,562,117,20.82,445,79.18,46010
46,11,437,54,12.36,383,87.64,46011
46,12,347,43,12.39,304,87.61,46012
46,13,630,162,25.71,468,74.29,46013
46,14,279,25,8.96,254,91.04,46014
46,15,444,83,18.69,361,81.31,46015
46,16,530,82,15.47,448,84.53,46016
46,17,515,117,22.72,398,77.28,46017
46,18,409,85,20.78,324,79.22,46018
46,19,379,43,11.35,336,88.65,46019
46,20,374,28,7.49,346,92.51,46020
46,21,155,22,14.19,133,85.81,46021
46,22,238,63,26.47,175,73.53,46022
46,23,271,20,7.38,251,92.62,46023
46,24,468,96,20.51,372,79.49,46024
46,25,270,37,13.7,233,86.3,46025
46,26,360,38,10.56,322,89.44,46026
46,27,553,119,21.52,434,78.48,46027
46,28,540,147,27.22,393,72.78,46028
46,29,311,52,16.72,259,83.28,46029
46,30,423,80,18.91,343,81.09,46030
46,31,469,96,20.47,373,79.53,46031
46,32,461,57,12.36,404,87.64,46032
46,33,414,70,16.91,344,83.09,46033
46,34,505,60,11.88,445,88.12,46034
46,35,304,47,15.46,257,84.54,46035
46,36,399,98,24.56,301,75.44,46036
46,37,555,73,13.15,482,86.85,46037
46,38,219,21,9.59,198,90.41,46038
46,39,437,100,22.88,337,77.12,46039
47,1,167,18,10.78,149,89.22,47001
47,2,399,74,18.55,325,81.45,47002
47,3,315,46,14.6,269,85.4,47003
47,4,349,76,21.78,273,78.22,47004
47,5,297,60,20.2,237,79.8,47005
47,6,429,78,18.18,351,81.82,47006
47,7,399,87,21.8,312,78.2,47007
47,8,426,73,17.14,353,82.86,47008
47,9,371,66,17.79,305,82.21,47009
47,10,423,69,16.31,354,83.69,47010
47,11,527,68,12.9,459,87.1,47011
47,12,397,63,15.87,334,84.13,47012
47,13,455,65,14.29,390,85.71,47013
47,14,397,53,13.35,344,86.65,47014
47,15,377,99,26.26,278,73.74,47015
47,16,240,36,15.0,204,85.0,47016
47,17,332,42,12.65,290,87.35,47017
47,18,365,58,15.89,307,84.11,47018
47,19,341,46,13.49,295,86.51,47019
47,20,399,54,13.53,345,86.47,47020
47,21,275,46,16.73,229,83.27,47021
47,22,255,42,16.47,213,83.53,47022
47,23,175,25,14.29,150,85.71,47023
47,24,273,71,26.01,202,73.99,47024
47,25,348,68,19.54,280,80.46,47025
47,26,542,75,13.84,467,86.16,47026
47,27,367,62,16.89,305,83.11,47027
47,28,423,56,13.24,367,86.76,47028
47,29,468,99,21.15,369,78.85,47029
47,30,260,33,12.69,227,87.31,47030
47,31,398,78,19.6,320,80.4,47031
47,32,549,69,12.57,480,87.43,47032
47,33,327,55,16.82,272,83.18,47033
47,34,416,60,14.42,356,85.58,47034
47,35,417,72,17.27,345,82.73,47035
47,36,423,68,16.08,355,83.92,47036
47,37,460,72,15.65,388,84.35,47037
47,38,373,51,13.67,322,86.33,47038
47,39,350,62,17.71,288,82.29,47039
47,40,277,39,14.08,238,85.92,47040
47,41,246,38,15.45,208,84.55,47041
47,42,335,52,15.52,283,84.48,47042
47,43,517,118,22.82,399,77.18,47043
47,44,361,90,24.93,271,75.07,47044
47,45,319,63,19.75,256,80.25,47045
48,1,382,49,12.83,333,87.17,48001
48,2,273,40,14.65,233,85.35,48002
48,3,392,56,14.29,336,85.71,48003
48,4,361,73,20.22,288,79.78,48004
48,5,254,63,24.8,191,75.2,48005
48,6,413,33,7.99,380,92.01,48006
48,7,391,52,13.3,339,86.7,48007
48,8,263,66,25.1,197,74.9,48008
48,9,298,53,17.79,245,82.21,48009
48,10,279,32,11.47,247,88.53,48010
48,11,414,53,12.8,361,87.2,48011
48,12,303,46,15.18,257,84.82,48012
48,13,273,38,13.92,235,86.08,48013
48,14,375,47,12.53,328,87.47,48014
48,15,252,20,7.94,232,92.06,48015
48,16,258,34,13.18,224,86.82,48016
48,17,319,44,13.79,275,86.21,48017
48,18,262,28,10.69,234,89.31,48018
48,19,282,41,14.54,241,85.46,48019
48,20,307,62,20.2,245,79.8,48020
48,21,400,33,8.25,367,91.75,48021
48,22,401,81,20.2,320,79.8,48022
48,23,276,55,19.93,221,80.07,48023
48,24,224,34,15.18,190,84.82,48024
48,25,358,33,9.22,325,90.78,48025
48,26,368,68,18.48,300,81.52,48026
48,27,180,25,13.89,155,86.11,48027
48,28,257,32,12.45,225,87.55,48028
48,29,230,27,11.74,203,88.26,48029
48,30,221,36,16.29,185,83.71,48030
48,31,376,25,6.65,351,93.35,48031
48,32,386,48,12.44,338,87.56,48032
48,33,242,49,20.25,193,79.75,48033
48,34,308,38,12.34,270,87.66,48034
48,35,356,41,11.52,315,88.48,48035
48,36,250,29,11.6,221,88.4,48036
48,37,365,42,11.51,323,88.49,48037
48,38,325,36,11.08,289,88.92,48038
48,39,238,48,20.17,190,79.83,48039
48,40,294,39,13.27,255,86.73,48040
48,41,247,35,14.17,212,85.83,48041
48,42,376,50,13.3,326,86.7,48042
48,43,335,38,11.34,297,88.66,48043
48,44,341,36,10.56,305,89.44,48044
48,45,255,32,12.55,223,87.45,48045
48,46,264,33,12.5,231,87.5,48046
48,47,254,15,5.91,239,94.09,48047
48,48,238,36,15.13,202,84.87,48048
49,1,304,8,2.63,296,97.37,49001
49,2,306,38,12.42,268,87.58,49002
49,3,354,25,7.06,329,92.94,49003
49,4,260,11,4.23,249,95.77,49004
49,5,366,40,10.93,326,89.07,49005
49,6,359,60,16.71,299,83.29,49006
49,7,278,36,12.95,242,87.05,49007
49,8,265,28,10.57,237,89.43,49008
49,9,323,31,9.6,292,90.4,49009
49,10,391,60,15.35,331,84.65,49010
49,11,342,42,12.28,300,87.72,49011
49,12,264,59,22.35,205,77.65,49012
49,13,311,31,9.97,280,90.03,49013
49,14,321,51,15.89,270,84.11,49014
49,15,331,41,12.39,290,87.61,49015
49,16,306,41,13.4,265,86.6,49016
49,17,147,32,21.77,115,78.23,49017
49,18,333,32,9.61,301,90.39,49018
49,19,296,18,6.08,278,93.92,49019
49,20,372,51,13.71,321,86.29,49020
49,21,379,91,24.01,288,75.99,49021
49,22,326,30,9.2,296,90.8,49022
49,23,402,39,9.7,363,90.3,49023
49,24,402,28,6.97,374,93.03,49024
49,25,280,41,14.64,239,85.36,49025
49,26,438,41,9.36,397,90.64,49026
49,27,401,28,6.98,373,93.02,49027
49,28,356,36,10.11,320,89.89,49028
49,29,234,23,9.83,211,90.17,49029
49,30,301,21,6.98,280,93.02,49030
49,31,329,37,11.25,292,88.75,49031
49,32,303,49,16.17,254,83.83,49032
49,33,267,33,12.36,234,87.64,49033
49,34,301,25,8.31,276,91.69,49034
49,35,292,42,14.38,250,85.62,49035
49,36,227,24,10.57,203,89.43,49036
49,37,202,27,13.37,175,86.63,49037
50,1,275,27,9.82,248,90.18,50001
50,2,306,30,9.8,276,90.2,50002
50,3,264,38,14.39,226,85.61,50003
50,4,283,42,14.84,241,85.16,50004
50,5,322,41,12.73,281,87.27,50005
50,6,236,29,12.29,207,87.71,50006
50,7,329,64,19.45,265,80.55,50007
50,8,349,70,20.06,279,79.94,50008
50,9,236,43,18.22,193,81.78,50009
50,10,210,27,12.86,183,87.14,50010
50,11,270,37,13.7,233,86.3,50011
50,12,195,11,5.64,184,94.36,50012
50,13,215,42,19.53,173,80.47,50013
50,14,129,11,8.53,118,91.47,50014
50,15,326,42,12.88,284,87.12,50015
50,16,162,12,7.41,150,92.59,50016
50,17,262,48,18.32,214,81.68,50017
50,18,219,26,11.87,193,88.13,50018
50,19,264,41,15.53,223,84.47,50019
50,20,308,67,21.75,241,78.25,50020
50,21,301,55,18.27,246,81.73,50021
50,22,304,50,16.45,254,83.55,50022
50,23,189,38,20.11,151,79.89,50023
50,24,255,40,15.69,215,84.31,50024
50,25,307,75,24.43,232,75.57,50025
50,26,212,37,17.45,175,82.55,50026
50,27,100,8,8.0,92,92.0,50027
50,28,218,37,16.97,181,83.03,50028
50,29,317,62,19.56,255,80.44,50029
50,30,250,42,16.8,208,83.2,50030
50,31,89,5,5.62,84,94.38,50031
50,32,272,40,14.71,232,85.29,50032
50,33,192,43,22.4,149,77.6,50033
50,34,274,34,12.41,240,87.59,50034
50,35,354,55,15.54,299,84.46,50035
50,36,306,65,21.24,241,78.76,50036
50,37,329,48,14.59,281,85.41,50037
50,38,174,10,5.75,164,94.25,50038
50,39,223,46,20.63,177,79.37,50039
50,40,248,42,16.94,206,83.06,50040
50,41,327,56,17.13,271,82.87,50041
50,42,361,62,17.17,299,82.83,50042
50,43,303,51,16.83,252,83.17,50043
50,44,265,38,14.34,227,85.66,50044
50,45,302,46,15.23,256,84.77,50045
50,46,256,50,19.53,206,80.47,50046
